"Evaluate/step_episode","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet__MAX","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MAX","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet__MIN","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet__MAX","4090_ppo_dis_2025-07-30_13-18-07 - _step","4090_ppo_dis_2025-07-30_13-18-07 - _step__MIN","4090_ppo_dis_2025-07-30_13-18-07 - _step__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MAX","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet__MIN","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet__MAX","4090_dqn_2025-07-29_13-21-06 - _step","4090_dqn_2025-07-29_13-21-06 - _step__MIN","4090_dqn_2025-07-29_13-21-06 - _step__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - _step","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet__MIN","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX"
"2281","1.9200000762939453","1.9200000762939453","1.9200000762939453","140900","140900","140900","1.7939999103546143","1.7939999103546143","1.7939999103546143","140833","140833","140833","1.8959996700286865","1.8959996700286865","1.8959996700286865","140718","140718","140718","1.8259997367858887","1.8259997367858887","1.8259997367858887","140594","140594","140594","","","","","","","","","","","","","","","","","","","","","","","",""
"2282","1.8839998245239258","1.8839998245239258","1.8839998245239258","140904","140904","140904","1.6399998664855957","1.6399998664855957","1.6399998664855957","140837","140837","140837","1.6599998474121094","1.6599998474121094","1.6599998474121094","140722","140722","140722","1.68399977684021","1.68399977684021","1.68399977684021","140598","140598","140598","","","","","","","","","","","","","","","","","","","","","","","",""
"2283","1.5279998779296875","1.5279998779296875","1.5279998779296875","140908","140908","140908","1.7719998359680176","1.7719998359680176","1.7719998359680176","140841","140841","140841","1.8699997663497925","1.8699997663497925","1.8699997663497925","140726","140726","140726","2.0320000648498535","2.0320000648498535","2.0320000648498535","140602","140602","140602","","","","","","","","","","","","","","","","","","","","","","","",""
"2284","2.4060001373291016","2.4060001373291016","2.4060001373291016","140912","140912","140912","1.9679999351501465","1.9679999351501465","1.9679999351501465","140845","140845","140845","2.0139999389648438","2.0139999389648438","2.0139999389648438","140730","140730","140730","1.9520001411437988","1.9520001411437988","1.9520001411437988","140606","140606","140606","","","","","","","","","","","","","","","","","","","","","","","",""
"2285","1.9539999961853027","1.9539999961853027","1.9539999961853027","140916","140916","140916","2.003999948501587","2.003999948501587","2.003999948501587","140849","140849","140849","2.0220000743865967","2.0220000743865967","2.0220000743865967","140734","140734","140734","2.0379998683929443","2.0379998683929443","2.0379998683929443","140610","140610","140610","","","","","","","","","","","","","","","","","","","","","","","",""
"2286","0.7959998846054077","0.7959998846054077","0.7959998846054077","141437","141437","141437","1.097999930381775","1.097999930381775","1.097999930381775","141370","141370","141370","1.0559998750686646","1.0559998750686646","1.0559998750686646","141262","141262","141262","1.0779998302459717","1.0779998302459717","1.0779998302459717","141130","141130","141130","","","","","","","","","","","","","","","","","","","","","","","",""
"2287","1.3199999332427979","1.3199999332427979","1.3199999332427979","141441","141441","141441","1.0759998559951782","1.0759998559951782","1.0759998559951782","141374","141374","141374","0.7979998588562012","0.7979998588562012","0.7979998588562012","141266","141266","141266","0.8399998545646667","0.8399998545646667","0.8399998545646667","141134","141134","141134","","","","","","","","","","","","","","","","","","","","","","","",""
"2288","1.3019999265670776","1.3019999265670776","1.3019999265670776","141445","141445","141445","0.8659998178482056","0.8659998178482056","0.8659998178482056","141378","141378","141378","0.7559999227523804","0.7559999227523804","0.7559999227523804","141270","141270","141270","0.851999819278717","0.851999819278717","0.851999819278717","141138","141138","141138","","","","","","","","","","","","","","","","","","","","","","","",""
"2289","1.495999813079834","1.495999813079834","1.495999813079834","141449","141449","141449","1.691999912261963","1.691999912261963","1.691999912261963","141382","141382","141382","1.996000051498413","1.996000051498413","1.996000051498413","141274","141274","141274","2.179999828338623","2.179999828338623","2.179999828338623","141142","141142","141142","","","","","","","","","","","","","","","","","","","","","","","",""
"2290","1.8919999599456787","1.8919999599456787","1.8919999599456787","141453","141453","141453","1.7299997806549072","1.7299997806549072","1.7299997806549072","141386","141386","141386","1.8539998531341553","1.8539998531341553","1.8539998531341553","141278","141278","141278","1.8539998531341553","1.8539998531341553","1.8539998531341553","141146","141146","141146","","","","","","","","","","","","","","","","","","","","","","","",""
"2291","1.937999963760376","1.937999963760376","1.937999963760376","141457","141457","141457","1.711999773979187","1.711999773979187","1.711999773979187","141390","141390","141390","1.709999918937683","1.709999918937683","1.709999918937683","141282","141282","141282","1.7519996166229248","1.7519996166229248","1.7519996166229248","141150","141150","141150","","","","","","","","","","","","","","","","","","","","","","","",""
"2292","1.6979997158050537","1.6979997158050537","1.6979997158050537","141461","141461","141461","1.9819998741149902","1.9819998741149902","1.9819998741149902","141394","141394","141394","2.001999855041504","2.001999855041504","2.001999855041504","141286","141286","141286","2.2980000972747803","2.2980000972747803","2.2980000972747803","141154","141154","141154","","","","","","","","","","","","","","","","","","","","","","","",""
"2293","1.9859999418258667","1.9859999418258667","1.9859999418258667","141465","141465","141465","1.940000057220459","1.940000057220459","1.940000057220459","141398","141398","141398","1.9639999866485596","1.9639999866485596","1.9639999866485596","141290","141290","141290","1.944000005722046","1.944000005722046","1.944000005722046","141158","141158","141158","","","","","","","","","","","","","","","","","","","","","","","",""
"2294","2.0180001258850098","2.0180001258850098","2.0180001258850098","141469","141469","141469","1.9700000286102295","1.9700000286102295","1.9700000286102295","141402","141402","141402","2.0320000648498535","2.0320000648498535","2.0320000648498535","141294","141294","141294","1.9579999446868896","1.9579999446868896","1.9579999446868896","141162","141162","141162","","","","","","","","","","","","","","","","","","","","","","","",""
"2295","0.7919998168945312","0.7919998168945312","0.7919998168945312","141989","141989","141989","1.0839998722076416","1.0839998722076416","1.0839998722076416","141923","141923","141923","1.097999930381775","1.097999930381775","1.097999930381775","141824","141824","141824","1.1559998989105225","1.1559998989105225","1.1559998989105225","141683","141683","141683","","","","","","","","","","","","","","","","","","","","","","","",""
"2296","1.303999900817871","1.303999900817871","1.303999900817871","141993","141993","141993","0.9779999852180481","0.9779999852180481","0.9779999852180481","141927","141927","141927","0.8019998669624329","0.8019998669624329","0.8019998669624329","141828","141828","141828","1.091999888420105","1.091999888420105","1.091999888420105","141687","141687","141687","","","","","","","","","","","","","","","","","","","","","","","",""
"2297","1.301999807357788","1.301999807357788","1.301999807357788","141997","141997","141997","0.8339998126029968","0.8339998126029968","0.8339998126029968","141931","141931","141931","0.8259998559951782","0.8259998559951782","0.8259998559951782","141832","141832","141832","1.1679998636245728","1.1679998636245728","1.1679998636245728","141691","141691","141691","","","","","","","","","","","","","","","","","","","","","","","",""
"2298","1.3259998559951782","1.3259998559951782","1.3259998559951782","142001","142001","142001","2.00600004196167","2.00600004196167","2.00600004196167","141935","141935","141935","1.9739999771118164","1.9739999771118164","1.9739999771118164","141836","141836","141836","1.7279999256134033","1.7279999256134033","1.7279999256134033","141695","141695","141695","","","","","","","","","","","","","","","","","","","","","","","",""
"2299","1.8959999084472656","1.8959999084472656","1.8959999084472656","142005","142005","142005","1.8419997692108154","1.8419997692108154","1.8419997692108154","141939","141939","141939","1.7919998168945312","1.7919998168945312","1.7919998168945312","141840","141840","141840","1.8239998817443848","1.8239998817443848","1.8239998817443848","141699","141699","141699","","","","","","","","","","","","","","","","","","","","","","","",""
"2300","1.8739999532699585","1.8739999532699585","1.8739999532699585","142009","142009","142009","1.7299998998641968","1.7299998998641968","1.7299998998641968","141943","141943","141943","1.6859996318817139","1.6859996318817139","1.6859996318817139","141844","141844","141844","1.7759997844696045","1.7759997844696045","1.7759997844696045","141703","141703","141703","","","","","","","","","","","","","","","","","","","","","","","",""
"2301","1.5079998970031738","1.5079998970031738","1.5079998970031738","142013","142013","142013","1.6999998092651367","1.6999998092651367","1.6999998092651367","141947","141947","141947","1.995999813079834","1.995999813079834","1.995999813079834","141848","141848","141848","2.249999523162842","2.249999523162842","2.249999523162842","141707","141707","141707","","","","","","","","","","","","","","","","","","","","","","","",""
"2302","1.9759998321533203","1.9759998321533203","1.9759998321533203","142017","142017","142017","2.065999984741211","2.065999984741211","2.065999984741211","141951","141951","141951","2.0460000038146973","2.0460000038146973","2.0460000038146973","141852","141852","141852","1.99399995803833","1.99399995803833","1.99399995803833","141711","141711","141711","","","","","","","","","","","","","","","","","","","","","","","",""
"2303","1.9739998579025269","1.9739998579025269","1.9739998579025269","142021","142021","142021","1.974000096321106","1.974000096321106","1.974000096321106","141955","141955","141955","1.9259998798370361","1.9259998798370361","1.9259998798370361","141856","141856","141856","1.9900000095367432","1.9900000095367432","1.9900000095367432","141715","141715","141715","","","","","","","","","","","","","","","","","","","","","","","",""
"2304","0.7499998211860657","0.7499998211860657","0.7499998211860657","142542","142542","142542","1.1319999694824219","1.1319999694824219","1.1319999694824219","142478","142478","142478","1.0999997854232788","1.0999997854232788","1.0999997854232788","142377","142377","142377","1.0619999170303345","1.0619999170303345","1.0619999170303345","142236","142236","142236","","","","","","","","","","","","","","","","","","","","","","","",""
"2305","1.3239998817443848","1.3239998817443848","1.3239998817443848","142546","142546","142546","1.2599998712539673","1.2599998712539673","1.2599998712539673","142482","142482","142482","0.8339998126029968","0.8339998126029968","0.8339998126029968","142381","142381","142381","1.3079999685287476","1.3079999685287476","1.3079999685287476","142240","142240","142240","","","","","","","","","","","","","","","","","","","","","","","",""
"2306","1.4119999408721924","1.4119999408721924","1.4119999408721924","142550","142550","142550","1.0439999103546143","1.0439999103546143","1.0439999103546143","142486","142486","142486","0.8059998154640198","0.8059998154640198","0.8059998154640198","142385","142385","142385","0.8579998016357422","0.8579998016357422","0.8579998016357422","142244","142244","142244","","","","","","","","","","","","","","","","","","","","","","","",""
"2307","1.4279998540878296","1.4279998540878296","1.4279998540878296","142554","142554","142554","1.9900000095367432","1.9900000095367432","1.9900000095367432","142490","142490","142490","2.002000093460083","2.002000093460083","2.002000093460083","142389","142389","142389","1.7019999027252197","1.7019999027252197","1.7019999027252197","142248","142248","142248","","","","","","","","","","","","","","","","","","","","","","","",""
"2308","1.9519997835159302","1.9519997835159302","1.9519997835159302","142558","142558","142558","1.7860000133514404","1.7860000133514404","1.7860000133514404","142494","142494","142494","1.7599997520446777","1.7599997520446777","1.7599997520446777","142393","142393","142393","1.8259997367858887","1.8259997367858887","1.8259997367858887","142252","142252","142252","","","","","","","","","","","","","","","","","","","","","","","",""
"2309","1.965999960899353","1.965999960899353","1.965999960899353","142562","142562","142562","1.7159998416900635","1.7159998416900635","1.7159998416900635","142498","142498","142498","1.7259997129440308","1.7259997129440308","1.7259997129440308","142397","142397","142397","1.613999843597412","1.613999843597412","1.613999843597412","142256","142256","142256","","","","","","","","","","","","","","","","","","","","","","","",""
"2310","1.4900000095367432","1.4900000095367432","1.4900000095367432","142566","142566","142566","2.2300000190734863","2.2300000190734863","2.2300000190734863","142502","142502","142502","2.181999921798706","2.181999921798706","2.181999921798706","142401","142401","142401","1.709999680519104","1.709999680519104","1.709999680519104","142260","142260","142260","","","","","","","","","","","","","","","","","","","","","","","",""
"2311","1.9480000734329224","1.9480000734329224","1.9480000734329224","142570","142570","142570","1.99399995803833","1.99399995803833","1.99399995803833","142506","142506","142506","1.9739998579025269","1.9739998579025269","1.9739998579025269","142405","142405","142405","1.9739999771118164","1.9739999771118164","1.9739999771118164","142264","142264","142264","","","","","","","","","","","","","","","","","","","","","","","",""
"2312","1.9479999542236328","1.9479999542236328","1.9479999542236328","142574","142574","142574","1.937999963760376","1.937999963760376","1.937999963760376","142510","142510","142510","1.9900000095367432","1.9900000095367432","1.9900000095367432","142409","142409","142409","1.972000002861023","1.972000002861023","1.972000002861023","142268","142268","142268","","","","","","","","","","","","","","","","","","","","","","","",""
"2313","0.7859998941421509","0.7859998941421509","0.7859998941421509","143094","143094","143094","1.0519999265670776","1.0519999265670776","1.0519999265670776","143030","143030","143030","1.1039998531341553","1.1039998531341553","1.1039998531341553","142929","142929","142929","1.091999888420105","1.091999888420105","1.091999888420105","142788","142788","142788","","","","","","","","","","","","","","","","","","","","","","","",""
"2314","1.3979997634887695","1.3979997634887695","1.3979997634887695","143098","143098","143098","1.123999834060669","1.123999834060669","1.123999834060669","143034","143034","143034","0.8019998669624329","0.8019998669624329","0.8019998669624329","142933","142933","142933","1.2019999027252197","1.2019999027252197","1.2019999027252197","142792","142792","142792","","","","","","","","","","","","","","","","","","","","","","","",""
"2315","1.3559999465942383","1.3559999465942383","1.3559999465942383","143102","143102","143102","1.241999864578247","1.241999864578247","1.241999864578247","143038","143038","143038","0.8599998354911804","0.8599998354911804","0.8599998354911804","142937","142937","142937","1.2299998998641968","1.2299998998641968","1.2299998998641968","142796","142796","142796","","","","","","","","","","","","","","","","","","","","","","","",""
"2316","1.5119998455047607","1.5119998455047607","1.5119998455047607","143106","143106","143106","1.685999870300293","1.685999870300293","1.685999870300293","143042","143042","143042","1.7119998931884766","1.7119998931884766","1.7119998931884766","142941","142941","142941","1.9620000123977661","1.9620000123977661","1.9620000123977661","142800","142800","142800","","","","","","","","","","","","","","","","","","","","","","","",""
"2317","1.8919999599456787","1.8919999599456787","1.8919999599456787","143110","143110","143110","1.803999662399292","1.803999662399292","1.803999662399292","143046","143046","143046","1.7959998846054077","1.7959998846054077","1.7959998846054077","142945","142945","142945","1.8639997243881226","1.8639997243881226","1.8639997243881226","142804","142804","142804","","","","","","","","","","","","","","","","","","","","","","","",""
"2318","1.9580001831054688","1.9580001831054688","1.9580001831054688","143114","143114","143114","1.6999998092651367","1.6999998092651367","1.6999998092651367","143050","143050","143050","1.711999773979187","1.711999773979187","1.711999773979187","142949","142949","142949","1.6699998378753662","1.6699998378753662","1.6699998378753662","142808","142808","142808","","","","","","","","","","","","","","","","","","","","","","","",""
"2319","1.7079997062683105","1.7079997062683105","1.7079997062683105","143118","143118","143118","2.0739998817443848","2.0739998817443848","2.0739998817443848","143054","143054","143054","2.0239999294281006","2.0239999294281006","2.0239999294281006","142953","142953","142953","1.9679999351501465","1.9679999351501465","1.9679999351501465","142812","142812","142812","","","","","","","","","","","","","","","","","","","","","","","",""
"2320","1.9879999160766602","1.9879999160766602","1.9879999160766602","143122","143122","143122","1.9619998931884766","1.9619998931884766","1.9619998931884766","143058","143058","143058","1.9520001411437988","1.9520001411437988","1.9520001411437988","142957","142957","142957","1.959999918937683","1.959999918937683","1.959999918937683","142816","142816","142816","","","","","","","","","","","","","","","","","","","","","","","",""
"2321","1.9519999027252197","1.9519999027252197","1.9519999027252197","143126","143126","143126","1.9900000095367432","1.9900000095367432","1.9900000095367432","143062","143062","143062","1.9259999990463257","1.9259999990463257","1.9259999990463257","142961","142961","142961","1.991999864578247","1.991999864578247","1.991999864578247","142820","142820","142820","","","","","","","","","","","","","","","","","","","","","","","",""
"2322","0.7539998292922974","0.7539998292922974","0.7539998292922974","143647","143647","143647","1.1299998760223389","1.1299998760223389","1.1299998760223389","143583","143583","143583","0.8819999694824219","0.8819999694824219","0.8819999694824219","143496","143496","143496","1.0179998874664307","1.0179998874664307","1.0179998874664307","143341","143341","143341","","","","","","","","","","","","","","","","","","","","","","","",""
"2323","1.3059998750686646","1.3059998750686646","1.3059998750686646","143651","143651","143651","1.2679998874664307","1.2679998874664307","1.2679998874664307","143587","143587","143587","0.8179998397827148","0.8179998397827148","0.8179998397827148","143500","143500","143500","1.2579997777938843","1.2579997777938843","1.2579997777938843","143345","143345","143345","","","","","","","","","","","","","","","","","","","","","","","",""
"2324","1.3159998655319214","1.3159998655319214","1.3159998655319214","143655","143655","143655","1.1679998636245728","1.1679998636245728","1.1679998636245728","143591","143591","143591","0.7899998426437378","0.7899998426437378","0.7899998426437378","143504","143504","143504","1.2079999446868896","1.2079999446868896","1.2079999446868896","143349","143349","143349","","","","","","","","","","","","","","","","","","","","","","","",""
"2325","1.4559998512268066","1.4559998512268066","1.4559998512268066","143659","143659","143659","1.9859998226165771","1.9859998226165771","1.9859998226165771","143595","143595","143595","1.67799973487854","1.67799973487854","1.67799973487854","143508","143508","143508","1.67799973487854","1.67799973487854","1.67799973487854","143353","143353","143353","","","","","","","","","","","","","","","","","","","","","","","",""
"2326","1.937999963760376","1.937999963760376","1.937999963760376","143663","143663","143663","1.9179998636245728","1.9179998636245728","1.9179998636245728","143599","143599","143599","1.6919996738433838","1.6919996738433838","1.6919996738433838","143512","143512","143512","1.8939999341964722","1.8939999341964722","1.8939999341964722","143357","143357","143357","","","","","","","","","","","","","","","","","","","","","","","",""
"2327","1.9199998378753662","1.9199998378753662","1.9199998378753662","143667","143667","143667","1.6699998378753662","1.6699998378753662","1.6699998378753662","143603","143603","143603","1.6679997444152832","1.6679997444152832","1.6679997444152832","143516","143516","143516","1.7119998931884766","1.7119998931884766","1.7119998931884766","143361","143361","143361","","","","","","","","","","","","","","","","","","","","","","","",""
"2328","1.5259997844696045","1.5259997844696045","1.5259997844696045","143671","143671","143671","2.0480000972747803","2.0480000972747803","2.0480000972747803","143607","143607","143607","2.2319998741149902","2.2319998741149902","2.2319998741149902","143520","143520","143520","1.9619998931884766","1.9619998931884766","1.9619998931884766","143365","143365","143365","","","","","","","","","","","","","","","","","","","","","","","",""
"2329","1.968000054359436","1.968000054359436","1.968000054359436","143675","143675","143675","2.2700002193450928","2.2700002193450928","2.2700002193450928","143611","143611","143611","1.9819998741149902","1.9819998741149902","1.9819998741149902","143524","143524","143524","1.934000015258789","1.934000015258789","1.934000015258789","143369","143369","143369","","","","","","","","","","","","","","","","","","","","","","","",""
"2330","2.0160000324249268","2.0160000324249268","2.0160000324249268","143679","143679","143679","1.946000099182129","1.946000099182129","1.946000099182129","143615","143615","143615","2.076000213623047","2.076000213623047","2.076000213623047","143528","143528","143528","1.934000015258789","1.934000015258789","1.934000015258789","143373","143373","143373","","","","","","","","","","","","","","","","","","","","","","","",""
"2331","0.7619998455047607","0.7619998455047607","0.7619998455047607","144202","144202","144202","1.1219998598098755","1.1219998598098755","1.1219998598098755","144145","144145","144145","0.9459998607635498","0.9459998607635498","0.9459998607635498","144048","144048","144048","1.1319998502731323","1.1319998502731323","1.1319998502731323","143893","143893","143893","","","","","","","","","","","","","","","","","","","","","","","",""
"2332","1.3399999141693115","1.3399999141693115","1.3399999141693115","144206","144206","144206","0.9939998388290405","0.9939998388290405","0.9939998388290405","144149","144149","144149","0.7999998331069946","0.7999998331069946","0.7999998331069946","144052","144052","144052","0.82399982213974","0.82399982213974","0.82399982213974","143897","143897","143897","","","","","","","","","","","","","","","","","","","","","","","",""
"2333","1.2939999103546143","1.2939999103546143","1.2939999103546143","144210","144210","144210","1.1459999084472656","1.1459999084472656","1.1459999084472656","144153","144153","144153","0.8599997758865356","0.8599997758865356","0.8599997758865356","144056","144056","144056","1.1019998788833618","1.1019998788833618","1.1019998788833618","143901","143901","143901","","","","","","","","","","","","","","","","","","","","","","","",""
"2334","1.4739998579025269","1.4739998579025269","1.4739998579025269","144214","144214","144214","1.67799973487854","1.67799973487854","1.67799973487854","144157","144157","144157","1.623999834060669","1.623999834060669","1.623999834060669","144060","144060","144060","2.2200000286102295","2.2200000286102295","2.2200000286102295","143905","143905","143905","","","","","","","","","","","","","","","","","","","","","","","",""
"2335","1.901999831199646","1.901999831199646","1.901999831199646","144218","144218","144218","1.8319997787475586","1.8319997787475586","1.8319997787475586","144161","144161","144161","1.8339998722076416","1.8339998722076416","1.8339998722076416","144064","144064","144064","1.8799996376037598","1.8799996376037598","1.8799996376037598","143909","143909","143909","","","","","","","","","","","","","","","","","","","","","","","",""
"2336","1.9579999446868896","1.9579999446868896","1.9579999446868896","144222","144222","144222","1.6579997539520264","1.6579997539520264","1.6579997539520264","144165","144165","144165","1.6979998350143433","1.6979998350143433","1.6979998350143433","144068","144068","144068","1.6919997930526733","1.6919997930526733","1.6919997930526733","143913","143913","143913","","","","","","","","","","","","","","","","","","","","","","","",""
"2337","1.4859998226165771","1.4859998226165771","1.4859998226165771","144226","144226","144226","1.749999761581421","1.749999761581421","1.749999761581421","144169","144169","144169","2.2279999256134033","2.2279999256134033","2.2279999256134033","144072","144072","144072","2.0159997940063477","2.0159997940063477","2.0159997940063477","143917","143917","143917","","","","","","","","","","","","","","","","","","","","","","","",""
"2338","1.9819999933242798","1.9819999933242798","1.9819999933242798","144230","144230","144230","2.0320000648498535","2.0320000648498535","2.0320000648498535","144173","144173","144173","1.9560000896453857","1.9560000896453857","1.9560000896453857","144076","144076","144076","1.9560000896453857","1.9560000896453857","1.9560000896453857","143921","143921","143921","","","","","","","","","","","","","","","","","","","","","","","",""
"2339","2.0260000228881836","2.0260000228881836","2.0260000228881836","144234","144234","144234","1.9259999990463257","1.9259999990463257","1.9259999990463257","144177","144177","144177","2.0360000133514404","2.0360000133514404","2.0360000133514404","144080","144080","144080","1.9619998931884766","1.9619998931884766","1.9619998931884766","143925","143925","143925","","","","","","","","","","","","","","","","","","","","","","","",""
"2340","0.8039999008178711","0.8039999008178711","0.8039999008178711","144754","144754","144754","1.001999855041504","1.001999855041504","1.001999855041504","144698","144698","144698","1.1139999628067017","1.1139999628067017","1.1139999628067017","144601","144601","144601","1.1039998531341553","1.1039998531341553","1.1039998531341553","144446","144446","144446","","","","","","","","","","","","","","","","","","","","","","","",""
"2341","1.2879999876022339","1.2879999876022339","1.2879999876022339","144758","144758","144758","1.1159998178482056","1.1159998178482056","1.1159998178482056","144702","144702","144702","0.7859998941421509","0.7859998941421509","0.7859998941421509","144605","144605","144605","0.8439998626708984","0.8439998626708984","0.8439998626708984","144450","144450","144450","","","","","","","","","","","","","","","","","","","","","","","",""
"2342","1.3179998397827148","1.3179998397827148","1.3179998397827148","144762","144762","144762","0.8119998574256897","0.8119998574256897","0.8119998574256897","144706","144706","144706","0.8579998016357422","0.8579998016357422","0.8579998016357422","144609","144609","144609","0.8179998993873596","0.8179998993873596","0.8179998993873596","144454","144454","144454","","","","","","","","","","","","","","","","","","","","","","","",""
"2343","1.5119998455047607","1.5119998455047607","1.5119998455047607","144766","144766","144766","1.7079997062683105","1.7079997062683105","1.7079997062683105","144710","144710","144710","2.005999803543091","2.005999803543091","2.005999803543091","144613","144613","144613","3.4760000705718994","3.4760000705718994","3.4760000705718994","144458","144458","144458","","","","","","","","","","","","","","","","","","","","","","","",""
"2344","1.9199998378753662","1.9199998378753662","1.9199998378753662","144770","144770","144770","1.739999771118164","1.739999771118164","1.739999771118164","144714","144714","144714","1.9119997024536133","1.9119997024536133","1.9119997024536133","144617","144617","144617","1.8719998598098755","1.8719998598098755","1.8719998598098755","144462","144462","144462","","","","","","","","","","","","","","","","","","","","","","","",""
"2345","1.9599997997283936","1.9599997997283936","1.9599997997283936","144774","144774","144774","1.6979999542236328","1.6979999542236328","1.6979999542236328","144718","144718","144718","1.6639997959136963","1.6639997959136963","1.6639997959136963","144621","144621","144621","1.7139997482299805","1.7139997482299805","1.7139997482299805","144466","144466","144466","","","","","","","","","","","","","","","","","","","","","","","",""
"2346","1.2079998254776","1.2079998254776","1.2079998254776","144778","144778","144778","2.2199997901916504","2.2199997901916504","2.2199997901916504","144722","144722","144722","2.0320000648498535","2.0320000648498535","2.0320000648498535","144625","144625","144625","1.9459997415542603","1.9459997415542603","1.9459997415542603","144470","144470","144470","","","","","","","","","","","","","","","","","","","","","","","",""
"2347","1.9940001964569092","1.9940001964569092","1.9940001964569092","144782","144782","144782","1.937999963760376","1.937999963760376","1.937999963760376","144726","144726","144726","1.9520000219345093","1.9520000219345093","1.9520000219345093","144629","144629","144629","1.944000005722046","1.944000005722046","1.944000005722046","144474","144474","144474","","","","","","","","","","","","","","","","","","","","","","","",""
"2348","1.9759999513626099","1.9759999513626099","1.9759999513626099","144786","144786","144786","2.0500001907348633","2.0500001907348633","2.0500001907348633","144730","144730","144730","1.9820001125335693","1.9820001125335693","1.9820001125335693","144633","144633","144633","1.9659998416900635","1.9659998416900635","1.9659998416900635","144478","144478","144478","","","","","","","","","","","","","","","","","","","","","","","",""
"2349","0.7819998264312744","0.7819998264312744","0.7819998264312744","145307","145307","145307","1.0959999561309814","1.0959999561309814","1.0959999561309814","145250","145250","145250","1.0899999141693115","1.0899999141693115","1.0899999141693115","145154","145154","145154","1.1019998788833618","1.1019998788833618","1.1019998788833618","144998","144998","144998","","","","","","","","","","","","","","","","","","","","","","","",""
"2350","1.3279998302459717","1.3279998302459717","1.3279998302459717","145311","145311","145311","1.117999792098999","1.117999792098999","1.117999792098999","145254","145254","145254","0.7699998617172241","0.7699998617172241","0.7699998617172241","145158","145158","145158","1.1699998378753662","1.1699998378753662","1.1699998378753662","145002","145002","145002","","","","","","","","","","","","","","","","","","","","","","","",""
"2351","1.315999984741211","1.315999984741211","1.315999984741211","145315","145315","145315","0.9879997968673706","0.9879997968673706","0.9879997968673706","145258","145258","145258","0.8199998736381531","0.8199998736381531","0.8199998736381531","145162","145162","145162","1.147999882698059","1.147999882698059","1.147999882698059","145006","145006","145006","","","","","","","","","","","","","","","","","","","","","","","",""
"2352","1.5119998455047607","1.5119998455047607","1.5119998455047607","145319","145319","145319","1.7219998836517334","1.7219998836517334","1.7219998836517334","145262","145262","145262","1.9939998388290405","1.9939998388290405","1.9939998388290405","145166","145166","145166","2.181999683380127","2.181999683380127","2.181999683380127","145010","145010","145010","","","","","","","","","","","","","","","","","","","","","","","",""
