"Evaluate/step_episode","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MAX","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpOverCost","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpOverCost__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpOverCost__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpOverCost","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpOverCost__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpOverCost__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpOverCost","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpOverCost__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpOverCost__MAX","4090_ppo_dis_2025-07-30_13-18-07 - _step","4090_ppo_dis_2025-07-30_13-18-07 - _step__MIN","4090_ppo_dis_2025-07-30_13-18-07 - _step__MAX","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpOverCost","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpOverCost__MIN","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpOverCost__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpOverCost","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpOverCost__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpOverCost__MAX","4090_dqn_2025-07-29_13-21-06 - _step","4090_dqn_2025-07-29_13-21-06 - _step__MIN","4090_dqn_2025-07-29_13-21-06 - _step__MAX","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpOverCost","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpOverCost__MIN","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpOverCost__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - _step","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpOverCost","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpOverCost__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpOverCost__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpOverCost","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpOverCost__MIN","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpOverCost__MAX"
"2293","141465","141465","141465","0","0","0","141398","141398","141398","0","0","0","141290","141290","141290","0","0","0","141158","141158","141158","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2294","141469","141469","141469","0","0","0","141402","141402","141402","0","0","0","141294","141294","141294","0","0","0","141162","141162","141162","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2295","141989","141989","141989","1","1","1","141923","141923","141923","0","0","0","141824","141824","141824","2","2","2","141683","141683","141683","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2296","141993","141993","141993","10","10","10","141927","141927","141927","0","0","0","141828","141828","141828","2","2","2","141687","141687","141687","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2297","141997","141997","141997","10","10","10","141931","141931","141931","0","0","0","141832","141832","141832","0","0","0","141691","141691","141691","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2298","142001","142001","142001","0","0","0","141935","141935","141935","0","0","0","141836","141836","141836","0","0","0","141695","141695","141695","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2299","142005","142005","142005","0","0","0","141939","141939","141939","0","0","0","141840","141840","141840","0","0","0","141699","141699","141699","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2300","142009","142009","142009","0","0","0","141943","141943","141943","0","0","0","141844","141844","141844","0","0","0","141703","141703","141703","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2301","142013","142013","142013","0","0","0","141947","141947","141947","0","0","0","141848","141848","141848","0","0","0","141707","141707","141707","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2302","142017","142017","142017","0","0","0","141951","141951","141951","0","0","0","141852","141852","141852","0","0","0","141711","141711","141711","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2303","142021","142021","142021","0","0","0","141955","141955","141955","0","0","0","141856","141856","141856","0","0","0","141715","141715","141715","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2304","142542","142542","142542","0","0","0","142478","142478","142478","0","0","0","142377","142377","142377","1","1","1","142236","142236","142236","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2305","142546","142546","142546","9","9","9","142482","142482","142482","0","0","0","142381","142381","142381","2","2","2","142240","142240","142240","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2306","142550","142550","142550","8","8","8","142486","142486","142486","0","0","0","142385","142385","142385","0","0","0","142244","142244","142244","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2307","142554","142554","142554","0","0","0","142490","142490","142490","0","0","0","142389","142389","142389","0","0","0","142248","142248","142248","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2308","142558","142558","142558","0","0","0","142494","142494","142494","0","0","0","142393","142393","142393","0","0","0","142252","142252","142252","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2309","142562","142562","142562","0","0","0","142498","142498","142498","0","0","0","142397","142397","142397","0","0","0","142256","142256","142256","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2310","142566","142566","142566","0","0","0","142502","142502","142502","0","0","0","142401","142401","142401","0","0","0","142260","142260","142260","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2311","142570","142570","142570","0","0","0","142506","142506","142506","0","0","0","142405","142405","142405","0","0","0","142264","142264","142264","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2312","142574","142574","142574","0","0","0","142510","142510","142510","0","0","0","142409","142409","142409","0","0","0","142268","142268","142268","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2313","143094","143094","143094","0","0","0","143030","143030","143030","0","0","0","142929","142929","142929","0","0","0","142788","142788","142788","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2314","143098","143098","143098","10","10","10","143034","143034","143034","0","0","0","142933","142933","142933","1","1","1","142792","142792","142792","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2315","143102","143102","143102","8","8","8","143038","143038","143038","0","0","0","142937","142937","142937","1","1","1","142796","142796","142796","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2316","143106","143106","143106","0","0","0","143042","143042","143042","0","0","0","142941","142941","142941","0","0","0","142800","142800","142800","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2317","143110","143110","143110","0","0","0","143046","143046","143046","0","0","0","142945","142945","142945","0","0","0","142804","142804","142804","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2318","143114","143114","143114","0","0","0","143050","143050","143050","0","0","0","142949","142949","142949","0","0","0","142808","142808","142808","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2319","143118","143118","143118","0","0","0","143054","143054","143054","0","0","0","142953","142953","142953","0","0","0","142812","142812","142812","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2320","143122","143122","143122","0","0","0","143058","143058","143058","0","0","0","142957","142957","142957","0","0","0","142816","142816","142816","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2321","143126","143126","143126","0","0","0","143062","143062","143062","0","0","0","142961","142961","142961","0","0","0","142820","142820","142820","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2322","143647","143647","143647","1","1","1","143583","143583","143583","0","0","0","143496","143496","143496","2","2","2","143341","143341","143341","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2323","143651","143651","143651","8","8","8","143587","143587","143587","0","0","0","143500","143500","143500","0","0","0","143345","143345","143345","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2324","143655","143655","143655","8","8","8","143591","143591","143591","0","0","0","143504","143504","143504","1","1","1","143349","143349","143349","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2325","143659","143659","143659","0","0","0","143595","143595","143595","0","0","0","143508","143508","143508","0","0","0","143353","143353","143353","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2326","143663","143663","143663","0","0","0","143599","143599","143599","0","0","0","143512","143512","143512","0","0","0","143357","143357","143357","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2327","143667","143667","143667","0","0","0","143603","143603","143603","0","0","0","143516","143516","143516","0","0","0","143361","143361","143361","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2328","143671","143671","143671","0","0","0","143607","143607","143607","0","0","0","143520","143520","143520","0","0","0","143365","143365","143365","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2329","143675","143675","143675","0","0","0","143611","143611","143611","0","0","0","143524","143524","143524","0","0","0","143369","143369","143369","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2330","143679","143679","143679","0","0","0","143615","143615","143615","0","0","0","143528","143528","143528","0","0","0","143373","143373","143373","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2331","144202","144202","144202","0","0","0","144145","144145","144145","0","0","0","144048","144048","144048","0","0","0","143893","143893","143893","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2332","144206","144206","144206","10","10","10","144149","144149","144149","0","0","0","144052","144052","144052","1","1","1","143897","143897","143897","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2333","144210","144210","144210","9","9","9","144153","144153","144153","0","0","0","144056","144056","144056","2","2","2","143901","143901","143901","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2334","144214","144214","144214","0","0","0","144157","144157","144157","0","0","0","144060","144060","144060","0","0","0","143905","143905","143905","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2335","144218","144218","144218","0","0","0","144161","144161","144161","0","0","0","144064","144064","144064","0","0","0","143909","143909","143909","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2336","144222","144222","144222","0","0","0","144165","144165","144165","0","0","0","144068","144068","144068","0","0","0","143913","143913","143913","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2337","144226","144226","144226","0","0","0","144169","144169","144169","0","0","0","144072","144072","144072","0","0","0","143917","143917","143917","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2338","144230","144230","144230","0","0","0","144173","144173","144173","0","0","0","144076","144076","144076","0","0","0","143921","143921","143921","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2339","144234","144234","144234","0","0","0","144177","144177","144177","0","0","0","144080","144080","144080","0","0","0","143925","143925","143925","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2340","144754","144754","144754","2","2","2","144698","144698","144698","0","0","0","144601","144601","144601","1","1","1","144446","144446","144446","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2341","144758","144758","144758","7","7","7","144702","144702","144702","0","0","0","144605","144605","144605","1","1","1","144450","144450","144450","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2342","144762","144762","144762","8","8","8","144706","144706","144706","0","0","0","144609","144609","144609","3","3","3","144454","144454","144454","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2343","144766","144766","144766","0","0","0","144710","144710","144710","0","0","0","144613","144613","144613","0","0","0","144458","144458","144458","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2344","144770","144770","144770","0","0","0","144714","144714","144714","0","0","0","144617","144617","144617","0","0","0","144462","144462","144462","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2345","144774","144774","144774","0","0","0","144718","144718","144718","0","0","0","144621","144621","144621","0","0","0","144466","144466","144466","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2346","144778","144778","144778","0","0","0","144722","144722","144722","0","0","0","144625","144625","144625","0","0","0","144470","144470","144470","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2347","144782","144782","144782","0","0","0","144726","144726","144726","0","0","0","144629","144629","144629","0","0","0","144474","144474","144474","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2348","144786","144786","144786","0","0","0","144730","144730","144730","0","0","0","144633","144633","144633","0","0","0","144478","144478","144478","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2349","145307","145307","145307","0","0","0","145250","145250","145250","0","0","0","145154","145154","145154","0","0","0","144998","144998","144998","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2350","145311","145311","145311","8","8","8","145254","145254","145254","0","0","0","145158","145158","145158","0","0","0","145002","145002","145002","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2351","145315","145315","145315","9","9","9","145258","145258","145258","0","0","0","145162","145162","145162","0","0","0","145006","145006","145006","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2352","145319","145319","145319","0","0","0","145262","145262","145262","0","0","0","145166","145166","145166","0","0","0","145010","145010","145010","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2353","145323","145323","145323","0","0","0","145266","145266","145266","0","0","0","145170","145170","145170","0","0","0","145014","145014","145014","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2354","145327","145327","145327","0","0","0","145270","145270","145270","0","0","0","145174","145174","145174","0","0","0","145018","145018","145018","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2355","145331","145331","145331","0","0","0","145274","145274","145274","0","0","0","145178","145178","145178","0","0","0","145022","145022","145022","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2356","145335","145335","145335","0","0","0","145278","145278","145278","0","0","0","145182","145182","145182","0","0","0","145026","145026","145026","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2357","145339","145339","145339","0","0","0","145282","145282","145282","0","0","0","145186","145186","145186","0","0","0","145030","145030","145030","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2358","145859","145859","145859","0","0","0","145803","145803","145803","0","0","0","145706","145706","145706","1","1","1","145551","145551","145551","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2359","145863","145863","145863","8","8","8","145807","145807","145807","0","0","0","145710","145710","145710","0","0","0","145555","145555","145555","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2360","145867","145867","145867","7","7","7","145811","145811","145811","0","0","0","145714","145714","145714","1","1","1","145559","145559","145559","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2361","145871","145871","145871","0","0","0","145815","145815","145815","0","0","0","145718","145718","145718","0","0","0","145563","145563","145563","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2362","145875","145875","145875","0","0","0","145819","145819","145819","0","0","0","145722","145722","145722","0","0","0","145567","145567","145567","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2363","145879","145879","145879","0","0","0","145823","145823","145823","0","0","0","145726","145726","145726","0","0","0","145571","145571","145571","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2364","145883","145883","145883","0","0","0","145827","145827","145827","0","0","0","145730","145730","145730","0","0","0","145575","145575","145575","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2365","145887","145887","145887","0","0","0","145831","145831","145831","0","0","0","145734","145734","145734","0","0","0","145579","145579","145579","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2366","145891","145891","145891","0","0","0","145835","145835","145835","0","0","0","145738","145738","145738","0","0","0","145583","145583","145583","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2367","146412","146412","146412","2","2","2","146356","146356","146356","0","0","0","146259","146259","146259","0","0","0","146103","146103","146103","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2368","146416","146416","146416","9","9","9","146360","146360","146360","0","0","0","146263","146263","146263","0","0","0","146107","146107","146107","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2369","146420","146420","146420","7","7","7","146364","146364","146364","0","0","0","146267","146267","146267","2","2","2","146111","146111","146111","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2370","146424","146424","146424","0","0","0","146368","146368","146368","0","0","0","146271","146271","146271","0","0","0","146115","146115","146115","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2371","146428","146428","146428","0","0","0","146372","146372","146372","0","0","0","146275","146275","146275","0","0","0","146119","146119","146119","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2372","146432","146432","146432","0","0","0","146376","146376","146376","0","0","0","146279","146279","146279","0","0","0","146123","146123","146123","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2373","146436","146436","146436","0","0","0","146380","146380","146380","0","0","0","146283","146283","146283","0","0","0","146127","146127","146127","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2374","146440","146440","146440","0","0","0","146384","146384","146384","0","0","0","146287","146287","146287","0","0","0","146131","146131","146131","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2375","146444","146444","146444","0","0","0","146388","146388","146388","0","0","0","146291","146291","146291","0","0","0","146135","146135","146135","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2376","146964","146964","146964","2","2","2","146909","146909","146909","0","0","0","146812","146812","146812","1","1","1","146656","146656","146656","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2377","146968","146968","146968","7","7","7","146913","146913","146913","0","0","0","146816","146816","146816","0","0","0","146660","146660","146660","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2378","146972","146972","146972","0","0","0","146917","146917","146917","0","0","0","146820","146820","146820","3","3","3","146664","146664","146664","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2379","146976","146976","146976","0","0","0","146921","146921","146921","0","0","0","146824","146824","146824","0","0","0","146668","146668","146668","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2380","146980","146980","146980","0","0","0","146925","146925","146925","0","0","0","146828","146828","146828","0","0","0","146672","146672","146672","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2381","146984","146984","146984","0","0","0","146929","146929","146929","0","0","0","146832","146832","146832","0","0","0","146676","146676","146676","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2382","146988","146988","146988","0","0","0","146933","146933","146933","0","0","0","146836","146836","146836","0","0","0","146680","146680","146680","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2383","146992","146992","146992","0","0","0","146937","146937","146937","0","0","0","146840","146840","146840","0","0","0","146684","146684","146684","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2384","146996","146996","146996","0","0","0","146941","146941","146941","0","0","0","146844","146844","146844","0","0","0","146688","146688","146688","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2385","147517","147517","147517","0","0","0","147463","147463","147463","0","0","0","147364","147364","147364","2","2","2","147209","147209","147209","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2386","147521","147521","147521","7","7","7","147467","147467","147467","0","0","0","147368","147368","147368","0","0","0","147213","147213","147213","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2387","147525","147525","147525","4","4","4","147471","147471","147471","0","0","0","147372","147372","147372","0","0","0","147217","147217","147217","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2388","147529","147529","147529","0","0","0","147475","147475","147475","0","0","0","147376","147376","147376","0","0","0","147221","147221","147221","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2389","147533","147533","147533","0","0","0","147479","147479","147479","0","0","0","147380","147380","147380","0","0","0","147225","147225","147225","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2390","147537","147537","147537","0","0","0","147483","147483","147483","0","0","0","147384","147384","147384","0","0","0","147229","147229","147229","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2391","147541","147541","147541","0","0","0","147487","147487","147487","0","0","0","147388","147388","147388","0","0","0","147233","147233","147233","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2392","147545","147545","147545","0","0","0","147491","147491","147491","0","0","0","147392","147392","147392","0","0","0","147237","147237","147237","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2393","147549","147549","147549","0","0","0","147495","147495","147495","0","0","0","147396","147396","147396","0","0","0","147241","147241","147241","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2394","148069","148069","148069","0","0","0","148015","148015","148015","0","0","0","147917","147917","147917","0","0","0","147761","147761","147761","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2395","148073","148073","148073","7","7","7","148019","148019","148019","0","0","0","147921","147921","147921","1","1","1","147765","147765","147765","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2396","148077","148077","148077","7","7","7","148023","148023","148023","0","0","0","147925","147925","147925","0","0","0","147769","147769","147769","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2397","148081","148081","148081","0","0","0","148027","148027","148027","0","0","0","147929","147929","147929","0","0","0","147773","147773","147773","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2398","148085","148085","148085","0","0","0","148031","148031","148031","0","0","0","147933","147933","147933","0","0","0","147777","147777","147777","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2399","148089","148089","148089","0","0","0","148035","148035","148035","0","0","0","147937","147937","147937","0","0","0","147781","147781","147781","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2400","148093","148093","148093","0","0","0","148039","148039","148039","0","0","0","147941","147941","147941","0","0","0","147785","147785","147785","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2401","148097","148097","148097","0","0","0","148043","148043","148043","0","0","0","147945","147945","147945","0","0","0","147789","147789","147789","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2402","148101","148101","148101","0","0","0","148047","148047","148047","0","0","0","147949","147949","147949","0","0","0","147793","147793","147793","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2403","148622","148622","148622","2","2","2","148568","148568","148568","0","0","0","148470","148470","148470","0","0","0","148314","148314","148314","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2404","148626","148626","148626","10","10","10","148572","148572","148572","0","0","0","148474","148474","148474","1","1","1","148318","148318","148318","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2405","148630","148630","148630","11","11","11","148576","148576","148576","0","0","0","148478","148478","148478","2","2","2","148322","148322","148322","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2406","148634","148634","148634","0","0","0","148580","148580","148580","0","0","0","148482","148482","148482","0","0","0","148326","148326","148326","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2407","148638","148638","148638","0","0","0","148584","148584","148584","0","0","0","148486","148486","148486","0","0","0","148330","148330","148330","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2408","148642","148642","148642","0","0","0","148588","148588","148588","0","0","0","148490","148490","148490","0","0","0","148334","148334","148334","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2409","148646","148646","148646","0","0","0","148592","148592","148592","0","0","0","148494","148494","148494","0","0","0","148338","148338","148338","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2410","148650","148650","148650","0","0","0","148596","148596","148596","0","0","0","148498","148498","148498","0","0","0","148342","148342","148342","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2411","148654","148654","148654","0","0","0","148600","148600","148600","0","0","0","148502","148502","148502","0","0","0","148346","148346","148346","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2412","149175","149175","149175","1","1","1","149121","149121","149121","0","0","0","149022","149022","149022","2","2","2","148867","148867","148867","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2413","149179","149179","149179","10","10","10","149125","149125","149125","0","0","0","149026","149026","149026","0","0","0","148871","148871","148871","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2414","149183","149183","149183","6","6","6","149129","149129","149129","0","0","0","149030","149030","149030","1","1","1","148875","148875","148875","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2415","149187","149187","149187","0","0","0","149133","149133","149133","0","0","0","149034","149034","149034","0","0","0","148879","148879","148879","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2416","149191","149191","149191","0","0","0","149137","149137","149137","0","0","0","149038","149038","149038","0","0","0","148883","148883","148883","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2417","149195","149195","149195","0","0","0","149141","149141","149141","0","0","0","149042","149042","149042","0","0","0","148887","148887","148887","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2418","149199","149199","149199","0","0","0","149145","149145","149145","0","0","0","149046","149046","149046","0","0","0","148891","148891","148891","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2419","149203","149203","149203","0","0","0","149149","149149","149149","0","0","0","149050","149050","149050","0","0","0","148895","148895","148895","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2420","149207","149207","149207","0","0","0","149153","149153","149153","0","0","0","149054","149054","149054","0","0","0","148899","148899","148899","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2421","149727","149727","149727","1","1","1","149673","149673","149673","0","0","0","149578","149578","149578","1","1","1","149419","149419","149419","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2422","149731","149731","149731","7","7","7","149677","149677","149677","0","0","0","149582","149582","149582","0","0","0","149423","149423","149423","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2423","149735","149735","149735","4","4","4","149681","149681","149681","0","0","0","149586","149586","149586","0","0","0","149427","149427","149427","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2424","149739","149739","149739","0","0","0","149685","149685","149685","0","0","0","149590","149590","149590","0","0","0","149431","149431","149431","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2425","149743","149743","149743","0","0","0","149689","149689","149689","0","0","0","149594","149594","149594","0","0","0","149435","149435","149435","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2426","149747","149747","149747","0","0","0","149693","149693","149693","0","0","0","149598","149598","149598","0","0","0","149439","149439","149439","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2427","149751","149751","149751","0","0","0","149697","149697","149697","0","0","0","149602","149602","149602","0","0","0","149443","149443","149443","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2428","149755","149755","149755","0","0","0","149701","149701","149701","0","0","0","149606","149606","149606","0","0","0","149447","149447","149447","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
"2429","149759","149759","149759","0","0","0","149705","149705","149705","0","0","0","149610","149610","149610","0","0","0","149451","149451","149451","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",""
