"Evaluate/step_episode","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MAX","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpEnvLen","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpEnvLen__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpEnvLen__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpEnvLen","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpEnvLen__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpEnvLen__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpEnvLen","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpEnvLen__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpEnvLen__MAX","4090_ppo_dis_2025-07-30_13-18-07 - _step","4090_ppo_dis_2025-07-30_13-18-07 - _step__MIN","4090_ppo_dis_2025-07-30_13-18-07 - _step__MAX","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpEnvLen","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpEnvLen__MIN","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpEnvLen__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpEnvLen","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpEnvLen__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpEnvLen__MAX","4090_dqn_2025-07-29_13-21-06 - _step","4090_dqn_2025-07-29_13-21-06 - _step__MIN","4090_dqn_2025-07-29_13-21-06 - _step__MAX","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpEnvLen","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpEnvLen__MIN","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpEnvLen__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - _step","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpEnvLen","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpEnvLen__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpEnvLen__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpEnvLen","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpEnvLen__MIN","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpEnvLen__MAX"
"1993","123208","123208","123208","1190","1190","1190","123122","123122","123122","1198","1198","1198","123001","123001","123001","1192","1192","1192","122904","122904","122904","1229","1229","1229","237294","237294","237294","1190","1190","1190","","","","","","","237393","237393","237393","1166","1166","1166","237463","237463","237463","1217","1217","1217"
"1994","123212","123212","123212","1189","1189","1189","123126","123126","123126","1248","1248","1248","123005","123005","123005","1306","1306","1306","122908","122908","122908","1274","1274","1274","237298","237298","237298","1162","1162","1162","","","","","","","237397","237397","237397","1171","1171","1171","237467","237467","237467","1242","1242","1242"
"1995","123216","123216","123216","1377","1377","1377","123130","123130","123130","1173","1173","1173","123009","123009","123009","1264","1264","1264","122912","122912","122912","1105","1105","1105","237302","237302","237302","1042","1042","1042","","","","","","","237401","237401","237401","1031","1031","1031","237471","237471","237471","1127","1127","1127"
"1996","123220","123220","123220","1163","1163","1163","123134","123134","123134","1148","1148","1148","123013","123013","123013","1155","1155","1155","122916","122916","122916","1162","1162","1162","237306","237306","237306","1157","1157","1157","","","","","","","237405","237405","237405","1148","1148","1148","237475","237475","237475","1147","1147","1147"
"1997","123224","123224","123224","1157","1157","1157","123138","123138","123138","1116","1116","1116","123017","123017","123017","1125","1125","1125","122920","122920","122920","1116","1116","1116","237310","237310","237310","1145","1145","1145","","","","","","","237409","237409","237409","1163","1163","1163","237479","237479","237479","1141","1141","1141"
"1998","123745","123745","123745","1799","1799","1799","123659","123659","123659","1595","1595","1595","123538","123538","123538","1596","1596","1596","123441","123441","123441","1596","1596","1596","","","","","","","","","","","","","238450","238450","238450","1752","1752","1752","238515","238515","238515","1621","1621","1621"
"1999","123749","123749","123749","1479","1479","1479","123663","123663","123663","1726","1726","1726","123542","123542","123542","1728","1728","1728","123445","123445","123445","1745","1745","1745","","","","","","","","","","","","","238454","238454","238454","1471","1471","1471","238519","238519","238519","1649","1649","1649"
"2000","123753","123753","123753","1472","1472","1472","123667","123667","123667","1510","1510","1510","123546","123546","123546","1666","1666","1666","123449","123449","123449","1714","1714","1714","","","","","","","","","","","","","238458","238458","238458","1426","1426","1426","238523","238523","238523","1565","1565","1565"
"2001","123757","123757","123757","1417","1417","1417","123671","123671","123671","1136","1136","1136","123550","123550","123550","1280","1280","1280","123453","123453","123453","1035","1035","1035","","","","","","","","","","","","","238462","238462","238462","1096","1096","1096","238527","238527","238527","1052","1052","1052"
"2002","123761","123761","123761","1214","1214","1214","123675","123675","123675","1241","1241","1241","123554","123554","123554","1185","1185","1185","123457","123457","123457","1223","1223","1223","","","","","","","","","","","","","238466","238466","238466","1177","1177","1177","238531","238531","238531","1255","1255","1255"
"2003","123765","123765","123765","1186","1186","1186","123679","123679","123679","1280","1280","1280","123558","123558","123558","1322","1322","1322","123461","123461","123461","1266","1266","1266","","","","","","","","","","","","","238470","238470","238470","1165","1165","1165","238535","238535","238535","1172","1172","1172"
"2004","123769","123769","123769","1483","1483","1483","123683","123683","123683","1009","1009","1009","123562","123562","123562","1198","1198","1198","123465","123465","123465","1035","1035","1035","","","","","","","","","","","","","238474","238474","238474","1176","1176","1176","238539","238539","238539","1156","1156","1156"
"2005","123773","123773","123773","1113","1113","1113","123687","123687","123687","1155","1155","1155","123566","123566","123566","1151","1151","1151","123469","123469","123469","1156","1156","1156","","","","","","","","","","","","","238478","238478","238478","1149","1149","1149","238543","238543","238543","1157","1157","1157"
"2006","123777","123777","123777","1163","1163","1163","123691","123691","123691","1154","1154","1154","123570","123570","123570","1156","1156","1156","123473","123473","123473","1147","1147","1147","","","","","","","","","","","","","238482","238482","238482","1120","1120","1120","238547","238547","238547","1148","1148","1148"
"2007","124297","124297","124297","1741","1741","1741","124212","124212","124212","1596","1596","1596","124090","124090","124090","1661","1661","1661","123993","123993","123993","1581","1581","1581","","","","","","","","","","","","","239518","239518","239518","1875","1875","1875","239583","239583","239583","1693","1693","1693"
"2008","124301","124301","124301","1470","1470","1470","124216","124216","124216","1715","1715","1715","124094","124094","124094","1740","1740","1740","123997","123997","123997","1525","1525","1525","","","","","","","","","","","","","239522","239522","239522","1468","1468","1468","239587","239587","239587","1538","1538","1538"
"2009","124305","124305","124305","1479","1479","1479","124220","124220","124220","1545","1545","1545","124098","124098","124098","1745","1745","1745","124001","124001","124001","1519","1519","1519","","","","","","","","","","","","","239526","239526","239526","1518","1518","1518","239591","239591","239591","1510","1510","1510"
"2010","124309","124309","124309","1411","1411","1411","124224","124224","124224","1164","1164","1164","124102","124102","124102","1144","1144","1144","124005","124005","124005","1168","1168","1168","","","","","","","","","","","","","239530","239530","239530","1051","1051","1051","239595","239595","239595","1237","1237","1237"
"2011","124313","124313","124313","1203","1203","1203","124228","124228","124228","1234","1234","1234","124106","124106","124106","1216","1216","1216","124009","124009","124009","1211","1211","1211","","","","","","","","","","","","","239534","239534","239534","1203","1203","1203","239599","239599","239599","1248","1248","1248"
"2012","124317","124317","124317","1208","1208","1208","124232","124232","124232","1314","1314","1314","124110","124110","124110","1281","1281","1281","124013","124013","124013","1290","1290","1290","","","","","","","","","","","","","239538","239538","239538","1192","1192","1192","239603","239603","239603","1160","1160","1160"
"2013","124321","124321","124321","1414","1414","1414","124236","124236","124236","1127","1127","1127","124114","124114","124114","1036","1036","1036","124017","124017","124017","1172","1172","1172","","","","","","","","","","","","","239542","239542","239542","1137","1137","1137","239607","239607","239607","1080","1080","1080"
"2014","124325","124325","124325","1153","1153","1153","124240","124240","124240","1154","1154","1154","124118","124118","124118","1162","1162","1162","124021","124021","124021","1161","1161","1161","","","","","","","","","","","","","239546","239546","239546","1149","1149","1149","239611","239611","239611","1156","1156","1156"
"2015","124329","124329","124329","1154","1154","1154","124244","124244","124244","1154","1154","1154","124122","124122","124122","1163","1163","1163","124025","124025","124025","1156","1156","1156","","","","","","","","","","","","","239550","239550","239550","1164","1164","1164","239615","239615","239615","1159","1159","1159"
"2016","124850","124850","124850","1757","1757","1757","124764","124764","124764","1592","1592","1592","124643","124643","124643","1602","1602","1602","124546","124546","124546","1582","1582","1582","","","","","","","","","","","","","240586","240586","240586","1790","1790","1790","240651","240651","240651","1674","1674","1674"
"2017","124854","124854","124854","1479","1479","1479","124768","124768","124768","1509","1509","1509","124647","124647","124647","1745","1745","1745","124550","124550","124550","1641","1641","1641","","","","","","","","","","","","","240590","240590","240590","1403","1403","1403","240655","240655","240655","1484","1484","1484"
"2018","124858","124858","124858","1471","1471","1471","124772","124772","124772","1509","1509","1509","124651","124651","124651","1730","1730","1730","124554","124554","124554","1502","1502","1502","","","","","","","","","","","","","240594","240594","240594","1474","1474","1474","240659","240659","240659","1537","1537","1537"
"2019","124862","124862","124862","1340","1340","1340","124776","124776","124776","1144","1144","1144","124655","124655","124655","1141","1141","1141","124558","124558","124558","1053","1053","1053","","","","","","","","","","","","","240598","240598","240598","1398","1398","1398","240663","240663","240663","1166","1166","1166"
"2020","124866","124866","124866","1263","1263","1263","124780","124780","124780","1204","1204","1204","124659","124659","124659","1229","1229","1229","124562","124562","124562","1266","1266","1266","","","","","","","","","","","","","240602","240602","240602","1175","1175","1175","240667","240667","240667","1202","1202","1202"
"2021","124870","124870","124870","1192","1192","1192","124784","124784","124784","1308","1308","1308","124663","124663","124663","1294","1294","1294","124566","124566","124566","1252","1252","1252","","","","","","","","","","","","","240606","240606","240606","1169","1169","1169","240671","240671","240671","1267","1267","1267"
"2022","124874","124874","124874","1366","1366","1366","124788","124788","124788","1144","1144","1144","124667","124667","124667","1027","1027","1027","124570","124570","124570","1225","1225","1225","","","","","","","","","","","","","240610","240610","240610","1127","1127","1127","240675","240675","240675","1131","1131","1131"
"2023","124878","124878","124878","1147","1147","1147","124792","124792","124792","1166","1166","1166","124671","124671","124671","1162","1162","1162","124574","124574","124574","1156","1156","1156","","","","","","","","","","","","","240614","240614","240614","1138","1138","1138","240679","240679","240679","1114","1114","1114"
"2024","124882","124882","124882","1140","1140","1140","124796","124796","124796","1145","1145","1145","124675","124675","124675","1144","1144","1144","124578","124578","124578","1144","1144","1144","","","","","","","","","","","","","240618","240618","240618","1155","1155","1155","240683","240683","240683","1147","1147","1147"
"2025","125402","125402","125402","1757","1757","1757","125317","125317","125317","1549","1549","1549","125195","125195","125195","1592","1592","1592","125098","125098","125098","1567","1567","1567","","","","","","","","","","","","","","","","","","","241720","241720","241720","1705","1705","1705"
"2026","125406","125406","125406","1478","1478","1478","125321","125321","125321","1515","1515","1515","125199","125199","125199","1737","1737","1737","125102","125102","125102","1586","1586","1586","","","","","","","","","","","","","","","","","","","241724","241724","241724","1999","1999","1999"
"2027","125410","125410","125410","1478","1478","1478","125325","125325","125325","1710","1710","1710","125203","125203","125203","1740","1740","1740","125106","125106","125106","1715","1715","1715","","","","","","","","","","","","","","","","","","","241728","241728","241728","1515","1515","1515"
"2028","125414","125414","125414","1403","1403","1403","125329","125329","125329","1139","1139","1139","125207","125207","125207","1288","1288","1288","125110","125110","125110","1047","1047","1047","","","","","","","","","","","","","","","","","","","241732","241732","241732","1235","1235","1235"
"2029","125418","125418","125418","1184","1184","1184","125333","125333","125333","1229","1229","1229","125211","125211","125211","1208","1208","1208","125114","125114","125114","1215","1215","1215","","","","","","","","","","","","","","","","","","","241736","241736","241736","1183","1183","1183"
"2030","125422","125422","125422","1231","1231","1231","125337","125337","125337","1250","1250","1250","125215","125215","125215","1315","1315","1315","125118","125118","125118","1280","1280","1280","","","","","","","","","","","","","","","","","","","241740","241740","241740","1161","1161","1161"
"2031","125426","125426","125426","1515","1515","1515","125341","125341","125341","1027","1027","1027","125219","125219","125219","1167","1167","1167","125122","125122","125122","1108","1108","1108","","","","","","","","","","","","","","","","","","","241744","241744","241744","1131","1131","1131"
"2032","125430","125430","125430","1140","1140","1140","125345","125345","125345","1149","1149","1149","125223","125223","125223","1148","1148","1148","125126","125126","125126","1164","1164","1164","","","","","","","","","","","","","","","","","","","241748","241748","241748","1159","1159","1159"
"2033","125434","125434","125434","1174","1174","1174","125349","125349","125349","1160","1160","1160","125227","125227","125227","1148","1148","1148","125130","125130","125130","1162","1162","1162","","","","","","","","","","","","","","","","","","","241752","241752","241752","1145","1145","1145"
"2034","125955","125955","125955","1748","1748","1748","125875","125875","125875","1561","1561","1561","125748","125748","125748","1601","1601","1601","125651","125651","125651","1572","1572","1572","","","","","","","","","","","","","","","","","","","242787","242787","242787","1721","1721","1721"
"2035","125959","125959","125959","1473","1473","1473","125879","125879","125879","1526","1526","1526","125752","125752","125752","1747","1747","1747","125655","125655","125655","1512","1512","1512","","","","","","","","","","","","","","","","","","","242791","242791","242791","1497","1497","1497"
"2036","125963","125963","125963","1469","1469","1469","125883","125883","125883","1731","1731","1731","125756","125756","125756","1728","1728","1728","125659","125659","125659","1522","1522","1522","","","","","","","","","","","","","","","","","","","242795","242795","242795","1492","1492","1492"
"2037","125967","125967","125967","1359","1359","1359","125887","125887","125887","1308","1308","1308","125760","125760","125760","1141","1141","1141","125663","125663","125663","1340","1340","1340","","","","","","","","","","","","","","","","","","","242799","242799","242799","1043","1043","1043"
"2038","125971","125971","125971","1242","1242","1242","125891","125891","125891","1221","1221","1221","125764","125764","125764","1191","1191","1191","125667","125667","125667","1242","1242","1242","","","","","","","","","","","","","","","","","","","242803","242803","242803","1174","1174","1174"
"2039","125975","125975","125975","1187","1187","1187","125895","125895","125895","1297","1297","1297","125768","125768","125768","1290","1290","1290","125671","125671","125671","1277","1277","1277","","","","","","","","","","","","","","","","","","","242807","242807","242807","1184","1184","1184"
"2040","125979","125979","125979","1539","1539","1539","125899","125899","125899","1169","1169","1169","125772","125772","125772","1155","1155","1155","125675","125675","125675","1125","1125","1125","","","","","","","","","","","","","","","","","","","242811","242811","242811","1070","1070","1070"
"2041","125983","125983","125983","1144","1144","1144","125903","125903","125903","1164","1164","1164","125776","125776","125776","1169","1169","1169","125679","125679","125679","1163","1163","1163","","","","","","","","","","","","","","","","","","","242815","242815","242815","1143","1143","1143"
"2042","125987","125987","125987","1140","1140","1140","125907","125907","125907","1163","1163","1163","125780","125780","125780","1121","1121","1121","125683","125683","125683","1123","1123","1123","","","","","","","","","","","","","","","","","","","242819","242819","242819","1104","1104","1104"
"2043","126508","126508","126508","1766","1766","1766","126427","126427","126427","1587","1587","1587","126300","126300","126300","1658","1658","1658","126204","126204","126204","1589","1589","1589","","","","","","","","","","","","","","","","","","","243856","243856","243856","1686","1686","1686"
"2044","126512","126512","126512","1471","1471","1471","126431","126431","126431","1722","1722","1722","126304","126304","126304","1751","1751","1751","126208","126208","126208","1734","1734","1734","","","","","","","","","","","","","","","","","","","243860","243860","243860","1999","1999","1999"
"2045","126516","126516","126516","1483","1483","1483","126435","126435","126435","1519","1519","1519","126308","126308","126308","1633","1633","1633","126212","126212","126212","1730","1730","1730","","","","","","","","","","","","","","","","","","","243864","243864","243864","1524","1524","1524"
"2046","126520","126520","126520","1395","1395","1395","126439","126439","126439","1145","1145","1145","126312","126312","126312","1155","1155","1155","126216","126216","126216","1288","1288","1288","","","","","","","","","","","","","","","","","","","243868","243868","243868","1228","1228","1228"
"2047","126524","126524","126524","1172","1172","1172","126443","126443","126443","1196","1196","1196","126316","126316","126316","1273","1273","1273","126220","126220","126220","1246","1246","1246","","","","","","","","","","","","","","","","","","","243872","243872","243872","1167","1167","1167"
"2048","126528","126528","126528","1162","1162","1162","126447","126447","126447","1307","1307","1307","126320","126320","126320","1284","1284","1284","126224","126224","126224","1318","1318","1318","","","","","","","","","","","","","","","","","","","243876","243876","243876","1177","1177","1177"
"2049","126532","126532","126532","1396","1396","1396","126451","126451","126451","1262","1262","1262","126324","126324","126324","1026","1026","1026","126228","126228","126228","1227","1227","1227","","","","","","","","","","","","","","","","","","","243880","243880","243880","1139","1139","1139"
"2050","126536","126536","126536","1159","1159","1159","126455","126455","126455","1141","1141","1141","126328","126328","126328","1144","1144","1144","126232","126232","126232","1158","1158","1158","","","","","","","","","","","","","","","","","","","243884","243884","243884","1117","1117","1117"
"2051","126540","126540","126540","1160","1160","1160","126459","126459","126459","1162","1162","1162","126332","126332","126332","1149","1149","1149","126236","126236","126236","1178","1178","1178","","","","","","","","","","","","","","","","","","","243888","243888","243888","1147","1147","1147"
"2052","127061","127061","127061","1753","1753","1753","126980","126980","126980","1585","1585","1585","126853","126853","126853","1619","1619","1619","126756","126756","126756","1578","1578","1578","","","","","","","","","","","","","","","","","","","244923","244923","244923","1622","1622","1622"
"2053","127065","127065","127065","1469","1469","1469","126984","126984","126984","1724","1724","1724","126857","126857","126857","1747","1747","1747","126760","126760","126760","1660","1660","1660","","","","","","","","","","","","","","","","","","","244927","244927","244927","1528","1528","1528"
"2054","127069","127069","127069","1466","1466","1466","126988","126988","126988","1527","1527","1527","126861","126861","126861","1675","1675","1675","126764","126764","126764","1541","1541","1541","","","","","","","","","","","","","","","","","","","244931","244931","244931","1612","1612","1612"
"2055","127073","127073","127073","1335","1335","1335","126992","126992","126992","1312","1312","1312","126865","126865","126865","1362","1362","1362","126768","126768","126768","1144","1144","1144","","","","","","","","","","","","","","","","","","","244935","244935","244935","1241","1241","1241"
"2056","127077","127077","127077","1157","1157","1157","126996","126996","126996","1215","1215","1215","126869","126869","126869","1203","1203","1203","126772","126772","126772","1233","1233","1233","","","","","","","","","","","","","","","","","","","244939","244939","244939","1237","1237","1237"
"2057","127081","127081","127081","1182","1182","1182","127000","127000","127000","1304","1304","1304","126873","126873","126873","1294","1294","1294","126776","126776","126776","1259","1259","1259","","","","","","","","","","","","","","","","","","","244943","244943","244943","1178","1178","1178"
"2058","127085","127085","127085","1398","1398","1398","127004","127004","127004","1023","1023","1023","126877","126877","126877","1103","1103","1103","126780","126780","126780","1128","1128","1128","","","","","","","","","","","","","","","","","","","244947","244947","244947","1040","1040","1040"
"2059","127089","127089","127089","942","942","942","127008","127008","127008","1123","1123","1123","126881","126881","126881","1127","1127","1127","126784","126784","126784","1163","1163","1163","","","","","","","","","","","","","","","","","","","244951","244951","244951","1132","1132","1132"
"2060","127093","127093","127093","1161","1161","1161","127012","127012","127012","1162","1162","1162","126885","126885","126885","1156","1156","1156","126788","126788","126788","1145","1145","1145","","","","","","","","","","","","","","","","","","","244955","244955","244955","1144","1144","1144"
"2061","127613","127613","127613","1615","1615","1615","127533","127533","127533","1691","1691","1691","127405","127405","127405","1588","1588","1588","127309","127309","127309","1564","1564","1564","","","","","","","","","","","","","","","","","","","245996","245996","245996","1751","1751","1751"
"2062","127617","127617","127617","1443","1443","1443","127537","127537","127537","1497","1497","1497","127409","127409","127409","1733","1733","1733","127313","127313","127313","1517","1517","1517","","","","","","","","","","","","","","","","","","","246000","246000","246000","1999","1999","1999"
"2063","127621","127621","127621","1462","1462","1462","127541","127541","127541","1524","1524","1524","127413","127413","127413","1725","1725","1725","127317","127317","127317","1737","1737","1737","","","","","","","","","","","","","","","","","","","246004","246004","246004","1598","1598","1598"
"2064","127625","127625","127625","1389","1389","1389","127545","127545","127545","1140","1140","1140","127417","127417","127417","1375","1375","1375","127321","127321","127321","1158","1158","1158","","","","","","","","","","","","","","","","","","","246008","246008","246008","1167","1167","1167"
"2065","127629","127629","127629","1160","1160","1160","127549","127549","127549","1248","1248","1248","127421","127421","127421","1229","1229","1229","127325","127325","127325","1240","1240","1240","","","","","","","","","","","","","","","","","","","246012","246012","246012","1171","1171","1171"
"2066","127633","127633","127633","1182","1182","1182","127553","127553","127553","1303","1303","1303","127425","127425","127425","1300","1300","1300","127329","127329","127329","1238","1238","1238","","","","","","","","","","","","","","","","","","","246016","246016","246016","1163","1163","1163"
"2067","127637","127637","127637","1497","1497","1497","127557","127557","127557","1118","1118","1118","127429","127429","127429","1115","1115","1115","127333","127333","127333","1110","1110","1110","","","","","","","","","","","","","","","","","","","246020","246020","246020","1319","1319","1319"
"2068","127641","127641","127641","1135","1135","1135","127561","127561","127561","1160","1160","1160","127433","127433","127433","1116","1116","1116","127337","127337","127337","1170","1170","1170","","","","","","","","","","","","","","","","","","","246024","246024","246024","1129","1129","1129"
"2069","127645","127645","127645","999","999","999","127565","127565","127565","1168","1168","1168","127437","127437","127437","1117","1117","1117","127341","127341","127341","1126","1126","1126","","","","","","","","","","","","","","","","","","","246028","246028","246028","1153","1153","1153"
"2070","128166","128166","128166","1621","1621","1621","128085","128085","128085","1602","1602","1602","127958","127958","127958","1625","1625","1625","127861","127861","127861","1656","1656","1656","","","","","","","","","","","","","","","","","","","","","","","",""
"2071","128170","128170","128170","1450","1450","1450","128089","128089","128089","1501","1501","1501","127962","127962","127962","1727","1727","1727","127865","127865","127865","1570","1570","1570","","","","","","","","","","","","","","","","","","","","","","","",""
"2072","128174","128174","128174","1446","1446","1446","128093","128093","128093","1478","1478","1478","127966","127966","127966","1738","1738","1738","127869","127869","127869","1558","1558","1558","","","","","","","","","","","","","","","","","","","","","","","",""
"2073","128178","128178","128178","1400","1400","1400","128097","128097","128097","1141","1141","1141","127970","127970","127970","1290","1290","1290","127873","127873","127873","1055","1055","1055","","","","","","","","","","","","","","","","","","","","","","","",""
"2074","128182","128182","128182","1166","1166","1166","128101","128101","128101","1223","1223","1223","127974","127974","127974","1248","1248","1248","127877","127877","127877","1215","1215","1215","","","","","","","","","","","","","","","","","","","","","","","",""
"2075","128186","128186","128186","1171","1171","1171","128105","128105","128105","1304","1304","1304","127978","127978","127978","1287","1287","1287","127881","127881","127881","1281","1281","1281","","","","","","","","","","","","","","","","","","","","","","","",""
"2076","128190","128190","128190","1491","1491","1491","128109","128109","128109","1178","1178","1178","127982","127982","127982","1110","1110","1110","127885","127885","127885","1292","1292","1292","","","","","","","","","","","","","","","","","","","","","","","",""
"2077","128194","128194","128194","1124","1124","1124","128113","128113","128113","1162","1162","1162","127986","127986","127986","1159","1159","1159","127889","127889","127889","1149","1149","1149","","","","","","","","","","","","","","","","","","","","","","","",""
"2078","128198","128198","128198","1168","1168","1168","128117","128117","128117","1107","1107","1107","127990","127990","127990","1147","1147","1147","127893","127893","127893","1171","1171","1171","","","","","","","","","","","","","","","","","","","","","","","",""
"2079","128718","128718","128718","1760","1760","1760","128638","128638","128638","1559","1559","1559","128510","128510","128510","1612","1612","1612","128414","128414","128414","1594","1594","1594","","","","","","","","","","","","","","","","","","","","","","","",""
"2080","128722","128722","128722","1474","1474","1474","128642","128642","128642","1574","1574","1574","128514","128514","128514","1739","1739","1739","128418","128418","128418","1645","1645","1645","","","","","","","","","","","","","","","","","","","","","","","",""
"2081","128726","128726","128726","1561","1561","1561","128646","128646","128646","1712","1712","1712","128518","128518","128518","1708","1708","1708","128422","128422","128422","1700","1700","1700","","","","","","","","","","","","","","","","","","","","","","","",""
"2082","128730","128730","128730","1411","1411","1411","128650","128650","128650","1137","1137","1137","128522","128522","128522","1148","1148","1148","128426","128426","128426","1048","1048","1048","","","","","","","","","","","","","","","","","","","","","","","",""
"2083","128734","128734","128734","1199","1199","1199","128654","128654","128654","1201","1201","1201","128526","128526","128526","1275","1275","1275","128430","128430","128430","1193","1193","1193","","","","","","","","","","","","","","","","","","","","","","","",""
"2084","128738","128738","128738","1165","1165","1165","128658","128658","128658","1291","1291","1291","128530","128530","128530","1254","1254","1254","128434","128434","128434","1296","1296","1296","","","","","","","","","","","","","","","","","","","","","","","",""
"2085","128742","128742","128742","1527","1527","1527","128662","128662","128662","1200","1200","1200","128534","128534","128534","1114","1114","1114","128438","128438","128438","1130","1130","1130","","","","","","","","","","","","","","","","","","","","","","","",""
"2086","128746","128746","128746","1116","1116","1116","128666","128666","128666","1167","1167","1167","128538","128538","128538","1159","1159","1159","128442","128442","128442","1174","1174","1174","","","","","","","","","","","","","","","","","","","","","","","",""
"2087","128750","128750","128750","1160","1160","1160","128670","128670","128670","1147","1147","1147","128542","128542","128542","1131","1131","1131","128446","128446","128446","1158","1158","1158","","","","","","","","","","","","","","","","","","","","","","","",""
"2088","129276","129276","129276","1749","1749","1749","129191","129191","129191","1570","1570","1570","129063","129063","129063","1707","1707","1707","128967","128967","128967","1575","1575","1575","","","","","","","","","","","","","","","","","","","","","","","",""
"2089","129280","129280","129280","1479","1479","1479","129195","129195","129195","1725","1725","1725","129067","129067","129067","1749","1749","1749","128971","128971","128971","1711","1711","1711","","","","","","","","","","","","","","","","","","","","","","","",""
"2090","129284","129284","129284","1490","1490","1490","129199","129199","129199","1514","1514","1514","129071","129071","129071","1745","1745","1745","128975","128975","128975","1585","1585","1585","","","","","","","","","","","","","","","","","","","","","","","",""
"2091","129288","129288","129288","1390","1390","1390","129203","129203","129203","1127","1127","1127","129075","129075","129075","1377","1377","1377","128979","128979","128979","1155","1155","1155","","","","","","","","","","","","","","","","","","","","","","","",""
"2092","129292","129292","129292","1190","1190","1190","129207","129207","129207","1265","1265","1265","129079","129079","129079","1252","1252","1252","128983","128983","128983","1201","1201","1201","","","","","","","","","","","","","","","","","","","","","","","",""
"2093","129296","129296","129296","1208","1208","1208","129211","129211","129211","1308","1308","1308","129083","129083","129083","1262","1262","1262","128987","128987","128987","1254","1254","1254","","","","","","","","","","","","","","","","","","","","","","","",""
"2094","129300","129300","129300","1513","1513","1513","129215","129215","129215","1246","1246","1246","129087","129087","129087","1163","1163","1163","128991","128991","128991","1184","1184","1184","","","","","","","","","","","","","","","","","","","","","","","",""
"2095","129304","129304","129304","1165","1165","1165","129219","129219","129219","1152","1152","1152","129091","129091","129091","1105","1105","1105","128995","128995","128995","1121","1121","1121","","","","","","","","","","","","","","","","","","","","","","","",""
"2096","129308","129308","129308","1143","1143","1143","129223","129223","129223","1116","1116","1116","129095","129095","129095","1166","1166","1166","128999","128999","128999","1139","1139","1139","","","","","","","","","","","","","","","","","","","","","","","",""
"2097","129828","129828","129828","1768","1768","1768","129743","129743","129743","1614","1614","1614","129624","129624","129624","1706","1706","1706","129519","129519","129519","1560","1560","1560","","","","","","","","","","","","","","","","","","","","","","","",""
"2098","129832","129832","129832","1479","1479","1479","129747","129747","129747","1716","1716","1716","129628","129628","129628","1744","1744","1744","129523","129523","129523","1725","1725","1725","","","","","","","","","","","","","","","","","","","","","","","",""
"2099","129836","129836","129836","1495","1495","1495","129751","129751","129751","1516","1516","1516","129632","129632","129632","1726","1726","1726","129527","129527","129527","1523","1523","1523","","","","","","","","","","","","","","","","","","","","","","","",""
