"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpPredictLossCompare","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpPredictLossCompare__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpPredictLossCompare__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpPredictLossCompare","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpPredictLossCompare__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpPredictLossCompare__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpPredictLossCompare","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpPredictLossCompare__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpPredictLossCompare__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpPredictLossCompare","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpPredictLossCompare__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpPredictLossCompare__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpPredictLossCompare","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpPredictLossCompare__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpPredictLossCompare__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpPredictLossCompare","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpPredictLossCompare__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpPredictLossCompare__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpPredictLossCompare","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpPredictLossCompare__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpPredictLossCompare__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpPredictLossCompare","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpPredictLossCompare__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpPredictLossCompare__MAX"
"360","1806","1806","1806","0.0025235998909920454","0.0025235998909920454","0.0025235998909920454","2167","2167","2167","0.0020620881114155054","0.0020620881114155054","0.0020620881114155054","2167","2167","2167","0.002347771544009447","0.002347771544009447","0.002347771544009447","2167","2167","2167","0.0020380774512887","0.0020380774512887","0.0020380774512887","2167","2167","2167","0.002099472563713789","0.002099472563713789","0.002099472563713789","1806","1806","1806","0.00209203758276999","0.00209203758276999","0.00209203758276999","2167","2167","2167","0.002362634288147092","0.002362634288147092","0.002362634288147092","2167","2167","2167","0.002315014135092497","0.002315014135092497","0.002315014135092497"
"361","1811","1811","1811","0.0029480864759534597","0.0029480864759534597","0.0029480864759534597","2173","2173","2173","0.0023846083786338568","0.0023846083786338568","0.0023846083786338568","2173","2173","2173","0.002509252866730094","0.002509252866730094","0.002509252866730094","2173","2173","2173","0.002534083556383848","0.002534083556383848","0.002534083556383848","2173","2173","2173","0.0024278396740555763","0.0024278396740555763","0.0024278396740555763","1811","1811","1811","0.0025471565313637257","0.0025471565313637257","0.0025471565313637257","2173","2173","2173","0.00231031677685678","0.00231031677685678","0.00231031677685678","2173","2173","2173","0.0029216252733021975","0.0029216252733021975","0.0029216252733021975"
"362","1816","1816","1816","0.0021039985585957766","0.0021039985585957766","0.0021039985585957766","2179","2179","2179","0.00221398682333529","0.00221398682333529","0.00221398682333529","2179","2179","2179","0.002186702098697424","0.002186702098697424","0.002186702098697424","2179","2179","2179","0.00237847282551229","0.00237847282551229","0.00237847282551229","2179","2179","2179","0.002265016548335552","0.002265016548335552","0.002265016548335552","1816","1816","1816","0.0019831352401524782","0.0019831352401524782","0.0019831352401524782","2179","2179","2179","0.002264132257550955","0.002264132257550955","0.002264132257550955","2179","2179","2179","0.002336716977879405","0.002336716977879405","0.002336716977879405"
"363","1821","1821","1821","0.002436621580272913","0.002436621580272913","0.002436621580272913","2185","2185","2185","0.0024047037586569786","0.0024047037586569786","0.0024047037586569786","2185","2185","2185","0.0022835740819573402","0.0022835740819573402","0.0022835740819573402","2185","2185","2185","0.0025589570868760347","0.0025589570868760347","0.0025589570868760347","2185","2185","2185","0.0018963939510285854","0.0018963939510285854","0.0018963939510285854","1821","1821","1821","0.002002781955525279","0.002002781955525279","0.002002781955525279","2185","2185","2185","0.002176712965592742","0.002176712965592742","0.002176712965592742","2185","2185","2185","0.0023756350856274366","0.0023756350856274366","0.0023756350856274366"
"364","1826","1826","1826","0.001949645229615271","0.001949645229615271","0.001949645229615271","2191","2191","2191","0.0021964218467473984","0.0021964218467473984","0.0021964218467473984","2191","2191","2191","0.0020372483413666487","0.0020372483413666487","0.0020372483413666487","2191","2191","2191","0.001922519295476377","0.001922519295476377","0.001922519295476377","2191","2191","2191","0.0018092788523063064","0.0018092788523063064","0.0018092788523063064","1826","1826","1826","0.001840211683884263","0.001840211683884263","0.001840211683884263","2191","2191","2191","0.002190468367189169","0.002190468367189169","0.002190468367189169","2191","2191","2191","0.0016307375626638532","0.0016307375626638532","0.0016307375626638532"
"365","1831","1831","1831","0.0017928380984812975","0.0017928380984812975","0.0017928380984812975","2197","2197","2197","0.002441758057102561","0.002441758057102561","0.002441758057102561","2197","2197","2197","0.0019780162256211042","0.0019780162256211042","0.0019780162256211042","2197","2197","2197","0.002193733351305127","0.002193733351305127","0.002193733351305127","2197","2197","2197","0.0019168296130374074","0.0019168296130374074","0.0019168296130374074","1831","1831","1831","0.0017557985847815871","0.0017557985847815871","0.0017557985847815871","2197","2197","2197","0.0019964599050581455","0.0019964599050581455","0.0019964599050581455","2197","2197","2197","0.0020368103869259357","0.0020368103869259357","0.0020368103869259357"
"366","1836","1836","1836","0.0018258373020216823","0.0018258373020216823","0.0018258373020216823","2203","2203","2203","0.0021906227339059114","0.0021906227339059114","0.0021906227339059114","2203","2203","2203","0.0022751411888748407","0.0022751411888748407","0.0022751411888748407","2203","2203","2203","0.0022226779256016016","0.0022226779256016016","0.0022226779256016016","2203","2203","2203","0.0017753738211467862","0.0017753738211467862","0.0017753738211467862","1836","1836","1836","0.00247450964525342","0.00247450964525342","0.00247450964525342","2203","2203","2203","0.0020174491219222546","0.0020174491219222546","0.0020174491219222546","2203","2203","2203","0.002166923601180315","0.002166923601180315","0.002166923601180315"
"367","1841","1841","1841","0.0020884498953819275","0.0020884498953819275","0.0020884498953819275","2209","2209","2209","0.0018646155949681997","0.0018646155949681997","0.0018646155949681997","2209","2209","2209","0.0022413816768676043","0.0022413816768676043","0.0022413816768676043","2209","2209","2209","0.0022130426950752735","0.0022130426950752735","0.0022130426950752735","2209","2209","2209","0.0018673911690711975","0.0018673911690711975","0.0018673911690711975","1841","1841","1841","0.002266661962494254","0.002266661962494254","0.002266661962494254","2209","2209","2209","0.0021032318472862244","0.0021032318472862244","0.0021032318472862244","2209","2209","2209","0.0018960009329020977","0.0018960009329020977","0.0018960009329020977"
"368","1846","1846","1846","0.001880562980659306","0.001880562980659306","0.001880562980659306","2215","2215","2215","0.001974254846572876","0.001974254846572876","0.001974254846572876","2215","2215","2215","0.0017792886355891824","0.0017792886355891824","0.0017792886355891824","2215","2215","2215","0.0020415785256773233","0.0020415785256773233","0.0020415785256773233","2215","2215","2215","0.0020011994056403637","0.0020011994056403637","0.0020011994056403637","1846","1846","1846","0.002060235943645239","0.002060235943645239","0.002060235943645239","2215","2215","2215","0.0018862001597881317","0.0018862001597881317","0.0018862001597881317","2215","2215","2215","0.0021258373744785786","0.0021258373744785786","0.0021258373744785786"
"369","1851","1851","1851","0.0023893893230706453","0.0023893893230706453","0.0023893893230706453","2221","2221","2221","0.0018842220306396484","0.0018842220306396484","0.0018842220306396484","2221","2221","2221","0.0025729697663336992","0.0025729697663336992","0.0025729697663336992","2221","2221","2221","0.0026227927301079035","0.0026227927301079035","0.0026227927301079035","2221","2221","2221","0.002456045476719737","0.002456045476719737","0.002456045476719737","1851","1851","1851","0.0025700025726109743","0.0025700025726109743","0.0025700025726109743","2221","2221","2221","0.002545607043430209","0.002545607043430209","0.002545607043430209","2221","2221","2221","0.0027352417819201946","0.0027352417819201946","0.0027352417819201946"
"370","1856","1856","1856","0.002989431843161583","0.002989431843161583","0.002989431843161583","2227","2227","2227","0.0021660178899765015","0.0021660178899765015","0.0021660178899765015","2227","2227","2227","0.0024654034059494734","0.0024654034059494734","0.0024654034059494734","2227","2227","2227","0.0022670398466289043","0.0022670398466289043","0.0022670398466289043","2227","2227","2227","0.0019019709434360266","0.0019019709434360266","0.0019019709434360266","1856","1856","1856","0.0024493213277310133","0.0024493213277310133","0.0024493213277310133","2227","2227","2227","0.0019364161416888237","0.0019364161416888237","0.0019364161416888237","2227","2227","2227","0.002880855230614543","0.002880855230614543","0.002880855230614543"
"371","1861","1861","1861","0.0032304241321980953","0.0032304241321980953","0.0032304241321980953","2233","2233","2233","0.0026213328819721937","0.0026213328819721937","0.0026213328819721937","2233","2233","2233","0.0022379232104867697","0.0022379232104867697","0.0022379232104867697","2233","2233","2233","0.002851039171218872","0.002851039171218872","0.002851039171218872","2233","2233","2233","0.0024817606899887323","0.0024817606899887323","0.0024817606899887323","1861","1861","1861","0.0027755117043852806","0.0027755117043852806","0.0027755117043852806","2233","2233","2233","0.0029732014518231153","0.0029732014518231153","0.0029732014518231153","2233","2233","2233","0.002502764342352748","0.002502764342352748","0.002502764342352748"
"372","1866","1866","1866","0.00251165684312582","0.00251165684312582","0.00251165684312582","2239","2239","2239","0.0024386674631386995","0.0024386674631386995","0.0024386674631386995","2239","2239","2239","0.0021569302771240473","0.0021569302771240473","0.0021569302771240473","2239","2239","2239","0.002514309249818325","0.002514309249818325","0.002514309249818325","2239","2239","2239","0.002087201224640012","0.002087201224640012","0.002087201224640012","1866","1866","1866","0.0025513689033687115","0.0025513689033687115","0.0025513689033687115","2239","2239","2239","0.0023614317178726196","0.0023614317178726196","0.0023614317178726196","2239","2239","2239","0.0024978520814329386","0.0024978520814329386","0.0024978520814329386"
"373","1871","1871","1871","0.001886105048470199","0.001886105048470199","0.001886105048470199","2245","2245","2245","0.0023897213395684958","0.0023897213395684958","0.0023897213395684958","2245","2245","2245","0.0021399357356131077","0.0021399357356131077","0.0021399357356131077","2245","2245","2245","0.00265657901763916","0.00265657901763916","0.00265657901763916","2245","2245","2245","0.0021389408502727747","0.0021389408502727747","0.0021389408502727747","1871","1871","1871","0.0027516682166606188","0.0027516682166606188","0.0027516682166606188","2245","2245","2245","0.0025310965720564127","0.0025310965720564127","0.0025310965720564127","2245","2245","2245","0.0022386028431355953","0.0022386028431355953","0.0022386028431355953"
"374","1876","1876","1876","0.00234806165099144","0.00234806165099144","0.00234806165099144","2251","2251","2251","0.0025812305975705385","0.0025812305975705385","0.0025812305975705385","2251","2251","2251","0.0023288605734705925","0.0023288605734705925","0.0023288605734705925","2251","2251","2251","0.0020930729806423187","0.0020930729806423187","0.0020930729806423187","2251","2251","2251","0.0020745464134961367","0.0020745464134961367","0.0020745464134961367","1876","1876","1876","0.0020816228352487087","0.0020816228352487087","0.0020816228352487087","2251","2251","2251","0.002210558857768774","0.002210558857768774","0.002210558857768774","2251","2251","2251","0.0020727100782096386","0.0020727100782096386","0.0020727100782096386"
"375","1881","1881","1881","0.0019682766869664192","0.0019682766869664192","0.0019682766869664192","2257","2257","2257","0.002208925085142255","0.002208925085142255","0.002208925085142255","2257","2257","2257","0.002151037333533168","0.002151037333533168","0.002151037333533168","2257","2257","2257","0.002132030902430415","0.002132030902430415","0.002132030902430415","2257","2257","2257","0.0023475387133657932","0.0023475387133657932","0.0023475387133657932","1881","1881","1881","0.002475164597854018","0.002475164597854018","0.002475164597854018","2257","2257","2257","0.0025305163580924273","0.0025305163580924273","0.0025305163580924273","2257","2257","2257","0.002405458129942417","0.002405458129942417","0.002405458129942417"
"376","1886","1886","1886","0.002195588545873761","0.002195588545873761","0.002195588545873761","2263","2263","2263","0.002890355419367552","0.002890355419367552","0.002890355419367552","2263","2263","2263","0.0022712242789566517","0.0022712242789566517","0.0022712242789566517","2263","2263","2263","0.00232866033911705","0.00232866033911705","0.00232866033911705","2263","2263","2263","0.0017585826572030783","0.0017585826572030783","0.0017585826572030783","1886","1886","1886","0.002094133058562875","0.002094133058562875","0.002094133058562875","2263","2263","2263","0.001813305076211691","0.001813305076211691","0.001813305076211691","2263","2263","2263","0.002031486015766859","0.002031486015766859","0.002031486015766859"
"377","1891","1891","1891","0.0017732788110151887","0.0017732788110151887","0.0017732788110151887","2269","2269","2269","0.001837081741541624","0.001837081741541624","0.001837081741541624","2269","2269","2269","0.0021038991399109364","0.0021038991399109364","0.0021038991399109364","2269","2269","2269","0.002056821947917342","0.002056821947917342","0.002056821947917342","2269","2269","2269","0.002246130257844925","0.002246130257844925","0.002246130257844925","1891","1891","1891","0.002039651619270444","0.002039651619270444","0.002039651619270444","2269","2269","2269","0.0023544030264019966","0.0023544030264019966","0.0023544030264019966","2269","2269","2269","0.0022367422934621572","0.0022367422934621572","0.0022367422934621572"
"378","1896","1896","1896","0.001978221582248807","0.001978221582248807","0.001978221582248807","2275","2275","2275","0.0021427676547318697","0.0021427676547318697","0.0021427676547318697","2275","2275","2275","0.00237218732945621","0.00237218732945621","0.00237218732945621","2275","2275","2275","0.00237028650008142","0.00237028650008142","0.00237028650008142","2275","2275","2275","0.002288946183398366","0.002288946183398366","0.002288946183398366","1896","1896","1896","0.001956994878128171","0.001956994878128171","0.001956994878128171","2275","2275","2275","0.002257000654935837","0.002257000654935837","0.002257000654935837","2275","2275","2275","0.0019903944339603186","0.0019903944339603186","0.0019903944339603186"
"379","1901","1901","1901","0.0021437762770801783","0.0021437762770801783","0.0021437762770801783","2281","2281","2281","0.0017340094782412052","0.0017340094782412052","0.0017340094782412052","2281","2281","2281","0.0026347667444497347","0.0026347667444497347","0.0026347667444497347","2281","2281","2281","0.0020503350533545017","0.0020503350533545017","0.0020503350533545017","2281","2281","2281","0.002200217917561531","0.002200217917561531","0.002200217917561531","1901","1901","1901","0.0022667767480015755","0.0022667767480015755","0.0022667767480015755","2281","2281","2281","0.002504725707694888","0.002504725707694888","0.002504725707694888","2281","2281","2281","0.0023999500554054976","0.0023999500554054976","0.0023999500554054976"
"380","1906","1906","1906","0.002092725830152631","0.002092725830152631","0.002092725830152631","2287","2287","2287","0.0016017386224120855","0.0016017386224120855","0.0016017386224120855","2287","2287","2287","0.001901307376101613","0.001901307376101613","0.001901307376101613","2287","2287","2287","0.001815928379073739","0.001815928379073739","0.001815928379073739","2287","2287","2287","0.0020669165533035994","0.0020669165533035994","0.0020669165533035994","1906","1906","1906","0.0021727446001023054","0.0021727446001023054","0.0021727446001023054","2287","2287","2287","0.0024822356645017862","0.0024822356645017862","0.0024822356645017862","2287","2287","2287","0.0020343356300145388","0.0020343356300145388","0.0020343356300145388"
"381","1911","1911","1911","0.0020332022104412317","0.0020332022104412317","0.0020332022104412317","2293","2293","2293","0.0017614825628697872","0.0017614825628697872","0.0017614825628697872","2293","2293","2293","0.002400733297690749","0.002400733297690749","0.002400733297690749","2293","2293","2293","0.002205920871347189","0.002205920871347189","0.002205920871347189","2293","2293","2293","0.002084076637402177","0.002084076637402177","0.002084076637402177","1911","1911","1911","0.0020971877966076136","0.0020971877966076136","0.0020971877966076136","2293","2293","2293","0.0020129592157900333","0.0020129592157900333","0.0020129592157900333","2293","2293","2293","0.002147658495232463","0.002147658495232463","0.002147658495232463"
"382","1916","1916","1916","0.002176940208300948","0.002176940208300948","0.002176940208300948","2299","2299","2299","0.0021077292039990425","0.0021077292039990425","0.0021077292039990425","2299","2299","2299","0.0025431793183088303","0.0025431793183088303","0.0025431793183088303","2299","2299","2299","0.0024451708886772394","0.0024451708886772394","0.0024451708886772394","2299","2299","2299","0.00207680300809443","0.00207680300809443","0.00207680300809443","1916","1916","1916","0.0021630614064633846","0.0021630614064633846","0.0021630614064633846","2299","2299","2299","0.0019086163956671953","0.0019086163956671953","0.0019086163956671953","2299","2299","2299","0.002471445593982935","0.002471445593982935","0.002471445593982935"
"383","1921","1921","1921","0.002390669658780098","0.002390669658780098","0.002390669658780098","2305","2305","2305","0.0017990551423281431","0.0017990551423281431","0.0017990551423281431","2305","2305","2305","0.002141430042684078","0.002141430042684078","0.002141430042684078","2305","2305","2305","0.0020513623021543026","0.0020513623021543026","0.0020513623021543026","2305","2305","2305","0.002169894753023982","0.002169894753023982","0.002169894753023982","1921","1921","1921","0.0019249439937993884","0.0019249439937993884","0.0019249439937993884","2305","2305","2305","0.0020785073284059763","0.0020785073284059763","0.0020785073284059763","2305","2305","2305","0.001846598694100976","0.001846598694100976","0.001846598694100976"
"384","1926","1926","1926","0.002396419644355774","0.002396419644355774","0.002396419644355774","2311","2311","2311","0.0025416738353669643","0.0025416738353669643","0.0025416738353669643","2311","2311","2311","0.0026177584659308195","0.0026177584659308195","0.0026177584659308195","2311","2311","2311","0.002486954675987363","0.002486954675987363","0.002486954675987363","2311","2311","2311","0.0021996181458234787","0.0021996181458234787","0.0021996181458234787","1926","1926","1926","0.0021363524720072746","0.0021363524720072746","0.0021363524720072746","2311","2311","2311","0.0020938392262905836","0.0020938392262905836","0.0020938392262905836","2311","2311","2311","0.0025140251964330673","0.0025140251964330673","0.0025140251964330673"
"385","1931","1931","1931","0.0019805224146693945","0.0019805224146693945","0.0019805224146693945","2317","2317","2317","0.0019344183383509517","0.0019344183383509517","0.0019344183383509517","2317","2317","2317","0.002026687143370509","0.002026687143370509","0.002026687143370509","2317","2317","2317","0.0015041509177535772","0.0015041509177535772","0.0015041509177535772","2317","2317","2317","0.0018934509716928005","0.0018934509716928005","0.0018934509716928005","1931","1931","1931","0.002068893052637577","0.002068893052637577","0.002068893052637577","2317","2317","2317","0.002226397627964616","0.002226397627964616","0.002226397627964616","2317","2317","2317","0.0018503987230360508","0.0018503987230360508","0.0018503987230360508"
"386","1936","1936","1936","0.0025427634827792645","0.0025427634827792645","0.0025427634827792645","2323","2323","2323","0.002223410177975893","0.002223410177975893","0.002223410177975893","2323","2323","2323","0.001965322531759739","0.001965322531759739","0.001965322531759739","2323","2323","2323","0.0022185666020959616","0.0022185666020959616","0.0022185666020959616","2323","2323","2323","0.001994471764191985","0.001994471764191985","0.001994471764191985","1936","1936","1936","0.0019407030194997787","0.0019407030194997787","0.0019407030194997787","2323","2323","2323","0.0021561281755566597","0.0021561281755566597","0.0021561281755566597","2323","2323","2323","0.002407022286206484","0.002407022286206484","0.002407022286206484"
"387","1941","1941","1941","0.002175105968490243","0.002175105968490243","0.002175105968490243","2329","2329","2329","0.002451356267556548","0.002451356267556548","0.002451356267556548","2329","2329","2329","0.002524792682379484","0.002524792682379484","0.002524792682379484","2329","2329","2329","0.0025836618151515722","0.0025836618151515722","0.0025836618151515722","2329","2329","2329","0.0025072863791137934","0.0025072863791137934","0.0025072863791137934","1941","1941","1941","0.0021578676532953978","0.0021578676532953978","0.0021578676532953978","2329","2329","2329","0.0022935629822313786","0.0022935629822313786","0.0022935629822313786","2329","2329","2329","0.0024317416828125715","0.0024317416828125715","0.0024317416828125715"
"388","1946","1946","1946","0.0021314749028533697","0.0021314749028533697","0.0021314749028533697","2335","2335","2335","0.0026505147106945515","0.0026505147106945515","0.0026505147106945515","2335","2335","2335","0.001903481432236731","0.001903481432236731","0.001903481432236731","2335","2335","2335","0.0022501067724078894","0.0022501067724078894","0.0022501067724078894","2335","2335","2335","0.0024387999437749386","0.0024387999437749386","0.0024387999437749386","1946","1946","1946","0.0023411845322698355","0.0023411845322698355","0.0023411845322698355","2335","2335","2335","0.0021631834097206593","0.0021631834097206593","0.0021631834097206593","2335","2335","2335","0.0027519806753844023","0.0027519806753844023","0.0027519806753844023"
"389","1951","1951","1951","0.002326613524928689","0.002326613524928689","0.002326613524928689","2341","2341","2341","0.002618067432194948","0.002618067432194948","0.002618067432194948","2341","2341","2341","0.0019335828255861998","0.0019335828255861998","0.0019335828255861998","2341","2341","2341","0.0021854012738913298","0.0021854012738913298","0.0021854012738913298","2341","2341","2341","0.002214649925008416","0.002214649925008416","0.002214649925008416","1951","1951","1951","0.0023764916695654392","0.0023764916695654392","0.0023764916695654392","2341","2341","2341","0.0021449443884193897","0.0021449443884193897","0.0021449443884193897","2341","2341","2341","0.0024516351986676455","0.0024516351986676455","0.0024516351986676455"
"390","1956","1956","1956","0.001977268373593688","0.001977268373593688","0.001977268373593688","2347","2347","2347","0.00205828994512558","0.00205828994512558","0.00205828994512558","2347","2347","2347","0.002588970586657524","0.002588970586657524","0.002588970586657524","2347","2347","2347","0.0022092172876000404","0.0022092172876000404","0.0022092172876000404","2347","2347","2347","0.0022624076809734106","0.0022624076809734106","0.0022624076809734106","1956","1956","1956","0.002143226331099868","0.002143226331099868","0.002143226331099868","2347","2347","2347","0.00272549781948328","0.00272549781948328","0.00272549781948328","2347","2347","2347","0.001818619784899056","0.001818619784899056","0.001818619784899056"
"391","1961","1961","1961","0.002737506525591016","0.002737506525591016","0.002737506525591016","2353","2353","2353","0.002555113285779953","0.002555113285779953","0.002555113285779953","2353","2353","2353","0.002641818718984723","0.002641818718984723","0.002641818718984723","2353","2353","2353","0.002660699188709259","0.002660699188709259","0.002660699188709259","2353","2353","2353","0.0032090635504573584","0.0032090635504573584","0.0032090635504573584","1961","1961","1961","0.002316020429134369","0.002316020429134369","0.002316020429134369","2353","2353","2353","0.0025529535487294197","0.0025529535487294197","0.0025529535487294197","2353","2353","2353","0.0022357904817909002","0.0022357904817909002","0.0022357904817909002"
"392","1966","1966","1966","0.002179673407226801","0.002179673407226801","0.002179673407226801","2359","2359","2359","0.002665792591869831","0.002665792591869831","0.002665792591869831","2359","2359","2359","0.0021671834401786327","0.0021671834401786327","0.0021671834401786327","2359","2359","2359","0.002166332211345434","0.002166332211345434","0.002166332211345434","2359","2359","2359","0.0022444529458880424","0.0022444529458880424","0.0022444529458880424","1966","1966","1966","0.002305419649928808","0.002305419649928808","0.002305419649928808","2359","2359","2359","0.0019530936842784286","0.0019530936842784286","0.0019530936842784286","2359","2359","2359","0.002144186059013009","0.002144186059013009","0.002144186059013009"
"393","1971","1971","1971","0.001699217944405973","0.001699217944405973","0.001699217944405973","2365","2365","2365","0.0018908067140728235","0.0018908067140728235","0.0018908067140728235","2365","2365","2365","0.0018778519006446004","0.0018778519006446004","0.0018778519006446004","2365","2365","2365","0.0020531024783849716","0.0020531024783849716","0.0020531024783849716","2365","2365","2365","0.001734924386255443","0.001734924386255443","0.001734924386255443","1971","1971","1971","0.0018151873955503106","0.0018151873955503106","0.0018151873955503106","2365","2365","2365","0.0020459825173020363","0.0020459825173020363","0.0020459825173020363","2365","2365","2365","0.002226123120635748","0.002226123120635748","0.002226123120635748"
"394","1976","1976","1976","0.0024342576507478952","0.0024342576507478952","0.0024342576507478952","2371","2371","2371","0.002358810044825077","0.002358810044825077","0.002358810044825077","2371","2371","2371","0.0019281780114397407","0.0019281780114397407","0.0019281780114397407","2371","2371","2371","0.0020923614501953125","0.0020923614501953125","0.0020923614501953125","2371","2371","2371","0.0021798007655888796","0.0021798007655888796","0.0021798007655888796","1976","1976","1976","0.0019151336746290326","0.0019151336746290326","0.0019151336746290326","2371","2371","2371","0.002194593194872141","0.002194593194872141","0.002194593194872141","2371","2371","2371","0.0021015354432165623","0.0021015354432165623","0.0021015354432165623"
"395","1981","1981","1981","0.00254902895539999","0.00254902895539999","0.00254902895539999","2377","2377","2377","0.002331354422494769","0.002331354422494769","0.002331354422494769","2377","2377","2377","0.0025789071805775166","0.0025789071805775166","0.0025789071805775166","2377","2377","2377","0.0022271834313869476","0.0022271834313869476","0.0022271834313869476","2377","2377","2377","0.0030765151605010033","0.0030765151605010033","0.0030765151605010033","1981","1981","1981","0.0026549457106739283","0.0026549457106739283","0.0026549457106739283","2377","2377","2377","0.002687899162992835","0.002687899162992835","0.002687899162992835","2377","2377","2377","0.0026837398763746023","0.0026837398763746023","0.0026837398763746023"
"396","1986","1986","1986","0.002754059387370944","0.002754059387370944","0.002754059387370944","2383","2383","2383","0.0022164832334965467","0.0022164832334965467","0.0022164832334965467","2383","2383","2383","0.0021632404532283545","0.0021632404532283545","0.0021632404532283545","2383","2383","2383","0.0022647713776677847","0.0022647713776677847","0.0022647713776677847","2383","2383","2383","0.0018776895012706518","0.0018776895012706518","0.0018776895012706518","1986","1986","1986","0.0025095075834542513","0.0025095075834542513","0.0025095075834542513","2383","2383","2383","0.0020795848686248064","0.0020795848686248064","0.0020795848686248064","2383","2383","2383","0.0020499378442764282","0.0020499378442764282","0.0020499378442764282"
"397","1991","1991","1991","0.002115953713655472","0.002115953713655472","0.002115953713655472","2389","2389","2389","0.002066373359411955","0.002066373359411955","0.002066373359411955","2389","2389","2389","0.0022717975080013275","0.0022717975080013275","0.0022717975080013275","2389","2389","2389","0.0019790534861385822","0.0019790534861385822","0.0019790534861385822","2389","2389","2389","0.0014629061333835125","0.0014629061333835125","0.0014629061333835125","1991","1991","1991","0.00214226171374321","0.00214226171374321","0.00214226171374321","2389","2389","2389","0.002375819021835923","0.002375819021835923","0.002375819021835923","2389","2389","2389","0.0022255387157201767","0.0022255387157201767","0.0022255387157201767"
"398","1996","1996","1996","0.0015512084355577826","0.0015512084355577826","0.0015512084355577826","2395","2395","2395","0.0019342651357874274","0.0019342651357874274","0.0019342651357874274","2395","2395","2395","0.0024401554837822914","0.0024401554837822914","0.0024401554837822914","2395","2395","2395","0.0022766205947846174","0.0022766205947846174","0.0022766205947846174","2395","2395","2395","0.002139416988939047","0.002139416988939047","0.002139416988939047","1996","1996","1996","0.0025025259237736464","0.0025025259237736464","0.0025025259237736464","2395","2395","2395","0.002506059594452381","0.002506059594452381","0.002506059594452381","2395","2395","2395","0.0023580179549753666","0.0023580179549753666","0.0023580179549753666"
