"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_kf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_kf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_kf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_kf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_kf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_kf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_kf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_kf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX"
"367","1842","1842","1842","0.03385297209024429","0.03385297209024429","0.03385297209024429","2210","2210","2210","0.01842133142054081","0.01842133142054081","0.01842133142054081","2210","2210","2210","0.04133587330579758","0.04133587330579758","0.04133587330579758","2210","2210","2210","0.03064180724322796","0.03064180724322796","0.03064180724322796","2210","2210","2210","0.03891998156905174","0.03891998156905174","0.03891998156905174","1842","1842","1842","0.03691186010837555","0.03691186010837555","0.03691186010837555","2210","2210","2210","0.050857022404670715","0.050857022404670715","0.050857022404670715","2210","2210","2210","0.03301455080509186","0.03301455080509186","0.03301455080509186"
"368","1847","1847","1847","0.03397151827812195","0.03397151827812195","0.03397151827812195","2216","2216","2216","0.03710806742310524","0.03710806742310524","0.03710806742310524","2216","2216","2216","0.04683763533830643","0.04683763533830643","0.04683763533830643","2216","2216","2216","0.03827463090419769","0.03827463090419769","0.03827463090419769","2216","2216","2216","0.030998820438981056","0.030998820438981056","0.030998820438981056","1847","1847","1847","0.03980247303843498","0.03980247303843498","0.03980247303843498","2216","2216","2216","0.03042026422917843","0.03042026422917843","0.03042026422917843","2216","2216","2216","0.026646632701158524","0.026646632701158524","0.026646632701158524"
"369","1852","1852","1852","0.031100694090127945","0.031100694090127945","0.031100694090127945","2222","2222","2222","0.03891541436314583","0.03891541436314583","0.03891541436314583","2222","2222","2222","0.039810825139284134","0.039810825139284134","0.039810825139284134","2222","2222","2222","0.039383478462696075","0.039383478462696075","0.039383478462696075","2222","2222","2222","0.032090041786432266","0.032090041786432266","0.032090041786432266","1852","1852","1852","0.037298064678907394","0.037298064678907394","0.037298064678907394","2222","2222","2222","0.02835596166551113","0.02835596166551113","0.02835596166551113","2222","2222","2222","0.030052579939365387","0.030052579939365387","0.030052579939365387"
"370","1857","1857","1857","0.031128687784075737","0.031128687784075737","0.031128687784075737","2228","2228","2228","0.04107286036014557","0.04107286036014557","0.04107286036014557","2228","2228","2228","0.02902914024889469","0.02902914024889469","0.02902914024889469","2228","2228","2228","0.047380514442920685","0.047380514442920685","0.047380514442920685","2228","2228","2228","0.046886175870895386","0.046886175870895386","0.046886175870895386","1857","1857","1857","0.03147394210100174","0.03147394210100174","0.03147394210100174","2228","2228","2228","0.0313861146569252","0.0313861146569252","0.0313861146569252","2228","2228","2228","0.042246263474226","0.042246263474226","0.042246263474226"
"371","1862","1862","1862","0.040758732706308365","0.040758732706308365","0.040758732706308365","2234","2234","2234","0.03076350688934326","0.03076350688934326","0.03076350688934326","2234","2234","2234","0.028289329260587692","0.028289329260587692","0.028289329260587692","2234","2234","2234","0.034506864845752716","0.034506864845752716","0.034506864845752716","2234","2234","2234","0.03828413039445877","0.03828413039445877","0.03828413039445877","1862","1862","1862","0.03464682400226593","0.03464682400226593","0.03464682400226593","2234","2234","2234","0.056016191840171814","0.056016191840171814","0.056016191840171814","2234","2234","2234","0.03583052381873131","0.03583052381873131","0.03583052381873131"
"372","1867","1867","1867","0.052460670471191406","0.052460670471191406","0.052460670471191406","2240","2240","2240","0.033576905727386475","0.033576905727386475","0.033576905727386475","2240","2240","2240","0.03413942828774452","0.03413942828774452","0.03413942828774452","2240","2240","2240","0.04026626795530319","0.04026626795530319","0.04026626795530319","2240","2240","2240","0.019597455859184265","0.019597455859184265","0.019597455859184265","1867","1867","1867","0.028864504769444466","0.028864504769444466","0.028864504769444466","2240","2240","2240","0.03240185230970383","0.03240185230970383","0.03240185230970383","2240","2240","2240","0.032766249030828476","0.032766249030828476","0.032766249030828476"
"373","1872","1872","1872","0.03369023650884628","0.03369023650884628","0.03369023650884628","2246","2246","2246","0.054974958300590515","0.054974958300590515","0.054974958300590515","2246","2246","2246","0.03388535976409912","0.03388535976409912","0.03388535976409912","2246","2246","2246","0.0314009003341198","0.0314009003341198","0.0314009003341198","2246","2246","2246","0.03908908739686012","0.03908908739686012","0.03908908739686012","1872","1872","1872","0.04570077359676361","0.04570077359676361","0.04570077359676361","2246","2246","2246","0.03144676610827446","0.03144676610827446","0.03144676610827446","2246","2246","2246","0.02334044687449932","0.02334044687449932","0.02334044687449932"
"374","1877","1877","1877","0.040616922080516815","0.040616922080516815","0.040616922080516815","2252","2252","2252","0.03171604871749878","0.03171604871749878","0.03171604871749878","2252","2252","2252","0.031013550236821175","0.031013550236821175","0.031013550236821175","2252","2252","2252","0.04174545034766197","0.04174545034766197","0.04174545034766197","2252","2252","2252","0.030986785888671875","0.030986785888671875","0.030986785888671875","1877","1877","1877","0.02330850623548031","0.02330850623548031","0.02330850623548031","2252","2252","2252","0.02719302661716938","0.02719302661716938","0.02719302661716938","2252","2252","2252","0.03968406841158867","0.03968406841158867","0.03968406841158867"
"375","1882","1882","1882","0.038051407784223557","0.038051407784223557","0.038051407784223557","2258","2258","2258","0.04570331051945686","0.04570331051945686","0.04570331051945686","2258","2258","2258","0.03750084713101387","0.03750084713101387","0.03750084713101387","2258","2258","2258","0.04800359532237053","0.04800359532237053","0.04800359532237053","2258","2258","2258","0.036947544664144516","0.036947544664144516","0.036947544664144516","1882","1882","1882","0.038158729672431946","0.038158729672431946","0.038158729672431946","2258","2258","2258","0.042329393327236176","0.042329393327236176","0.042329393327236176","2258","2258","2258","0.03610987588763237","0.03610987588763237","0.03610987588763237"
"376","1887","1887","1887","0.021062863990664482","0.021062863990664482","0.021062863990664482","2264","2264","2264","0.02526342310011387","0.02526342310011387","0.02526342310011387","2264","2264","2264","0.030869578942656517","0.030869578942656517","0.030869578942656517","2264","2264","2264","0.041223473846912384","0.041223473846912384","0.041223473846912384","2264","2264","2264","0.047126416116952896","0.047126416116952896","0.047126416116952896","1887","1887","1887","0.033042047172784805","0.033042047172784805","0.033042047172784805","2264","2264","2264","0.04006263241171837","0.04006263241171837","0.04006263241171837","2264","2264","2264","0.034963514655828476","0.034963514655828476","0.034963514655828476"
"377","1892","1892","1892","0.02601328305900097","0.02601328305900097","0.02601328305900097","2270","2270","2270","0.06733548641204834","0.06733548641204834","0.06733548641204834","2270","2270","2270","0.042470984160900116","0.042470984160900116","0.042470984160900116","2270","2270","2270","0.02378488890826702","0.02378488890826702","0.02378488890826702","2270","2270","2270","0.04982014372944832","0.04982014372944832","0.04982014372944832","1892","1892","1892","0.036187734454870224","0.036187734454870224","0.036187734454870224","2270","2270","2270","0.039614733308553696","0.039614733308553696","0.039614733308553696","2270","2270","2270","0.036090996116399765","0.036090996116399765","0.036090996116399765"
"378","1897","1897","1897","0.033337436616420746","0.033337436616420746","0.033337436616420746","2276","2276","2276","0.03767966106534004","0.03767966106534004","0.03767966106534004","2276","2276","2276","0.03218068927526474","0.03218068927526474","0.03218068927526474","2276","2276","2276","0.05037270113825798","0.05037270113825798","0.05037270113825798","2276","2276","2276","0.03532782569527626","0.03532782569527626","0.03532782569527626","1897","1897","1897","0.03345557302236557","0.03345557302236557","0.03345557302236557","2276","2276","2276","0.03199227899312973","0.03199227899312973","0.03199227899312973","2276","2276","2276","0.0549321249127388","0.0549321249127388","0.0549321249127388"
"379","1902","1902","1902","0.02270358055830002","0.02270358055830002","0.02270358055830002","2282","2282","2282","0.03800966218113899","0.03800966218113899","0.03800966218113899","2282","2282","2282","0.030178001150488853","0.030178001150488853","0.030178001150488853","2282","2282","2282","0.043667931109666824","0.043667931109666824","0.043667931109666824","2282","2282","2282","0.029592176899313927","0.029592176899313927","0.029592176899313927","1902","1902","1902","0.03180329129099846","0.03180329129099846","0.03180329129099846","2282","2282","2282","0.023047611117362976","0.023047611117362976","0.023047611117362976","2282","2282","2282","0.031030716374516487","0.031030716374516487","0.031030716374516487"
"380","1907","1907","1907","0.030492378398776054","0.030492378398776054","0.030492378398776054","2288","2288","2288","0.037850890308618546","0.037850890308618546","0.037850890308618546","2288","2288","2288","0.033714331686496735","0.033714331686496735","0.033714331686496735","2288","2288","2288","0.04532712697982788","0.04532712697982788","0.04532712697982788","2288","2288","2288","0.03545161336660385","0.03545161336660385","0.03545161336660385","1907","1907","1907","0.03594159707427025","0.03594159707427025","0.03594159707427025","2288","2288","2288","0.03709624707698822","0.03709624707698822","0.03709624707698822","2288","2288","2288","0.03783673048019409","0.03783673048019409","0.03783673048019409"
"381","1912","1912","1912","0.03568263724446297","0.03568263724446297","0.03568263724446297","2294","2294","2294","0.04835626855492592","0.04835626855492592","0.04835626855492592","2294","2294","2294","0.031580742448568344","0.031580742448568344","0.031580742448568344","2294","2294","2294","0.034121230244636536","0.034121230244636536","0.034121230244636536","2294","2294","2294","0.04448594152927399","0.04448594152927399","0.04448594152927399","1912","1912","1912","0.04637453332543373","0.04637453332543373","0.04637453332543373","2294","2294","2294","0.04642400145530701","0.04642400145530701","0.04642400145530701","2294","2294","2294","0.02766714245080948","0.02766714245080948","0.02766714245080948"
"382","1917","1917","1917","0.03674112260341644","0.03674112260341644","0.03674112260341644","2300","2300","2300","0.0265822634100914","0.0265822634100914","0.0265822634100914","2300","2300","2300","0.04384658858180046","0.04384658858180046","0.04384658858180046","2300","2300","2300","0.03645530715584755","0.03645530715584755","0.03645530715584755","2300","2300","2300","0.034547530114650726","0.034547530114650726","0.034547530114650726","1917","1917","1917","0.04016456380486488","0.04016456380486488","0.04016456380486488","2300","2300","2300","0.04467913880944252","0.04467913880944252","0.04467913880944252","2300","2300","2300","0.03285018354654312","0.03285018354654312","0.03285018354654312"
"383","1922","1922","1922","0.041703175753355026","0.041703175753355026","0.041703175753355026","2306","2306","2306","0.03387957811355591","0.03387957811355591","0.03387957811355591","2306","2306","2306","0.03437913954257965","0.03437913954257965","0.03437913954257965","2306","2306","2306","0.030909718945622444","0.030909718945622444","0.030909718945622444","2306","2306","2306","0.03277527913451195","0.03277527913451195","0.03277527913451195","1922","1922","1922","0.03727320209145546","0.03727320209145546","0.03727320209145546","2306","2306","2306","0.05335335433483124","0.05335335433483124","0.05335335433483124","2306","2306","2306","0.031774673610925674","0.031774673610925674","0.031774673610925674"
"384","1927","1927","1927","0.03374546766281128","0.03374546766281128","0.03374546766281128","2312","2312","2312","0.027578383684158325","0.027578383684158325","0.027578383684158325","2312","2312","2312","0.041079387068748474","0.041079387068748474","0.041079387068748474","2312","2312","2312","0.06131359562277794","0.06131359562277794","0.06131359562277794","2312","2312","2312","0.04287790134549141","0.04287790134549141","0.04287790134549141","1927","1927","1927","0.02494627982378006","0.02494627982378006","0.02494627982378006","2312","2312","2312","0.035361457616090775","0.035361457616090775","0.035361457616090775","2312","2312","2312","0.022193266078829765","0.022193266078829765","0.022193266078829765"
"385","1932","1932","1932","0.05020105838775635","0.05020105838775635","0.05020105838775635","2318","2318","2318","0.04049558937549591","0.04049558937549591","0.04049558937549591","2318","2318","2318","0.03396955132484436","0.03396955132484436","0.03396955132484436","2318","2318","2318","0.03765437379479408","0.03765437379479408","0.03765437379479408","2318","2318","2318","0.04680895805358887","0.04680895805358887","0.04680895805358887","1932","1932","1932","0.04248902574181557","0.04248902574181557","0.04248902574181557","2318","2318","2318","0.038096945732831955","0.038096945732831955","0.038096945732831955","2318","2318","2318","0.04269782081246376","0.04269782081246376","0.04269782081246376"
"386","1937","1937","1937","0.040147505700588226","0.040147505700588226","0.040147505700588226","2324","2324","2324","0.02881864458322525","0.02881864458322525","0.02881864458322525","2324","2324","2324","0.031326163560152054","0.031326163560152054","0.031326163560152054","2324","2324","2324","0.04682214930653572","0.04682214930653572","0.04682214930653572","2324","2324","2324","0.04470996931195259","0.04470996931195259","0.04470996931195259","1937","1937","1937","0.03292853757739067","0.03292853757739067","0.03292853757739067","2324","2324","2324","0.04922344163060188","0.04922344163060188","0.04922344163060188","2324","2324","2324","0.03221425786614418","0.03221425786614418","0.03221425786614418"
"387","1942","1942","1942","0.027691110968589783","0.027691110968589783","0.027691110968589783","2330","2330","2330","0.03492206335067749","0.03492206335067749","0.03492206335067749","2330","2330","2330","0.025449203327298164","0.025449203327298164","0.025449203327298164","2330","2330","2330","0.03492189943790436","0.03492189943790436","0.03492189943790436","2330","2330","2330","0.037295714020729065","0.037295714020729065","0.037295714020729065","1942","1942","1942","0.04158683121204376","0.04158683121204376","0.04158683121204376","2330","2330","2330","0.03864087536931038","0.03864087536931038","0.03864087536931038","2330","2330","2330","0.03235975652933121","0.03235975652933121","0.03235975652933121"
"388","1947","1947","1947","0.03815501928329468","0.03815501928329468","0.03815501928329468","2336","2336","2336","0.02905828319489956","0.02905828319489956","0.02905828319489956","2336","2336","2336","0.04729096218943596","0.04729096218943596","0.04729096218943596","2336","2336","2336","0.029861336573958397","0.029861336573958397","0.029861336573958397","2336","2336","2336","0.04221297800540924","0.04221297800540924","0.04221297800540924","1947","1947","1947","0.0458073765039444","0.0458073765039444","0.0458073765039444","2336","2336","2336","0.038523100316524506","0.038523100316524506","0.038523100316524506","2336","2336","2336","0.05758664011955261","0.05758664011955261","0.05758664011955261"
"389","1952","1952","1952","0.038437120616436005","0.038437120616436005","0.038437120616436005","2342","2342","2342","0.026430711150169373","0.026430711150169373","0.026430711150169373","2342","2342","2342","0.0474451445043087","0.0474451445043087","0.0474451445043087","2342","2342","2342","0.040982142090797424","0.040982142090797424","0.040982142090797424","2342","2342","2342","0.03809544816613197","0.03809544816613197","0.03809544816613197","1952","1952","1952","0.043320029973983765","0.043320029973983765","0.043320029973983765","2342","2342","2342","0.044806107878685","0.044806107878685","0.044806107878685","2342","2342","2342","0.042072635143995285","0.042072635143995285","0.042072635143995285"
"390","1957","1957","1957","0.04019979014992714","0.04019979014992714","0.04019979014992714","2348","2348","2348","0.021608514711260796","0.021608514711260796","0.021608514711260796","2348","2348","2348","0.03220939636230469","0.03220939636230469","0.03220939636230469","2348","2348","2348","0.05231360346078873","0.05231360346078873","0.05231360346078873","2348","2348","2348","0.03194257616996765","0.03194257616996765","0.03194257616996765","1957","1957","1957","0.025399670004844666","0.025399670004844666","0.025399670004844666","2348","2348","2348","0.026619933545589447","0.026619933545589447","0.026619933545589447","2348","2348","2348","0.02727728709578514","0.02727728709578514","0.02727728709578514"
"391","1962","1962","1962","0.02790764346718788","0.02790764346718788","0.02790764346718788","2354","2354","2354","0.025110358372330666","0.025110358372330666","0.025110358372330666","2354","2354","2354","0.04471934214234352","0.04471934214234352","0.04471934214234352","2354","2354","2354","0.04707462713122368","0.04707462713122368","0.04707462713122368","2354","2354","2354","0.047670889645814896","0.047670889645814896","0.047670889645814896","1962","1962","1962","0.021207256242632866","0.021207256242632866","0.021207256242632866","2354","2354","2354","0.031209034845232964","0.031209034845232964","0.031209034845232964","2354","2354","2354","0.03796165809035301","0.03796165809035301","0.03796165809035301"
"392","1967","1967","1967","0.03299623355269432","0.03299623355269432","0.03299623355269432","2360","2360","2360","0.03825141489505768","0.03825141489505768","0.03825141489505768","2360","2360","2360","0.042066555470228195","0.042066555470228195","0.042066555470228195","2360","2360","2360","0.03823526203632355","0.03823526203632355","0.03823526203632355","2360","2360","2360","0.0274744164198637","0.0274744164198637","0.0274744164198637","1967","1967","1967","0.02958853915333748","0.02958853915333748","0.02958853915333748","2360","2360","2360","0.03359401971101761","0.03359401971101761","0.03359401971101761","2360","2360","2360","0.03507321700453758","0.03507321700453758","0.03507321700453758"
"393","1972","1972","1972","0.03998754546046257","0.03998754546046257","0.03998754546046257","2366","2366","2366","0.034733716398477554","0.034733716398477554","0.034733716398477554","2366","2366","2366","0.040364377200603485","0.040364377200603485","0.040364377200603485","2366","2366","2366","0.02957739681005478","0.02957739681005478","0.02957739681005478","2366","2366","2366","0.038080859929323196","0.038080859929323196","0.038080859929323196","1972","1972","1972","0.04151315987110138","0.04151315987110138","0.04151315987110138","2366","2366","2366","0.05261494964361191","0.05261494964361191","0.05261494964361191","2366","2366","2366","0.039367154240608215","0.039367154240608215","0.039367154240608215"
"394","1977","1977","1977","0.03033383935689926","0.03033383935689926","0.03033383935689926","2372","2372","2372","0.038026243448257446","0.038026243448257446","0.038026243448257446","2372","2372","2372","0.02645711600780487","0.02645711600780487","0.02645711600780487","2372","2372","2372","0.04770975932478905","0.04770975932478905","0.04770975932478905","2372","2372","2372","0.04693954437971115","0.04693954437971115","0.04693954437971115","1977","1977","1977","0.045620448887348175","0.045620448887348175","0.045620448887348175","2372","2372","2372","0.03352271392941475","0.03352271392941475","0.03352271392941475","2372","2372","2372","0.034952398389577866","0.034952398389577866","0.034952398389577866"
"395","1982","1982","1982","0.04955023154616356","0.04955023154616356","0.04955023154616356","2378","2378","2378","0.03797122836112976","0.03797122836112976","0.03797122836112976","2378","2378","2378","0.034370921552181244","0.034370921552181244","0.034370921552181244","2378","2378","2378","0.030701620504260063","0.030701620504260063","0.030701620504260063","2378","2378","2378","0.019496481865644455","0.019496481865644455","0.019496481865644455","1982","1982","1982","0.03724368289113045","0.03724368289113045","0.03724368289113045","2378","2378","2378","0.05980014055967331","0.05980014055967331","0.05980014055967331","2378","2378","2378","0.04329574480652809","0.04329574480652809","0.04329574480652809"
"396","1987","1987","1987","0.03630523756146431","0.03630523756146431","0.03630523756146431","2384","2384","2384","0.0511692613363266","0.0511692613363266","0.0511692613363266","2384","2384","2384","0.035778410732746124","0.035778410732746124","0.035778410732746124","2384","2384","2384","0.03163125738501549","0.03163125738501549","0.03163125738501549","2384","2384","2384","0.024832673370838165","0.024832673370838165","0.024832673370838165","1987","1987","1987","0.03055049106478691","0.03055049106478691","0.03055049106478691","2384","2384","2384","0.03373868018388748","0.03373868018388748","0.03373868018388748","2384","2384","2384","0.031585630029439926","0.031585630029439926","0.031585630029439926"
"397","1992","1992","1992","0.031166447326540947","0.031166447326540947","0.031166447326540947","2390","2390","2390","0.028454536572098732","0.028454536572098732","0.028454536572098732","2390","2390","2390","0.034390974789857864","0.034390974789857864","0.034390974789857864","2390","2390","2390","0.03679973632097244","0.03679973632097244","0.03679973632097244","2390","2390","2390","0.0389888621866703","0.0389888621866703","0.0389888621866703","1992","1992","1992","0.04104156419634819","0.04104156419634819","0.04104156419634819","2390","2390","2390","0.02817947417497635","0.02817947417497635","0.02817947417497635","2390","2390","2390","0.029407944530248642","0.029407944530248642","0.029407944530248642"
"398","1997","1997","1997","0.03912085294723511","0.03912085294723511","0.03912085294723511","2396","2396","2396","0.028226852416992188","0.028226852416992188","0.028226852416992188","2396","2396","2396","0.04553166776895523","0.04553166776895523","0.04553166776895523","2396","2396","2396","0.030950438231229782","0.030950438231229782","0.030950438231229782","2396","2396","2396","0.045004554092884064","0.045004554092884064","0.045004554092884064","1997","1997","1997","0.028825907036662102","0.028825907036662102","0.028825907036662102","2396","2396","2396","0.028438346460461617","0.028438346460461617","0.028438346460461617","2396","2396","2396","0.048894647508859634","0.048894647508859634","0.048894647508859634"
"399","2002","2002","2002","0.028338000178337097","0.028338000178337097","0.028338000178337097","2402","2402","2402","0.028495391830801964","0.028495391830801964","0.028495391830801964","2402","2402","2402","0.049865856766700745","0.049865856766700745","0.049865856766700745","2402","2402","2402","0.031254008412361145","0.031254008412361145","0.031254008412361145","2402","2402","2402","0.042874377220869064","0.042874377220869064","0.042874377220869064","2002","2002","2002","0.04966425895690918","0.04966425895690918","0.04966425895690918","2402","2402","2402","0.045082855969667435","0.045082855969667435","0.045082855969667435","2402","2402","2402","0.045242585241794586","0.045242585241794586","0.045242585241794586"
"400","2007","2007","2007","0.037158600986003876","0.037158600986003876","0.037158600986003876","2408","2408","2408","0.04276716709136963","0.04276716709136963","0.04276716709136963","2408","2408","2408","0.037197455763816833","0.037197455763816833","0.037197455763816833","2408","2408","2408","0.032616134732961655","0.032616134732961655","0.032616134732961655","2408","2408","2408","0.040993332862854004","0.040993332862854004","0.040993332862854004","2007","2007","2007","0.03450416401028633","0.03450416401028633","0.03450416401028633","2408","2408","2408","0.026825975626707077","0.026825975626707077","0.026825975626707077","2408","2408","2408","0.03437301516532898","0.03437301516532898","0.03437301516532898"
"401","2012","2012","2012","0.04786372929811478","0.04786372929811478","0.04786372929811478","2414","2414","2414","0.040812838822603226","0.040812838822603226","0.040812838822603226","2414","2414","2414","0.03344673663377762","0.03344673663377762","0.03344673663377762","2414","2414","2414","0.039703309535980225","0.039703309535980225","0.039703309535980225","2414","2414","2414","0.03418043255805969","0.03418043255805969","0.03418043255805969","2012","2012","2012","0.04465767741203308","0.04465767741203308","0.04465767741203308","2414","2414","2414","0.03714641556143761","0.03714641556143761","0.03714641556143761","2414","2414","2414","0.05124824866652489","0.05124824866652489","0.05124824866652489"
"402","2017","2017","2017","0.040340863168239594","0.040340863168239594","0.040340863168239594","2420","2420","2420","0.030514124780893326","0.030514124780893326","0.030514124780893326","2420","2420","2420","0.02260366640985012","0.02260366640985012","0.02260366640985012","2420","2420","2420","0.04338860511779785","0.04338860511779785","0.04338860511779785","2420","2420","2420","0.037104975432157516","0.037104975432157516","0.037104975432157516","2017","2017","2017","0.03456588461995125","0.03456588461995125","0.03456588461995125","2420","2420","2420","0.04187384992837906","0.04187384992837906","0.04187384992837906","2420","2420","2420","0.044360775500535965","0.044360775500535965","0.044360775500535965"
"403","2022","2022","2022","0.04042598232626915","0.04042598232626915","0.04042598232626915","2426","2426","2426","0.03921991586685181","0.03921991586685181","0.03921991586685181","2426","2426","2426","0.05138241499662399","0.05138241499662399","0.05138241499662399","2426","2426","2426","0.03316032513976097","0.03316032513976097","0.03316032513976097","2426","2426","2426","0.04007061943411827","0.04007061943411827","0.04007061943411827","2022","2022","2022","0.049463946372270584","0.049463946372270584","0.049463946372270584","2426","2426","2426","0.04272390902042389","0.04272390902042389","0.04272390902042389","2426","2426","2426","0.04761362820863724","0.04761362820863724","0.04761362820863724"
"404","2027","2027","2027","0.03167424723505974","0.03167424723505974","0.03167424723505974","2432","2432","2432","0.06444058567285538","0.06444058567285538","0.06444058567285538","2432","2432","2432","0.04746852442622185","0.04746852442622185","0.04746852442622185","2432","2432","2432","0.04347847402095795","0.04347847402095795","0.04347847402095795","2432","2432","2432","0.04209715127944946","0.04209715127944946","0.04209715127944946","2027","2027","2027","0.05123874917626381","0.05123874917626381","0.05123874917626381","2432","2432","2432","0.037623777985572815","0.037623777985572815","0.037623777985572815","2432","2432","2432","0.0470079705119133","0.0470079705119133","0.0470079705119133"
"405","2032","2032","2032","0.037001896649599075","0.037001896649599075","0.037001896649599075","2438","2438","2438","0.03756702318787575","0.03756702318787575","0.03756702318787575","2438","2438","2438","0.01997811533510685","0.01997811533510685","0.01997811533510685","2438","2438","2438","0.03527053818106651","0.03527053818106651","0.03527053818106651","2438","2438","2438","0.05749540776014328","0.05749540776014328","0.05749540776014328","2032","2032","2032","0.049723852425813675","0.049723852425813675","0.049723852425813675","2438","2438","2438","0.032898612320423126","0.032898612320423126","0.032898612320423126","2438","2438","2438","0.05539402738213539","0.05539402738213539","0.05539402738213539"
"406","2037","2037","2037","0.029376063495874405","0.029376063495874405","0.029376063495874405","2444","2444","2444","0.025383148342370987","0.025383148342370987","0.025383148342370987","2444","2444","2444","0.040036704391241074","0.040036704391241074","0.040036704391241074","2444","2444","2444","0.03622054681181908","0.03622054681181908","0.03622054681181908","2444","2444","2444","0.05149685591459274","0.05149685591459274","0.05149685591459274","2037","2037","2037","0.033351555466651917","0.033351555466651917","0.033351555466651917","2444","2444","2444","0.05548156052827835","0.05548156052827835","0.05548156052827835","2444","2444","2444","0.033051326870918274","0.033051326870918274","0.033051326870918274"
