"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_ekf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_ekf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_ekf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_ekf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_ekf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_ekf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_ekf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_ekf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX"
"343","1722","1722","1722","0.039154183119535446","0.039154183119535446","0.039154183119535446","2067","2067","2067","0.04990053176879883","0.04990053176879883","0.04990053176879883","2067","2067","2067","0.04097118228673935","0.04097118228673935","0.04097118228673935","2067","2067","2067","0.04546991363167763","0.04546991363167763","0.04546991363167763","2067","2067","2067","0.03816335275769234","0.03816335275769234","0.03816335275769234","1722","1722","1722","0.036014728248119354","0.036014728248119354","0.036014728248119354","2067","2067","2067","0.05033021792769432","0.05033021792769432","0.05033021792769432","2067","2067","2067","0.0448516309261322","0.0448516309261322","0.0448516309261322"
"344","1727","1727","1727","0.04640401899814606","0.04640401899814606","0.04640401899814606","2073","2073","2073","0.03127293661236763","0.03127293661236763","0.03127293661236763","2073","2073","2073","0.0550069622695446","0.0550069622695446","0.0550069622695446","2073","2073","2073","0.04706946387887001","0.04706946387887001","0.04706946387887001","2073","2073","2073","0.06870146840810776","0.06870146840810776","0.06870146840810776","1727","1727","1727","0.036580462008714676","0.036580462008714676","0.036580462008714676","2073","2073","2073","0.04062560945749283","0.04062560945749283","0.04062560945749283","2073","2073","2073","0.032464649528265","0.032464649528265","0.032464649528265"
"345","1732","1732","1732","0.051252331584692","0.051252331584692","0.051252331584692","2079","2079","2079","0.04215431958436966","0.04215431958436966","0.04215431958436966","2079","2079","2079","0.03408520668745041","0.03408520668745041","0.03408520668745041","2079","2079","2079","0.030015990138053894","0.030015990138053894","0.030015990138053894","2079","2079","2079","0.02520778775215149","0.02520778775215149","0.02520778775215149","1732","1732","1732","0.039250701665878296","0.039250701665878296","0.039250701665878296","2079","2079","2079","0.03484615683555603","0.03484615683555603","0.03484615683555603","2079","2079","2079","0.03723888844251633","0.03723888844251633","0.03723888844251633"
"346","1737","1737","1737","0.07260681688785553","0.07260681688785553","0.07260681688785553","2085","2085","2085","0.029980719089508057","0.029980719089508057","0.029980719089508057","2085","2085","2085","0.039380576461553574","0.039380576461553574","0.039380576461553574","2085","2085","2085","0.057969287037849426","0.057969287037849426","0.057969287037849426","2085","2085","2085","0.05235551297664642","0.05235551297664642","0.05235551297664642","1737","1737","1737","0.05657721310853958","0.05657721310853958","0.05657721310853958","2085","2085","2085","0.028766874223947525","0.028766874223947525","0.028766874223947525","2085","2085","2085","0.03161963075399399","0.03161963075399399","0.03161963075399399"
"347","1742","1742","1742","0.03401656448841095","0.03401656448841095","0.03401656448841095","2091","2091","2091","0.05747907608747482","0.05747907608747482","0.05747907608747482","2091","2091","2091","0.07115370780229568","0.07115370780229568","0.07115370780229568","2091","2091","2091","0.05487477034330368","0.05487477034330368","0.05487477034330368","2091","2091","2091","0.061344850808382034","0.061344850808382034","0.061344850808382034","1742","1742","1742","0.05194456875324249","0.05194456875324249","0.05194456875324249","2091","2091","2091","0.03919822350144386","0.03919822350144386","0.03919822350144386","2091","2091","2091","0.04656932130455971","0.04656932130455971","0.04656932130455971"
"348","1747","1747","1747","0.035643551498651505","0.035643551498651505","0.035643551498651505","2097","2097","2097","0.041163451969623566","0.041163451969623566","0.041163451969623566","2097","2097","2097","0.03253507241606712","0.03253507241606712","0.03253507241606712","2097","2097","2097","0.05064788833260536","0.05064788833260536","0.05064788833260536","2097","2097","2097","0.06183737516403198","0.06183737516403198","0.06183737516403198","1747","1747","1747","0.04266858845949173","0.04266858845949173","0.04266858845949173","2097","2097","2097","0.05514628812670708","0.05514628812670708","0.05514628812670708","2097","2097","2097","0.04101169481873512","0.04101169481873512","0.04101169481873512"
"349","1752","1752","1752","0.040551938116550446","0.040551938116550446","0.040551938116550446","2103","2103","2103","0.035456713289022446","0.035456713289022446","0.035456713289022446","2103","2103","2103","0.03368668630719185","0.03368668630719185","0.03368668630719185","2103","2103","2103","0.03519502654671669","0.03519502654671669","0.03519502654671669","2103","2103","2103","0.03478119149804115","0.03478119149804115","0.03478119149804115","1752","1752","1752","0.03370589390397072","0.03370589390397072","0.03370589390397072","2103","2103","2103","0.03885664790868759","0.03885664790868759","0.03885664790868759","2103","2103","2103","0.02915012277662754","0.02915012277662754","0.02915012277662754"
"350","1757","1757","1757","0.05288441479206085","0.05288441479206085","0.05288441479206085","2109","2109","2109","0.04468166083097458","0.04468166083097458","0.04468166083097458","2109","2109","2109","0.027197616174817085","0.027197616174817085","0.027197616174817085","2109","2109","2109","0.03858213871717453","0.03858213871717453","0.03858213871717453","2109","2109","2109","0.023844417184591293","0.023844417184591293","0.023844417184591293","1757","1757","1757","0.021355804055929184","0.021355804055929184","0.021355804055929184","2109","2109","2109","0.029842471703886986","0.029842471703886986","0.029842471703886986","2109","2109","2109","0.03789579123258591","0.03789579123258591","0.03789579123258591"
"351","1762","1762","1762","0.03900489583611488","0.03900489583611488","0.03900489583611488","2115","2115","2115","0.04119473695755005","0.04119473695755005","0.04119473695755005","2115","2115","2115","0.04505890607833862","0.04505890607833862","0.04505890607833862","2115","2115","2115","0.03318171575665474","0.03318171575665474","0.03318171575665474","2115","2115","2115","0.036619897931814194","0.036619897931814194","0.036619897931814194","1762","1762","1762","0.033609937876462936","0.033609937876462936","0.033609937876462936","2115","2115","2115","0.03719865903258324","0.03719865903258324","0.03719865903258324","2115","2115","2115","0.04196961969137192","0.04196961969137192","0.04196961969137192"
"352","1767","1767","1767","0.0353674553334713","0.0353674553334713","0.0353674553334713","2121","2121","2121","0.042069848626852036","0.042069848626852036","0.042069848626852036","2121","2121","2121","0.036739371716976166","0.036739371716976166","0.036739371716976166","2121","2121","2121","0.026497263461351395","0.026497263461351395","0.026497263461351395","2121","2121","2121","0.037310678511857986","0.037310678511857986","0.037310678511857986","1767","1767","1767","0.04808390885591507","0.04808390885591507","0.04808390885591507","2121","2121","2121","0.052329882979393005","0.052329882979393005","0.052329882979393005","2121","2121","2121","0.03015328384935856","0.03015328384935856","0.03015328384935856"
"353","1772","1772","1772","0.03452058881521225","0.03452058881521225","0.03452058881521225","2127","2127","2127","0.04386833682656288","0.04386833682656288","0.04386833682656288","2127","2127","2127","0.04248205944895744","0.04248205944895744","0.04248205944895744","2127","2127","2127","0.04920654371380806","0.04920654371380806","0.04920654371380806","2127","2127","2127","0.03974815458059311","0.03974815458059311","0.03974815458059311","1772","1772","1772","0.04509551823139191","0.04509551823139191","0.04509551823139191","2127","2127","2127","0.03564336150884628","0.03564336150884628","0.03564336150884628","2127","2127","2127","0.03158174827694893","0.03158174827694893","0.03158174827694893"
"354","1777","1777","1777","0.03657515347003937","0.03657515347003937","0.03657515347003937","2133","2133","2133","0.03667929023504257","0.03667929023504257","0.03667929023504257","2133","2133","2133","0.06107499822974205","0.06107499822974205","0.06107499822974205","2133","2133","2133","0.03973616659641266","0.03973616659641266","0.03973616659641266","2133","2133","2133","0.030302030965685844","0.030302030965685844","0.030302030965685844","1777","1777","1777","0.025678273290395737","0.025678273290395737","0.025678273290395737","2133","2133","2133","0.04678298905491829","0.04678298905491829","0.04678298905491829","2133","2133","2133","0.0494859404861927","0.0494859404861927","0.0494859404861927"
"355","1782","1782","1782","0.04189614579081535","0.04189614579081535","0.04189614579081535","2139","2139","2139","0.03292834758758545","0.03292834758758545","0.03292834758758545","2139","2139","2139","0.0398670956492424","0.0398670956492424","0.0398670956492424","2139","2139","2139","0.030487239360809326","0.030487239360809326","0.030487239360809326","2139","2139","2139","0.03826961666345596","0.03826961666345596","0.03826961666345596","1782","1782","1782","0.02245587855577469","0.02245587855577469","0.02245587855577469","2139","2139","2139","0.0367993600666523","0.0367993600666523","0.0367993600666523","2139","2139","2139","0.0469711534678936","0.0469711534678936","0.0469711534678936"
"356","1787","1787","1787","0.032074932008981705","0.032074932008981705","0.032074932008981705","2145","2145","2145","0.0400962233543396","0.0400962233543396","0.0400962233543396","2145","2145","2145","0.03543437644839287","0.03543437644839287","0.03543437644839287","2145","2145","2145","0.04222768172621727","0.04222768172621727","0.04222768172621727","2145","2145","2145","0.03991959989070892","0.03991959989070892","0.03991959989070892","1787","1787","1787","0.05001039430499077","0.05001039430499077","0.05001039430499077","2145","2145","2145","0.03390241414308548","0.03390241414308548","0.03390241414308548","2145","2145","2145","0.03230833634734154","0.03230833634734154","0.03230833634734154"
"357","1792","1792","1792","0.02520037069916725","0.02520037069916725","0.02520037069916725","2151","2151","2151","0.036385491490364075","0.036385491490364075","0.036385491490364075","2151","2151","2151","0.031071964651346207","0.031071964651346207","0.031071964651346207","2151","2151","2151","0.05404609441757202","0.05404609441757202","0.05404609441757202","2151","2151","2151","0.031338632106781006","0.031338632106781006","0.031338632106781006","1792","1792","1792","0.031149866059422493","0.031149866059422493","0.031149866059422493","2151","2151","2151","0.041266899555921555","0.041266899555921555","0.041266899555921555","2151","2151","2151","0.039923906326293945","0.039923906326293945","0.039923906326293945"
"358","1797","1797","1797","0.042825937271118164","0.042825937271118164","0.042825937271118164","2157","2157","2157","0.030766582116484642","0.030766582116484642","0.030766582116484642","2157","2157","2157","0.03774856775999069","0.03774856775999069","0.03774856775999069","2157","2157","2157","0.05005500838160515","0.05005500838160515","0.05005500838160515","2157","2157","2157","0.04302605986595154","0.04302605986595154","0.04302605986595154","1797","1797","1797","0.04497526213526726","0.04497526213526726","0.04497526213526726","2157","2157","2157","0.024707244709134102","0.024707244709134102","0.024707244709134102","2157","2157","2157","0.02942999266088009","0.02942999266088009","0.02942999266088009"
"359","1802","1802","1802","0.038190439343452454","0.038190439343452454","0.038190439343452454","2163","2163","2163","0.050096191465854645","0.050096191465854645","0.050096191465854645","2163","2163","2163","0.04882960766553879","0.04882960766553879","0.04882960766553879","2163","2163","2163","0.04548439010977745","0.04548439010977745","0.04548439010977745","2163","2163","2163","0.040485773235559464","0.040485773235559464","0.040485773235559464","1802","1802","1802","0.0436464361846447","0.0436464361846447","0.0436464361846447","2163","2163","2163","0.030484551563858986","0.030484551563858986","0.030484551563858986","2163","2163","2163","0.022123662754893303","0.022123662754893303","0.022123662754893303"
"360","1807","1807","1807","0.049796752631664276","0.049796752631664276","0.049796752631664276","2169","2169","2169","0.037345219403505325","0.037345219403505325","0.037345219403505325","2169","2169","2169","0.033872805535793304","0.033872805535793304","0.033872805535793304","2169","2169","2169","0.025325246155261993","0.025325246155261993","0.025325246155261993","2169","2169","2169","0.021822916343808174","0.021822916343808174","0.021822916343808174","1807","1807","1807","0.05350388586521149","0.05350388586521149","0.05350388586521149","2169","2169","2169","0.036296453326940536","0.036296453326940536","0.036296453326940536","2169","2169","2169","0.037290915846824646","0.037290915846824646","0.037290915846824646"
"361","1812","1812","1812","0.026808103546500206","0.026808103546500206","0.026808103546500206","2175","2175","2175","0.037873778492212296","0.037873778492212296","0.037873778492212296","2175","2175","2175","0.026049643754959106","0.026049643754959106","0.026049643754959106","2175","2175","2175","0.04503720626235008","0.04503720626235008","0.04503720626235008","2175","2175","2175","0.06228584051132202","0.06228584051132202","0.06228584051132202","1812","1812","1812","0.04112831503152847","0.04112831503152847","0.04112831503152847","2175","2175","2175","0.04389588162302971","0.04389588162302971","0.04389588162302971","2175","2175","2175","0.025188038125634193","0.025188038125634193","0.025188038125634193"
"362","1817","1817","1817","0.030400387942790985","0.030400387942790985","0.030400387942790985","2181","2181","2181","0.04159439355134964","0.04159439355134964","0.04159439355134964","2181","2181","2181","0.036189526319503784","0.036189526319503784","0.036189526319503784","2181","2181","2181","0.033909618854522705","0.033909618854522705","0.033909618854522705","2181","2181","2181","0.029441189020872116","0.029441189020872116","0.029441189020872116","1817","1817","1817","0.03220096975564957","0.03220096975564957","0.03220096975564957","2181","2181","2181","0.035045210272073746","0.035045210272073746","0.035045210272073746","2181","2181","2181","0.03287474066019058","0.03287474066019058","0.03287474066019058"
"363","1822","1822","1822","0.03350390866398811","0.03350390866398811","0.03350390866398811","2187","2187","2187","0.03082462213933468","0.03082462213933468","0.03082462213933468","2187","2187","2187","0.04038415849208832","0.04038415849208832","0.04038415849208832","2187","2187","2187","0.057675428688526154","0.057675428688526154","0.057675428688526154","2187","2187","2187","0.0435260571539402","0.0435260571539402","0.0435260571539402","1822","1822","1822","0.03489324823021889","0.03489324823021889","0.03489324823021889","2187","2187","2187","0.039536189287900925","0.039536189287900925","0.039536189287900925","2187","2187","2187","0.046117499470710754","0.046117499470710754","0.046117499470710754"
"364","1827","1827","1827","0.03921894356608391","0.03921894356608391","0.03921894356608391","2193","2193","2193","0.036478687077760696","0.036478687077760696","0.036478687077760696","2193","2193","2193","0.04099315404891968","0.04099315404891968","0.04099315404891968","2193","2193","2193","0.04464869946241379","0.04464869946241379","0.04464869946241379","2193","2193","2193","0.03879806771874428","0.03879806771874428","0.03879806771874428","1827","1827","1827","0.03574138134717941","0.03574138134717941","0.03574138134717941","2193","2193","2193","0.03026939369738102","0.03026939369738102","0.03026939369738102","2193","2193","2193","0.04521336778998375","0.04521336778998375","0.04521336778998375"
"365","1832","1832","1832","0.03668476641178131","0.03668476641178131","0.03668476641178131","2199","2199","2199","0.045758262276649475","0.045758262276649475","0.045758262276649475","2199","2199","2199","0.027406765148043633","0.027406765148043633","0.027406765148043633","2199","2199","2199","0.024117648601531982","0.024117648601531982","0.024117648601531982","2199","2199","2199","0.0337735079228878","0.0337735079228878","0.0337735079228878","1832","1832","1832","0.03336586430668831","0.03336586430668831","0.03336586430668831","2199","2199","2199","0.037058550864458084","0.037058550864458084","0.037058550864458084","2199","2199","2199","0.03677665442228317","0.03677665442228317","0.03677665442228317"
"366","1837","1837","1837","0.037829965353012085","0.037829965353012085","0.037829965353012085","2205","2205","2205","0.04075351729989052","0.04075351729989052","0.04075351729989052","2205","2205","2205","0.04957413673400879","0.04957413673400879","0.04957413673400879","2205","2205","2205","0.031248196959495544","0.031248196959495544","0.031248196959495544","2205","2205","2205","0.06222834438085556","0.06222834438085556","0.06222834438085556","1837","1837","1837","0.028346650302410126","0.028346650302410126","0.028346650302410126","2205","2205","2205","0.029861344024538994","0.029861344024538994","0.029861344024538994","2205","2205","2205","0.031054126098752022","0.031054126098752022","0.031054126098752022"
"367","1842","1842","1842","0.034044377505779266","0.034044377505779266","0.034044377505779266","2211","2211","2211","0.019249217584729195","0.019249217584729195","0.019249217584729195","2211","2211","2211","0.04191448166966438","0.04191448166966438","0.04191448166966438","2211","2211","2211","0.02860664762556553","0.02860664762556553","0.02860664762556553","2211","2211","2211","0.03181237727403641","0.03181237727403641","0.03181237727403641","1842","1842","1842","0.03642578423023224","0.03642578423023224","0.03642578423023224","2211","2211","2211","0.050697211176157","0.050697211176157","0.050697211176157","2211","2211","2211","0.033066149801015854","0.033066149801015854","0.033066149801015854"
"368","1847","1847","1847","0.03529234230518341","0.03529234230518341","0.03529234230518341","2217","2217","2217","0.03786570578813553","0.03786570578813553","0.03786570578813553","2217","2217","2217","0.046376846730709076","0.046376846730709076","0.046376846730709076","2217","2217","2217","0.04038592427968979","0.04038592427968979","0.04038592427968979","2217","2217","2217","0.03213951364159584","0.03213951364159584","0.03213951364159584","1847","1847","1847","0.038880955427885056","0.038880955427885056","0.038880955427885056","2217","2217","2217","0.033206500113010406","0.033206500113010406","0.033206500113010406","2217","2217","2217","0.025365430861711502","0.025365430861711502","0.025365430861711502"
"369","1852","1852","1852","0.030124301090836525","0.030124301090836525","0.030124301090836525","2223","2223","2223","0.040226321667432785","0.040226321667432785","0.040226321667432785","2223","2223","2223","0.0382373183965683","0.0382373183965683","0.0382373183965683","2223","2223","2223","0.04408995062112808","0.04408995062112808","0.04408995062112808","2223","2223","2223","0.03320818766951561","0.03320818766951561","0.03320818766951561","1852","1852","1852","0.03692474216222763","0.03692474216222763","0.03692474216222763","2223","2223","2223","0.03026176057755947","0.03026176057755947","0.03026176057755947","2223","2223","2223","0.028972161933779716","0.028972161933779716","0.028972161933779716"
"370","1857","1857","1857","0.03251742199063301","0.03251742199063301","0.03251742199063301","2229","2229","2229","0.03976235166192055","0.03976235166192055","0.03976235166192055","2229","2229","2229","0.029942287132143974","0.029942287132143974","0.029942287132143974","2229","2229","2229","0.03261638432741165","0.03261638432741165","0.03261638432741165","2229","2229","2229","0.03674428537487984","0.03674428537487984","0.03674428537487984","1857","1857","1857","0.03322547301650047","0.03322547301650047","0.03322547301650047","2229","2229","2229","0.030276639387011528","0.030276639387011528","0.030276639387011528","2229","2229","2229","0.041957709938287735","0.041957709938287735","0.041957709938287735"
"371","1862","1862","1862","0.03842085227370262","0.03842085227370262","0.03842085227370262","2235","2235","2235","0.02966388873755932","0.02966388873755932","0.02966388873755932","2235","2235","2235","0.02616647630929947","0.02616647630929947","0.02616647630929947","2235","2235","2235","0.03383812680840492","0.03383812680840492","0.03383812680840492","2235","2235","2235","0.03889346122741699","0.03889346122741699","0.03889346122741699","1862","1862","1862","0.0368955060839653","0.0368955060839653","0.0368955060839653","2235","2235","2235","0.05420008674263954","0.05420008674263954","0.05420008674263954","2235","2235","2235","0.03814350813627243","0.03814350813627243","0.03814350813627243"
"372","1867","1867","1867","0.04727310687303543","0.04727310687303543","0.04727310687303543","2241","2241","2241","0.033544763922691345","0.033544763922691345","0.033544763922691345","2241","2241","2241","0.030815979465842247","0.030815979465842247","0.030815979465842247","2241","2241","2241","0.03849104046821594","0.03849104046821594","0.03849104046821594","2241","2241","2241","0.02276988886296749","0.02276988886296749","0.02276988886296749","1867","1867","1867","0.030471662059426308","0.030471662059426308","0.030471662059426308","2241","2241","2241","0.02906022220849991","0.02906022220849991","0.02906022220849991","2241","2241","2241","0.033009108155965805","0.033009108155965805","0.033009108155965805"
"373","1872","1872","1872","0.031656716018915176","0.031656716018915176","0.031656716018915176","2247","2247","2247","0.05270747095346451","0.05270747095346451","0.05270747095346451","2247","2247","2247","0.03834136947989464","0.03834136947989464","0.03834136947989464","2247","2247","2247","0.031382594257593155","0.031382594257593155","0.031382594257593155","2247","2247","2247","0.03900730982422829","0.03900730982422829","0.03900730982422829","1872","1872","1872","0.04483979940414429","0.04483979940414429","0.04483979940414429","2247","2247","2247","0.030489159747958183","0.030489159747958183","0.030489159747958183","2247","2247","2247","0.0284110140055418","0.0284110140055418","0.0284110140055418"
"374","1877","1877","1877","0.03947458043694496","0.03947458043694496","0.03947458043694496","2253","2253","2253","0.032132890075445175","0.032132890075445175","0.032132890075445175","2253","2253","2253","0.03062882088124752","0.03062882088124752","0.03062882088124752","2253","2253","2253","0.04314094036817551","0.04314094036817551","0.04314094036817551","2253","2253","2253","0.030794188380241394","0.030794188380241394","0.030794188380241394","1877","1877","1877","0.024700816720724106","0.024700816720724106","0.024700816720724106","2253","2253","2253","0.027362817898392677","0.027362817898392677","0.027362817898392677","2253","2253","2253","0.04165993630886078","0.04165993630886078","0.04165993630886078"
"375","1882","1882","1882","0.03749694675207138","0.03749694675207138","0.03749694675207138","2259","2259","2259","0.045472562313079834","0.045472562313079834","0.045472562313079834","2259","2259","2259","0.0394149050116539","0.0394149050116539","0.0394149050116539","2259","2259","2259","0.047955334186553955","0.047955334186553955","0.047955334186553955","2259","2259","2259","0.037504129111766815","0.037504129111766815","0.037504129111766815","1882","1882","1882","0.037882037460803986","0.037882037460803986","0.037882037460803986","2259","2259","2259","0.041874803602695465","0.041874803602695465","0.041874803602695465","2259","2259","2259","0.03439624607563019","0.03439624607563019","0.03439624607563019"
"376","1887","1887","1887","0.02608352154493332","0.02608352154493332","0.02608352154493332","2265","2265","2265","0.025827426463365555","0.025827426463365555","0.025827426463365555","2265","2265","2265","0.031519338488578796","0.031519338488578796","0.031519338488578796","2265","2265","2265","0.03903279826045036","0.03903279826045036","0.03903279826045036","2265","2265","2265","0.04399764910340309","0.04399764910340309","0.04399764910340309","1887","1887","1887","0.03256204351782799","0.03256204351782799","0.03256204351782799","2265","2265","2265","0.03771838918328285","0.03771838918328285","0.03771838918328285","2265","2265","2265","0.03640763834118843","0.03640763834118843","0.03640763834118843"
"377","1892","1892","1892","0.026710577309131622","0.026710577309131622","0.026710577309131622","2271","2271","2271","0.0670587420463562","0.0670587420463562","0.0670587420463562","2271","2271","2271","0.04498250037431717","0.04498250037431717","0.04498250037431717","2271","2271","2271","0.022306246683001518","0.022306246683001518","0.022306246683001518","2271","2271","2271","0.046697523444890976","0.046697523444890976","0.046697523444890976","1892","1892","1892","0.036685772240161896","0.036685772240161896","0.036685772240161896","2271","2271","2271","0.04044725373387337","0.04044725373387337","0.04044725373387337","2271","2271","2271","0.040555689483881","0.040555689483881","0.040555689483881"
"378","1897","1897","1897","0.031074408441781998","0.031074408441781998","0.031074408441781998","2277","2277","2277","0.037045203149318695","0.037045203149318695","0.037045203149318695","2277","2277","2277","0.025877350941300392","0.025877350941300392","0.025877350941300392","2277","2277","2277","0.04443136602640152","0.04443136602640152","0.04443136602640152","2277","2277","2277","0.032870057970285416","0.032870057970285416","0.032870057970285416","1897","1897","1897","0.035342272371053696","0.035342272371053696","0.035342272371053696","2277","2277","2277","0.02911556325852871","0.02911556325852871","0.02911556325852871","2277","2277","2277","0.05603787302970886","0.05603787302970886","0.05603787302970886"
"379","1902","1902","1902","0.02303745411336422","0.02303745411336422","0.02303745411336422","2283","2283","2283","0.037485089153051376","0.037485089153051376","0.037485089153051376","2283","2283","2283","0.03171449527144432","0.03171449527144432","0.03171449527144432","2283","2283","2283","0.045839447528123856","0.045839447528123856","0.045839447528123856","2283","2283","2283","0.03170153498649597","0.03170153498649597","0.03170153498649597","1902","1902","1902","0.027386920526623726","0.027386920526623726","0.027386920526623726","2283","2283","2283","0.023378562182188034","0.023378562182188034","0.023378562182188034","2283","2283","2283","0.030111389234662056","0.030111389234662056","0.030111389234662056"
"380","1907","1907","1907","0.03158712759613991","0.03158712759613991","0.03158712759613991","2289","2289","2289","0.03889898210763931","0.03889898210763931","0.03889898210763931","2289","2289","2289","0.029940778389573097","0.029940778389573097","0.029940778389573097","2289","2289","2289","0.05134273320436478","0.05134273320436478","0.05134273320436478","2289","2289","2289","0.038334015756845474","0.038334015756845474","0.038334015756845474","1907","1907","1907","0.031572435051202774","0.031572435051202774","0.031572435051202774","2289","2289","2289","0.03740619495511055","0.03740619495511055","0.03740619495511055","2289","2289","2289","0.030910007655620575","0.030910007655620575","0.030910007655620575"
"381","1912","1912","1912","0.03641295060515404","0.03641295060515404","0.03641295060515404","2295","2295","2295","0.04799775034189224","0.04799775034189224","0.04799775034189224","2295","2295","2295","0.03235606104135513","0.03235606104135513","0.03235606104135513","2295","2295","2295","0.034688979387283325","0.034688979387283325","0.034688979387283325","2295","2295","2295","0.039125170558691025","0.039125170558691025","0.039125170558691025","1912","1912","1912","0.046044595539569855","0.046044595539569855","0.046044595539569855","2295","2295","2295","0.039170604199171066","0.039170604199171066","0.039170604199171066","2295","2295","2295","0.030962752178311348","0.030962752178311348","0.030962752178311348"
"382","1917","1917","1917","0.03300035372376442","0.03300035372376442","0.03300035372376442","2301","2301","2301","0.02769346348941326","0.02769346348941326","0.02769346348941326","2301","2301","2301","0.04220794886350632","0.04220794886350632","0.04220794886350632","2301","2301","2301","0.039789699018001556","0.039789699018001556","0.039789699018001556","2301","2301","2301","0.031977489590644836","0.031977489590644836","0.031977489590644836","1917","1917","1917","0.03944934904575348","0.03944934904575348","0.03944934904575348","2301","2301","2301","0.048055246472358704","0.048055246472358704","0.048055246472358704","2301","2301","2301","0.031035687774419785","0.031035687774419785","0.031035687774419785"
