"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_kf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_kf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_kf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_kf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_kf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_kf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_kf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_kf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_kf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_kf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_kf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_kf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_kf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_kf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_kf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_kf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_kf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_kf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_kf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_kf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_kf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_kf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_kf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_kf__MAX"
"353","1772","1772","1772","0.0022638088557869196","0.0022638088557869196","0.0022638088557869196","2126","2126","2126","0.002020637970417738","0.002020637970417738","0.002020637970417738","2126","2126","2126","0.003269383916631341","0.003269383916631341","0.003269383916631341","2126","2126","2126","0.0026716941501945257","0.0026716941501945257","0.0026716941501945257","2126","2126","2126","0.003009501611813903","0.003009501611813903","0.003009501611813903","1772","1772","1772","0.002112999325618148","0.002112999325618148","0.002112999325618148","2126","2126","2126","0.002831904450431466","0.002831904450431466","0.002831904450431466","2126","2126","2126","0.002451759995892644","0.002451759995892644","0.002451759995892644"
"354","1777","1777","1777","0.003831317415460944","0.003831317415460944","0.003831317415460944","2132","2132","2132","0.002170742489397526","0.002170742489397526","0.002170742489397526","2132","2132","2132","0.0018396968953311443","0.0018396968953311443","0.0018396968953311443","2132","2132","2132","0.0021475530229508877","0.0021475530229508877","0.0021475530229508877","2132","2132","2132","0.0024471222423017025","0.0024471222423017025","0.0024471222423017025","1777","1777","1777","0.0029810613486915827","0.0029810613486915827","0.0029810613486915827","2132","2132","2132","0.003049544058740139","0.003049544058740139","0.003049544058740139","2132","2132","2132","0.002948995679616928","0.002948995679616928","0.002948995679616928"
"355","1782","1782","1782","0.0024758221115916967","0.0024758221115916967","0.0024758221115916967","2138","2138","2138","0.002276516752317548","0.002276516752317548","0.002276516752317548","2138","2138","2138","0.0018670319113880396","0.0018670319113880396","0.0018670319113880396","2138","2138","2138","0.0016885906225070357","0.0016885906225070357","0.0016885906225070357","2138","2138","2138","0.0015870386268943548","0.0015870386268943548","0.0015870386268943548","1782","1782","1782","0.002230954123660922","0.002230954123660922","0.002230954123660922","2138","2138","2138","0.0023525652941316366","0.0023525652941316366","0.0023525652941316366","2138","2138","2138","0.00233961408957839","0.00233961408957839","0.00233961408957839"
"356","1787","1787","1787","0.0019904840737581253","0.0019904840737581253","0.0019904840737581253","2144","2144","2144","0.002360184211283922","0.002360184211283922","0.002360184211283922","2144","2144","2144","0.0019944654777646065","0.0019944654777646065","0.0019944654777646065","2144","2144","2144","0.002096121897920966","0.002096121897920966","0.002096121897920966","2144","2144","2144","0.002010872820392251","0.002010872820392251","0.002010872820392251","1787","1787","1787","0.002395235700532794","0.002395235700532794","0.002395235700532794","2144","2144","2144","0.001545096281915903","0.001545096281915903","0.001545096281915903","2144","2144","2144","0.002053864300251007","0.002053864300251007","0.002053864300251007"
"357","1792","1792","1792","0.0017548514297232032","0.0017548514297232032","0.0017548514297232032","2150","2150","2150","0.0020724646747112274","0.0020724646747112274","0.0020724646747112274","2150","2150","2150","0.0017762043280526996","0.0017762043280526996","0.0017762043280526996","2150","2150","2150","0.0016956707695499063","0.0016956707695499063","0.0016956707695499063","2150","2150","2150","0.002234787680208683","0.002234787680208683","0.002234787680208683","1792","1792","1792","0.00196346384473145","0.00196346384473145","0.00196346384473145","2150","2150","2150","0.0015951810637488961","0.0015951810637488961","0.0015951810637488961","2150","2150","2150","0.0021860504057258368","0.0021860504057258368","0.0021860504057258368"
"358","1797","1797","1797","0.0028229099698364735","0.0028229099698364735","0.0028229099698364735","2156","2156","2156","0.0024905926547944546","0.0024905926547944546","0.0024905926547944546","2156","2156","2156","0.0030697437468916178","0.0030697437468916178","0.0030697437468916178","2156","2156","2156","0.0029494708869606256","0.0029494708869606256","0.0029494708869606256","2156","2156","2156","0.002048444002866745","0.002048444002866745","0.002048444002866745","1797","1797","1797","0.0024957838468253613","0.0024957838468253613","0.0024957838468253613","2156","2156","2156","0.0015045818872749805","0.0015045818872749805","0.0015045818872749805","2156","2156","2156","0.0022389243822544813","0.0022389243822544813","0.0022389243822544813"
"359","1802","1802","1802","0.002415110357105732","0.002415110357105732","0.002415110357105732","2162","2162","2162","0.002457890659570694","0.002457890659570694","0.002457890659570694","2162","2162","2162","0.0020420870278030634","0.0020420870278030634","0.0020420870278030634","2162","2162","2162","0.0021755187772214413","0.0021755187772214413","0.0021755187772214413","2162","2162","2162","0.002075876109302044","0.002075876109302044","0.002075876109302044","1802","1802","1802","0.0015308281872421503","0.0015308281872421503","0.0015308281872421503","2162","2162","2162","0.002415338298305869","0.002415338298305869","0.002415338298305869","2162","2162","2162","0.002187481615692377","0.002187481615692377","0.002187481615692377"
"360","1807","1807","1807","0.002419534604996443","0.002419534604996443","0.002419534604996443","2168","2168","2168","0.0028438889421522617","0.0028438889421522617","0.0028438889421522617","2168","2168","2168","0.0023063707631081343","0.0023063707631081343","0.0023063707631081343","2168","2168","2168","0.002175700617954135","0.002175700617954135","0.002175700617954135","2168","2168","2168","0.0017851837910711765","0.0017851837910711765","0.0017851837910711765","1807","1807","1807","0.0031287800520658493","0.0031287800520658493","0.0031287800520658493","2168","2168","2168","0.002641066210344434","0.002641066210344434","0.002641066210344434","2168","2168","2168","0.002200012793764472","0.002200012793764472","0.002200012793764472"
"361","1812","1812","1812","0.0028429138474166393","0.0028429138474166393","0.0028429138474166393","2174","2174","2174","0.0027333374600857496","0.0027333374600857496","0.0027333374600857496","2174","2174","2174","0.0026553852949291468","0.0026553852949291468","0.0026553852949291468","2174","2174","2174","0.0022056603338569403","0.0022056603338569403","0.0022056603338569403","2174","2174","2174","0.0025589056313037872","0.0025589056313037872","0.0025589056313037872","1812","1812","1812","0.0021697410847991705","0.0021697410847991705","0.0021697410847991705","2174","2174","2174","0.0024037600960582495","0.0024037600960582495","0.0024037600960582495","2174","2174","2174","0.0033007850870490074","0.0033007850870490074","0.0033007850870490074"
"362","1817","1817","1817","0.0032705524936318398","0.0032705524936318398","0.0032705524936318398","2180","2180","2180","0.0031527369283139706","0.0031527369283139706","0.0031527369283139706","2180","2180","2180","0.0024750418961048126","0.0024750418961048126","0.0024750418961048126","2180","2180","2180","0.0021441816352307796","0.0021441816352307796","0.0021441816352307796","2180","2180","2180","0.002237870590761304","0.002237870590761304","0.002237870590761304","1817","1817","1817","0.00208736932836473","0.00208736932836473","0.00208736932836473","2180","2180","2180","0.0027231222484260798","0.0027231222484260798","0.0027231222484260798","2180","2180","2180","0.0023780236952006817","0.0023780236952006817","0.0023780236952006817"
"363","1822","1822","1822","0.002595282392576337","0.002595282392576337","0.002595282392576337","2186","2186","2186","0.002367516281083226","0.002367516281083226","0.002367516281083226","2186","2186","2186","0.002335093216970563","0.002335093216970563","0.002335093216970563","2186","2186","2186","0.0031701726838946342","0.0031701726838946342","0.0031701726838946342","2186","2186","2186","0.0019364209147170186","0.0019364209147170186","0.0019364209147170186","1822","1822","1822","0.0023309653624892235","0.0023309653624892235","0.0023309653624892235","2186","2186","2186","0.0021978539880365133","0.0021978539880365133","0.0021978539880365133","2186","2186","2186","0.001965572824701667","0.001965572824701667","0.001965572824701667"
"364","1827","1827","1827","0.002252834150567651","0.002252834150567651","0.002252834150567651","2192","2192","2192","0.0021282662637531757","0.0021282662637531757","0.0021282662637531757","2192","2192","2192","0.0021284115500748158","0.0021284115500748158","0.0021284115500748158","2192","2192","2192","0.0019426767248660326","0.0019426767248660326","0.0019426767248660326","2192","2192","2192","0.0017828213749453425","0.0017828213749453425","0.0017828213749453425","1827","1827","1827","0.0024207718670368195","0.0024207718670368195","0.0024207718670368195","2192","2192","2192","0.0030832814518362284","0.0030832814518362284","0.0030832814518362284","2192","2192","2192","0.0017882271204143763","0.0017882271204143763","0.0017882271204143763"
"365","1832","1832","1832","0.0020463885739445686","0.0020463885739445686","0.0020463885739445686","2198","2198","2198","0.0024393321946263313","0.0024393321946263313","0.0024393321946263313","2198","2198","2198","0.001955808838829398","0.001955808838829398","0.001955808838829398","2198","2198","2198","0.0025300115812569857","0.0025300115812569857","0.0025300115812569857","2198","2198","2198","0.0015231751604005694","0.0015231751604005694","0.0015231751604005694","1832","1832","1832","0.001648038742132485","0.001648038742132485","0.001648038742132485","2198","2198","2198","0.001999751664698124","0.001999751664698124","0.001999751664698124","2198","2198","2198","0.002295035170391202","0.002295035170391202","0.002295035170391202"
"366","1837","1837","1837","0.002094587078318","0.002094587078318","0.002094587078318","2204","2204","2204","0.002163025550544262","0.002163025550544262","0.002163025550544262","2204","2204","2204","0.002329739974811673","0.002329739974811673","0.002329739974811673","2204","2204","2204","0.0021388824097812176","0.0021388824097812176","0.0021388824097812176","2204","2204","2204","0.0016600053058937192","0.0016600053058937192","0.0016600053058937192","1837","1837","1837","0.0026864090468734503","0.0026864090468734503","0.0026864090468734503","2204","2204","2204","0.0017985336016863585","0.0017985336016863585","0.0017985336016863585","2204","2204","2204","0.0020317069720476866","0.0020317069720476866","0.0020317069720476866"
"367","1842","1842","1842","0.0026051658205688","0.0026051658205688","0.0026051658205688","2210","2210","2210","0.0019480790942907333","0.0019480790942907333","0.0019480790942907333","2210","2210","2210","0.00245482730679214","0.00245482730679214","0.00245482730679214","2210","2210","2210","0.0023154360242187977","0.0023154360242187977","0.0023154360242187977","2210","2210","2210","0.0020773892756551504","0.0020773892756551504","0.0020773892756551504","1842","1842","1842","0.002686736872419715","0.002686736872419715","0.002686736872419715","2210","2210","2210","0.002128008520230651","0.002128008520230651","0.002128008520230651","2210","2210","2210","0.0021879577543586493","0.0021879577543586493","0.0021879577543586493"
"368","1847","1847","1847","0.002074707066640258","0.002074707066640258","0.002074707066640258","2216","2216","2216","0.0018992701079696417","0.0018992701079696417","0.0018992701079696417","2216","2216","2216","0.0026968771126121283","0.0026968771126121283","0.0026968771126121283","2216","2216","2216","0.0023960894905030727","0.0023960894905030727","0.0023960894905030727","2216","2216","2216","0.0021118340082466602","0.0021118340082466602","0.0021118340082466602","1847","1847","1847","0.0021444649901241064","0.0021444649901241064","0.0021444649901241064","2216","2216","2216","0.00239034416154027","0.00239034416154027","0.00239034416154027","2216","2216","2216","0.002294814446941018","0.002294814446941018","0.002294814446941018"
"369","1852","1852","1852","0.002173663815483451","0.002173663815483451","0.002173663815483451","2222","2222","2222","0.0018149397801607847","0.0018149397801607847","0.0018149397801607847","2222","2222","2222","0.0023266689386218786","0.0023266689386218786","0.0023266689386218786","2222","2222","2222","0.002582058310508728","0.002582058310508728","0.002582058310508728","2222","2222","2222","0.0030930559150874615","0.0030930559150874615","0.0030930559150874615","1852","1852","1852","0.0027943002060055733","0.0027943002060055733","0.0027943002060055733","2222","2222","2222","0.0028486442752182484","0.0028486442752182484","0.0028486442752182484","2222","2222","2222","0.002329073380678892","0.002329073380678892","0.002329073380678892"
"370","1857","1857","1857","0.0032652495428919792","0.0032652495428919792","0.0032652495428919792","2228","2228","2228","0.0019021190237253904","0.0019021190237253904","0.0019021190237253904","2228","2228","2228","0.0024683389347046614","0.0024683389347046614","0.0024683389347046614","2228","2228","2228","0.0022420070599764585","0.0022420070599764585","0.0022420070599764585","2228","2228","2228","0.0013979881769046187","0.0013979881769046187","0.0013979881769046187","1857","1857","1857","0.0024224796798080206","0.0024224796798080206","0.0024224796798080206","2228","2228","2228","0.0017356862081214786","0.0017356862081214786","0.0017356862081214786","2228","2228","2228","0.002704107202589512","0.002704107202589512","0.002704107202589512"
"371","1862","1862","1862","0.003925344441086054","0.003925344441086054","0.003925344441086054","2234","2234","2234","0.0030275415629148483","0.0030275415629148483","0.0030275415629148483","2234","2234","2234","0.002380581106990576","0.002380581106990576","0.002380581106990576","2234","2234","2234","0.0036023976281285286","0.0036023976281285286","0.0036023976281285286","2234","2234","2234","0.003060383955016732","0.003060383955016732","0.003060383955016732","1862","1862","1862","0.0029609159100800753","0.0029609159100800753","0.0029609159100800753","2234","2234","2234","0.004126778803765774","0.004126778803765774","0.004126778803765774","2234","2234","2234","0.003227557521313429","0.003227557521313429","0.003227557521313429"
"372","1867","1867","1867","0.002702621975913644","0.002702621975913644","0.002702621975913644","2240","2240","2240","0.0031876075081527233","0.0031876075081527233","0.0031876075081527233","2240","2240","2240","0.0026098405942320824","0.0026098405942320824","0.0026098405942320824","2240","2240","2240","0.0032685997430235147","0.0032685997430235147","0.0032685997430235147","2240","2240","2240","0.0019050247501581907","0.0019050247501581907","0.0019050247501581907","1867","1867","1867","0.0030262048821896315","0.0030262048821896315","0.0030262048821896315","2240","2240","2240","0.0029201023280620575","0.0029201023280620575","0.0029201023280620575","2240","2240","2240","0.002741263248026371","0.002741263248026371","0.002741263248026371"
"373","1872","1872","1872","0.0024545914493501186","0.0024545914493501186","0.0024545914493501186","2246","2246","2246","0.0031712260097265244","0.0031712260097265244","0.0031712260097265244","2246","2246","2246","0.0031321989372372627","0.0031321989372372627","0.0031321989372372627","2246","2246","2246","0.0021072886884212494","0.0021072886884212494","0.0021072886884212494","2246","2246","2246","0.001673814607784152","0.001673814607784152","0.001673814607784152","1872","1872","1872","0.002424179343506694","0.002424179343506694","0.002424179343506694","2246","2246","2246","0.0026603704318404198","0.0026603704318404198","0.0026603704318404198","2246","2246","2246","0.0017612118972465396","0.0017612118972465396","0.0017612118972465396"
"374","1877","1877","1877","0.002409350825473666","0.002409350825473666","0.002409350825473666","2252","2252","2252","0.0031083424109965563","0.0031083424109965563","0.0031083424109965563","2252","2252","2252","0.0022160217631608248","0.0022160217631608248","0.0022160217631608248","2252","2252","2252","0.0024476232938468456","0.0024476232938468456","0.0024476232938468456","2252","2252","2252","0.0020483331754803658","0.0020483331754803658","0.0020483331754803658","1877","1877","1877","0.002503598341718316","0.002503598341718316","0.002503598341718316","2252","2252","2252","0.0026821219362318516","0.0026821219362318516","0.0026821219362318516","2252","2252","2252","0.0025469118263572454","0.0025469118263572454","0.0025469118263572454"
"375","1882","1882","1882","0.0018367135198786855","0.0018367135198786855","0.0018367135198786855","2258","2258","2258","0.002179070608690381","0.002179070608690381","0.002179070608690381","2258","2258","2258","0.002268234035000205","0.002268234035000205","0.002268234035000205","2258","2258","2258","0.002437212271615863","0.002437212271615863","0.002437212271615863","2258","2258","2258","0.0029303350020200014","0.0029303350020200014","0.0029303350020200014","1882","1882","1882","0.002810663776472211","0.002810663776472211","0.002810663776472211","2258","2258","2258","0.002783931326121092","0.002783931326121092","0.002783931326121092","2258","2258","2258","0.002094851341098547","0.002094851341098547","0.002094851341098547"
"376","1887","1887","1887","0.0020837420597672462","0.0020837420597672462","0.0020837420597672462","2264","2264","2264","0.00392495933920145","0.00392495933920145","0.00392495933920145","2264","2264","2264","0.00194558035582304","0.00194558035582304","0.00194558035582304","2264","2264","2264","0.002545634051784873","0.002545634051784873","0.002545634051784873","2264","2264","2264","0.002075069583952427","0.002075069583952427","0.002075069583952427","1887","1887","1887","0.0024059503339231014","0.0024059503339231014","0.0024059503339231014","2264","2264","2264","0.0014096514787524939","0.0014096514787524939","0.0014096514787524939","2264","2264","2264","0.001935333013534546","0.001935333013534546","0.001935333013534546"
"377","1892","1892","1892","0.0022368570789694786","0.0022368570789694786","0.0022368570789694786","2270","2270","2270","0.0016468378016725183","0.0016468378016725183","0.0016468378016725183","2270","2270","2270","0.002232629805803299","0.002232629805803299","0.002232629805803299","2270","2270","2270","0.0017112469067797065","0.0017112469067797065","0.0017112469067797065","2270","2270","2270","0.002690918743610382","0.002690918743610382","0.002690918743610382","1892","1892","1892","0.0021651482675224543","0.0021651482675224543","0.0021651482675224543","2270","2270","2270","0.0025367136113345623","0.0025367136113345623","0.0025367136113345623","2270","2270","2270","0.0027377912774682045","0.0027377912774682045","0.0027377912774682045"
"378","1897","1897","1897","0.00251755234785378","0.00251755234785378","0.00251755234785378","2276","2276","2276","0.002180237090215087","0.002180237090215087","0.002180237090215087","2276","2276","2276","0.001935160136781633","0.001935160136781633","0.001935160136781633","2276","2276","2276","0.002520947018638253","0.002520947018638253","0.002520947018638253","2276","2276","2276","0.0024315982591360807","0.0024315982591360807","0.0024315982591360807","1897","1897","1897","0.002278284402564168","0.002278284402564168","0.002278284402564168","2276","2276","2276","0.002735084854066372","0.002735084854066372","0.002735084854066372","2276","2276","2276","0.00210564024746418","0.00210564024746418","0.00210564024746418"
"379","1902","1902","1902","0.0024209022521972656","0.0024209022521972656","0.0024209022521972656","2282","2282","2282","0.0023567606694996357","0.0023567606694996357","0.0023567606694996357","2282","2282","2282","0.0027424220461398363","0.0027424220461398363","0.0027424220461398363","2282","2282","2282","0.0022416638676077127","0.0022416638676077127","0.0022416638676077127","2282","2282","2282","0.002832438563928008","0.002832438563928008","0.002832438563928008","1902","1902","1902","0.0018282817909494042","0.0018282817909494042","0.0018282817909494042","2282","2282","2282","0.0028512366116046906","0.0028512366116046906","0.0028512366116046906","2282","2282","2282","0.002622538711875677","0.002622538711875677","0.002622538711875677"
"380","1907","1907","1907","0.0023544086143374443","0.0023544086143374443","0.0023544086143374443","2288","2288","2288","0.002153165405616164","0.002153165405616164","0.002153165405616164","2288","2288","2288","0.001977564999833703","0.001977564999833703","0.001977564999833703","2288","2288","2288","0.002076484030112624","0.002076484030112624","0.002076484030112624","2288","2288","2288","0.0017875258345156908","0.0017875258345156908","0.0017875258345156908","1907","1907","1907","0.0019654221832752228","0.0019654221832752228","0.0019654221832752228","2288","2288","2288","0.0022920104674994946","0.0022920104674994946","0.0022920104674994946","2288","2288","2288","0.001982563640922308","0.001982563640922308","0.001982563640922308"
"381","1912","1912","1912","0.0024565698113292456","0.0024565698113292456","0.0024565698113292456","2294","2294","2294","0.0014888123841956258","0.0014888123841956258","0.0014888123841956258","2294","2294","2294","0.002534771803766489","0.002534771803766489","0.002534771803766489","2294","2294","2294","0.0021282422821968794","0.0021282422821968794","0.0021282422821968794","2294","2294","2294","0.0024338930379599333","0.0024338930379599333","0.0024338930379599333","1912","1912","1912","0.0023540942929685116","0.0023540942929685116","0.0023540942929685116","2294","2294","2294","0.0022069555707275867","0.0022069555707275867","0.0022069555707275867","2294","2294","2294","0.002022257773205638","0.002022257773205638","0.002022257773205638"
"382","1917","1917","1917","0.002162184100598097","0.002162184100598097","0.002162184100598097","2300","2300","2300","0.002399055054411292","0.002399055054411292","0.002399055054411292","2300","2300","2300","0.002768527716398239","0.002768527716398239","0.002768527716398239","2300","2300","2300","0.0023892500903457403","0.0023892500903457403","0.0023892500903457403","2300","2300","2300","0.0022929285187274218","0.0022929285187274218","0.0022929285187274218","1917","1917","1917","0.0019090843852609396","0.0019090843852609396","0.0019090843852609396","2300","2300","2300","0.0016836246941238642","0.0016836246941238642","0.0016836246941238642","2300","2300","2300","0.0026531158946454525","0.0026531158946454525","0.0026531158946454525"
"383","1922","1922","1922","0.0026120494585484266","0.0026120494585484266","0.0026120494585484266","2306","2306","2306","0.0017046433640643954","0.0017046433640643954","0.0017046433640643954","2306","2306","2306","0.002530043013393879","0.002530043013393879","0.002530043013393879","2306","2306","2306","0.001934664323925972","0.001934664323925972","0.001934664323925972","2306","2306","2306","0.0027831783518195152","0.0027831783518195152","0.0027831783518195152","1922","1922","1922","0.001878651906736195","0.001878651906736195","0.001878651906736195","2306","2306","2306","0.0021497190464287996","0.0021497190464287996","0.0021497190464287996","2306","2306","2306","0.0021003696601837873","0.0021003696601837873","0.0021003696601837873"
"384","1927","1927","1927","0.0025688752066344023","0.0025688752066344023","0.0025688752066344023","2312","2312","2312","0.002262996742501855","0.002262996742501855","0.002262996742501855","2312","2312","2312","0.0029004253447055817","0.0029004253447055817","0.0029004253447055817","2312","2312","2312","0.0026394720189273357","0.0026394720189273357","0.0026394720189273357","2312","2312","2312","0.0021493469830602407","0.0021493469830602407","0.0021493469830602407","1927","1927","1927","0.002410185057669878","0.002410185057669878","0.002410185057669878","2312","2312","2312","0.0018224093364551663","0.0018224093364551663","0.0018224093364551663","2312","2312","2312","0.0030332813039422035","0.0030332813039422035","0.0030332813039422035"
"385","1932","1932","1932","0.002289580414071679","0.002289580414071679","0.002289580414071679","2318","2318","2318","0.001659338129684329","0.001659338129684329","0.001659338129684329","2318","2318","2318","0.0023734925780445337","0.0023734925780445337","0.0023734925780445337","2318","2318","2318","0.0013532197335734963","0.0013532197335734963","0.0013532197335734963","2318","2318","2318","0.0019088523695245385","0.0019088523695245385","0.0019088523695245385","1932","1932","1932","0.0016564087709411979","0.0016564087709411979","0.0016564087709411979","2318","2318","2318","0.00273769348859787","0.00273769348859787","0.00273769348859787","2318","2318","2318","0.0024510417133569717","0.0024510417133569717","0.0024510417133569717"
"386","1937","1937","1937","0.003317591268569231","0.003317591268569231","0.003317591268569231","2324","2324","2324","0.0020469622686505318","0.0020469622686505318","0.0020469622686505318","2324","2324","2324","0.00192133872769773","0.00192133872769773","0.00192133872769773","2324","2324","2324","0.0021089997608214617","0.0021089997608214617","0.0021089997608214617","2324","2324","2324","0.001988298026844859","0.001988298026844859","0.001988298026844859","1937","1937","1937","0.0018959625158458948","0.0018959625158458948","0.0018959625158458948","2324","2324","2324","0.001789271249435842","0.001789271249435842","0.001789271249435842","2324","2324","2324","0.002322851913049817","0.002322851913049817","0.002322851913049817"
"387","1942","1942","1942","0.001918485388159752","0.001918485388159752","0.001918485388159752","2330","2330","2330","0.0034082364290952682","0.0034082364290952682","0.0034082364290952682","2330","2330","2330","0.0024388825986534357","0.0024388825986534357","0.0024388825986534357","2330","2330","2330","0.002377037890255451","0.002377037890255451","0.002377037890255451","2330","2330","2330","0.0019095414318144321","0.0019095414318144321","0.0019095414318144321","1942","1942","1942","0.0023950703907757998","0.0023950703907757998","0.0023950703907757998","2330","2330","2330","0.002631888724863529","0.002631888724863529","0.002631888724863529","2330","2330","2330","0.0021136864088475704","0.0021136864088475704","0.0021136864088475704"
"388","1947","1947","1947","0.0027320438530296087","0.0027320438530296087","0.0027320438530296087","2336","2336","2336","0.0034417095594108105","0.0034417095594108105","0.0034417095594108105","2336","2336","2336","0.0018760098610073328","0.0018760098610073328","0.0018760098610073328","2336","2336","2336","0.0019135685870423913","0.0019135685870423913","0.0019135685870423913","2336","2336","2336","0.0017150251660495996","0.0017150251660495996","0.0017150251660495996","1947","1947","1947","0.0024692045990377665","0.0024692045990377665","0.0024692045990377665","2336","2336","2336","0.002315706806257367","0.002315706806257367","0.002315706806257367","2336","2336","2336","0.002606712281703949","0.002606712281703949","0.002606712281703949"
"389","1952","1952","1952","0.0022555913310498","0.0022555913310498","0.0022555913310498","2342","2342","2342","0.0018841607961803675","0.0018841607961803675","0.0018841607961803675","2342","2342","2342","0.0020819436758756638","0.0020819436758756638","0.0020819436758756638","2342","2342","2342","0.0025905382353812456","0.0025905382353812456","0.0025905382353812456","2342","2342","2342","0.002598825842142105","0.002598825842142105","0.002598825842142105","1952","1952","1952","0.002520263660699129","0.002520263660699129","0.002520263660699129","2342","2342","2342","0.0016680594999343157","0.0016680594999343157","0.0016680594999343157","2342","2342","2342","0.0026414510793983936","0.0026414510793983936","0.0026414510793983936"
"390","1957","1957","1957","0.0022964137606322765","0.0022964137606322765","0.0022964137606322765","2348","2348","2348","0.0018317574867978692","0.0018317574867978692","0.0018317574867978692","2348","2348","2348","0.002738064154982567","0.002738064154982567","0.002738064154982567","2348","2348","2348","0.0023051199968904257","0.0023051199968904257","0.0023051199968904257","2348","2348","2348","0.0019895934965461493","0.0019895934965461493","0.0019895934965461493","1957","1957","1957","0.0020941663533449173","0.0020941663533449173","0.0020941663533449173","2348","2348","2348","0.0030016915407031775","0.0030016915407031775","0.0030016915407031775","2348","2348","2348","0.0020154297817498446","0.0020154297817498446","0.0020154297817498446"
