"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu__MAX"
"358","1796","1796","1796","0.06834440678358078","0.06834440678358078","0.06834440678358078","2155","2155","2155","0.050043437629938126","0.050043437629938126","0.050043437629938126","2155","2155","2155","0.06341515481472015","0.06341515481472015","0.06341515481472015","2155","2155","2155","0.06710904091596603","0.06710904091596603","0.06710904091596603","2155","2155","2155","0.06916344910860062","0.06916344910860062","0.06916344910860062","1796","1796","1796","0.06207377463579178","0.06207377463579178","0.06207377463579178","2155","2155","2155","0.03394129499793053","0.03394129499793053","0.03394129499793053","2155","2155","2155","0.046771593391895294","0.046771593391895294","0.046771593391895294"
"359","1801","1801","1801","0.059294793754816055","0.059294793754816055","0.059294793754816055","2161","2161","2161","0.06756668537855148","0.06756668537855148","0.06756668537855148","2161","2161","2161","0.07190601527690887","0.07190601527690887","0.07190601527690887","2161","2161","2161","0.07412134110927582","0.07412134110927582","0.07412134110927582","2161","2161","2161","0.05746937915682793","0.05746937915682793","0.05746937915682793","1801","1801","1801","0.07604335248470306","0.07604335248470306","0.07604335248470306","2161","2161","2161","0.05387624725699425","0.05387624725699425","0.05387624725699425","2161","2161","2161","0.05001670867204666","0.05001670867204666","0.05001670867204666"
"360","1806","1806","1806","0.06887511163949966","0.06887511163949966","0.06887511163949966","2167","2167","2167","0.05331141874194145","0.05331141874194145","0.05331141874194145","2167","2167","2167","0.05909407511353493","0.05909407511353493","0.05909407511353493","2167","2167","2167","0.049088530242443085","0.049088530242443085","0.049088530242443085","2167","2167","2167","0.033923957496881485","0.033923957496881485","0.033923957496881485","1806","1806","1806","0.07506339251995087","0.07506339251995087","0.07506339251995087","2167","2167","2167","0.07356985658407211","0.07356985658407211","0.07356985658407211","2167","2167","2167","0.056100282818078995","0.056100282818078995","0.056100282818078995"
"361","1811","1811","1811","0.04300038143992424","0.04300038143992424","0.04300038143992424","2173","2173","2173","0.04763802886009216","0.04763802886009216","0.04763802886009216","2173","2173","2173","0.043189410120248795","0.043189410120248795","0.043189410120248795","2173","2173","2173","0.06010213866829872","0.06010213866829872","0.06010213866829872","2173","2173","2173","0.07814652472734451","0.07814652472734451","0.07814652472734451","1811","1811","1811","0.06034163013100624","0.06034163013100624","0.06034163013100624","2173","2173","2173","0.07454422116279602","0.07454422116279602","0.07454422116279602","2173","2173","2173","0.05182284116744995","0.05182284116744995","0.05182284116744995"
"362","1816","1816","1816","0.055387429893016815","0.055387429893016815","0.055387429893016815","2179","2179","2179","0.06721667945384979","0.06721667945384979","0.06721667945384979","2179","2179","2179","0.06185004115104675","0.06185004115104675","0.06185004115104675","2179","2179","2179","0.07733677327632904","0.07733677327632904","0.07733677327632904","2179","2179","2179","0.04492184519767761","0.04492184519767761","0.04492184519767761","1816","1816","1816","0.056398794054985046","0.056398794054985046","0.056398794054985046","2179","2179","2179","0.06446222960948944","0.06446222960948944","0.06446222960948944","2179","2179","2179","0.07021576911211014","0.07021576911211014","0.07021576911211014"
"363","1821","1821","1821","0.05757386237382889","0.05757386237382889","0.05757386237382889","2185","2185","2185","0.05696268752217293","0.05696268752217293","0.05696268752217293","2185","2185","2185","0.05353464558720589","0.05353464558720589","0.05353464558720589","2185","2185","2185","0.060124948620796204","0.060124948620796204","0.060124948620796204","2185","2185","2185","0.05601802095770836","0.05601802095770836","0.05601802095770836","1821","1821","1821","0.05462837964296341","0.05462837964296341","0.05462837964296341","2185","2185","2185","0.06458964943885803","0.06458964943885803","0.06458964943885803","2185","2185","2185","0.05550747737288475","0.05550747737288475","0.05550747737288475"
"364","1826","1826","1826","0.0774010717868805","0.0774010717868805","0.0774010717868805","2191","2191","2191","0.06817834824323654","0.06817834824323654","0.06817834824323654","2191","2191","2191","0.06318214535713196","0.06318214535713196","0.06318214535713196","2191","2191","2191","0.055122341960668564","0.055122341960668564","0.055122341960668564","2191","2191","2191","0.07743681967258453","0.07743681967258453","0.07743681967258453","1826","1826","1826","0.053932931274175644","0.053932931274175644","0.053932931274175644","2191","2191","2191","0.04747886210680008","0.04747886210680008","0.04747886210680008","2191","2191","2191","0.0852646678686142","0.0852646678686142","0.0852646678686142"
"365","1831","1831","1831","0.047509029507637024","0.047509029507637024","0.047509029507637024","2197","2197","2197","0.0844755545258522","0.0844755545258522","0.0844755545258522","2197","2197","2197","0.06581298261880875","0.06581298261880875","0.06581298261880875","2197","2197","2197","0.04517092928290367","0.04517092928290367","0.04517092928290367","2197","2197","2197","0.04459311440587044","0.04459311440587044","0.04459311440587044","1831","1831","1831","0.04971819370985031","0.04971819370985031","0.04971819370985031","2197","2197","2197","0.05854993313550949","0.05854993313550949","0.05854993313550949","2197","2197","2197","0.08133912831544876","0.08133912831544876","0.08133912831544876"
"366","1836","1836","1836","0.049998845905065536","0.049998845905065536","0.049998845905065536","2203","2203","2203","0.07541325688362122","0.07541325688362122","0.07541325688362122","2203","2203","2203","0.07364271581172943","0.07364271581172943","0.07364271581172943","2203","2203","2203","0.04822365194559097","0.04822365194559097","0.04822365194559097","2203","2203","2203","0.07708828151226044","0.07708828151226044","0.07708828151226044","1836","1836","1836","0.05868486687541008","0.05868486687541008","0.05868486687541008","2203","2203","2203","0.04824907332658768","0.04824907332658768","0.04824907332658768","2203","2203","2203","0.05543120205402374","0.05543120205402374","0.05543120205402374"
"367","1841","1841","1841","0.055697858333587646","0.055697858333587646","0.055697858333587646","2209","2209","2209","0.05324582755565643","0.05324582755565643","0.05324582755565643","2209","2209","2209","0.068520188331604","0.068520188331604","0.068520188331604","2209","2209","2209","0.06061244755983353","0.06061244755983353","0.06061244755983353","2209","2209","2209","0.056568555533885956","0.056568555533885956","0.056568555533885956","1841","1841","1841","0.054094474762678146","0.054094474762678146","0.054094474762678146","2209","2209","2209","0.08257125318050385","0.08257125318050385","0.08257125318050385","2209","2209","2209","0.06746932864189148","0.06746932864189148","0.06746932864189148"
"368","1846","1846","1846","0.06471443176269531","0.06471443176269531","0.06471443176269531","2215","2215","2215","0.05913824588060379","0.05913824588060379","0.05913824588060379","2215","2215","2215","0.05666171759366989","0.05666171759366989","0.05666171759366989","2215","2215","2215","0.05424850434064865","0.05424850434064865","0.05424850434064865","2215","2215","2215","0.04822033643722534","0.04822033643722534","0.04822033643722534","1846","1846","1846","0.05879081413149834","0.05879081413149834","0.05879081413149834","2215","2215","2215","0.056868813931941986","0.056868813931941986","0.056868813931941986","2215","2215","2215","0.04963403567671776","0.04963403567671776","0.04963403567671776"
"369","1851","1851","1851","0.06081230193376541","0.06081230193376541","0.06081230193376541","2221","2221","2221","0.06642752885818481","0.06642752885818481","0.06642752885818481","2221","2221","2221","0.07137469202280045","0.07137469202280045","0.07137469202280045","2221","2221","2221","0.06888905167579651","0.06888905167579651","0.06888905167579651","2221","2221","2221","0.048499416559934616","0.048499416559934616","0.048499416559934616","1851","1851","1851","0.048852164298295975","0.048852164298295975","0.048852164298295975","2221","2221","2221","0.04610485956072807","0.04610485956072807","0.04610485956072807","2221","2221","2221","0.04993647336959839","0.04993647336959839","0.04993647336959839"
"370","1856","1856","1856","0.04954352229833603","0.04954352229833603","0.04954352229833603","2227","2227","2227","0.07372695952653885","0.07372695952653885","0.07372695952653885","2227","2227","2227","0.047112490981817245","0.047112490981817245","0.047112490981817245","2227","2227","2227","0.04511725902557373","0.04511725902557373","0.04511725902557373","2227","2227","2227","0.06198183819651604","0.06198183819651604","0.06198183819651604","1856","1856","1856","0.06588838994503021","0.06588838994503021","0.06588838994503021","2227","2227","2227","0.05865790322422981","0.05865790322422981","0.05865790322422981","2227","2227","2227","0.07308311015367508","0.07308311015367508","0.07308311015367508"
"371","1861","1861","1861","0.05471197888255119","0.05471197888255119","0.05471197888255119","2233","2233","2233","0.05412156507372856","0.05412156507372856","0.05412156507372856","2233","2233","2233","0.06318216025829315","0.06318216025829315","0.06318216025829315","2233","2233","2233","0.06188782677054405","0.06188782677054405","0.06188782677054405","2233","2233","2233","0.07473389059305191","0.07473389059305191","0.07473389059305191","1861","1861","1861","0.04751381278038025","0.04751381278038025","0.04751381278038025","2233","2233","2233","0.07134946435689926","0.07134946435689926","0.07134946435689926","2233","2233","2233","0.05039548873901367","0.05039548873901367","0.05039548873901367"
"372","1866","1866","1866","0.06535584479570389","0.06535584479570389","0.06535584479570389","2239","2239","2239","0.0682273805141449","0.0682273805141449","0.0682273805141449","2239","2239","2239","0.04578676074743271","0.04578676074743271","0.04578676074743271","2239","2239","2239","0.05485741049051285","0.05485741049051285","0.05485741049051285","2239","2239","2239","0.03864319622516632","0.03864319622516632","0.03864319622516632","1866","1866","1866","0.060063764452934265","0.060063764452934265","0.060063764452934265","2239","2239","2239","0.06700089573860168","0.06700089573860168","0.06700089573860168","2239","2239","2239","0.05250578373670578","0.05250578373670578","0.05250578373670578"
"373","1871","1871","1871","0.049143485724925995","0.049143485724925995","0.049143485724925995","2245","2245","2245","0.08802217245101929","0.08802217245101929","0.08802217245101929","2245","2245","2245","0.06529468297958374","0.06529468297958374","0.06529468297958374","2245","2245","2245","0.04637277498841286","0.04637277498841286","0.04637277498841286","2245","2245","2245","0.04779293015599251","0.04779293015599251","0.04779293015599251","1871","1871","1871","0.07301938533782959","0.07301938533782959","0.07301938533782959","2245","2245","2245","0.04226606339216232","0.04226606339216232","0.04226606339216232","2245","2245","2245","0.057601820677518845","0.057601820677518845","0.057601820677518845"
"374","1876","1876","1876","0.05823008343577385","0.05823008343577385","0.05823008343577385","2251","2251","2251","0.04254656657576561","0.04254656657576561","0.04254656657576561","2251","2251","2251","0.05742835998535156","0.05742835998535156","0.05742835998535156","2251","2251","2251","0.06962952762842178","0.06962952762842178","0.06962952762842178","2251","2251","2251","0.052684683352708817","0.052684683352708817","0.052684683352708817","1876","1876","1876","0.06037818640470505","0.06037818640470505","0.06037818640470505","2251","2251","2251","0.05165598914027214","0.05165598914027214","0.05165598914027214","2251","2251","2251","0.062317922711372375","0.062317922711372375","0.062317922711372375"
"375","1881","1881","1881","0.05348920077085495","0.05348920077085495","0.05348920077085495","2257","2257","2257","0.0711173415184021","0.0711173415184021","0.0711173415184021","2257","2257","2257","0.07193493843078613","0.07193493843078613","0.07193493843078613","2257","2257","2257","0.05731625109910965","0.05731625109910965","0.05731625109910965","2257","2257","2257","0.06709211319684982","0.06709211319684982","0.06709211319684982","1881","1881","1881","0.06920705735683441","0.06920705735683441","0.06920705735683441","2257","2257","2257","0.07578857988119125","0.07578857988119125","0.07578857988119125","2257","2257","2257","0.06541154533624649","0.06541154533624649","0.06541154533624649"
"376","1886","1886","1886","0.05232702195644379","0.05232702195644379","0.05232702195644379","2263","2263","2263","0.05816328898072243","0.05816328898072243","0.05816328898072243","2263","2263","2263","0.05545124039053917","0.05545124039053917","0.05545124039053917","2263","2263","2263","0.07516387850046158","0.07516387850046158","0.07516387850046158","2263","2263","2263","0.061596665531396866","0.061596665531396866","0.061596665531396866","1886","1886","1886","0.05564869940280914","0.05564869940280914","0.05564869940280914","2263","2263","2263","0.06213622912764549","0.06213622912764549","0.06213622912764549","2263","2263","2263","0.056116826832294464","0.056116826832294464","0.056116826832294464"
"377","1891","1891","1891","0.04092011973261833","0.04092011973261833","0.04092011973261833","2269","2269","2269","0.08797882497310638","0.08797882497310638","0.08797882497310638","2269","2269","2269","0.06285061687231064","0.06285061687231064","0.06285061687231064","2269","2269","2269","0.04379435256123543","0.04379435256123543","0.04379435256123543","2269","2269","2269","0.0700613260269165","0.0700613260269165","0.0700613260269165","1891","1891","1891","0.06133371591567993","0.06133371591567993","0.06133371591567993","2269","2269","2269","0.054170873016119","0.054170873016119","0.054170873016119","2269","2269","2269","0.052190959453582764","0.052190959453582764","0.052190959453582764"
"378","1896","1896","1896","0.04834809526801109","0.04834809526801109","0.04834809526801109","2275","2275","2275","0.058333151042461395","0.058333151042461395","0.058333151042461395","2275","2275","2275","0.04369716718792915","0.04369716718792915","0.04369716718792915","2275","2275","2275","0.0628243163228035","0.0628243163228035","0.0628243163228035","2275","2275","2275","0.05031263828277588","0.05031263828277588","0.05031263828277588","1896","1896","1896","0.053972139954566956","0.053972139954566956","0.053972139954566956","2275","2275","2275","0.05022139102220535","0.05022139102220535","0.05022139102220535","2275","2275","2275","0.07684341073036194","0.07684341073036194","0.07684341073036194"
"379","1901","1901","1901","0.05488094687461853","0.05488094687461853","0.05488094687461853","2281","2281","2281","0.05032438039779663","0.05032438039779663","0.05032438039779663","2281","2281","2281","0.0524013414978981","0.0524013414978981","0.0524013414978981","2281","2281","2281","0.08987478911876678","0.08987478911876678","0.08987478911876678","2281","2281","2281","0.04863874986767769","0.04863874986767769","0.04863874986767769","1901","1901","1901","0.05778222903609276","0.05778222903609276","0.05778222903609276","2281","2281","2281","0.03833277150988579","0.03833277150988579","0.03833277150988579","2281","2281","2281","0.04887832701206207","0.04887832701206207","0.04887832701206207"
"380","1906","1906","1906","0.058614447712898254","0.058614447712898254","0.058614447712898254","2287","2287","2287","0.04839446768164635","0.04839446768164635","0.04839446768164635","2287","2287","2287","0.04842227324843407","0.04842227324843407","0.04842227324843407","2287","2287","2287","0.057329628616571426","0.057329628616571426","0.057329628616571426","2287","2287","2287","0.05080319195985794","0.05080319195985794","0.05080319195985794","1906","1906","1906","0.04940642789006233","0.04940642789006233","0.04940642789006233","2287","2287","2287","0.06734392791986465","0.06734392791986465","0.06734392791986465","2287","2287","2287","0.0602802038192749","0.0602802038192749","0.0602802038192749"
"381","1911","1911","1911","0.06688559055328369","0.06688559055328369","0.06688559055328369","2293","2293","2293","0.06509581953287125","0.06509581953287125","0.06509581953287125","2293","2293","2293","0.06267739832401276","0.06267739832401276","0.06267739832401276","2293","2293","2293","0.055745095014572144","0.055745095014572144","0.055745095014572144","2293","2293","2293","0.05503418296575546","0.05503418296575546","0.05503418296575546","1911","1911","1911","0.07306692004203796","0.07306692004203796","0.07306692004203796","2293","2293","2293","0.07949209213256836","0.07949209213256836","0.07949209213256836","2293","2293","2293","0.048432644456624985","0.048432644456624985","0.048432644456624985"
"382","1916","1916","1916","0.04512381926178932","0.04512381926178932","0.04512381926178932","2299","2299","2299","0.04760560020804405","0.04760560020804405","0.04760560020804405","2299","2299","2299","0.05872764065861702","0.05872764065861702","0.05872764065861702","2299","2299","2299","0.051617007702589035","0.051617007702589035","0.051617007702589035","2299","2299","2299","0.04680972546339035","0.04680972546339035","0.04680972546339035","1916","1916","1916","0.0522298701107502","0.0522298701107502","0.0522298701107502","2299","2299","2299","0.06228726729750633","0.06228726729750633","0.06228726729750633","2299","2299","2299","0.06546556949615479","0.06546556949615479","0.06546556949615479"
"383","1921","1921","1921","0.056366823613643646","0.056366823613643646","0.056366823613643646","2305","2305","2305","0.07336945831775665","0.07336945831775665","0.07336945831775665","2305","2305","2305","0.04163121432065964","0.04163121432065964","0.04163121432065964","2305","2305","2305","0.06521689146757126","0.06521689146757126","0.06521689146757126","2305","2305","2305","0.06302069127559662","0.06302069127559662","0.06302069127559662","1921","1921","1921","0.0561276413500309","0.0561276413500309","0.0561276413500309","2305","2305","2305","0.0810888335108757","0.0810888335108757","0.0810888335108757","2305","2305","2305","0.06408560276031494","0.06408560276031494","0.06408560276031494"
"384","1926","1926","1926","0.04449877142906189","0.04449877142906189","0.04449877142906189","2311","2311","2311","0.041375380009412766","0.041375380009412766","0.041375380009412766","2311","2311","2311","0.06356392800807953","0.06356392800807953","0.06356392800807953","2311","2311","2311","0.07719538360834122","0.07719538360834122","0.07719538360834122","2311","2311","2311","0.06551004946231842","0.06551004946231842","0.06551004946231842","1926","1926","1926","0.03399985656142235","0.03399985656142235","0.03399985656142235","2311","2311","2311","0.06485602259635925","0.06485602259635925","0.06485602259635925","2311","2311","2311","0.038064293563365936","0.038064293563365936","0.038064293563365936"
"385","1931","1931","1931","0.07380718737840652","0.07380718737840652","0.07380718737840652","2317","2317","2317","0.0619242861866951","0.0619242861866951","0.0619242861866951","2317","2317","2317","0.04906969144940376","0.04906969144940376","0.04906969144940376","2317","2317","2317","0.052498940378427505","0.052498940378427505","0.052498940378427505","2317","2317","2317","0.07253747433423996","0.07253747433423996","0.07253747433423996","1931","1931","1931","0.06344641745090485","0.06344641745090485","0.06344641745090485","2317","2317","2317","0.06352666765451431","0.06352666765451431","0.06352666765451431","2317","2317","2317","0.0739557072520256","0.0739557072520256","0.0739557072520256"
"386","1936","1936","1936","0.05848466604948044","0.05848466604948044","0.05848466604948044","2323","2323","2323","0.04981943592429161","0.04981943592429161","0.04981943592429161","2323","2323","2323","0.05627230554819107","0.05627230554819107","0.05627230554819107","2323","2323","2323","0.08134887367486954","0.08134887367486954","0.08134887367486954","2323","2323","2323","0.057782020419836044","0.057782020419836044","0.057782020419836044","1936","1936","1936","0.06605922430753708","0.06605922430753708","0.06605922430753708","2323","2323","2323","0.07355020195245743","0.07355020195245743","0.07355020195245743","2323","2323","2323","0.05524066463112831","0.05524066463112831","0.05524066463112831"
"387","1941","1941","1941","0.044165462255477905","0.044165462255477905","0.044165462255477905","2329","2329","2329","0.050812918692827225","0.050812918692827225","0.050812918692827225","2329","2329","2329","0.04741282016038895","0.04741282016038895","0.04741282016038895","2329","2329","2329","0.06110113114118576","0.06110113114118576","0.06110113114118576","2329","2329","2329","0.052374113351106644","0.052374113351106644","0.052374113351106644","1941","1941","1941","0.06901677697896957","0.06901677697896957","0.06901677697896957","2329","2329","2329","0.0700860396027565","0.0700860396027565","0.0700860396027565","2329","2329","2329","0.06661932915449142","0.06661932915449142","0.06661932915449142"
"388","1946","1946","1946","0.057940978556871414","0.057940978556871414","0.057940978556871414","2335","2335","2335","0.049044765532016754","0.049044765532016754","0.049044765532016754","2335","2335","2335","0.07139008492231369","0.07139008492231369","0.07139008492231369","2335","2335","2335","0.04551533982157707","0.04551533982157707","0.04551533982157707","2335","2335","2335","0.06770863384008408","0.06770863384008408","0.06770863384008408","1946","1946","1946","0.06213866546750069","0.06213866546750069","0.06213866546750069","2335","2335","2335","0.07336847484111786","0.07336847484111786","0.07336847484111786","2335","2335","2335","0.08477645367383957","0.08477645367383957","0.08477645367383957"
"389","1951","1951","1951","0.0594802089035511","0.0594802089035511","0.0594802089035511","2341","2341","2341","0.038795262575149536","0.038795262575149536","0.038795262575149536","2341","2341","2341","0.06523702293634415","0.06523702293634415","0.06523702293634415","2341","2341","2341","0.05610547959804535","0.05610547959804535","0.05610547959804535","2341","2341","2341","0.0671534463763237","0.0671534463763237","0.0671534463763237","1951","1951","1951","0.0709124431014061","0.0709124431014061","0.0709124431014061","2341","2341","2341","0.050180405378341675","0.050180405378341675","0.050180405378341675","2341","2341","2341","0.0565919391810894","0.0565919391810894","0.0565919391810894"
"390","1956","1956","1956","0.04758918285369873","0.04758918285369873","0.04758918285369873","2347","2347","2347","0.04928060993552208","0.04928060993552208","0.04928060993552208","2347","2347","2347","0.04481515660881996","0.04481515660881996","0.04481515660881996","2347","2347","2347","0.06945153325796127","0.06945153325796127","0.06945153325796127","2347","2347","2347","0.053131211549043655","0.053131211549043655","0.053131211549043655","1956","1956","1956","0.03002987615764141","0.03002987615764141","0.03002987615764141","2347","2347","2347","0.05099310725927353","0.05099310725927353","0.05099310725927353","2347","2347","2347","0.061876893043518066","0.061876893043518066","0.061876893043518066"
"391","1961","1961","1961","0.06193263456225395","0.06193263456225395","0.06193263456225395","2353","2353","2353","0.04320463910698891","0.04320463910698891","0.04320463910698891","2353","2353","2353","0.06436032056808472","0.06436032056808472","0.06436032056808472","2353","2353","2353","0.08273187279701233","0.08273187279701233","0.08273187279701233","2353","2353","2353","0.07562337070703506","0.07562337070703506","0.07562337070703506","1961","1961","1961","0.05478748306632042","0.05478748306632042","0.05478748306632042","2353","2353","2353","0.0373472198843956","0.0373472198843956","0.0373472198843956","2353","2353","2353","0.04772534221410751","0.04772534221410751","0.04772534221410751"
"392","1966","1966","1966","0.06286561489105225","0.06286561489105225","0.06286561489105225","2359","2359","2359","0.05487745255231857","0.05487745255231857","0.05487745255231857","2359","2359","2359","0.05012579262256622","0.05012579262256622","0.05012579262256622","2359","2359","2359","0.07780862599611282","0.07780862599611282","0.07780862599611282","2359","2359","2359","0.048151034861803055","0.048151034861803055","0.048151034861803055","1966","1966","1966","0.05908811837434769","0.05908811837434769","0.05908811837434769","2359","2359","2359","0.05865404009819031","0.05865404009819031","0.05865404009819031","2359","2359","2359","0.05441362410783768","0.05441362410783768","0.05441362410783768"
"393","1971","1971","1971","0.06636080890893936","0.06636080890893936","0.06636080890893936","2365","2365","2365","0.0605529360473156","0.0605529360473156","0.0605529360473156","2365","2365","2365","0.0673213005065918","0.0673213005065918","0.0673213005065918","2365","2365","2365","0.05084855854511261","0.05084855854511261","0.05084855854511261","2365","2365","2365","0.08328265696763992","0.08328265696763992","0.08328265696763992","1971","1971","1971","0.06992161273956299","0.06992161273956299","0.06992161273956299","2365","2365","2365","0.07464049011468887","0.07464049011468887","0.07464049011468887","2365","2365","2365","0.04840729013085365","0.04840729013085365","0.04840729013085365"
"394","1976","1976","1976","0.03967415168881416","0.03967415168881416","0.03967415168881416","2371","2371","2371","0.0624527633190155","0.0624527633190155","0.0624527633190155","2371","2371","2371","0.04819483682513237","0.04819483682513237","0.04819483682513237","2371","2371","2371","0.06944604963064194","0.06944604963064194","0.06944604963064194","2371","2371","2371","0.0602610781788826","0.0602610781788826","0.0602610781788826","1976","1976","1976","0.06376395374536514","0.06376395374536514","0.06376395374536514","2371","2371","2371","0.05675096437335014","0.05675096437335014","0.05675096437335014","2371","2371","2371","0.05377382040023804","0.05377382040023804","0.05377382040023804"
"395","1981","1981","1981","0.07788190245628357","0.07788190245628357","0.07788190245628357","2377","2377","2377","0.06975612789392471","0.06975612789392471","0.06975612789392471","2377","2377","2377","0.06188521906733513","0.06188521906733513","0.06188521906733513","2377","2377","2377","0.05229045823216438","0.05229045823216438","0.05229045823216438","2377","2377","2377","0.03656899929046631","0.03656899929046631","0.03656899929046631","1981","1981","1981","0.058149706572294235","0.058149706572294235","0.058149706572294235","2377","2377","2377","0.0760325938463211","0.0760325938463211","0.0760325938463211","2377","2377","2377","0.06434983015060425","0.06434983015060425","0.06434983015060425"
"396","1986","1986","1986","0.05797824636101723","0.05797824636101723","0.05797824636101723","2383","2383","2383","0.07243605703115463","0.07243605703115463","0.07243605703115463","2383","2383","2383","0.06183779984712601","0.06183779984712601","0.06183779984712601","2383","2383","2383","0.05942484736442566","0.05942484736442566","0.05942484736442566","2383","2383","2383","0.05254422128200531","0.05254422128200531","0.05254422128200531","1986","1986","1986","0.054485004395246506","0.054485004395246506","0.054485004395246506","2383","2383","2383","0.05059206485748291","0.05059206485748291","0.05059206485748291","2383","2383","2383","0.05443260073661804","0.05443260073661804","0.05443260073661804"
"397","1991","1991","1991","0.04795486479997635","0.04795486479997635","0.04795486479997635","2389","2389","2389","0.05723861977458","0.05723861977458","0.05723861977458","2389","2389","2389","0.049985770136117935","0.049985770136117935","0.049985770136117935","2389","2389","2389","0.05343561992049217","0.05343561992049217","0.05343561992049217","2389","2389","2389","0.07995278388261795","0.07995278388261795","0.07995278388261795","1991","1991","1991","0.06361465901136398","0.06361465901136398","0.06361465901136398","2389","2389","2389","0.0642419308423996","0.0642419308423996","0.0642419308423996","2389","2389","2389","0.05694076046347618","0.05694076046347618","0.05694076046347618"
