"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_ekf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_ekf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_ekf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_ekf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_ekf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_ekf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_ekf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_ekf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_ekf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_ekf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_ekf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_ekf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_ekf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_ekf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_ekf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_ekf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_ekf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_ekf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_ekf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_ekf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_ekf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_ekf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_ekf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_ekf__MAX"
"348","1747","1747","1747","0.0014282992342486978","0.0014282992342486978","0.0014282992342486978","2097","2097","2097","0.002227634424343705","0.002227634424343705","0.002227634424343705","2097","2097","2097","0.0018060667207464576","0.0018060667207464576","0.0018060667207464576","2097","2097","2097","0.0018364704446867108","0.0018364704446867108","0.0018364704446867108","2097","2097","2097","0.0020747280213981867","0.0020747280213981867","0.0020747280213981867","1747","1747","1747","0.003178993007168174","0.003178993007168174","0.003178993007168174","2097","2097","2097","0.0019428355153650045","0.0019428355153650045","0.0019428355153650045","2097","2097","2097","0.003657732857391238","0.003657732857391238","0.003657732857391238"
"349","1752","1752","1752","0.0024540654849261045","0.0024540654849261045","0.0024540654849261045","2103","2103","2103","0.002421602141112089","0.002421602141112089","0.002421602141112089","2103","2103","2103","0.0024013989605009556","0.0024013989605009556","0.0024013989605009556","2103","2103","2103","0.0022069464903324842","0.0022069464903324842","0.0022069464903324842","2103","2103","2103","0.002276454586535692","0.002276454586535692","0.002276454586535692","1752","1752","1752","0.00362404715269804","0.00362404715269804","0.00362404715269804","2103","2103","2103","0.0027984180487692356","0.0027984180487692356","0.0027984180487692356","2103","2103","2103","0.0017998816911131144","0.0017998816911131144","0.0017998816911131144"
"350","1757","1757","1757","0.001979476073756814","0.001979476073756814","0.001979476073756814","2109","2109","2109","0.002965385327115655","0.002965385327115655","0.002965385327115655","2109","2109","2109","0.0025787181220948696","0.0025787181220948696","0.0025787181220948696","2109","2109","2109","0.0027909427881240845","0.0027909427881240845","0.0027909427881240845","2109","2109","2109","0.002436126349493861","0.002436126349493861","0.002436126349493861","1757","1757","1757","0.0023873725440353155","0.0023873725440353155","0.0023873725440353155","2109","2109","2109","0.0025697171222418547","0.0025697171222418547","0.0025697171222418547","2109","2109","2109","0.002238588873296976","0.002238588873296976","0.002238588873296976"
"351","1762","1762","1762","0.0023223417811095715","0.0023223417811095715","0.0023223417811095715","2115","2115","2115","0.0022207049187272787","0.0022207049187272787","0.0022207049187272787","2115","2115","2115","0.002745106816291809","0.002745106816291809","0.002745106816291809","2115","2115","2115","0.0023152916692197323","0.0023152916692197323","0.0023152916692197323","2115","2115","2115","0.002997287781909108","0.002997287781909108","0.002997287781909108","1762","1762","1762","0.0028954416047781706","0.0028954416047781706","0.0028954416047781706","2115","2115","2115","0.0027862703427672386","0.0027862703427672386","0.0027862703427672386","2115","2115","2115","0.0030001529958099127","0.0030001529958099127","0.0030001529958099127"
"352","1767","1767","1767","0.0025016418658196926","0.0025016418658196926","0.0025016418658196926","2121","2121","2121","0.0025959485210478306","0.0025959485210478306","0.0025959485210478306","2121","2121","2121","0.0022939906921237707","0.0022939906921237707","0.0022939906921237707","2121","2121","2121","0.0015165237709879875","0.0015165237709879875","0.0015165237709879875","2121","2121","2121","0.0021261724177747965","0.0021261724177747965","0.0021261724177747965","1767","1767","1767","0.0017687451327219605","0.0017687451327219605","0.0017687451327219605","2121","2121","2121","0.002210984705016017","0.002210984705016017","0.002210984705016017","2121","2121","2121","0.00206416891887784","0.00206416891887784","0.00206416891887784"
"353","1772","1772","1772","0.0022563962265849113","0.0022563962265849113","0.0022563962265849113","2127","2127","2127","0.0020098926033824682","0.0020098926033824682","0.0020098926033824682","2127","2127","2127","0.0032500966917723417","0.0032500966917723417","0.0032500966917723417","2127","2127","2127","0.0026578078977763653","0.0026578078977763653","0.0026578078977763653","2127","2127","2127","0.0030011122580617666","0.0030011122580617666","0.0030011122580617666","1772","1772","1772","0.002086271531879902","0.002086271531879902","0.002086271531879902","2127","2127","2127","0.0028248769231140614","0.0028248769231140614","0.0028248769231140614","2127","2127","2127","0.0024448963813483715","0.0024448963813483715","0.0024448963813483715"
"354","1777","1777","1777","0.0038301353342831135","0.0038301353342831135","0.0038301353342831135","2133","2133","2133","0.002171686850488186","0.002171686850488186","0.002171686850488186","2133","2133","2133","0.0018230464775115252","0.0018230464775115252","0.0018230464775115252","2133","2133","2133","0.002110316650941968","0.002110316650941968","0.002110316650941968","2133","2133","2133","0.0024350699968636036","0.0024350699968636036","0.0024350699968636036","1777","1777","1777","0.0029829845298081636","0.0029829845298081636","0.0029829845298081636","2133","2133","2133","0.0030308165587484837","0.0030308165587484837","0.0030308165587484837","2133","2133","2133","0.0029455844778567553","0.0029455844778567553","0.0029455844778567553"
"355","1782","1782","1782","0.002466117264702916","0.002466117264702916","0.002466117264702916","2139","2139","2139","0.00226246053352952","0.00226246053352952","0.00226246053352952","2139","2139","2139","0.0018335924251005054","0.0018335924251005054","0.0018335924251005054","2139","2139","2139","0.0016719003906473517","0.0016719003906473517","0.0016719003906473517","2139","2139","2139","0.0015687445411458611","0.0015687445411458611","0.0015687445411458611","1782","1782","1782","0.002222589449957013","0.002222589449957013","0.002222589449957013","2139","2139","2139","0.0023363311775028706","0.0023363311775028706","0.0023363311775028706","2139","2139","2139","0.0023322380147874355","0.0023322380147874355","0.0023322380147874355"
"356","1787","1787","1787","0.001986125251278281","0.001986125251278281","0.001986125251278281","2145","2145","2145","0.0023455587215721607","0.0023455587215721607","0.0023455587215721607","2145","2145","2145","0.0019877057056874037","0.0019877057056874037","0.0019877057056874037","2145","2145","2145","0.002098958706483245","0.002098958706483245","0.002098958706483245","2145","2145","2145","0.0020007984712719917","0.0020007984712719917","0.0020007984712719917","1787","1787","1787","0.002367655746638775","0.002367655746638775","0.002367655746638775","2145","2145","2145","0.0015299918595701456","0.0015299918595701456","0.0015299918595701456","2145","2145","2145","0.0020350657869130373","0.0020350657869130373","0.0020350657869130373"
"357","1792","1792","1792","0.0017372844740748405","0.0017372844740748405","0.0017372844740748405","2151","2151","2151","0.0020626403857022524","0.0020626403857022524","0.0020626403857022524","2151","2151","2151","0.00177018903195858","0.00177018903195858","0.00177018903195858","2151","2151","2151","0.0016879000468179584","0.0016879000468179584","0.0016879000468179584","2151","2151","2151","0.0022406778298318386","0.0022406778298318386","0.0022406778298318386","1792","1792","1792","0.0019369437359273434","0.0019369437359273434","0.0019369437359273434","2151","2151","2151","0.0015786646399646997","0.0015786646399646997","0.0015786646399646997","2151","2151","2151","0.0021835085935890675","0.0021835085935890675","0.0021835085935890675"
"358","1797","1797","1797","0.0027927132323384285","0.0027927132323384285","0.0027927132323384285","2157","2157","2157","0.00248455791734159","0.00248455791734159","0.00248455791734159","2157","2157","2157","0.0030489026103168726","0.0030489026103168726","0.0030489026103168726","2157","2157","2157","0.002923966385424137","0.002923966385424137","0.002923966385424137","2157","2157","2157","0.002034257398918271","0.002034257398918271","0.002034257398918271","1797","1797","1797","0.0024802586995065212","0.0024802586995065212","0.0024802586995065212","2157","2157","2157","0.001484788954257965","0.001484788954257965","0.001484788954257965","2157","2157","2157","0.0022081455681473017","0.0022081455681473017","0.0022081455681473017"
"359","1802","1802","1802","0.0024092139210551977","0.0024092139210551977","0.0024092139210551977","2163","2163","2163","0.002443106612190604","0.002443106612190604","0.002443106612190604","2163","2163","2163","0.00203064177185297","0.00203064177185297","0.00203064177185297","2163","2163","2163","0.002169892657548189","0.002169892657548189","0.002169892657548189","2163","2163","2163","0.002076822565868497","0.002076822565868497","0.002076822565868497","1802","1802","1802","0.00151168555021286","0.00151168555021286","0.00151168555021286","2163","2163","2163","0.002399887889623642","0.002399887889623642","0.002399887889623642","2163","2163","2163","0.002180367009714246","0.002180367009714246","0.002180367009714246"
"360","1807","1807","1807","0.0024201208725571632","0.0024201208725571632","0.0024201208725571632","2169","2169","2169","0.0028376004192978144","0.0028376004192978144","0.0028376004192978144","2169","2169","2169","0.002288463059812784","0.002288463059812784","0.002288463059812784","2169","2169","2169","0.002153350505977869","0.002153350505977869","0.002153350505977869","2169","2169","2169","0.0017687686486169696","0.0017687686486169696","0.0017687686486169696","1807","1807","1807","0.003126691561192274","0.003126691561192274","0.003126691561192274","2169","2169","2169","0.0026362293865531683","0.0026362293865531683","0.0026362293865531683","2169","2169","2169","0.0021892841905355453","0.0021892841905355453","0.0021892841905355453"
"361","1812","1812","1812","0.0028376667760312557","0.0028376667760312557","0.0028376667760312557","2175","2175","2175","0.0027170772664248943","0.0027170772664248943","0.0027170772664248943","2175","2175","2175","0.0026516865473240614","0.0026516865473240614","0.0026516865473240614","2175","2175","2175","0.002192739862948656","0.002192739862948656","0.002192739862948656","2175","2175","2175","0.0025248134043067694","0.0025248134043067694","0.0025248134043067694","1812","1812","1812","0.0021646814420819283","0.0021646814420819283","0.0021646814420819283","2175","2175","2175","0.002400127938017249","0.002400127938017249","0.002400127938017249","2175","2175","2175","0.0032845688983798027","0.0032845688983798027","0.0032845688983798027"
"362","1817","1817","1817","0.0032739429734647274","0.0032739429734647274","0.0032739429734647274","2181","2181","2181","0.0031412148382514715","0.0031412148382514715","0.0031412148382514715","2181","2181","2181","0.002467421581968665","0.002467421581968665","0.002467421581968665","2181","2181","2181","0.002103805774822831","0.002103805774822831","0.002103805774822831","2181","2181","2181","0.0022180662490427494","0.0022180662490427494","0.0022180662490427494","1817","1817","1817","0.0020740607287734747","0.0020740607287734747","0.0020740607287734747","2181","2181","2181","0.0027219648472964764","0.0027219648472964764","0.0027219648472964764","2181","2181","2181","0.002349158050492406","0.002349158050492406","0.002349158050492406"
"363","1822","1822","1822","0.002587743103504181","0.002587743103504181","0.002587743103504181","2187","2187","2187","0.0023555585648864508","0.0023555585648864508","0.0023555585648864508","2187","2187","2187","0.0023310387041419744","0.0023310387041419744","0.0023310387041419744","2187","2187","2187","0.0031470449175685644","0.0031470449175685644","0.0031470449175685644","2187","2187","2187","0.0019045777153223753","0.0019045777153223753","0.0019045777153223753","1822","1822","1822","0.0023329565301537514","0.0023329565301537514","0.0023329565301537514","2187","2187","2187","0.0021833518985658884","0.0021833518985658884","0.0021833518985658884","2187","2187","2187","0.0019386033527553082","0.0019386033527553082","0.0019386033527553082"
"364","1827","1827","1827","0.002240576082840562","0.002240576082840562","0.002240576082840562","2193","2193","2193","0.002121789613738656","0.002121789613738656","0.002121789613738656","2193","2193","2193","0.0021155609283596277","0.0021155609283596277","0.0021155609283596277","2193","2193","2193","0.0019255011575296521","0.0019255011575296521","0.0019255011575296521","2193","2193","2193","0.0017610109644010663","0.0017610109644010663","0.0017610109644010663","1827","1827","1827","0.0024113729596138","0.0024113729596138","0.0024113729596138","2193","2193","2193","0.0030777156352996826","0.0030777156352996826","0.0030777156352996826","2193","2193","2193","0.0017692368710413575","0.0017692368710413575","0.0017692368710413575"
"365","1832","1832","1832","0.0020155804231762886","0.0020155804231762886","0.0020155804231762886","2199","2199","2199","0.0023911336902529","0.0023911336902529","0.0023911336902529","2199","2199","2199","0.0019461710471659899","0.0019461710471659899","0.0019461710471659899","2199","2199","2199","0.002537399996072054","0.002537399996072054","0.002537399996072054","2199","2199","2199","0.0015031266957521439","0.0015031266957521439","0.0015031266957521439","1832","1832","1832","0.0016228898894041777","0.0016228898894041777","0.0016228898894041777","2199","2199","2199","0.0019849101081490517","0.0019849101081490517","0.0019849101081490517","2199","2199","2199","0.0023028396535664797","0.0023028396535664797","0.0023028396535664797"
"366","1837","1837","1837","0.0020894636400043964","0.0020894636400043964","0.0020894636400043964","2205","2205","2205","0.002157774521037936","0.002157774521037936","0.002157774521037936","2205","2205","2205","0.0023111114278435707","0.0023111114278435707","0.0023111114278435707","2205","2205","2205","0.0021226017270237207","0.0021226017270237207","0.0021226017270237207","2205","2205","2205","0.001651178696192801","0.001651178696192801","0.001651178696192801","1837","1837","1837","0.0026800998020917177","0.0026800998020917177","0.0026800998020917177","2205","2205","2205","0.0017955523217096925","0.0017955523217096925","0.0017955523217096925","2205","2205","2205","0.0020189988426864147","0.0020189988426864147","0.0020189988426864147"
"367","1842","1842","1842","0.0025863097980618477","0.0025863097980618477","0.0025863097980618477","2211","2211","2211","0.0019523614319041371","0.0019523614319041371","0.0019523614319041371","2211","2211","2211","0.002448597690090537","0.002448597690090537","0.002448597690090537","2211","2211","2211","0.002317145001143217","0.002317145001143217","0.002317145001143217","2211","2211","2211","0.002068666508421302","0.002068666508421302","0.002068666508421302","1842","1842","1842","0.0026842313818633556","0.0026842313818633556","0.0026842313818633556","2211","2211","2211","0.0021145360078662634","0.0021145360078662634","0.0021145360078662634","2211","2211","2211","0.002198775764554739","0.002198775764554739","0.002198775764554739"
"368","1847","1847","1847","0.0020639996509999037","0.0020639996509999037","0.0020639996509999037","2217","2217","2217","0.0018422065768390894","0.0018422065768390894","0.0018422065768390894","2217","2217","2217","0.0026991795748472214","0.0026991795748472214","0.0026991795748472214","2217","2217","2217","0.002389742759987712","0.002389742759987712","0.002389742759987712","2217","2217","2217","0.0020997768733650446","0.0020997768733650446","0.0020997768733650446","1847","1847","1847","0.002139422809705138","0.002139422809705138","0.002139422809705138","2217","2217","2217","0.0023814060259610415","0.0023814060259610415","0.0023814060259610415","2217","2217","2217","0.002275625476613641","0.002275625476613641","0.002275625476613641"
"369","1852","1852","1852","0.0021652330178767443","0.0021652330178767443","0.0021652330178767443","2223","2223","2223","0.0018060409929603338","0.0018060409929603338","0.0018060409929603338","2223","2223","2223","0.00232027773745358","0.00232027773745358","0.00232027773745358","2223","2223","2223","0.002567047718912363","0.002567047718912363","0.002567047718912363","2223","2223","2223","0.0030779235530644655","0.0030779235530644655","0.0030779235530644655","1852","1852","1852","0.002785183722153306","0.002785183722153306","0.002785183722153306","2223","2223","2223","0.0028355945833027363","0.0028355945833027363","0.0028355945833027363","2223","2223","2223","0.0023017472121864557","0.0023017472121864557","0.0023017472121864557"
"370","1857","1857","1857","0.003244025632739067","0.003244025632739067","0.003244025632739067","2229","2229","2229","0.0018912407103925943","0.0018912407103925943","0.0018912407103925943","2229","2229","2229","0.002442409051582217","0.002442409051582217","0.002442409051582217","2229","2229","2229","0.0022303301375359297","0.0022303301375359297","0.0022303301375359297","2229","2229","2229","0.0013935627648606896","0.0013935627648606896","0.0013935627648606896","1857","1857","1857","0.0024050672072917223","0.0024050672072917223","0.0024050672072917223","2229","2229","2229","0.001731646480038762","0.001731646480038762","0.001731646480038762","2229","2229","2229","0.0026442548260092735","0.0026442548260092735","0.0026442548260092735"
"371","1862","1862","1862","0.003930083941668272","0.003930083941668272","0.003930083941668272","2235","2235","2235","0.003010424552485347","0.003010424552485347","0.003010424552485347","2235","2235","2235","0.0023492826148867607","0.0023492826148867607","0.0023492826148867607","2235","2235","2235","0.003578782081604004","0.003578782081604004","0.003578782081604004","2235","2235","2235","0.0030602531041949987","0.0030602531041949987","0.0030602531041949987","1862","1862","1862","0.0029773979913443327","0.0029773979913443327","0.0029773979913443327","2235","2235","2235","0.004125430714339018","0.004125430714339018","0.004125430714339018","2235","2235","2235","0.0032051457092165947","0.0032051457092165947","0.0032051457092165947"
"372","1867","1867","1867","0.0026905571576207876","0.0026905571576207876","0.0026905571576207876","2241","2241","2241","0.003165876492857933","0.003165876492857933","0.003165876492857933","2241","2241","2241","0.0025863200426101685","0.0025863200426101685","0.0025863200426101685","2241","2241","2241","0.003263364313170314","0.003263364313170314","0.003263364313170314","2241","2241","2241","0.0019134801113978028","0.0019134801113978028","0.0019134801113978028","1867","1867","1867","0.003010836197063327","0.003010836197063327","0.003010836197063327","2241","2241","2241","0.0029148512985557318","0.0029148512985557318","0.0029148512985557318","2241","2241","2241","0.0027250812854617834","0.0027250812854617834","0.0027250812854617834"
"373","1872","1872","1872","0.0024454742670059204","0.0024454742670059204","0.0024454742670059204","2247","2247","2247","0.003156065009534359","0.003156065009534359","0.003156065009534359","2247","2247","2247","0.003112876322120428","0.003112876322120428","0.003112876322120428","2247","2247","2247","0.002092874376103282","0.002092874376103282","0.002092874376103282","2247","2247","2247","0.0016524791717529297","0.0016524791717529297","0.0016524791717529297","1872","1872","1872","0.0024010171182453632","0.0024010171182453632","0.0024010171182453632","2247","2247","2247","0.0026443644892424345","0.0026443644892424345","0.0026443644892424345","2247","2247","2247","0.0017631325172260404","0.0017631325172260404","0.0017631325172260404"
"374","1877","1877","1877","0.002407817402854562","0.002407817402854562","0.002407817402854562","2253","2253","2253","0.003111920552328229","0.003111920552328229","0.003111920552328229","2253","2253","2253","0.0022041944321244955","0.0022041944321244955","0.0022041944321244955","2253","2253","2253","0.002435666974633932","0.002435666974633932","0.002435666974633932","2253","2253","2253","0.0020423284731805325","0.0020423284731805325","0.0020423284731805325","1877","1877","1877","0.002485067117959261","0.002485067117959261","0.002485067117959261","2253","2253","2253","0.0026697462890297174","0.0026697462890297174","0.0026697462890297174","2253","2253","2253","0.0025232054758816957","0.0025232054758816957","0.0025232054758816957"
"375","1882","1882","1882","0.001823504688218236","0.001823504688218236","0.001823504688218236","2259","2259","2259","0.0021840238478034735","0.0021840238478034735","0.0021840238478034735","2259","2259","2259","0.0022567897103726864","0.0022567897103726864","0.0022567897103726864","2259","2259","2259","0.002429583575576544","0.002429583575576544","0.002429583575576544","2259","2259","2259","0.0029250981751829386","0.0029250981751829386","0.0029250981751829386","1882","1882","1882","0.0027899278793483973","0.0027899278793483973","0.0027899278793483973","2259","2259","2259","0.0027631213888525963","0.0027631213888525963","0.0027631213888525963","2259","2259","2259","0.0020794509910047054","0.0020794509910047054","0.0020794509910047054"
"376","1887","1887","1887","0.002086775144562125","0.002086775144562125","0.002086775144562125","2265","2265","2265","0.003929385915398598","0.003929385915398598","0.003929385915398598","2265","2265","2265","0.0019225483993068337","0.0019225483993068337","0.0019225483993068337","2265","2265","2265","0.002535588340833783","0.002535588340833783","0.002535588340833783","2265","2265","2265","0.0020496195647865534","0.0020496195647865534","0.0020496195647865534","1887","1887","1887","0.0023919555824249983","0.0023919555824249983","0.0023919555824249983","2265","2265","2265","0.0014007561840116978","0.0014007561840116978","0.0014007561840116978","2265","2265","2265","0.0019208482699468732","0.0019208482699468732","0.0019208482699468732"
"377","1892","1892","1892","0.0022352011874318123","0.0022352011874318123","0.0022352011874318123","2271","2271","2271","0.0016297599067911506","0.0016297599067911506","0.0016297599067911506","2271","2271","2271","0.0022066037636250257","0.0022066037636250257","0.0022066037636250257","2271","2271","2271","0.0017016115598380566","0.0017016115598380566","0.0017016115598380566","2271","2271","2271","0.0026753859128803015","0.0026753859128803015","0.0026753859128803015","1892","1892","1892","0.0021654004231095314","0.0021654004231095314","0.0021654004231095314","2271","2271","2271","0.002524319803342223","0.002524319803342223","0.002524319803342223","2271","2271","2271","0.0027282785158604383","0.0027282785158604383","0.0027282785158604383"
"378","1897","1897","1897","0.00250030099414289","0.00250030099414289","0.00250030099414289","2277","2277","2277","0.0021659161429852247","0.0021659161429852247","0.0021659161429852247","2277","2277","2277","0.001915806788019836","0.001915806788019836","0.001915806788019836","2277","2277","2277","0.0025074011646211147","0.0025074011646211147","0.0025074011646211147","2277","2277","2277","0.002415657741948962","0.002415657741948962","0.002415657741948962","1897","1897","1897","0.0022657292429357767","0.0022657292429357767","0.0022657292429357767","2277","2277","2277","0.002726809587329626","0.002726809587329626","0.002726809587329626","2277","2277","2277","0.0021004292648285627","0.0021004292648285627","0.0021004292648285627"
"379","1902","1902","1902","0.002395685063675046","0.002395685063675046","0.002395685063675046","2283","2283","2283","0.0023422895465046167","0.0023422895465046167","0.0023422895465046167","2283","2283","2283","0.002715547801926732","0.002715547801926732","0.002715547801926732","2283","2283","2283","0.002226191572844982","0.002226191572844982","0.002226191572844982","2283","2283","2283","0.00280853477306664","0.00280853477306664","0.00280853477306664","1902","1902","1902","0.001820928999222815","0.001820928999222815","0.001820928999222815","2283","2283","2283","0.0028322020079940557","0.0028322020079940557","0.0028322020079940557","2283","2283","2283","0.002594787161797285","0.002594787161797285","0.002594787161797285"
"380","1907","1907","1907","0.0023564123548567295","0.0023564123548567295","0.0023564123548567295","2289","2289","2289","0.0021352097392082214","0.0021352097392082214","0.0021352097392082214","2289","2289","2289","0.0019686040468513966","0.0019686040468513966","0.0019686040468513966","2289","2289","2289","0.002073025330901146","0.002073025330901146","0.002073025330901146","2289","2289","2289","0.0017829916905611753","0.0017829916905611753","0.0017829916905611753","1907","1907","1907","0.001954184379428625","0.001954184379428625","0.001954184379428625","2289","2289","2289","0.002282954752445221","0.002282954752445221","0.002282954752445221","2289","2289","2289","0.001958973705768585","0.001958973705768585","0.001958973705768585"
"381","1912","1912","1912","0.0024558468721807003","0.0024558468721807003","0.0024558468721807003","2295","2295","2295","0.0014658848522230983","0.0014658848522230983","0.0014658848522230983","2295","2295","2295","0.002515554428100586","0.002515554428100586","0.002515554428100586","2295","2295","2295","0.0021205453667789698","0.0021205453667789698","0.0021205453667789698","2295","2295","2295","0.002433750545606017","0.002433750545606017","0.002433750545606017","1912","1912","1912","0.0023639861028641462","0.0023639861028641462","0.0023639861028641462","2295","2295","2295","0.0021918693091720343","0.0021918693091720343","0.0021918693091720343","2295","2295","2295","0.0020167864859104156","0.0020167864859104156","0.0020167864859104156"
"382","1917","1917","1917","0.00213605840690434","0.00213605840690434","0.00213605840690434","2301","2301","2301","0.002393453847616911","0.002393453847616911","0.002393453847616911","2301","2301","2301","0.0027206847444176674","0.0027206847444176674","0.0027206847444176674","2301","2301","2301","0.0023252093233168125","0.0023252093233168125","0.0023252093233168125","2301","2301","2301","0.0022926288656890392","0.0022926288656890392","0.0022926288656890392","1917","1917","1917","0.001885847421362996","0.001885847421362996","0.001885847421362996","2301","2301","2301","0.0016729530179873109","0.0016729530179873109","0.0016729530179873109","2301","2301","2301","0.002619225298985839","0.002619225298985839","0.002619225298985839"
"383","1922","1922","1922","0.0026112317573279142","0.0026112317573279142","0.0026112317573279142","2307","2307","2307","0.001679628505371511","0.001679628505371511","0.001679628505371511","2307","2307","2307","0.002531249076128006","0.002531249076128006","0.002531249076128006","2307","2307","2307","0.001925859833136201","0.001925859833136201","0.001925859833136201","2307","2307","2307","0.0027787548024207354","0.0027787548024207354","0.0027787548024207354","1922","1922","1922","0.0018633580766618252","0.0018633580766618252","0.0018633580766618252","2307","2307","2307","0.0021398584358394146","0.0021398584358394146","0.0021398584358394146","2307","2307","2307","0.0021003405563533306","0.0021003405563533306","0.0021003405563533306"
"384","1927","1927","1927","0.0025629987940192223","0.0025629987940192223","0.0025629987940192223","2313","2313","2313","0.00225061341188848","0.00225061341188848","0.00225061341188848","2313","2313","2313","0.0028914702124893665","0.0028914702124893665","0.0028914702124893665","2313","2313","2313","0.0025619135703891516","0.0025619135703891516","0.0025619135703891516","2313","2313","2313","0.0021378921810537577","0.0021378921810537577","0.0021378921810537577","1927","1927","1927","0.002401632023975253","0.002401632023975253","0.002401632023975253","2313","2313","2313","0.0018039721762761474","0.0018039721762761474","0.0018039721762761474","2313","2313","2313","0.0030289676506072283","0.0030289676506072283","0.0030289676506072283"
"385","1932","1932","1932","0.002278044121339917","0.002278044121339917","0.002278044121339917","2319","2319","2319","0.0016262762947008014","0.0016262762947008014","0.0016262762947008014","2319","2319","2319","0.002347599482163787","0.002347599482163787","0.002347599482163787","2319","2319","2319","0.0013473309809342027","0.0013473309809342027","0.0013473309809342027","2319","2319","2319","0.0018864580197259784","0.0018864580197259784","0.0018864580197259784","1932","1932","1932","0.0016350547084584832","0.0016350547084584832","0.0016350547084584832","2319","2319","2319","0.002729944884777069","0.002729944884777069","0.002729944884777069","2319","2319","2319","0.0024470812641084194","0.0024470812641084194","0.0024470812641084194"
