"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_ekf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_ekf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_ekf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_ekf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_ekf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_ekf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_ekf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_ekf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX"
"383","1922","1922","1922","0.07773982733488083","0.07773982733488083","0.07773982733488083","2307","2307","2307","0.0894741639494896","0.0894741639494896","0.0894741639494896","2307","2307","2307","0.08238773047924042","0.08238773047924042","0.08238773047924042","2307","2307","2307","0.08489610254764557","0.08489610254764557","0.08489610254764557","2307","2307","2307","0.0987485870718956","0.0987485870718956","0.0987485870718956","1922","1922","1922","0.09723211079835892","0.09723211079835892","0.09723211079835892","2307","2307","2307","0.08896545320749283","0.08896545320749283","0.08896545320749283","2307","2307","2307","0.07628777623176575","0.07628777623176575","0.07628777623176575"
"384","1927","1927","1927","0.08395525068044662","0.08395525068044662","0.08395525068044662","2313","2313","2313","0.06915880739688873","0.06915880739688873","0.06915880739688873","2313","2313","2313","0.09020904451608658","0.09020904451608658","0.09020904451608658","2313","2313","2313","0.08069662004709244","0.08069662004709244","0.08069662004709244","2313","2313","2313","0.09535930305719376","0.09535930305719376","0.09535930305719376","1927","1927","1927","0.07820099592208862","0.07820099592208862","0.07820099592208862","2313","2313","2313","0.08683835715055466","0.08683835715055466","0.08683835715055466","2313","2313","2313","0.06349904090166092","0.06349904090166092","0.06349904090166092"
"385","1932","1932","1932","0.08217370510101318","0.08217370510101318","0.08217370510101318","2319","2319","2319","0.10150032490491867","0.10150032490491867","0.10150032490491867","2319","2319","2319","0.08079145103693008","0.08079145103693008","0.08079145103693008","2319","2319","2319","0.092803955078125","0.092803955078125","0.092803955078125","2319","2319","2319","0.09465797245502472","0.09465797245502472","0.09465797245502472","1932","1932","1932","0.0842529833316803","0.0842529833316803","0.0842529833316803","2319","2319","2319","0.0786956176161766","0.0786956176161766","0.0786956176161766","2319","2319","2319","0.08999219536781311","0.08999219536781311","0.08999219536781311"
"386","1937","1937","1937","0.08717227727174759","0.08717227727174759","0.08717227727174759","2325","2325","2325","0.10294515639543533","0.10294515639543533","0.10294515639543533","2325","2325","2325","0.08176428824663162","0.08176428824663162","0.08176428824663162","2325","2325","2325","0.09929385781288147","0.09929385781288147","0.09929385781288147","2325","2325","2325","0.09560943394899368","0.09560943394899368","0.09560943394899368","1937","1937","1937","0.05221777781844139","0.05221777781844139","0.05221777781844139","2325","2325","2325","0.08299323171377182","0.08299323171377182","0.08299323171377182","2325","2325","2325","0.0884430781006813","0.0884430781006813","0.0884430781006813"
"387","1942","1942","1942","0.09753916412591934","0.09753916412591934","0.09753916412591934","2331","2331","2331","0.08631694316864014","0.08631694316864014","0.08631694316864014","2331","2331","2331","0.09135404974222183","0.09135404974222183","0.09135404974222183","2331","2331","2331","0.07947703450918198","0.07947703450918198","0.07947703450918198","2331","2331","2331","0.08340351283550262","0.08340351283550262","0.08340351283550262","1942","1942","1942","0.08471470326185226","0.08471470326185226","0.08471470326185226","2331","2331","2331","0.09019587934017181","0.09019587934017181","0.09019587934017181","2331","2331","2331","0.08365679532289505","0.08365679532289505","0.08365679532289505"
"388","1947","1947","1947","0.09576831012964249","0.09576831012964249","0.09576831012964249","2337","2337","2337","0.09807847440242767","0.09807847440242767","0.09807847440242767","2337","2337","2337","0.08249437808990479","0.08249437808990479","0.08249437808990479","2337","2337","2337","0.08514963090419769","0.08514963090419769","0.08514963090419769","2337","2337","2337","0.07431299239397049","0.07431299239397049","0.07431299239397049","1947","1947","1947","0.09940607100725174","0.09940607100725174","0.09940607100725174","2337","2337","2337","0.0783691257238388","0.0783691257238388","0.0783691257238388","2337","2337","2337","0.09275089204311371","0.09275089204311371","0.09275089204311371"
"389","1952","1952","1952","0.08352119475603104","0.08352119475603104","0.08352119475603104","2343","2343","2343","0.0868532732129097","0.0868532732129097","0.0868532732129097","2343","2343","2343","0.09736905992031097","0.09736905992031097","0.09736905992031097","2343","2343","2343","0.07878349721431732","0.07878349721431732","0.07878349721431732","2343","2343","2343","0.10719777643680573","0.10719777643680573","0.10719777643680573","1952","1952","1952","0.0784572884440422","0.0784572884440422","0.0784572884440422","2343","2343","2343","0.09135302156209946","0.09135302156209946","0.09135302156209946","2343","2343","2343","0.08067842572927475","0.08067842572927475","0.08067842572927475"
"390","1957","1957","1957","0.08921051770448685","0.08921051770448685","0.08921051770448685","2349","2349","2349","0.09278663247823715","0.09278663247823715","0.09278663247823715","2349","2349","2349","0.09403995424509048","0.09403995424509048","0.09403995424509048","2349","2349","2349","0.0790838673710823","0.0790838673710823","0.0790838673710823","2349","2349","2349","0.09733046591281891","0.09733046591281891","0.09733046591281891","1957","1957","1957","0.10240168124437332","0.10240168124437332","0.10240168124437332","2349","2349","2349","0.08920500427484512","0.08920500427484512","0.08920500427484512","2349","2349","2349","0.08704772591590881","0.08704772591590881","0.08704772591590881"
"391","1962","1962","1962","0.10051693022251129","0.10051693022251129","0.10051693022251129","2355","2355","2355","0.08702589571475983","0.08702589571475983","0.08702589571475983","2355","2355","2355","0.09406520426273346","0.09406520426273346","0.09406520426273346","2355","2355","2355","0.08565370738506317","0.08565370738506317","0.08565370738506317","2355","2355","2355","0.09378604590892792","0.09378604590892792","0.09378604590892792","1962","1962","1962","0.09765312075614929","0.09765312075614929","0.09765312075614929","2355","2355","2355","0.07595126330852509","0.07595126330852509","0.07595126330852509","2355","2355","2355","0.10672363638877869","0.10672363638877869","0.10672363638877869"
"392","1967","1967","1967","0.07402036339044571","0.07402036339044571","0.07402036339044571","2361","2361","2361","0.0660969689488411","0.0660969689488411","0.0660969689488411","2361","2361","2361","0.08671219646930695","0.08671219646930695","0.08671219646930695","2361","2361","2361","0.08882202208042145","0.08882202208042145","0.08882202208042145","2361","2361","2361","0.0833001658320427","0.0833001658320427","0.0833001658320427","1967","1967","1967","0.07869129627943039","0.07869129627943039","0.07869129627943039","2361","2361","2361","0.08469156920909882","0.08469156920909882","0.08469156920909882","2361","2361","2361","0.09363701939582825","0.09363701939582825","0.09363701939582825"
"393","1972","1972","1972","0.08050449192523956","0.08050449192523956","0.08050449192523956","2367","2367","2367","0.06576747447252274","0.06576747447252274","0.06576747447252274","2367","2367","2367","0.08319956809282303","0.08319956809282303","0.08319956809282303","2367","2367","2367","0.08734308183193207","0.08734308183193207","0.08734308183193207","2367","2367","2367","0.08371112495660782","0.08371112495660782","0.08371112495660782","1972","1972","1972","0.09551885724067688","0.09551885724067688","0.09551885724067688","2367","2367","2367","0.09633936733007431","0.09633936733007431","0.09633936733007431","2367","2367","2367","0.0946272760629654","0.0946272760629654","0.0946272760629654"
"394","1977","1977","1977","0.08646638691425323","0.08646638691425323","0.08646638691425323","2373","2373","2373","0.08770707994699478","0.08770707994699478","0.08770707994699478","2373","2373","2373","0.09926963597536087","0.09926963597536087","0.09926963597536087","2373","2373","2373","0.09146593511104584","0.09146593511104584","0.09146593511104584","2373","2373","2373","0.09598288685083389","0.09598288685083389","0.09598288685083389","1977","1977","1977","0.09377375990152359","0.09377375990152359","0.09377375990152359","2373","2373","2373","0.07693934440612793","0.07693934440612793","0.07693934440612793","2373","2373","2373","0.07789773494005203","0.07789773494005203","0.07789773494005203"
"395","1982","1982","1982","0.08383090794086456","0.08383090794086456","0.08383090794086456","2379","2379","2379","0.09949339926242828","0.09949339926242828","0.09949339926242828","2379","2379","2379","0.09910660237073898","0.09910660237073898","0.09910660237073898","2379","2379","2379","0.08427868038415909","0.08427868038415909","0.08427868038415909","2379","2379","2379","0.09188681095838547","0.09188681095838547","0.09188681095838547","1982","1982","1982","0.06893527507781982","0.06893527507781982","0.06893527507781982","2379","2379","2379","0.0973844900727272","0.0973844900727272","0.0973844900727272","2379","2379","2379","0.09238584339618683","0.09238584339618683","0.09238584339618683"
"396","1987","1987","1987","0.08665547519922256","0.08665547519922256","0.08665547519922256","2385","2385","2385","0.06750630587339401","0.06750630587339401","0.06750630587339401","2385","2385","2385","0.09860893338918686","0.09860893338918686","0.09860893338918686","2385","2385","2385","0.08158033341169357","0.08158033341169357","0.08158033341169357","2385","2385","2385","0.08017091453075409","0.08017091453075409","0.08017091453075409","1987","1987","1987","0.09921902418136597","0.09921902418136597","0.09921902418136597","2385","2385","2385","0.0909876897931099","0.0909876897931099","0.0909876897931099","2385","2385","2385","0.09444186836481094","0.09444186836481094","0.09444186836481094"
"397","1992","1992","1992","0.08496725559234619","0.08496725559234619","0.08496725559234619","2391","2391","2391","0.07823338359594345","0.07823338359594345","0.07823338359594345","2391","2391","2391","0.09514330327510834","0.09514330327510834","0.09514330327510834","2391","2391","2391","0.08952020108699799","0.08952020108699799","0.08952020108699799","2391","2391","2391","0.0909644216299057","0.0909644216299057","0.0909644216299057","1992","1992","1992","0.08363614976406097","0.08363614976406097","0.08363614976406097","2391","2391","2391","0.08707864582538605","0.08707864582538605","0.08707864582538605","2391","2391","2391","0.09619121998548508","0.09619121998548508","0.09619121998548508"
"398","1997","1997","1997","0.08695525676012039","0.08695525676012039","0.08695525676012039","2397","2397","2397","0.09863877296447754","0.09863877296447754","0.09863877296447754","2397","2397","2397","0.10069093108177185","0.10069093108177185","0.10069093108177185","2397","2397","2397","0.09953828901052475","0.09953828901052475","0.09953828901052475","2397","2397","2397","0.09972930699586868","0.09972930699586868","0.09972930699586868","1997","1997","1997","0.08844509720802307","0.08844509720802307","0.08844509720802307","2397","2397","2397","0.0846310406923294","0.0846310406923294","0.0846310406923294","2397","2397","2397","0.09631429612636566","0.09631429612636566","0.09631429612636566"
"399","2002","2002","2002","0.09129880368709564","0.09129880368709564","0.09129880368709564","2403","2403","2403","0.09417504817247391","0.09417504817247391","0.09417504817247391","2403","2403","2403","0.09101663529872894","0.09101663529872894","0.09101663529872894","2403","2403","2403","0.10593675076961517","0.10593675076961517","0.10593675076961517","2403","2403","2403","0.09687584638595581","0.09687584638595581","0.09687584638595581","2002","2002","2002","0.08918207138776779","0.08918207138776779","0.08918207138776779","2403","2403","2403","0.10439939051866531","0.10439939051866531","0.10439939051866531","2403","2403","2403","0.08723869919776917","0.08723869919776917","0.08723869919776917"
"400","2007","2007","2007","0.10001851618289948","0.10001851618289948","0.10001851618289948","2409","2409","2409","0.11195070296525955","0.11195070296525955","0.11195070296525955","2409","2409","2409","0.07841943204402924","0.07841943204402924","0.07841943204402924","2409","2409","2409","0.08822166919708252","0.08822166919708252","0.08822166919708252","2409","2409","2409","0.08161509037017822","0.08161509037017822","0.08161509037017822","2007","2007","2007","0.07168130576610565","0.07168130576610565","0.07168130576610565","2409","2409","2409","0.08233125507831573","0.08233125507831573","0.08233125507831573","2409","2409","2409","0.08416885137557983","0.08416885137557983","0.08416885137557983"
"401","2012","2012","2012","0.07895640283823013","0.07895640283823013","0.07895640283823013","2415","2415","2415","0.0744834765791893","0.0744834765791893","0.0744834765791893","2415","2415","2415","0.08155887573957443","0.08155887573957443","0.08155887573957443","2415","2415","2415","0.08757238835096359","0.08757238835096359","0.08757238835096359","2415","2415","2415","0.09339083731174469","0.09339083731174469","0.09339083731174469","2012","2012","2012","0.09114297479391098","0.09114297479391098","0.09114297479391098","2415","2415","2415","0.08039586991071701","0.08039586991071701","0.08039586991071701","2415","2415","2415","0.10928495228290558","0.10928495228290558","0.10928495228290558"
"402","2017","2017","2017","0.08017503470182419","0.08017503470182419","0.08017503470182419","2421","2421","2421","0.09599491208791733","0.09599491208791733","0.09599491208791733","2421","2421","2421","0.0977594330906868","0.0977594330906868","0.0977594330906868","2421","2421","2421","0.0918768122792244","0.0918768122792244","0.0918768122792244","2421","2421","2421","0.08309298008680344","0.08309298008680344","0.08309298008680344","2017","2017","2017","0.09864626079797745","0.09864626079797745","0.09864626079797745","2421","2421","2421","0.08849187940359116","0.08849187940359116","0.08849187940359116","2421","2421","2421","0.0834987461566925","0.0834987461566925","0.0834987461566925"
"403","2022","2022","2022","0.08506926149129868","0.08506926149129868","0.08506926149129868","2427","2427","2427","0.07294651120901108","0.07294651120901108","0.07294651120901108","2427","2427","2427","0.11579476296901703","0.11579476296901703","0.11579476296901703","2427","2427","2427","0.0871550515294075","0.0871550515294075","0.0871550515294075","2427","2427","2427","0.08563444763422012","0.08563444763422012","0.08563444763422012","2022","2022","2022","0.08678058534860611","0.08678058534860611","0.08678058534860611","2427","2427","2427","0.09254675358533859","0.09254675358533859","0.09254675358533859","2427","2427","2427","0.09103371202945709","0.09103371202945709","0.09103371202945709"
"404","2027","2027","2027","0.10067687928676605","0.10067687928676605","0.10067687928676605","2433","2433","2433","0.07809309661388397","0.07809309661388397","0.07809309661388397","2433","2433","2433","0.09870486706495285","0.09870486706495285","0.09870486706495285","2433","2433","2433","0.06796075403690338","0.06796075403690338","0.06796075403690338","2433","2433","2433","0.0886189267039299","0.0886189267039299","0.0886189267039299","2027","2027","2027","0.07417283207178116","0.07417283207178116","0.07417283207178116","2433","2433","2433","0.08195985853672028","0.08195985853672028","0.08195985853672028","2433","2433","2433","0.11639727652072906","0.11639727652072906","0.11639727652072906"
"405","2032","2032","2032","0.10351654887199402","0.10351654887199402","0.10351654887199402","2439","2439","2439","0.10616913437843323","0.10616913437843323","0.10616913437843323","2439","2439","2439","0.09436178207397461","0.09436178207397461","0.09436178207397461","2439","2439","2439","0.08392427116632462","0.08392427116632462","0.08392427116632462","2439","2439","2439","0.10269080847501755","0.10269080847501755","0.10269080847501755","2032","2032","2032","0.09052382409572601","0.09052382409572601","0.09052382409572601","2439","2439","2439","0.09898305684328079","0.09898305684328079","0.09898305684328079","2439","2439","2439","0.09068213403224945","0.09068213403224945","0.09068213403224945"
"406","2037","2037","2037","0.10007409006357193","0.10007409006357193","0.10007409006357193","2445","2445","2445","0.07759319245815277","0.07759319245815277","0.07759319245815277","2445","2445","2445","0.08928493410348892","0.08928493410348892","0.08928493410348892","2445","2445","2445","0.10422597825527191","0.10422597825527191","0.10422597825527191","2445","2445","2445","0.0939030721783638","0.0939030721783638","0.0939030721783638","2037","2037","2037","0.09533745795488358","0.09533745795488358","0.09533745795488358","2445","2445","2445","0.08331391960382462","0.08331391960382462","0.08331391960382462","2445","2445","2445","0.10174451768398285","0.10174451768398285","0.10174451768398285"
"407","2042","2042","2042","0.06610799580812454","0.06610799580812454","0.06610799580812454","2451","2451","2451","0.08674522489309311","0.08674522489309311","0.08674522489309311","2451","2451","2451","0.09337282925844193","0.09337282925844193","0.09337282925844193","2451","2451","2451","0.11117041110992432","0.11117041110992432","0.11117041110992432","2451","2451","2451","0.0787995234131813","0.0787995234131813","0.0787995234131813","2042","2042","2042","0.07267262041568756","0.07267262041568756","0.07267262041568756","2451","2451","2451","0.10295215994119644","0.10295215994119644","0.10295215994119644","2451","2451","2451","0.07588975131511688","0.07588975131511688","0.07588975131511688"
"408","2047","2047","2047","0.09368917346000671","0.09368917346000671","0.09368917346000671","2457","2457","2457","0.09589578211307526","0.09589578211307526","0.09589578211307526","2457","2457","2457","0.07082516700029373","0.07082516700029373","0.07082516700029373","2457","2457","2457","0.09209874272346497","0.09209874272346497","0.09209874272346497","2457","2457","2457","0.08740948140621185","0.08740948140621185","0.08740948140621185","2047","2047","2047","0.07893495261669159","0.07893495261669159","0.07893495261669159","2457","2457","2457","0.09598889946937561","0.09598889946937561","0.09598889946937561","2457","2457","2457","0.08722249418497086","0.08722249418497086","0.08722249418497086"
"409","2052","2052","2052","0.09527386724948883","0.09527386724948883","0.09527386724948883","2463","2463","2463","0.08487226068973541","0.08487226068973541","0.08487226068973541","2463","2463","2463","0.09706372767686844","0.09706372767686844","0.09706372767686844","2463","2463","2463","0.08936170488595963","0.08936170488595963","0.08936170488595963","2463","2463","2463","0.0891355648636818","0.0891355648636818","0.0891355648636818","2052","2052","2052","0.08808473497629166","0.08808473497629166","0.08808473497629166","2463","2463","2463","0.08392809331417084","0.08392809331417084","0.08392809331417084","2463","2463","2463","0.08633126318454742","0.08633126318454742","0.08633126318454742"
"410","2057","2057","2057","0.09504346549510956","0.09504346549510956","0.09504346549510956","2469","2469","2469","0.08275329321622849","0.08275329321622849","0.08275329321622849","2469","2469","2469","0.06914111226797104","0.06914111226797104","0.06914111226797104","2469","2469","2469","0.10412261635065079","0.10412261635065079","0.10412261635065079","2469","2469","2469","0.09368131309747696","0.09368131309747696","0.09368131309747696","2057","2057","2057","0.08275291323661804","0.08275291323661804","0.08275291323661804","2469","2469","2469","0.09683439135551453","0.09683439135551453","0.09683439135551453","2469","2469","2469","0.07951032370328903","0.07951032370328903","0.07951032370328903"
"411","2062","2062","2062","0.08277280628681183","0.08277280628681183","0.08277280628681183","2475","2475","2475","0.08198695629835129","0.08198695629835129","0.08198695629835129","2475","2475","2475","0.08094672858715057","0.08094672858715057","0.08094672858715057","2475","2475","2475","0.08815088868141174","0.08815088868141174","0.08815088868141174","2475","2475","2475","0.09696903079748154","0.09696903079748154","0.09696903079748154","2062","2062","2062","0.0734659880399704","0.0734659880399704","0.0734659880399704","2475","2475","2475","0.10357967019081116","0.10357967019081116","0.10357967019081116","2475","2475","2475","0.0973799079656601","0.0973799079656601","0.0973799079656601"
"412","2067","2067","2067","0.08805274963378906","0.08805274963378906","0.08805274963378906","2481","2481","2481","0.07628124207258224","0.07628124207258224","0.07628124207258224","2481","2481","2481","0.085503488779068","0.085503488779068","0.085503488779068","2481","2481","2481","0.09702115505933762","0.09702115505933762","0.09702115505933762","2481","2481","2481","0.0856960341334343","0.0856960341334343","0.0856960341334343","2067","2067","2067","0.08341196924448013","0.08341196924448013","0.08341196924448013","2481","2481","2481","0.08922191709280014","0.08922191709280014","0.08922191709280014","2481","2481","2481","0.0861540213227272","0.0861540213227272","0.0861540213227272"
"413","2072","2072","2072","0.10056809335947037","0.10056809335947037","0.10056809335947037","2487","2487","2487","0.09888540208339691","0.09888540208339691","0.09888540208339691","2487","2487","2487","0.08692461997270584","0.08692461997270584","0.08692461997270584","2487","2487","2487","0.08230799436569214","0.08230799436569214","0.08230799436569214","2487","2487","2487","0.09079638868570328","0.09079638868570328","0.09079638868570328","2072","2072","2072","0.08643705397844315","0.08643705397844315","0.08643705397844315","2487","2487","2487","0.1074649766087532","0.1074649766087532","0.1074649766087532","2487","2487","2487","0.08422763645648956","0.08422763645648956","0.08422763645648956"
"414","2077","2077","2077","0.0868670791387558","0.0868670791387558","0.0868670791387558","2493","2493","2493","0.09210050106048584","0.09210050106048584","0.09210050106048584","2493","2493","2493","0.11101461201906204","0.11101461201906204","0.11101461201906204","2493","2493","2493","0.10063175112009048","0.10063175112009048","0.10063175112009048","2493","2493","2493","0.09105411916971207","0.09105411916971207","0.09105411916971207","2077","2077","2077","0.0909334197640419","0.0909334197640419","0.0909334197640419","2493","2493","2493","0.09204627573490143","0.09204627573490143","0.09204627573490143","2493","2493","2493","0.07960958033800125","0.07960958033800125","0.07960958033800125"
"415","2082","2082","2082","0.07324814051389694","0.07324814051389694","0.07324814051389694","2499","2499","2499","0.08900213986635208","0.08900213986635208","0.08900213986635208","2499","2499","2499","0.09377291798591614","0.09377291798591614","0.09377291798591614","2499","2499","2499","0.07670357078313828","0.07670357078313828","0.07670357078313828","2499","2499","2499","0.09321754425764084","0.09321754425764084","0.09321754425764084","2082","2082","2082","0.09062901884317398","0.09062901884317398","0.09062901884317398","2499","2499","2499","0.09339968115091324","0.09339968115091324","0.09339968115091324","2499","2499","2499","0.0943213626742363","0.0943213626742363","0.0943213626742363"
"416","2087","2087","2087","0.07296477258205414","0.07296477258205414","0.07296477258205414","2505","2505","2505","0.10778666287660599","0.10778666287660599","0.10778666287660599","2505","2505","2505","0.08670000731945038","0.08670000731945038","0.08670000731945038","2505","2505","2505","0.11520757526159286","0.11520757526159286","0.11520757526159286","2505","2505","2505","0.07279014587402344","0.07279014587402344","0.07279014587402344","2087","2087","2087","0.10753776133060455","0.10753776133060455","0.10753776133060455","2505","2505","2505","0.09775159507989883","0.09775159507989883","0.09775159507989883","2505","2505","2505","0.11205647885799408","0.11205647885799408","0.11205647885799408"
"417","2092","2092","2092","0.08068781346082687","0.08068781346082687","0.08068781346082687","2511","2511","2511","0.07802752405405045","0.07802752405405045","0.07802752405405045","2511","2511","2511","0.10191869735717773","0.10191869735717773","0.10191869735717773","2511","2511","2511","0.10686513036489487","0.10686513036489487","0.10686513036489487","2511","2511","2511","0.08394155651330948","0.08394155651330948","0.08394155651330948","2092","2092","2092","0.11321161687374115","0.11321161687374115","0.11321161687374115","2511","2511","2511","0.06721629202365875","0.06721629202365875","0.06721629202365875","2511","2511","2511","0.0897185206413269","0.0897185206413269","0.0897185206413269"
"418","2097","2097","2097","0.09424573928117752","0.09424573928117752","0.09424573928117752","2517","2517","2517","0.07452666759490967","0.07452666759490967","0.07452666759490967","2517","2517","2517","0.08437123894691467","0.08437123894691467","0.08437123894691467","2517","2517","2517","0.09266667068004608","0.09266667068004608","0.09266667068004608","2517","2517","2517","0.06464870274066925","0.06464870274066925","0.06464870274066925","2097","2097","2097","0.0799984335899353","0.0799984335899353","0.0799984335899353","2517","2517","2517","0.08414558321237564","0.08414558321237564","0.08414558321237564","2517","2517","2517","0.09402326494455338","0.09402326494455338","0.09402326494455338"
"419","2102","2102","2102","0.0817241445183754","0.0817241445183754","0.0817241445183754","2523","2523","2523","0.09951223433017731","0.09951223433017731","0.09951223433017731","2523","2523","2523","0.07846245914697647","0.07846245914697647","0.07846245914697647","2523","2523","2523","0.08007512241601944","0.08007512241601944","0.08007512241601944","2523","2523","2523","0.08350829780101776","0.08350829780101776","0.08350829780101776","2102","2102","2102","0.08712105453014374","0.08712105453014374","0.08712105453014374","2523","2523","2523","0.10860439389944077","0.10860439389944077","0.10860439389944077","2523","2523","2523","0.09729887545108795","0.09729887545108795","0.09729887545108795"
"420","2107","2107","2107","0.08104635030031204","0.08104635030031204","0.08104635030031204","2529","2529","2529","0.08429411053657532","0.08429411053657532","0.08429411053657532","2529","2529","2529","0.07333151996135712","0.07333151996135712","0.07333151996135712","2529","2529","2529","0.11757583171129227","0.11757583171129227","0.11757583171129227","2529","2529","2529","0.09401999413967133","0.09401999413967133","0.09401999413967133","2107","2107","2107","0.08502153307199478","0.08502153307199478","0.08502153307199478","2529","2529","2529","0.08657319098711014","0.08657319098711014","0.08657319098711014","2529","2529","2529","0.08843430131673813","0.08843430131673813","0.08843430131673813"
"421","2112","2112","2112","0.09899289906024933","0.09899289906024933","0.09899289906024933","2535","2535","2535","0.08737732470035553","0.08737732470035553","0.08737732470035553","2535","2535","2535","0.09438611567020416","0.09438611567020416","0.09438611567020416","2535","2535","2535","0.0871235802769661","0.0871235802769661","0.0871235802769661","2535","2535","2535","0.09736442565917969","0.09736442565917969","0.09736442565917969","2112","2112","2112","0.08301835507154465","0.08301835507154465","0.08301835507154465","2535","2535","2535","0.07730188965797424","0.07730188965797424","0.07730188965797424","2535","2535","2535","0.07918451726436615","0.07918451726436615","0.07918451726436615"
"422","2117","2117","2117","0.09427766501903534","0.09427766501903534","0.09427766501903534","2541","2541","2541","0.07774468511343002","0.07774468511343002","0.07774468511343002","2541","2541","2541","0.09688138961791992","0.09688138961791992","0.09688138961791992","2541","2541","2541","0.09882186353206635","0.09882186353206635","0.09882186353206635","2541","2541","2541","0.09436243027448654","0.09436243027448654","0.09436243027448654","2117","2117","2117","0.09182282537221909","0.09182282537221909","0.09182282537221909","2541","2541","2541","0.10303328931331635","0.10303328931331635","0.10303328931331635","2541","2541","2541","0.09257706254720688","0.09257706254720688","0.09257706254720688"
