"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss__MAX"
"323","1621","1621","1621","0.0014379891799762845","0.0014379891799762845","0.0014379891799762845","1945","1945","1945","0.002012462355196476","0.002012462355196476","0.002012462355196476","1945","1945","1945","0.0018667548429220915","0.0018667548429220915","0.0018667548429220915","1945","1945","1945","0.001934581552632153","0.001934581552632153","0.001934581552632153","1945","1945","1945","0.0017952712951228023","0.0017952712951228023","0.0017952712951228023","1621","1621","1621","0.0023000433575361967","0.0023000433575361967","0.0023000433575361967","1945","1945","1945","0.0027926110196858644","0.0027926110196858644","0.0027926110196858644","1945","1945","1945","0.0032048251014202833","0.0032048251014202833","0.0032048251014202833"
"324","1626","1626","1626","0.001647762954235077","0.001647762954235077","0.001647762954235077","1951","1951","1951","0.0011843210086226463","0.0011843210086226463","0.0011843210086226463","1951","1951","1951","0.0016069894190877676","0.0016069894190877676","0.0016069894190877676","1951","1951","1951","0.0011884539853781462","0.0011884539853781462","0.0011884539853781462","1951","1951","1951","0.0013306840555742383","0.0013306840555742383","0.0013306840555742383","1626","1626","1626","0.0011109724873676896","0.0011109724873676896","0.0011109724873676896","1951","1951","1951","0.0019019640749320388","0.0019019640749320388","0.0019019640749320388","1951","1951","1951","0.0012584670912474394","0.0012584670912474394","0.0012584670912474394"
"325","1631","1631","1631","0.002195964800193906","0.002195964800193906","0.002195964800193906","1957","1957","1957","0.0022734166122972965","0.0022734166122972965","0.0022734166122972965","1957","1957","1957","0.001893534790724516","0.001893534790724516","0.001893534790724516","1957","1957","1957","0.001536612049676478","0.001536612049676478","0.001536612049676478","1957","1957","1957","0.0017619265709072351","0.0017619265709072351","0.0017619265709072351","1631","1631","1631","0.001846143277361989","0.001846143277361989","0.001846143277361989","1957","1957","1957","0.0023791142739355564","0.0023791142739355564","0.0023791142739355564","1957","1957","1957","0.00167531194165349","0.00167531194165349","0.00167531194165349"
"326","1636","1636","1636","0.00207013008184731","0.00207013008184731","0.00207013008184731","1963","1963","1963","0.0017190527869388461","0.0017190527869388461","0.0017190527869388461","1963","1963","1963","0.001675903215073049","0.001675903215073049","0.001675903215073049","1963","1963","1963","0.0014623248716816306","0.0014623248716816306","0.0014623248716816306","1963","1963","1963","0.0014788067201152444","0.0014788067201152444","0.0014788067201152444","1636","1636","1636","0.0019820271991193295","0.0019820271991193295","0.0019820271991193295","1963","1963","1963","0.0028815558180212975","0.0028815558180212975","0.0028815558180212975","1963","1963","1963","0.0013419123133644462","0.0013419123133644462","0.0013419123133644462"
"327","1641","1641","1641","0.0017106306040659547","0.0017106306040659547","0.0017106306040659547","1969","1969","1969","0.0019273734651505947","0.0019273734651505947","0.0019273734651505947","1969","1969","1969","0.0025098847690969706","0.0025098847690969706","0.0025098847690969706","1969","1969","1969","0.0022645671851933002","0.0022645671851933002","0.0022645671851933002","1969","1969","1969","0.0014754774747416377","0.0014754774747416377","0.0014754774747416377","1641","1641","1641","0.0021558061707764864","0.0021558061707764864","0.0021558061707764864","1969","1969","1969","0.001647209981456399","0.001647209981456399","0.001647209981456399","1969","1969","1969","0.002494692336767912","0.002494692336767912","0.002494692336767912"
"328","1646","1646","1646","0.0016329108038917184","0.0016329108038917184","0.0016329108038917184","1975","1975","1975","0.002726127626374364","0.002726127626374364","0.002726127626374364","1975","1975","1975","0.001807421213015914","0.001807421213015914","0.001807421213015914","1975","1975","1975","0.002568800700828433","0.002568800700828433","0.002568800700828433","1975","1975","1975","0.0015499847941100597","0.0015499847941100597","0.0015499847941100597","1646","1646","1646","0.002076305216178298","0.002076305216178298","0.002076305216178298","1975","1975","1975","0.0017783371731638908","0.0017783371731638908","0.0017783371731638908","1975","1975","1975","0.0031968390103429556","0.0031968390103429556","0.0031968390103429556"
"329","1651","1651","1651","0.002264989074319601","0.002264989074319601","0.002264989074319601","1981","1981","1981","0.002345978980883956","0.002345978980883956","0.002345978980883956","1981","1981","1981","0.0014899895759299397","0.0014899895759299397","0.0014899895759299397","1981","1981","1981","0.002280761953443289","0.002280761953443289","0.002280761953443289","1981","1981","1981","0.0019624403212219477","0.0019624403212219477","0.0019624403212219477","1651","1651","1651","0.0020372041035443544","0.0020372041035443544","0.0020372041035443544","1981","1981","1981","0.0016753305681049824","0.0016753305681049824","0.0016753305681049824","1981","1981","1981","0.0018927078926935792","0.0018927078926935792","0.0018927078926935792"
"330","1656","1656","1656","0.0018152159173041582","0.0018152159173041582","0.0018152159173041582","1987","1987","1987","0.0017120919656008482","0.0017120919656008482","0.0017120919656008482","1987","1987","1987","0.0017172391526401043","0.0017172391526401043","0.0017172391526401043","1987","1987","1987","0.0017462713876739144","0.0017462713876739144","0.0017462713876739144","1987","1987","1987","0.0013562105596065521","0.0013562105596065521","0.0013562105596065521","1656","1656","1656","0.0019585308618843555","0.0019585308618843555","0.0019585308618843555","1987","1987","1987","0.001699256245046854","0.001699256245046854","0.001699256245046854","1987","1987","1987","0.0019083097577095032","0.0019083097577095032","0.0019083097577095032"
"331","1661","1661","1661","0.002389058470726013","0.002389058470726013","0.002389058470726013","1993","1993","1993","0.0017932092305272818","0.0017932092305272818","0.0017932092305272818","1993","1993","1993","0.0017628106288611889","0.0017628106288611889","0.0017628106288611889","1993","1993","1993","0.001759737846441567","0.001759737846441567","0.001759737846441567","1993","1993","1993","0.0018460374558344483","0.0018460374558344483","0.0018460374558344483","1661","1661","1661","0.0019112966256216168","0.0019112966256216168","0.0019112966256216168","1993","1993","1993","0.0022869159001857042","0.0022869159001857042","0.0022869159001857042","1993","1993","1993","0.002611645497381687","0.002611645497381687","0.002611645497381687"
"332","1666","1666","1666","0.002605706686154008","0.002605706686154008","0.002605706686154008","1999","1999","1999","0.0022433707490563393","0.0022433707490563393","0.0022433707490563393","1999","1999","1999","0.0026211035437881947","0.0026211035437881947","0.0026211035437881947","1999","1999","1999","0.0017704268684610724","0.0017704268684610724","0.0017704268684610724","1999","1999","1999","0.0020767829846590757","0.0020767829846590757","0.0020767829846590757","1666","1666","1666","0.0019302224973216653","0.0019302224973216653","0.0019302224973216653","1999","1999","1999","0.001625736360438168","0.001625736360438168","0.001625736360438168","1999","1999","1999","0.0028861244209110737","0.0028861244209110737","0.0028861244209110737"
"333","1671","1671","1671","0.002046378096565604","0.002046378096565604","0.002046378096565604","2005","2005","2005","0.0016039495822042227","0.0016039495822042227","0.0016039495822042227","2005","2005","2005","0.002716174116358161","0.002716174116358161","0.002716174116358161","2005","2005","2005","0.002114614937454462","0.002114614937454462","0.002114614937454462","2005","2005","2005","0.002863737056031823","0.002863737056031823","0.002863737056031823","1671","1671","1671","0.003113596001639962","0.003113596001639962","0.003113596001639962","2005","2005","2005","0.0024755061604082584","0.0024755061604082584","0.0024755061604082584","2005","2005","2005","0.002710560569539666","0.002710560569539666","0.002710560569539666"
"334","1676","1676","1676","0.002697929972782731","0.002697929972782731","0.002697929972782731","2011","2011","2011","0.001527454238384962","0.001527454238384962","0.001527454238384962","2011","2011","2011","0.0026233175303786993","0.0026233175303786993","0.0026233175303786993","2011","2011","2011","0.002077629556879401","0.002077629556879401","0.002077629556879401","2011","2011","2011","0.0022059082984924316","0.0022059082984924316","0.0022059082984924316","1676","1676","1676","0.0018882689764723182","0.0018882689764723182","0.0018882689764723182","2011","2011","2011","0.002977611729875207","0.002977611729875207","0.002977611729875207","2011","2011","2011","0.002771988045424223","0.002771988045424223","0.002771988045424223"
"335","1681","1681","1681","0.0016543276142328978","0.0016543276142328978","0.0016543276142328978","2017","2017","2017","0.0014684607740491629","0.0014684607740491629","0.0014684607740491629","2017","2017","2017","0.0017767612589523196","0.0017767612589523196","0.0017767612589523196","2017","2017","2017","0.0020034972112625837","0.0020034972112625837","0.0020034972112625837","2017","2017","2017","0.0015326756983995438","0.0015326756983995438","0.0015326756983995438","1681","1681","1681","0.0020645365584641695","0.0020645365584641695","0.0020645365584641695","2017","2017","2017","0.002185021061450243","0.002185021061450243","0.002185021061450243","2017","2017","2017","0.0013701239367946982","0.0013701239367946982","0.0013701239367946982"
"336","1686","1686","1686","0.0014330071862787008","0.0014330071862787008","0.0014330071862787008","2023","2023","2023","0.0012332258047536016","0.0012332258047536016","0.0012332258047536016","2023","2023","2023","0.002857449697330594","0.002857449697330594","0.002857449697330594","2023","2023","2023","0.0013217031955718994","0.0013217031955718994","0.0013217031955718994","2023","2023","2023","0.0018303247634321451","0.0018303247634321451","0.0018303247634321451","1686","1686","1686","0.0019012968987226486","0.0019012968987226486","0.0019012968987226486","2023","2023","2023","0.002401081845164299","0.002401081845164299","0.002401081845164299","2023","2023","2023","0.0013462514616549015","0.0013462514616549015","0.0013462514616549015"
"337","1691","1691","1691","0.002195420442149043","0.002195420442149043","0.002195420442149043","2029","2029","2029","0.0021876036189496517","0.0021876036189496517","0.0021876036189496517","2029","2029","2029","0.0025134447496384382","0.0025134447496384382","0.0025134447496384382","2029","2029","2029","0.0020726891234517097","0.0020726891234517097","0.0020726891234517097","2029","2029","2029","0.0019174948101863265","0.0019174948101863265","0.0019174948101863265","1691","1691","1691","0.0014598615234717727","0.0014598615234717727","0.0014598615234717727","2029","2029","2029","0.0015549423405900598","0.0015549423405900598","0.0015549423405900598","2029","2029","2029","0.002674263436347246","0.002674263436347246","0.002674263436347246"
"338","1696","1696","1696","0.0016508817207068205","0.0016508817207068205","0.0016508817207068205","2035","2035","2035","0.0016473436262458563","0.0016473436262458563","0.0016473436262458563","2035","2035","2035","0.0021006350871175528","0.0021006350871175528","0.0021006350871175528","2035","2035","2035","0.001523868995718658","0.001523868995718658","0.001523868995718658","2035","2035","2035","0.0012445729225873947","0.0012445729225873947","0.0012445729225873947","1696","1696","1696","0.0018849283223971725","0.0018849283223971725","0.0018849283223971725","2035","2035","2035","0.0022930423729121685","0.0022930423729121685","0.0022930423729121685","2035","2035","2035","0.0023904945701360703","0.0023904945701360703","0.0023904945701360703"
"339","1701","1701","1701","0.002006209921091795","0.002006209921091795","0.002006209921091795","2041","2041","2041","0.0013497142354026437","0.0013497142354026437","0.0013497142354026437","2041","2041","2041","0.002091942122206092","0.002091942122206092","0.002091942122206092","2041","2041","2041","0.0025414610281586647","0.0025414610281586647","0.0025414610281586647","2041","2041","2041","0.002260067733004689","0.002260067733004689","0.002260067733004689","1701","1701","1701","0.0010272996732965112","0.0010272996732965112","0.0010272996732965112","2041","2041","2041","0.0026326312217861414","0.0026326312217861414","0.0026326312217861414","2041","2041","2041","0.002240668749436736","0.002240668749436736","0.002240668749436736"
"340","1706","1706","1706","0.002211626386269927","0.002211626386269927","0.002211626386269927","2047","2047","2047","0.0015850735362619162","0.0015850735362619162","0.0015850735362619162","2047","2047","2047","0.0014569924678653479","0.0014569924678653479","0.0014569924678653479","2047","2047","2047","0.002406309824436903","0.002406309824436903","0.002406309824436903","2047","2047","2047","0.0023222449235618114","0.0023222449235618114","0.0023222449235618114","1706","1706","1706","0.0019818164873868227","0.0019818164873868227","0.0019818164873868227","2047","2047","2047","0.0021322553511708975","0.0021322553511708975","0.0021322553511708975","2047","2047","2047","0.0023561050184071064","0.0023561050184071064","0.0023561050184071064"
"341","1711","1711","1711","0.0020579900592565536","0.0020579900592565536","0.0020579900592565536","2053","2053","2053","0.0017407804261893034","0.0017407804261893034","0.0017407804261893034","2053","2053","2053","0.0024469809141010046","0.0024469809141010046","0.0024469809141010046","2053","2053","2053","0.0027239257469773293","0.0027239257469773293","0.0027239257469773293","2053","2053","2053","0.002126207808032632","0.002126207808032632","0.002126207808032632","1711","1711","1711","0.0020944734569638968","0.0020944734569638968","0.0020944734569638968","2053","2053","2053","0.0018926924094557762","0.0018926924094557762","0.0018926924094557762","2053","2053","2053","0.002382711973041296","0.002382711973041296","0.002382711973041296"
"342","1716","1716","1716","0.001967409858480096","0.001967409858480096","0.001967409858480096","2059","2059","2059","0.0014683594927191734","0.0014683594927191734","0.0014683594927191734","2059","2059","2059","0.0018402948044240475","0.0018402948044240475","0.0018402948044240475","2059","2059","2059","0.0016435034340247512","0.0016435034340247512","0.0016435034340247512","2059","2059","2059","0.002063677180558443","0.002063677180558443","0.002063677180558443","1716","1716","1716","0.0012567788362503052","0.0012567788362503052","0.0012567788362503052","2059","2059","2059","0.0014147628098726273","0.0014147628098726273","0.0014147628098726273","2059","2059","2059","0.0015020165592432022","0.0015020165592432022","0.0015020165592432022"
"343","1721","1721","1721","0.0019650645554065704","0.0019650645554065704","0.0019650645554065704","2065","2065","2065","0.001768756890669465","0.001768756890669465","0.001768756890669465","2065","2065","2065","0.002095969393849373","0.002095969393849373","0.002095969393849373","2065","2065","2065","0.0018726876005530357","0.0018726876005530357","0.0018726876005530357","2065","2065","2065","0.0016530719585716724","0.0016530719585716724","0.0016530719585716724","1721","1721","1721","0.0030622254125773907","0.0030622254125773907","0.0030622254125773907","2065","2065","2065","0.0016958295600488782","0.0016958295600488782","0.0016958295600488782","2065","2065","2065","0.0024567756336182356","0.0024567756336182356","0.0024567756336182356"
"344","1726","1726","1726","0.0019261896377429366","0.0019261896377429366","0.0019261896377429366","2071","2071","2071","0.0026478481013327837","0.0026478481013327837","0.0026478481013327837","2071","2071","2071","0.0016177048673853278","0.0016177048673853278","0.0016177048673853278","2071","2071","2071","0.0012858177069574594","0.0012858177069574594","0.0012858177069574594","2071","2071","2071","0.0015953959664329886","0.0015953959664329886","0.0015953959664329886","1726","1726","1726","0.0024028958287090063","0.0024028958287090063","0.0024028958287090063","2071","2071","2071","0.0015057612909004092","0.0015057612909004092","0.0015057612909004092","2071","2071","2071","0.002829526783898473","0.002829526783898473","0.002829526783898473"
"345","1731","1731","1731","0.0017132738139480352","0.0017132738139480352","0.0017132738139480352","2077","2077","2077","0.001995409606024623","0.001995409606024623","0.001995409606024623","2077","2077","2077","0.0020327805541455746","0.0020327805541455746","0.0020327805541455746","2077","2077","2077","0.0016671711346134543","0.0016671711346134543","0.0016671711346134543","2077","2077","2077","0.0023541359696537256","0.0023541359696537256","0.0023541359696537256","1731","1731","1731","0.0018294935580343008","0.0018294935580343008","0.0018294935580343008","2077","2077","2077","0.001523805083706975","0.001523805083706975","0.001523805083706975","2077","2077","2077","0.0031598967034369707","0.0031598967034369707","0.0031598967034369707"
"346","1736","1736","1736","0.0020164516754448414","0.0020164516754448414","0.0020164516754448414","2083","2083","2083","0.002135633258149028","0.002135633258149028","0.002135633258149028","2083","2083","2083","0.002119719749316573","0.002119719749316573","0.002119719749316573","2083","2083","2083","0.0019326407928019762","0.0019326407928019762","0.0019326407928019762","2083","2083","2083","0.002389123197644949","0.002389123197644949","0.002389123197644949","1736","1736","1736","0.0016167249996215105","0.0016167249996215105","0.0016167249996215105","2083","2083","2083","0.0034554260782897472","0.0034554260782897472","0.0034554260782897472","2083","2083","2083","0.0018867554608732462","0.0018867554608732462","0.0018867554608732462"
"347","1741","1741","1741","0.002002087654545903","0.002002087654545903","0.002002087654545903","2089","2089","2089","0.002207317855209112","0.002207317855209112","0.002207317855209112","2089","2089","2089","0.00209497706964612","0.00209497706964612","0.00209497706964612","2089","2089","2089","0.001532697700895369","0.001532697700895369","0.001532697700895369","2089","2089","2089","0.0023807266261428595","0.0023807266261428595","0.0023807266261428595","1741","1741","1741","0.002531801350414753","0.002531801350414753","0.002531801350414753","2089","2089","2089","0.0018990669632330537","0.0018990669632330537","0.0018990669632330537","2089","2089","2089","0.001702787820249796","0.001702787820249796","0.001702787820249796"
"348","1746","1746","1746","0.0014299207832664251","0.0014299207832664251","0.0014299207832664251","2095","2095","2095","0.0022222602274268866","0.0022222602274268866","0.0022222602274268866","2095","2095","2095","0.0018133148550987244","0.0018133148550987244","0.0018133148550987244","2095","2095","2095","0.0018468176713213325","0.0018468176713213325","0.0018468176713213325","2095","2095","2095","0.0020783632062375546","0.0020783632062375546","0.0020783632062375546","1746","1746","1746","0.0031892238184809685","0.0031892238184809685","0.0031892238184809685","2095","2095","2095","0.0019381711026653647","0.0019381711026653647","0.0019381711026653647","2095","2095","2095","0.00366390123963356","0.00366390123963356","0.00366390123963356"
"349","1751","1751","1751","0.0024506913032382727","0.0024506913032382727","0.0024506913032382727","2101","2101","2101","0.0024230792187154293","0.0024230792187154293","0.0024230792187154293","2101","2101","2101","0.0024073543027043343","0.0024073543027043343","0.0024073543027043343","2101","2101","2101","0.0022028537932783365","0.0022028537932783365","0.0022028537932783365","2101","2101","2101","0.0022778529673814774","0.0022778529673814774","0.0022778529673814774","1751","1751","1751","0.00362644181586802","0.00362644181586802","0.00362644181586802","2101","2101","2101","0.002794849220663309","0.002794849220663309","0.002794849220663309","2101","2101","2101","0.0017920373938977718","0.0017920373938977718","0.0017920373938977718"
"350","1756","1756","1756","0.0019779466092586517","0.0019779466092586517","0.0019779466092586517","2107","2107","2107","0.0029720545280724764","0.0029720545280724764","0.0029720545280724764","2107","2107","2107","0.0025569668505340815","0.0025569668505340815","0.0025569668505340815","2107","2107","2107","0.00279539218172431","0.00279539218172431","0.00279539218172431","2107","2107","2107","0.0024691533762961626","0.0024691533762961626","0.0024691533762961626","1756","1756","1756","0.0023916156496852636","0.0023916156496852636","0.0023916156496852636","2107","2107","2107","0.0025674900971353054","0.0025674900971353054","0.0025674900971353054","2107","2107","2107","0.0022384561598300934","0.0022384561598300934","0.0022384561598300934"
"351","1761","1761","1761","0.002324296860024333","0.002324296860024333","0.002324296860024333","2113","2113","2113","0.0022228050511330366","0.0022228050511330366","0.0022228050511330366","2113","2113","2113","0.0027501939330250025","0.0027501939330250025","0.0027501939330250025","2113","2113","2113","0.0023150043562054634","0.0023150043562054634","0.0023150043562054634","2113","2113","2113","0.0029951059259474277","0.0029951059259474277","0.0029951059259474277","1761","1761","1761","0.0028893835842609406","0.0028893835842609406","0.0028893835842609406","2113","2113","2113","0.0027737461496144533","0.0027737461496144533","0.0027737461496144533","2113","2113","2113","0.002995212096720934","0.002995212096720934","0.002995212096720934"
"352","1766","1766","1766","0.0024986828211694956","0.0024986828211694956","0.0024986828211694956","2119","2119","2119","0.00259323138743639","0.00259323138743639","0.00259323138743639","2119","2119","2119","0.0022922984790056944","0.0022922984790056944","0.0022922984790056944","2119","2119","2119","0.0015107797225937247","0.0015107797225937247","0.0015107797225937247","2119","2119","2119","0.0021079909056425095","0.0021079909056425095","0.0021079909056425095","1766","1766","1766","0.0017684126505628228","0.0017684126505628228","0.0017684126505628228","2119","2119","2119","0.0022014048881828785","0.0022014048881828785","0.0022014048881828785","2119","2119","2119","0.0020631225779652596","0.0020631225779652596","0.0020631225779652596"
"353","1771","1771","1771","0.002264842391014099","0.002264842391014099","0.002264842391014099","2125","2125","2125","0.002010017866268754","0.002010017866268754","0.002010017866268754","2125","2125","2125","0.003238860983401537","0.003238860983401537","0.003238860983401537","2125","2125","2125","0.002660938072949648","0.002660938072949648","0.002660938072949648","2125","2125","2125","0.002998719457536936","0.002998719457536936","0.002998719457536936","1771","1771","1771","0.002092635491862893","0.002092635491862893","0.002092635491862893","2125","2125","2125","0.0028346595354378223","0.0028346595354378223","0.0028346595354378223","2125","2125","2125","0.002449908759444952","0.002449908759444952","0.002449908759444952"
"354","1776","1776","1776","0.0038280372973531485","0.0038280372973531485","0.0038280372973531485","2131","2131","2131","0.002165964338928461","0.002165964338928461","0.002165964338928461","2131","2131","2131","0.0018227704567834735","0.0018227704567834735","0.0018227704567834735","2131","2131","2131","0.0021207730751484632","0.0021207730751484632","0.0021207730751484632","2131","2131","2131","0.0024378604721277952","0.0024378604721277952","0.0024378604721277952","1776","1776","1776","0.0029797281604260206","0.0029797281604260206","0.0029797281604260206","2131","2131","2131","0.003030105959624052","0.003030105959624052","0.003030105959624052","2131","2131","2131","0.002941470593214035","0.002941470593214035","0.002941470593214035"
"355","1781","1781","1781","0.0024611533153802156","0.0024611533153802156","0.0024611533153802156","2137","2137","2137","0.002263591857627034","0.002263591857627034","0.002263591857627034","2137","2137","2137","0.0018417414976283908","0.0018417414976283908","0.0018417414976283908","2137","2137","2137","0.0016649466706439853","0.0016649466706439853","0.0016649466706439853","2137","2137","2137","0.0015644507948309183","0.0015644507948309183","0.0015644507948309183","1781","1781","1781","0.0022173766046762466","0.0022173766046762466","0.0022173766046762466","2137","2137","2137","0.0023395540192723274","0.0023395540192723274","0.0023395540192723274","2137","2137","2137","0.00233322661370039","0.00233322661370039","0.00233322661370039"
"356","1786","1786","1786","0.00198237388394773","0.00198237388394773","0.00198237388394773","2143","2143","2143","0.002347387373447418","0.002347387373447418","0.002347387373447418","2143","2143","2143","0.0019894177094101906","0.0019894177094101906","0.0019894177094101906","2143","2143","2143","0.002095815259963274","0.002095815259963274","0.002095815259963274","2143","2143","2143","0.001998661318793893","0.001998661318793893","0.001998661318793893","1786","1786","1786","0.0023706103675067425","0.0023706103675067425","0.0023706103675067425","2143","2143","2143","0.0015297946520149708","0.0015297946520149708","0.0015297946520149708","2143","2143","2143","0.002032969379797578","0.002032969379797578","0.002032969379797578"
"357","1791","1791","1791","0.0017363738734275103","0.0017363738734275103","0.0017363738734275103","2149","2149","2149","0.002062384970486164","0.002062384970486164","0.002062384970486164","2149","2149","2149","0.0017606839537620544","0.0017606839537620544","0.0017606839537620544","2149","2149","2149","0.0016882388154044747","0.0016882388154044747","0.0016882388154044747","2149","2149","2149","0.002236683387309313","0.002236683387309313","0.002236683387309313","1791","1791","1791","0.001942370436154306","0.001942370436154306","0.001942370436154306","2149","2149","2149","0.001581565709784627","0.001581565709784627","0.001581565709784627","2149","2149","2149","0.002185502089560032","0.002185502089560032","0.002185502089560032"
"358","1796","1796","1796","0.0027812360785901546","0.0027812360785901546","0.0027812360785901546","2155","2155","2155","0.0024824393913149834","0.0024824393913149834","0.0024824393913149834","2155","2155","2155","0.003041609190404415","0.003041609190404415","0.003041609190404415","2155","2155","2155","0.002930120099335909","0.002930120099335909","0.002930120099335909","2155","2155","2155","0.002045389963313937","0.002045389963313937","0.002045389963313937","1796","1796","1796","0.0024850922636687756","0.0024850922636687756","0.0024850922636687756","2155","2155","2155","0.0014840691583231091","0.0014840691583231091","0.0014840691583231091","2155","2155","2155","0.0022068400867283344","0.0022068400867283344","0.0022068400867283344"
"359","1801","1801","1801","0.0024038839619606733","0.0024038839619606733","0.0024038839619606733","2161","2161","2161","0.0024477581027895212","0.0024477581027895212","0.0024477581027895212","2161","2161","2161","0.0020442719105631113","0.0020442719105631113","0.0020442719105631113","2161","2161","2161","0.002171730389818549","0.002171730389818549","0.002171730389818549","2161","2161","2161","0.0020774605218321085","0.0020774605218321085","0.0020774605218321085","1801","1801","1801","0.0015072822570800781","0.0015072822570800781","0.0015072822570800781","2161","2161","2161","0.0023999123368412256","0.0023999123368412256","0.0023999123368412256","2161","2161","2161","0.0021878445986658335","0.0021878445986658335","0.0021878445986658335"
"360","1806","1806","1806","0.0024186510127037764","0.0024186510127037764","0.0024186510127037764","2167","2167","2167","0.002841771813109517","0.002841771813109517","0.002841771813109517","2167","2167","2167","0.0023003455717116594","0.0023003455717116594","0.0023003455717116594","2167","2167","2167","0.0021534294355660677","0.0021534294355660677","0.0021534294355660677","2167","2167","2167","0.0017682639881968498","0.0017682639881968498","0.0017682639881968498","1806","1806","1806","0.003124573500826955","0.003124573500826955","0.003124573500826955","2167","2167","2167","0.002634697128087282","0.002634697128087282","0.002634697128087282","2167","2167","2167","0.0021782550029456615","0.0021782550029456615","0.0021782550029456615"
"361","1811","1811","1811","0.002838985063135624","0.002838985063135624","0.002838985063135624","2173","2173","2173","0.002717677503824234","0.002717677503824234","0.002717677503824234","2173","2173","2173","0.0026533978525549173","0.0026533978525549173","0.0026533978525549173","2173","2173","2173","0.002203597454354167","0.002203597454354167","0.002203597454354167","2173","2173","2173","0.0025383420288562775","0.0025383420288562775","0.0025383420288562775","1811","1811","1811","0.002164935925975442","0.002164935925975442","0.002164935925975442","2173","2173","2173","0.0023957074154168367","0.0023957074154168367","0.0023957074154168367","2173","2173","2173","0.0032756375148892403","0.0032756375148892403","0.0032756375148892403"
