"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX"
"347","1742","1742","1742","0.07884392887353897","0.07884392887353897","0.07884392887353897","2090","2090","2090","0.10609666258096695","0.10609666258096695","0.10609666258096695","2090","2090","2090","0.10494488477706909","0.10494488477706909","0.10494488477706909","2090","2090","2090","0.07896659523248672","0.07896659523248672","0.07896659523248672","2090","2090","2090","0.10509506613016129","0.10509506613016129","0.10509506613016129","1742","1742","1742","0.09395864605903625","0.09395864605903625","0.09395864605903625","2090","2090","2090","0.10496413707733154","0.10496413707733154","0.10496413707733154","2090","2090","2090","0.0889938548207283","0.0889938548207283","0.0889938548207283"
"348","1747","1747","1747","0.0912899449467659","0.0912899449467659","0.0912899449467659","2096","2096","2096","0.09446018934249878","0.09446018934249878","0.09446018934249878","2096","2096","2096","0.09178854525089264","0.09178854525089264","0.09178854525089264","2096","2096","2096","0.10194746404886246","0.10194746404886246","0.10194746404886246","2096","2096","2096","0.09250157326459885","0.09250157326459885","0.09250157326459885","1747","1747","1747","0.11024458706378937","0.11024458706378937","0.11024458706378937","2096","2096","2096","0.0938650593161583","0.0938650593161583","0.0938650593161583","2096","2096","2096","0.09022275358438492","0.09022275358438492","0.09022275358438492"
"349","1752","1752","1752","0.07856722921133041","0.07856722921133041","0.07856722921133041","2102","2102","2102","0.10261157155036926","0.10261157155036926","0.10261157155036926","2102","2102","2102","0.06817371398210526","0.06817371398210526","0.06817371398210526","2102","2102","2102","0.09366132318973541","0.09366132318973541","0.09366132318973541","2102","2102","2102","0.08624053746461868","0.08624053746461868","0.08624053746461868","1752","1752","1752","0.09640787541866302","0.09640787541866302","0.09640787541866302","2102","2102","2102","0.06901565194129944","0.06901565194129944","0.06901565194129944","2102","2102","2102","0.09817344695329666","0.09817344695329666","0.09817344695329666"
"350","1757","1757","1757","0.0992015078663826","0.0992015078663826","0.0992015078663826","2108","2108","2108","0.0930832102894783","0.0930832102894783","0.0930832102894783","2108","2108","2108","0.09915430098772049","0.09915430098772049","0.09915430098772049","2108","2108","2108","0.08178658038377762","0.08178658038377762","0.08178658038377762","2108","2108","2108","0.09296396374702454","0.09296396374702454","0.09296396374702454","1757","1757","1757","0.07765382528305054","0.07765382528305054","0.07765382528305054","2108","2108","2108","0.09097719937562943","0.09097719937562943","0.09097719937562943","2108","2108","2108","0.0805627629160881","0.0805627629160881","0.0805627629160881"
"351","1762","1762","1762","0.09719499200582504","0.09719499200582504","0.09719499200582504","2114","2114","2114","0.08990180492401123","0.08990180492401123","0.08990180492401123","2114","2114","2114","0.09003524482250214","0.09003524482250214","0.09003524482250214","2114","2114","2114","0.0838385596871376","0.0838385596871376","0.0838385596871376","2114","2114","2114","0.07652688026428223","0.07652688026428223","0.07652688026428223","1762","1762","1762","0.10864167660474777","0.10864167660474777","0.10864167660474777","2114","2114","2114","0.1004679724574089","0.1004679724574089","0.1004679724574089","2114","2114","2114","0.07709526270627975","0.07709526270627975","0.07709526270627975"
"352","1767","1767","1767","0.09297462552785873","0.09297462552785873","0.09297462552785873","2120","2120","2120","0.09572213888168335","0.09572213888168335","0.09572213888168335","2120","2120","2120","0.08279819041490555","0.08279819041490555","0.08279819041490555","2120","2120","2120","0.09313199669122696","0.09313199669122696","0.09313199669122696","2120","2120","2120","0.10098479688167572","0.10098479688167572","0.10098479688167572","1767","1767","1767","0.08055894821882248","0.08055894821882248","0.08055894821882248","2120","2120","2120","0.08318933099508286","0.08318933099508286","0.08318933099508286","2120","2120","2120","0.07906658947467804","0.07906658947467804","0.07906658947467804"
"353","1772","1772","1772","0.09100276976823807","0.09100276976823807","0.09100276976823807","2126","2126","2126","0.08354590833187103","0.08354590833187103","0.08354590833187103","2126","2126","2126","0.09255514293909073","0.09255514293909073","0.09255514293909073","2126","2126","2126","0.11037717759609222","0.11037717759609222","0.11037717759609222","2126","2126","2126","0.08075854182243347","0.08075854182243347","0.08075854182243347","1772","1772","1772","0.08187322318553925","0.08187322318553925","0.08187322318553925","2126","2126","2126","0.08424189686775208","0.08424189686775208","0.08424189686775208","2126","2126","2126","0.09214194864034653","0.09214194864034653","0.09214194864034653"
"354","1777","1777","1777","0.09803255647420883","0.09803255647420883","0.09803255647420883","2132","2132","2132","0.1021689772605896","0.1021689772605896","0.1021689772605896","2132","2132","2132","0.08858809620141983","0.08858809620141983","0.08858809620141983","2132","2132","2132","0.09942405670881271","0.09942405670881271","0.09942405670881271","2132","2132","2132","0.08426138013601303","0.08426138013601303","0.08426138013601303","1777","1777","1777","0.09543552994728088","0.09543552994728088","0.09543552994728088","2132","2132","2132","0.09861820191144943","0.09861820191144943","0.09861820191144943","2132","2132","2132","0.0968906357884407","0.0968906357884407","0.0968906357884407"
"355","1782","1782","1782","0.0894000381231308","0.0894000381231308","0.0894000381231308","2138","2138","2138","0.08585832267999649","0.08585832267999649","0.08585832267999649","2138","2138","2138","0.09153588861227036","0.09153588861227036","0.09153588861227036","2138","2138","2138","0.07952722907066345","0.07952722907066345","0.07952722907066345","2138","2138","2138","0.1031777486205101","0.1031777486205101","0.1031777486205101","1782","1782","1782","0.10067718476057053","0.10067718476057053","0.10067718476057053","2138","2138","2138","0.08189960569143295","0.08189960569143295","0.08189960569143295","2138","2138","2138","0.08121705800294876","0.08121705800294876","0.08121705800294876"
"356","1787","1787","1787","0.07187094539403915","0.07187094539403915","0.07187094539403915","2144","2144","2144","0.08293979614973068","0.08293979614973068","0.08293979614973068","2144","2144","2144","0.0952540934085846","0.0952540934085846","0.0952540934085846","2144","2144","2144","0.0927235409617424","0.0927235409617424","0.0927235409617424","2144","2144","2144","0.07463663071393967","0.07463663071393967","0.07463663071393967","1787","1787","1787","0.0969417616724968","0.0969417616724968","0.0969417616724968","2144","2144","2144","0.08170053362846375","0.08170053362846375","0.08170053362846375","2144","2144","2144","0.09319375455379486","0.09319375455379486","0.09319375455379486"
"357","1792","1792","1792","0.08017250150442123","0.08017250150442123","0.08017250150442123","2150","2150","2150","0.10984677821397781","0.10984677821397781","0.10984677821397781","2150","2150","2150","0.0935572013258934","0.0935572013258934","0.0935572013258934","2150","2150","2150","0.1029709056019783","0.1029709056019783","0.1029709056019783","2150","2150","2150","0.0785207524895668","0.0785207524895668","0.0785207524895668","1792","1792","1792","0.09918594360351562","0.09918594360351562","0.09918594360351562","2150","2150","2150","0.08737039566040039","0.08737039566040039","0.08737039566040039","2150","2150","2150","0.08157020062208176","0.08157020062208176","0.08157020062208176"
"358","1797","1797","1797","0.08979930728673935","0.08979930728673935","0.08979930728673935","2156","2156","2156","0.09338086098432541","0.09338086098432541","0.09338086098432541","2156","2156","2156","0.08978327363729477","0.08978327363729477","0.08978327363729477","2156","2156","2156","0.10262182354927063","0.10262182354927063","0.10262182354927063","2156","2156","2156","0.1201368123292923","0.1201368123292923","0.1201368123292923","1797","1797","1797","0.08850284665822983","0.08850284665822983","0.08850284665822983","2156","2156","2156","0.07863083481788635","0.07863083481788635","0.07863083481788635","2156","2156","2156","0.09340961277484894","0.09340961277484894","0.09340961277484894"
"359","1802","1802","1802","0.07669088244438171","0.07669088244438171","0.07669088244438171","2162","2162","2162","0.07853066921234131","0.07853066921234131","0.07853066921234131","2162","2162","2162","0.09162548184394836","0.09162548184394836","0.09162548184394836","2162","2162","2162","0.08242761343717575","0.08242761343717575","0.08242761343717575","2162","2162","2162","0.07341717183589935","0.07341717183589935","0.07341717183589935","1802","1802","1802","0.08496072888374329","0.08496072888374329","0.08496072888374329","2162","2162","2162","0.07347173243761063","0.07347173243761063","0.07347173243761063","2162","2162","2162","0.08594289422035217","0.08594289422035217","0.08594289422035217"
"360","1807","1807","1807","0.09359029680490494","0.09359029680490494","0.09359029680490494","2168","2168","2168","0.08859063684940338","0.08859063684940338","0.08859063684940338","2168","2168","2168","0.09224338084459305","0.09224338084459305","0.09224338084459305","2168","2168","2168","0.0837692841887474","0.0837692841887474","0.0837692841887474","2168","2168","2168","0.08500614017248154","0.08500614017248154","0.08500614017248154","1807","1807","1807","0.08660183101892471","0.08660183101892471","0.08660183101892471","2168","2168","2168","0.06543806195259094","0.06543806195259094","0.06543806195259094","2168","2168","2168","0.09633614122867584","0.09633614122867584","0.09633614122867584"
"361","1812","1812","1812","0.08700208365917206","0.08700208365917206","0.08700208365917206","2174","2174","2174","0.09582801908254623","0.09582801908254623","0.09582801908254623","2174","2174","2174","0.08961869776248932","0.08961869776248932","0.08961869776248932","2174","2174","2174","0.0891074538230896","0.0891074538230896","0.0891074538230896","2174","2174","2174","0.09099310636520386","0.09099310636520386","0.09099310636520386","1812","1812","1812","0.08873535692691803","0.08873535692691803","0.08873535692691803","2174","2174","2174","0.06721547991037369","0.06721547991037369","0.06721547991037369","2174","2174","2174","0.0760389193892479","0.0760389193892479","0.0760389193892479"
"362","1817","1817","1817","0.09555824100971222","0.09555824100971222","0.09555824100971222","2180","2180","2180","0.08815190196037292","0.08815190196037292","0.08815190196037292","2180","2180","2180","0.0928785651922226","0.0928785651922226","0.0928785651922226","2180","2180","2180","0.0914393812417984","0.0914393812417984","0.0914393812417984","2180","2180","2180","0.07894335687160492","0.07894335687160492","0.07894335687160492","1817","1817","1817","0.0913013145327568","0.0913013145327568","0.0913013145327568","2180","2180","2180","0.08729881048202515","0.08729881048202515","0.08729881048202515","2180","2180","2180","0.08486582338809967","0.08486582338809967","0.08486582338809967"
"363","1822","1822","1822","0.09248603880405426","0.09248603880405426","0.09248603880405426","2186","2186","2186","0.10267158597707748","0.10267158597707748","0.10267158597707748","2186","2186","2186","0.07226236909627914","0.07226236909627914","0.07226236909627914","2186","2186","2186","0.08164893835783005","0.08164893835783005","0.08164893835783005","2186","2186","2186","0.09239416569471359","0.09239416569471359","0.09239416569471359","1822","1822","1822","0.0951836109161377","0.0951836109161377","0.0951836109161377","2186","2186","2186","0.09317164123058319","0.09317164123058319","0.09317164123058319","2186","2186","2186","0.0856788232922554","0.0856788232922554","0.0856788232922554"
"364","1827","1827","1827","0.09680499881505966","0.09680499881505966","0.09680499881505966","2192","2192","2192","0.09089653939008713","0.09089653939008713","0.09089653939008713","2192","2192","2192","0.08294670283794403","0.08294670283794403","0.08294670283794403","2192","2192","2192","0.11027269065380096","0.11027269065380096","0.11027269065380096","2192","2192","2192","0.0888337716460228","0.0888337716460228","0.0888337716460228","1827","1827","1827","0.0789867639541626","0.0789867639541626","0.0789867639541626","2192","2192","2192","0.08814332634210587","0.08814332634210587","0.08814332634210587","2192","2192","2192","0.0940951406955719","0.0940951406955719","0.0940951406955719"
"365","1832","1832","1832","0.08400873839855194","0.08400873839855194","0.08400873839855194","2198","2198","2198","0.10038114339113235","0.10038114339113235","0.10038114339113235","2198","2198","2198","0.0889304131269455","0.0889304131269455","0.0889304131269455","2198","2198","2198","0.09405450522899628","0.09405450522899628","0.09405450522899628","2198","2198","2198","0.07799594849348068","0.07799594849348068","0.07799594849348068","1832","1832","1832","0.08927193284034729","0.08927193284034729","0.08927193284034729","2198","2198","2198","0.08330784738063812","0.08330784738063812","0.08330784738063812","2198","2198","2198","0.08215640485286713","0.08215640485286713","0.08215640485286713"
"366","1837","1837","1837","0.08436261862516403","0.08436261862516403","0.08436261862516403","2204","2204","2204","0.07288328558206558","0.07288328558206558","0.07288328558206558","2204","2204","2204","0.07885626703500748","0.07885626703500748","0.07885626703500748","2204","2204","2204","0.07864998281002045","0.07864998281002045","0.07864998281002045","2204","2204","2204","0.09807618707418442","0.09807618707418442","0.09807618707418442","1837","1837","1837","0.07319391518831253","0.07319391518831253","0.07319391518831253","2204","2204","2204","0.08292508870363235","0.08292508870363235","0.08292508870363235","2204","2204","2204","0.08411019295454025","0.08411019295454025","0.08411019295454025"
"367","1842","1842","1842","0.09525864571332932","0.09525864571332932","0.09525864571332932","2210","2210","2210","0.0814855620265007","0.0814855620265007","0.0814855620265007","2210","2210","2210","0.09130088239908218","0.09130088239908218","0.09130088239908218","2210","2210","2210","0.10745666921138763","0.10745666921138763","0.10745666921138763","2210","2210","2210","0.07413552701473236","0.07413552701473236","0.07413552701473236","1842","1842","1842","0.08780237287282944","0.08780237287282944","0.08780237287282944","2210","2210","2210","0.08558502048254013","0.08558502048254013","0.08558502048254013","2210","2210","2210","0.09262944012880325","0.09262944012880325","0.09262944012880325"
"368","1847","1847","1847","0.11288753896951675","0.11288753896951675","0.11288753896951675","2216","2216","2216","0.09670224785804749","0.09670224785804749","0.09670224785804749","2216","2216","2216","0.10806138813495636","0.10806138813495636","0.10806138813495636","2216","2216","2216","0.09101619571447372","0.09101619571447372","0.09101619571447372","2216","2216","2216","0.09813860803842545","0.09813860803842545","0.09813860803842545","1847","1847","1847","0.08168380707502365","0.08168380707502365","0.08168380707502365","2216","2216","2216","0.09378732740879059","0.09378732740879059","0.09378732740879059","2216","2216","2216","0.08047952502965927","0.08047952502965927","0.08047952502965927"
"369","1852","1852","1852","0.09377986937761307","0.09377986937761307","0.09377986937761307","2222","2222","2222","0.09674189984798431","0.09674189984798431","0.09674189984798431","2222","2222","2222","0.0967583954334259","0.0967583954334259","0.0967583954334259","2222","2222","2222","0.08009874820709229","0.08009874820709229","0.08009874820709229","2222","2222","2222","0.0795445665717125","0.0795445665717125","0.0795445665717125","1852","1852","1852","0.09448583424091339","0.09448583424091339","0.09448583424091339","2222","2222","2222","0.10355868190526962","0.10355868190526962","0.10355868190526962","2222","2222","2222","0.08820627629756927","0.08820627629756927","0.08820627629756927"
"370","1857","1857","1857","0.091644287109375","0.091644287109375","0.091644287109375","2228","2228","2228","0.08498260378837585","0.08498260378837585","0.08498260378837585","2228","2228","2228","0.06156160682439804","0.06156160682439804","0.06156160682439804","2228","2228","2228","0.09166724979877472","0.09166724979877472","0.09166724979877472","2228","2228","2228","0.08114240318536758","0.08114240318536758","0.08114240318536758","1857","1857","1857","0.0847100019454956","0.0847100019454956","0.0847100019454956","2228","2228","2228","0.08354535698890686","0.08354535698890686","0.08354535698890686","2228","2228","2228","0.09877336025238037","0.09877336025238037","0.09877336025238037"
"371","1862","1862","1862","0.09024633467197418","0.09024633467197418","0.09024633467197418","2234","2234","2234","0.10603521019220352","0.10603521019220352","0.10603521019220352","2234","2234","2234","0.08063043653964996","0.08063043653964996","0.08063043653964996","2234","2234","2234","0.0867072120308876","0.0867072120308876","0.0867072120308876","2234","2234","2234","0.09502290189266205","0.09502290189266205","0.09502290189266205","1862","1862","1862","0.07233275473117828","0.07233275473117828","0.07233275473117828","2234","2234","2234","0.10826326161623001","0.10826326161623001","0.10826326161623001","2234","2234","2234","0.09362562745809555","0.09362562745809555","0.09362562745809555"
"372","1867","1867","1867","0.09667978435754776","0.09667978435754776","0.09667978435754776","2240","2240","2240","0.0869906023144722","0.0869906023144722","0.0869906023144722","2240","2240","2240","0.08543661236763","0.08543661236763","0.08543661236763","2240","2240","2240","0.08127778768539429","0.08127778768539429","0.08127778768539429","2240","2240","2240","0.08676937222480774","0.08676937222480774","0.08676937222480774","1867","1867","1867","0.09625400602817535","0.09625400602817535","0.09625400602817535","2240","2240","2240","0.09911918640136719","0.09911918640136719","0.09911918640136719","2240","2240","2240","0.0782739594578743","0.0782739594578743","0.0782739594578743"
"373","1872","1872","1872","0.07433565706014633","0.07433565706014633","0.07433565706014633","2246","2246","2246","0.09158183634281158","0.09158183634281158","0.09158183634281158","2246","2246","2246","0.08749938011169434","0.08749938011169434","0.08749938011169434","2246","2246","2246","0.06984732300043106","0.06984732300043106","0.06984732300043106","2246","2246","2246","0.08771167695522308","0.08771167695522308","0.08771167695522308","1872","1872","1872","0.08858026564121246","0.08858026564121246","0.08858026564121246","2246","2246","2246","0.078752301633358","0.078752301633358","0.078752301633358","2246","2246","2246","0.07530605792999268","0.07530605792999268","0.07530605792999268"
"374","1877","1877","1877","0.07152219861745834","0.07152219861745834","0.07152219861745834","2252","2252","2252","0.07072586566209793","0.07072586566209793","0.07072586566209793","2252","2252","2252","0.07317972928285599","0.07317972928285599","0.07317972928285599","2252","2252","2252","0.090215764939785","0.090215764939785","0.090215764939785","2252","2252","2252","0.09412528574466705","0.09412528574466705","0.09412528574466705","1877","1877","1877","0.10244568437337875","0.10244568437337875","0.10244568437337875","2252","2252","2252","0.1001940593123436","0.1001940593123436","0.1001940593123436","2252","2252","2252","0.06856168806552887","0.06856168806552887","0.06856168806552887"
"375","1882","1882","1882","0.09231792390346527","0.09231792390346527","0.09231792390346527","2258","2258","2258","0.10568520426750183","0.10568520426750183","0.10568520426750183","2258","2258","2258","0.0817735567688942","0.0817735567688942","0.0817735567688942","2258","2258","2258","0.10173249244689941","0.10173249244689941","0.10173249244689941","2258","2258","2258","0.08824504911899567","0.08824504911899567","0.08824504911899567","1882","1882","1882","0.08930036425590515","0.08930036425590515","0.08930036425590515","2258","2258","2258","0.0898953303694725","0.0898953303694725","0.0898953303694725","2258","2258","2258","0.09427760541439056","0.09427760541439056","0.09427760541439056"
"376","1887","1887","1887","0.08350462466478348","0.08350462466478348","0.08350462466478348","2264","2264","2264","0.0967722088098526","0.0967722088098526","0.0967722088098526","2264","2264","2264","0.10338194668292999","0.10338194668292999","0.10338194668292999","2264","2264","2264","0.09285497665405273","0.09285497665405273","0.09285497665405273","2264","2264","2264","0.09586460888385773","0.09586460888385773","0.09586460888385773","1887","1887","1887","0.09679519385099411","0.09679519385099411","0.09679519385099411","2264","2264","2264","0.07543418556451797","0.07543418556451797","0.07543418556451797","2264","2264","2264","0.08212269842624664","0.08212269842624664","0.08212269842624664"
"377","1892","1892","1892","0.07843463867902756","0.07843463867902756","0.07843463867902756","2270","2270","2270","0.09282013773918152","0.09282013773918152","0.09282013773918152","2270","2270","2270","0.08858828991651535","0.08858828991651535","0.08858828991651535","2270","2270","2270","0.10059337317943573","0.10059337317943573","0.10059337317943573","2270","2270","2270","0.09598562121391296","0.09598562121391296","0.09598562121391296","1892","1892","1892","0.0901116132736206","0.0901116132736206","0.0901116132736206","2270","2270","2270","0.0957624614238739","0.0957624614238739","0.0957624614238739","2270","2270","2270","0.08284685015678406","0.08284685015678406","0.08284685015678406"
"378","1897","1897","1897","0.08250156044960022","0.08250156044960022","0.08250156044960022","2276","2276","2276","0.09379696846008301","0.09379696846008301","0.09379696846008301","2276","2276","2276","0.07836105674505234","0.07836105674505234","0.07836105674505234","2276","2276","2276","0.08639465272426605","0.08639465272426605","0.08639465272426605","2276","2276","2276","0.08508150279521942","0.08508150279521942","0.08508150279521942","1897","1897","1897","0.09035804867744446","0.09035804867744446","0.09035804867744446","2276","2276","2276","0.08799905329942703","0.08799905329942703","0.08799905329942703","2276","2276","2276","0.08277971297502518","0.08277971297502518","0.08277971297502518"
"379","1902","1902","1902","0.08939172327518463","0.08939172327518463","0.08939172327518463","2282","2282","2282","0.08807722479104996","0.08807722479104996","0.08807722479104996","2282","2282","2282","0.08857411891222","0.08857411891222","0.08857411891222","2282","2282","2282","0.09309402108192444","0.09309402108192444","0.09309402108192444","2282","2282","2282","0.07574132084846497","0.07574132084846497","0.07574132084846497","1902","1902","1902","0.09639434516429901","0.09639434516429901","0.09639434516429901","2282","2282","2282","0.07842544466257095","0.07842544466257095","0.07842544466257095","2282","2282","2282","0.07322698831558228","0.07322698831558228","0.07322698831558228"
"380","1907","1907","1907","0.07003627717494965","0.07003627717494965","0.07003627717494965","2288","2288","2288","0.09148650616407394","0.09148650616407394","0.09148650616407394","2288","2288","2288","0.08102693408727646","0.08102693408727646","0.08102693408727646","2288","2288","2288","0.09271272271871567","0.09271272271871567","0.09271272271871567","2288","2288","2288","0.08560075610876083","0.08560075610876083","0.08560075610876083","1907","1907","1907","0.07654020190238953","0.07654020190238953","0.07654020190238953","2288","2288","2288","0.08234241604804993","0.08234241604804993","0.08234241604804993","2288","2288","2288","0.09358291327953339","0.09358291327953339","0.09358291327953339"
"381","1912","1912","1912","0.09871313720941544","0.09871313720941544","0.09871313720941544","2294","2294","2294","0.08823198080062866","0.08823198080062866","0.08823198080062866","2294","2294","2294","0.10388430953025818","0.10388430953025818","0.10388430953025818","2294","2294","2294","0.07579594105482101","0.07579594105482101","0.07579594105482101","2294","2294","2294","0.08995721489191055","0.08995721489191055","0.08995721489191055","1912","1912","1912","0.0930432677268982","0.0930432677268982","0.0930432677268982","2294","2294","2294","0.0783839300274849","0.0783839300274849","0.0783839300274849","2294","2294","2294","0.08720327168703079","0.08720327168703079","0.08720327168703079"
"382","1917","1917","1917","0.09167105704545975","0.09167105704545975","0.09167105704545975","2300","2300","2300","0.06910862028598785","0.06910862028598785","0.06910862028598785","2300","2300","2300","0.09169406443834305","0.09169406443834305","0.09169406443834305","2300","2300","2300","0.1025121659040451","0.1025121659040451","0.1025121659040451","2300","2300","2300","0.09126926213502884","0.09126926213502884","0.09126926213502884","1917","1917","1917","0.08746964484453201","0.08746964484453201","0.08746964484453201","2300","2300","2300","0.11300763487815857","0.11300763487815857","0.11300763487815857","2300","2300","2300","0.08291769027709961","0.08291769027709961","0.08291769027709961"
"383","1922","1922","1922","0.07789185643196106","0.07789185643196106","0.07789185643196106","2306","2306","2306","0.08976709097623825","0.08976709097623825","0.08976709097623825","2306","2306","2306","0.08283774554729462","0.08283774554729462","0.08283774554729462","2306","2306","2306","0.08507498353719711","0.08507498353719711","0.08507498353719711","2306","2306","2306","0.09899789839982986","0.09899789839982986","0.09899789839982986","1922","1922","1922","0.09743073582649231","0.09743073582649231","0.09743073582649231","2306","2306","2306","0.0893733948469162","0.0893733948469162","0.0893733948469162","2306","2306","2306","0.07613786309957504","0.07613786309957504","0.07613786309957504"
"384","1927","1927","1927","0.08450916409492493","0.08450916409492493","0.08450916409492493","2312","2312","2312","0.07033426314592361","0.07033426314592361","0.07033426314592361","2312","2312","2312","0.09085753560066223","0.09085753560066223","0.09085753560066223","2312","2312","2312","0.08099683374166489","0.08099683374166489","0.08099683374166489","2312","2312","2312","0.09573774039745331","0.09573774039745331","0.09573774039745331","1927","1927","1927","0.078704334795475","0.078704334795475","0.078704334795475","2312","2312","2312","0.08770913630723953","0.08770913630723953","0.08770913630723953","2312","2312","2312","0.06345003098249435","0.06345003098249435","0.06345003098249435"
"385","1932","1932","1932","0.08214834332466125","0.08214834332466125","0.08214834332466125","2318","2318","2318","0.10154098272323608","0.10154098272323608","0.10154098272323608","2318","2318","2318","0.08070088922977448","0.08070088922977448","0.08070088922977448","2318","2318","2318","0.09313961118459702","0.09313961118459702","0.09313961118459702","2318","2318","2318","0.09493106603622437","0.09493106603622437","0.09493106603622437","1932","1932","1932","0.08502484858036041","0.08502484858036041","0.08502484858036041","2318","2318","2318","0.07860217243432999","0.07860217243432999","0.07860217243432999","2318","2318","2318","0.09045631438493729","0.09045631438493729","0.09045631438493729"
"386","1937","1937","1937","0.08732908219099045","0.08732908219099045","0.08732908219099045","2324","2324","2324","0.10341867804527283","0.10341867804527283","0.10341867804527283","2324","2324","2324","0.08209757506847382","0.08209757506847382","0.08209757506847382","2324","2324","2324","0.09980086982250214","0.09980086982250214","0.09980086982250214","2324","2324","2324","0.09605707228183746","0.09605707228183746","0.09605707228183746","1937","1937","1937","0.05326850339770317","0.05326850339770317","0.05326850339770317","2324","2324","2324","0.08337758481502533","0.08337758481502533","0.08337758481502533","2324","2324","2324","0.08805310726165771","0.08805310726165771","0.08805310726165771"
