"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu__MAX"
"325","1631","1631","1631","0.07798533886671066","0.07798533886671066","0.07798533886671066","1957","1957","1957","0.09110812842845917","0.09110812842845917","0.09110812842845917","1957","1957","1957","0.1001829281449318","0.1001829281449318","0.1001829281449318","1957","1957","1957","0.09024510532617569","0.09024510532617569","0.09024510532617569","1957","1957","1957","0.10361283272504807","0.10361283272504807","0.10361283272504807","1631","1631","1631","0.09231611341238022","0.09231611341238022","0.09231611341238022","1957","1957","1957","0.08815809339284897","0.08815809339284897","0.08815809339284897","1957","1957","1957","0.09691180288791656","0.09691180288791656","0.09691180288791656"
"326","1636","1636","1636","0.09845492988824844","0.09845492988824844","0.09845492988824844","1963","1963","1963","0.09837888181209564","0.09837888181209564","0.09837888181209564","1963","1963","1963","0.1015864834189415","0.1015864834189415","0.1015864834189415","1963","1963","1963","0.09227681905031204","0.09227681905031204","0.09227681905031204","1963","1963","1963","0.08831354975700378","0.08831354975700378","0.08831354975700378","1636","1636","1636","0.07953014969825745","0.07953014969825745","0.07953014969825745","1963","1963","1963","0.07668594270944595","0.07668594270944595","0.07668594270944595","1963","1963","1963","0.09350057691335678","0.09350057691335678","0.09350057691335678"
"327","1641","1641","1641","0.10510432720184326","0.10510432720184326","0.10510432720184326","1969","1969","1969","0.09798146784305573","0.09798146784305573","0.09798146784305573","1969","1969","1969","0.08511096984148026","0.08511096984148026","0.08511096984148026","1969","1969","1969","0.08068006485700607","0.08068006485700607","0.08068006485700607","1969","1969","1969","0.09003644436597824","0.09003644436597824","0.09003644436597824","1641","1641","1641","0.09843287616968155","0.09843287616968155","0.09843287616968155","1969","1969","1969","0.08686242997646332","0.08686242997646332","0.08686242997646332","1969","1969","1969","0.09264633059501648","0.09264633059501648","0.09264633059501648"
"328","1646","1646","1646","0.09789713472127914","0.09789713472127914","0.09789713472127914","1975","1975","1975","0.11484692990779877","0.11484692990779877","0.11484692990779877","1975","1975","1975","0.09983029216527939","0.09983029216527939","0.09983029216527939","1975","1975","1975","0.10263613611459732","0.10263613611459732","0.10263613611459732","1975","1975","1975","0.07926053553819656","0.07926053553819656","0.07926053553819656","1646","1646","1646","0.08968698233366013","0.08968698233366013","0.08968698233366013","1975","1975","1975","0.09870525449514389","0.09870525449514389","0.09870525449514389","1975","1975","1975","0.0852387398481369","0.0852387398481369","0.0852387398481369"
"329","1651","1651","1651","0.09046480804681778","0.09046480804681778","0.09046480804681778","1981","1981","1981","0.09641747921705246","0.09641747921705246","0.09641747921705246","1981","1981","1981","0.08991395682096481","0.08991395682096481","0.08991395682096481","1981","1981","1981","0.07633364200592041","0.07633364200592041","0.07633364200592041","1981","1981","1981","0.10035838186740875","0.10035838186740875","0.10035838186740875","1651","1651","1651","0.09836503863334656","0.09836503863334656","0.09836503863334656","1981","1981","1981","0.08348410576581955","0.08348410576581955","0.08348410576581955","1981","1981","1981","0.10452107340097427","0.10452107340097427","0.10452107340097427"
"330","1656","1656","1656","0.08426585048437119","0.08426585048437119","0.08426585048437119","1987","1987","1987","0.09068557620048523","0.09068557620048523","0.09068557620048523","1987","1987","1987","0.08272235840559006","0.08272235840559006","0.08272235840559006","1987","1987","1987","0.10319128632545471","0.10319128632545471","0.10319128632545471","1987","1987","1987","0.08947375416755676","0.08947375416755676","0.08947375416755676","1656","1656","1656","0.07737359404563904","0.07737359404563904","0.07737359404563904","1987","1987","1987","0.09245897084474564","0.09245897084474564","0.09245897084474564","1987","1987","1987","0.10123569518327713","0.10123569518327713","0.10123569518327713"
"331","1661","1661","1661","0.09853067249059677","0.09853067249059677","0.09853067249059677","1993","1993","1993","0.10465553402900696","0.10465553402900696","0.10465553402900696","1993","1993","1993","0.09114345163106918","0.09114345163106918","0.09114345163106918","1993","1993","1993","0.0914703756570816","0.0914703756570816","0.0914703756570816","1993","1993","1993","0.08100921660661697","0.08100921660661697","0.08100921660661697","1661","1661","1661","0.09540978819131851","0.09540978819131851","0.09540978819131851","1993","1993","1993","0.09773078560829163","0.09773078560829163","0.09773078560829163","1993","1993","1993","0.11074907332658768","0.11074907332658768","0.11074907332658768"
"332","1666","1666","1666","0.09155772626399994","0.09155772626399994","0.09155772626399994","1999","1999","1999","0.07575031369924545","0.07575031369924545","0.07575031369924545","1999","1999","1999","0.10565803200006485","0.10565803200006485","0.10565803200006485","1999","1999","1999","0.09177518635988235","0.09177518635988235","0.09177518635988235","1999","1999","1999","0.08023818582296371","0.08023818582296371","0.08023818582296371","1666","1666","1666","0.09805696457624435","0.09805696457624435","0.09805696457624435","1999","1999","1999","0.08329436928033829","0.08329436928033829","0.08329436928033829","1999","1999","1999","0.10486447811126709","0.10486447811126709","0.10486447811126709"
"333","1671","1671","1671","0.09182311594486237","0.09182311594486237","0.09182311594486237","2005","2005","2005","0.08765026926994324","0.08765026926994324","0.08765026926994324","2005","2005","2005","0.10216359794139862","0.10216359794139862","0.10216359794139862","2005","2005","2005","0.08438165485858917","0.08438165485858917","0.08438165485858917","2005","2005","2005","0.10843690484762192","0.10843690484762192","0.10843690484762192","1671","1671","1671","0.08925095200538635","0.08925095200538635","0.08925095200538635","2005","2005","2005","0.08548928797245026","0.08548928797245026","0.08548928797245026","2005","2005","2005","0.09839379042387009","0.09839379042387009","0.09839379042387009"
"334","1676","1676","1676","0.08944054692983627","0.08944054692983627","0.08944054692983627","2011","2011","2011","0.06461279839277267","0.06461279839277267","0.06461279839277267","2011","2011","2011","0.09054678678512573","0.09054678678512573","0.09054678678512573","2011","2011","2011","0.10031002014875412","0.10031002014875412","0.10031002014875412","2011","2011","2011","0.09946073591709137","0.09946073591709137","0.09946073591709137","1676","1676","1676","0.1000642403960228","0.1000642403960228","0.1000642403960228","2011","2011","2011","0.09677884727716446","0.09677884727716446","0.09677884727716446","2011","2011","2011","0.07426129281520844","0.07426129281520844","0.07426129281520844"
"335","1681","1681","1681","0.08433535695075989","0.08433535695075989","0.08433535695075989","2017","2017","2017","0.09431196004152298","0.09431196004152298","0.09431196004152298","2017","2017","2017","0.08016198128461838","0.08016198128461838","0.08016198128461838","2017","2017","2017","0.06825023144483566","0.06825023144483566","0.06825023144483566","2017","2017","2017","0.10560833662748337","0.10560833662748337","0.10560833662748337","1681","1681","1681","0.0908937156200409","0.0908937156200409","0.0908937156200409","2017","2017","2017","0.10168712586164474","0.10168712586164474","0.10168712586164474","2017","2017","2017","0.09933574497699738","0.09933574497699738","0.09933574497699738"
"336","1686","1686","1686","0.08026216924190521","0.08026216924190521","0.08026216924190521","2023","2023","2023","0.08798202127218246","0.08798202127218246","0.08798202127218246","2023","2023","2023","0.08510416001081467","0.08510416001081467","0.08510416001081467","2023","2023","2023","0.10200846195220947","0.10200846195220947","0.10200846195220947","2023","2023","2023","0.09789824485778809","0.09789824485778809","0.09789824485778809","1686","1686","1686","0.0871720165014267","0.0871720165014267","0.0871720165014267","2023","2023","2023","0.09274660795927048","0.09274660795927048","0.09274660795927048","2023","2023","2023","0.09466462582349777","0.09466462582349777","0.09466462582349777"
"337","1691","1691","1691","0.07877418398857117","0.07877418398857117","0.07877418398857117","2029","2029","2029","0.08738109469413757","0.08738109469413757","0.08738109469413757","2029","2029","2029","0.0915466696023941","0.0915466696023941","0.0915466696023941","2029","2029","2029","0.08591904491186142","0.08591904491186142","0.08591904491186142","2029","2029","2029","0.10063126683235168","0.10063126683235168","0.10063126683235168","1691","1691","1691","0.07612929493188858","0.07612929493188858","0.07612929493188858","2029","2029","2029","0.09368917346000671","0.09368917346000671","0.09368917346000671","2029","2029","2029","0.08542287349700928","0.08542287349700928","0.08542287349700928"
"338","1696","1696","1696","0.09044245630502701","0.09044245630502701","0.09044245630502701","2035","2035","2035","0.0937257781624794","0.0937257781624794","0.0937257781624794","2035","2035","2035","0.08594726026058197","0.08594726026058197","0.08594726026058197","2035","2035","2035","0.0951826348900795","0.0951826348900795","0.0951826348900795","2035","2035","2035","0.09559653699398041","0.09559653699398041","0.09559653699398041","1696","1696","1696","0.09592752158641815","0.09592752158641815","0.09592752158641815","2035","2035","2035","0.08080752938985825","0.08080752938985825","0.08080752938985825","2035","2035","2035","0.10631197690963745","0.10631197690963745","0.10631197690963745"
"339","1701","1701","1701","0.0867888331413269","0.0867888331413269","0.0867888331413269","2041","2041","2041","0.0952572301030159","0.0952572301030159","0.0952572301030159","2041","2041","2041","0.08847305923700333","0.08847305923700333","0.08847305923700333","2041","2041","2041","0.09152759611606598","0.09152759611606598","0.09152759611606598","2041","2041","2041","0.09431687742471695","0.09431687742471695","0.09431687742471695","1701","1701","1701","0.10442649573087692","0.10442649573087692","0.10442649573087692","2041","2041","2041","0.08066611737012863","0.08066611737012863","0.08066611737012863","2041","2041","2041","0.08599802106618881","0.08599802106618881","0.08599802106618881"
"340","1706","1706","1706","0.10310313105583191","0.10310313105583191","0.10310313105583191","2047","2047","2047","0.09663371741771698","0.09663371741771698","0.09663371741771698","2047","2047","2047","0.10143211483955383","0.10143211483955383","0.10143211483955383","2047","2047","2047","0.06730596721172333","0.06730596721172333","0.06730596721172333","2047","2047","2047","0.09675916284322739","0.09675916284322739","0.09675916284322739","1706","1706","1706","0.08252514898777008","0.08252514898777008","0.08252514898777008","2047","2047","2047","0.09002185612916946","0.09002185612916946","0.09002185612916946","2047","2047","2047","0.0849422812461853","0.0849422812461853","0.0849422812461853"
"341","1711","1711","1711","0.10534464567899704","0.10534464567899704","0.10534464567899704","2053","2053","2053","0.09089574962854385","0.09089574962854385","0.09089574962854385","2053","2053","2053","0.08343447744846344","0.08343447744846344","0.08343447744846344","2053","2053","2053","0.09060023725032806","0.09060023725032806","0.09060023725032806","2053","2053","2053","0.08990180492401123","0.08990180492401123","0.08990180492401123","1711","1711","1711","0.0777902752161026","0.0777902752161026","0.0777902752161026","2053","2053","2053","0.09547160565853119","0.09547160565853119","0.09547160565853119","2053","2053","2053","0.0805145651102066","0.0805145651102066","0.0805145651102066"
"342","1716","1716","1716","0.06751671433448792","0.06751671433448792","0.06751671433448792","2059","2059","2059","0.08533133566379547","0.08533133566379547","0.08533133566379547","2059","2059","2059","0.08758024126291275","0.08758024126291275","0.08758024126291275","2059","2059","2059","0.09980600327253342","0.09980600327253342","0.09980600327253342","2059","2059","2059","0.08937317878007889","0.08937317878007889","0.08937317878007889","1716","1716","1716","0.0680592730641365","0.0680592730641365","0.0680592730641365","2059","2059","2059","0.08875343203544617","0.08875343203544617","0.08875343203544617","2059","2059","2059","0.09636358171701431","0.09636358171701431","0.09636358171701431"
"343","1721","1721","1721","0.08370635658502579","0.08370635658502579","0.08370635658502579","2065","2065","2065","0.09711094945669174","0.09711094945669174","0.09711094945669174","2065","2065","2065","0.08379983901977539","0.08379983901977539","0.08379983901977539","2065","2065","2065","0.09723196178674698","0.09723196178674698","0.09723196178674698","2065","2065","2065","0.0845869705080986","0.0845869705080986","0.0845869705080986","1721","1721","1721","0.09498531371355057","0.09498531371355057","0.09498531371355057","2065","2065","2065","0.09121245890855789","0.09121245890855789","0.09121245890855789","2065","2065","2065","0.09428061544895172","0.09428061544895172","0.09428061544895172"
"344","1726","1726","1726","0.10444999486207962","0.10444999486207962","0.10444999486207962","2071","2071","2071","0.07340504974126816","0.07340504974126816","0.07340504974126816","2071","2071","2071","0.09896095097064972","0.09896095097064972","0.09896095097064972","2071","2071","2071","0.08366718143224716","0.08366718143224716","0.08366718143224716","2071","2071","2071","0.08213701099157333","0.08213701099157333","0.08213701099157333","1726","1726","1726","0.10030664503574371","0.10030664503574371","0.10030664503574371","2071","2071","2071","0.08141277730464935","0.08141277730464935","0.08141277730464935","2071","2071","2071","0.08579602837562561","0.08579602837562561","0.08579602837562561"
"345","1731","1731","1731","0.08748627454042435","0.08748627454042435","0.08748627454042435","2077","2077","2077","0.09950484335422516","0.09950484335422516","0.09950484335422516","2077","2077","2077","0.08725714683532715","0.08725714683532715","0.08725714683532715","2077","2077","2077","0.085952527821064","0.085952527821064","0.085952527821064","2077","2077","2077","0.09727396070957184","0.09727396070957184","0.09727396070957184","1731","1731","1731","0.1048356220126152","0.1048356220126152","0.1048356220126152","2077","2077","2077","0.08497705310583115","0.08497705310583115","0.08497705310583115","2077","2077","2077","0.10316351056098938","0.10316351056098938","0.10316351056098938"
"346","1736","1736","1736","0.1054370105266571","0.1054370105266571","0.1054370105266571","2083","2083","2083","0.06624000519514084","0.06624000519514084","0.06624000519514084","2083","2083","2083","0.09896615892648697","0.09896615892648697","0.09896615892648697","2083","2083","2083","0.08240295946598053","0.08240295946598053","0.08240295946598053","2083","2083","2083","0.0944039598107338","0.0944039598107338","0.0944039598107338","1736","1736","1736","0.09614141285419464","0.09614141285419464","0.09614141285419464","2083","2083","2083","0.08703501522541046","0.08703501522541046","0.08703501522541046","2083","2083","2083","0.1075906753540039","0.1075906753540039","0.1075906753540039"
"347","1741","1741","1741","0.07850027829408646","0.07850027829408646","0.07850027829408646","2089","2089","2089","0.10561282932758331","0.10561282932758331","0.10561282932758331","2089","2089","2089","0.10452380776405334","0.10452380776405334","0.10452380776405334","2089","2089","2089","0.07784540951251984","0.07784540951251984","0.07784540951251984","2089","2089","2089","0.1043875589966774","0.1043875589966774","0.1043875589966774","1741","1741","1741","0.09355898946523666","0.09355898946523666","0.09355898946523666","2089","2089","2089","0.1040833368897438","0.1040833368897438","0.1040833368897438","2089","2089","2089","0.0878617912530899","0.0878617912530899","0.0878617912530899"
"348","1746","1746","1746","0.08969981968402863","0.08969981968402863","0.08969981968402863","2095","2095","2095","0.09350574016571045","0.09350574016571045","0.09350574016571045","2095","2095","2095","0.08984416723251343","0.08984416723251343","0.08984416723251343","2095","2095","2095","0.10120836645364761","0.10120836645364761","0.10120836645364761","2095","2095","2095","0.09164343029260635","0.09164343029260635","0.09164343029260635","1746","1746","1746","0.1097407415509224","0.1097407415509224","0.1097407415509224","2095","2095","2095","0.09309690445661545","0.09309690445661545","0.09309690445661545","2095","2095","2095","0.08965745568275452","0.08965745568275452","0.08965745568275452"
"349","1751","1751","1751","0.07800007611513138","0.07800007611513138","0.07800007611513138","2101","2101","2101","0.102104052901268","0.102104052901268","0.102104052901268","2101","2101","2101","0.06776633858680725","0.06776633858680725","0.06776633858680725","2101","2101","2101","0.09261581301689148","0.09261581301689148","0.09261581301689148","2101","2101","2101","0.08541097491979599","0.08541097491979599","0.08541097491979599","1751","1751","1751","0.09607847779989243","0.09607847779989243","0.09607847779989243","2101","2101","2101","0.07181387394666672","0.07181387394666672","0.07181387394666672","2101","2101","2101","0.09692548215389252","0.09692548215389252","0.09692548215389252"
"350","1756","1756","1756","0.09813165664672852","0.09813165664672852","0.09813165664672852","2107","2107","2107","0.09288567304611206","0.09288567304611206","0.09288567304611206","2107","2107","2107","0.09893301129341125","0.09893301129341125","0.09893301129341125","2107","2107","2107","0.08093436062335968","0.08093436062335968","0.08093436062335968","2107","2107","2107","0.09221622347831726","0.09221622347831726","0.09221622347831726","1756","1756","1756","0.07683297246694565","0.07683297246694565","0.07683297246694565","2107","2107","2107","0.09005345404148102","0.09005345404148102","0.09005345404148102","2107","2107","2107","0.07967107743024826","0.07967107743024826","0.07967107743024826"
"351","1761","1761","1761","0.09680131822824478","0.09680131822824478","0.09680131822824478","2113","2113","2113","0.08925735205411911","0.08925735205411911","0.08925735205411911","2113","2113","2113","0.08892711251974106","0.08892711251974106","0.08892711251974106","2113","2113","2113","0.08283979445695877","0.08283979445695877","0.08283979445695877","2113","2113","2113","0.07533649355173111","0.07533649355173111","0.07533649355173111","1761","1761","1761","0.10828249901533127","0.10828249901533127","0.10828249901533127","2113","2113","2113","0.09929559379816055","0.09929559379816055","0.09929559379816055","2113","2113","2113","0.0764019563794136","0.0764019563794136","0.0764019563794136"
"352","1766","1766","1766","0.09228212386369705","0.09228212386369705","0.09228212386369705","2119","2119","2119","0.09543367475271225","0.09543367475271225","0.09543367475271225","2119","2119","2119","0.08229996263980865","0.08229996263980865","0.08229996263980865","2119","2119","2119","0.092328280210495","0.092328280210495","0.092328280210495","2119","2119","2119","0.10001479089260101","0.10001479089260101","0.10001479089260101","1766","1766","1766","0.07977378368377686","0.07977378368377686","0.07977378368377686","2119","2119","2119","0.08247359842061996","0.08247359842061996","0.08247359842061996","2119","2119","2119","0.07844765484333038","0.07844765484333038","0.07844765484333038"
"353","1771","1771","1771","0.08975059539079666","0.08975059539079666","0.08975059539079666","2125","2125","2125","0.08193773776292801","0.08193773776292801","0.08193773776292801","2125","2125","2125","0.09190257638692856","0.09190257638692856","0.09190257638692856","2125","2125","2125","0.10941123962402344","0.10941123962402344","0.10941123962402344","2125","2125","2125","0.08001432567834854","0.08001432567834854","0.08001432567834854","1771","1771","1771","0.08113895356655121","0.08113895356655121","0.08113895356655121","2125","2125","2125","0.08305887132883072","0.08305887132883072","0.08305887132883072","2125","2125","2125","0.09130328893661499","0.09130328893661499","0.09130328893661499"
"354","1776","1776","1776","0.0971660390496254","0.0971660390496254","0.0971660390496254","2131","2131","2131","0.10134414583444595","0.10134414583444595","0.10134414583444595","2131","2131","2131","0.08748100697994232","0.08748100697994232","0.08748100697994232","2131","2131","2131","0.09845402836799622","0.09845402836799622","0.09845402836799622","2131","2131","2131","0.08331826329231262","0.08331826329231262","0.08331826329231262","1776","1776","1776","0.09518726170063019","0.09518726170063019","0.09518726170063019","2131","2131","2131","0.09789688885211945","0.09789688885211945","0.09789688885211945","2131","2131","2131","0.09616035968065262","0.09616035968065262","0.09616035968065262"
"355","1781","1781","1781","0.08885215222835541","0.08885215222835541","0.08885215222835541","2137","2137","2137","0.08540631085634232","0.08540631085634232","0.08540631085634232","2137","2137","2137","0.09065580368041992","0.09065580368041992","0.09065580368041992","2137","2137","2137","0.07858239859342575","0.07858239859342575","0.07858239859342575","2137","2137","2137","0.10258573293685913","0.10258573293685913","0.10258573293685913","1781","1781","1781","0.10042190551757812","0.10042190551757812","0.10042190551757812","2137","2137","2137","0.0809689536690712","0.0809689536690712","0.0809689536690712","2137","2137","2137","0.08084293454885483","0.08084293454885483","0.08084293454885483"
"356","1786","1786","1786","0.07056432217359543","0.07056432217359543","0.07056432217359543","2143","2143","2143","0.0824604406952858","0.0824604406952858","0.0824604406952858","2143","2143","2143","0.09518390148878098","0.09518390148878098","0.09518390148878098","2143","2143","2143","0.09219339489936829","0.09219339489936829","0.09219339489936829","2143","2143","2143","0.07374875247478485","0.07374875247478485","0.07374875247478485","1786","1786","1786","0.09647693485021591","0.09647693485021591","0.09647693485021591","2143","2143","2143","0.08051126450300217","0.08051126450300217","0.08051126450300217","2143","2143","2143","0.09267772734165192","0.09267772734165192","0.09267772734165192"
"357","1791","1791","1791","0.0796394869685173","0.0796394869685173","0.0796394869685173","2149","2149","2149","0.1095256581902504","0.1095256581902504","0.1095256581902504","2149","2149","2149","0.09296442568302155","0.09296442568302155","0.09296442568302155","2149","2149","2149","0.1026514396071434","0.1026514396071434","0.1026514396071434","2149","2149","2149","0.07715725898742676","0.07715725898742676","0.07715725898742676","1791","1791","1791","0.09899753332138062","0.09899753332138062","0.09899753332138062","2149","2149","2149","0.08667436242103577","0.08667436242103577","0.08667436242103577","2149","2149","2149","0.08099975436925888","0.08099975436925888","0.08099975436925888"
"358","1796","1796","1796","0.0892573744058609","0.0892573744058609","0.0892573744058609","2155","2155","2155","0.09355270862579346","0.09355270862579346","0.09355270862579346","2155","2155","2155","0.08955966681241989","0.08955966681241989","0.08955966681241989","2155","2155","2155","0.10230729728937149","0.10230729728937149","0.10230729728937149","2155","2155","2155","0.1195773109793663","0.1195773109793663","0.1195773109793663","1796","1796","1796","0.08803333342075348","0.08803333342075348","0.08803333342075348","2155","2155","2155","0.07746190577745438","0.07746190577745438","0.07746190577745438","2155","2155","2155","0.09288305044174194","0.09288305044174194","0.09288305044174194"
"359","1801","1801","1801","0.07599697262048721","0.07599697262048721","0.07599697262048721","2161","2161","2161","0.07761646807193756","0.07761646807193756","0.07761646807193756","2161","2161","2161","0.09126994013786316","0.09126994013786316","0.09126994013786316","2161","2161","2161","0.08169171214103699","0.08169171214103699","0.08169171214103699","2161","2161","2161","0.0722338929772377","0.0722338929772377","0.0722338929772377","1801","1801","1801","0.08381829410791397","0.08381829410791397","0.08381829410791397","2161","2161","2161","0.07266468554735184","0.07266468554735184","0.07266468554735184","2161","2161","2161","0.0855211466550827","0.0855211466550827","0.0855211466550827"
"360","1806","1806","1806","0.09265804290771484","0.09265804290771484","0.09265804290771484","2167","2167","2167","0.08803941309452057","0.08803941309452057","0.08803941309452057","2167","2167","2167","0.0911005511879921","0.0911005511879921","0.0911005511879921","2167","2167","2167","0.0829555094242096","0.0829555094242096","0.0829555094242096","2167","2167","2167","0.0840408056974411","0.0840408056974411","0.0840408056974411","1806","1806","1806","0.08600572496652603","0.08600572496652603","0.08600572496652603","2167","2167","2167","0.06404583156108856","0.06404583156108856","0.06404583156108856","2167","2167","2167","0.09578487277030945","0.09578487277030945","0.09578487277030945"
"361","1811","1811","1811","0.08518567681312561","0.08518567681312561","0.08518567681312561","2173","2173","2173","0.09533628076314926","0.09533628076314926","0.09533628076314926","2173","2173","2173","0.08881831914186478","0.08881831914186478","0.08881831914186478","2173","2173","2173","0.08812489360570908","0.08812489360570908","0.08812489360570908","2173","2173","2173","0.09021633863449097","0.09021633863449097","0.09021633863449097","1811","1811","1811","0.08770205080509186","0.08770205080509186","0.08770205080509186","2173","2173","2173","0.0655929297208786","0.0655929297208786","0.0655929297208786","2173","2173","2173","0.07514379173517227","0.07514379173517227","0.07514379173517227"
"362","1816","1816","1816","0.09536702930927277","0.09536702930927277","0.09536702930927277","2179","2179","2179","0.08779428899288177","0.08779428899288177","0.08779428899288177","2179","2179","2179","0.09265842288732529","0.09265842288732529","0.09265842288732529","2179","2179","2179","0.09056627005338669","0.09056627005338669","0.09056627005338669","2179","2179","2179","0.07741067558526993","0.07741067558526993","0.07741067558526993","1816","1816","1816","0.09054052084684372","0.09054052084684372","0.09054052084684372","2179","2179","2179","0.08683253079652786","0.08683253079652786","0.08683253079652786","2179","2179","2179","0.084348164498806","0.084348164498806","0.084348164498806"
"363","1821","1821","1821","0.09179765731096268","0.09179765731096268","0.09179765731096268","2185","2185","2185","0.10166539251804352","0.10166539251804352","0.10166539251804352","2185","2185","2185","0.07188091427087784","0.07188091427087784","0.07188091427087784","2185","2185","2185","0.08119194209575653","0.08119194209575653","0.08119194209575653","2185","2185","2185","0.0915515124797821","0.0915515124797821","0.0915515124797821","1821","1821","1821","0.0943942591547966","0.0943942591547966","0.0943942591547966","2185","2185","2185","0.0926230251789093","0.0926230251789093","0.0926230251789093","2185","2185","2185","0.08495860546827316","0.08495860546827316","0.08495860546827316"
"364","1826","1826","1826","0.09647708386182785","0.09647708386182785","0.09647708386182785","2191","2191","2191","0.09010366350412369","0.09010366350412369","0.09010366350412369","2191","2191","2191","0.08240822702646255","0.08240822702646255","0.08240822702646255","2191","2191","2191","0.10959642380475998","0.10959642380475998","0.10959642380475998","2191","2191","2191","0.08840055018663406","0.08840055018663406","0.08840055018663406","1826","1826","1826","0.07819319516420364","0.07819319516420364","0.07819319516420364","2191","2191","2191","0.08794032782316208","0.08794032782316208","0.08794032782316208","2191","2191","2191","0.09373423457145691","0.09373423457145691","0.09373423457145691"
