"Train/step","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards__MIN","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards__MAX","rl_filter_mlp_2025-12-07_21-13-48 - _step","rl_filter_mlp_2025-12-07_21-13-48 - _step__MIN","rl_filter_mlp_2025-12-07_21-13-48 - _step__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - _step","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - _step","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - _step","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards__MIN","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX"
"2727386","","","","","","","","","","","","","1.3892385959625244","1.3892385959625244","1.3892385959625244","223547","223547","223547","","","","","","","","","","","",""
"2727416","","","","","","","","","","","","","","","","","","","1.3223202228546143","1.3223202228546143","1.3223202228546143","229901","229901","229901","","","","","",""
"2727435","","","","","","","1.5477714538574219","1.5477714538574219","1.5477714538574219","227482","227482","227482","","","","","","","","","","","","","","","","","",""
"2727540","","","","","","","","","","","","","","","","","","","","","","","","","1.379795789718628","1.379795789718628","1.379795789718628","229062","229062","229062"
"2727696","","","","","","","","","","","","","1.3610998392105103","1.3610998392105103","1.3610998392105103","223573","223573","223573","","","","","","","","","","","",""
"2727726","","","","","","","","","","","","","","","","","","","1.2375445365905762","1.2375445365905762","1.2375445365905762","229964","229964","229964","","","","","",""
"2727745","","","","","","","1.4043198823928833","1.4043198823928833","1.4043198823928833","227508","227508","227508","","","","","","","","","","","","","","","","","",""
"2727850","","","","","","","","","","","","","","","","","","","","","","","","","1.273030400276184","1.273030400276184","1.273030400276184","229088","229088","229088"
"2728006","","","","","","","","","","","","","1.2793903350830078","1.2793903350830078","1.2793903350830078","223599","223599","223599","","","","","","","","","","","",""
"2728036","","","","","","","","","","","","","","","","","","","1.2800910472869873","1.2800910472869873","1.2800910472869873","229990","229990","229990","","","","","",""
"2728055","","","","","","","1.3134106397628784","1.3134106397628784","1.3134106397628784","227534","227534","227534","","","","","","","","","","","","","","","","","",""
"2728160","","","","","","","","","","","","","","","","","","","","","","","","","1.162858009338379","1.162858009338379","1.162858009338379","229114","229114","229114"
"2728316","","","","","","","","","","","","","1.2906086444854736","1.2906086444854736","1.2906086444854736","223624","223624","223624","","","","","","","","","","","",""
"2728346","","","","","","","","","","","","","","","","","","","1.3122721910476685","1.3122721910476685","1.3122721910476685","230015","230015","230015","","","","","",""
"2728365","","","","","","","1.20842444896698","1.20842444896698","1.20842444896698","227559","227559","227559","","","","","","","","","","","","","","","","","",""
"2728443","-15.977849960327148","-15.977849960327148","-15.977849960327148","52164","52164","52164","","","","","","","","","","","","","","","","","","","","","","","",""
"2728510","","","","","","","","","","","","","","","","","","","","","","","","","1.2830657958984375","1.2830657958984375","1.2830657958984375","229140","229140","229140"
"2728626","","","","","","","","","","","","","1.3221938610076904","1.3221938610076904","1.3221938610076904","223650","223650","223650","","","","","","","","","","","",""
"2728656","","","","","","","","","","","","","","","","","","","1.3219043016433716","1.3219043016433716","1.3219043016433716","230041","230041","230041","","","","","",""
"2728675","","","","","","","1.2776743173599243","1.2776743173599243","1.2776743173599243","227585","227585","227585","","","","","","","","","","","","","","","","","",""
"2728820","","","","","","","","","","","","","","","","","","","","","","","","","1.3167715072631836","1.3167715072631836","1.3167715072631836","229166","229166","229166"
"2728936","","","","","","","","","","","","","1.3659809827804565","1.3659809827804565","1.3659809827804565","223676","223676","223676","","","","","","","","","","","",""
"2728966","","","","","","","","","","","","","","","","","","","1.393404245376587","1.393404245376587","1.393404245376587","230067","230067","230067","","","","","",""
"2728985","","","","","","","1.3084144592285156","1.3084144592285156","1.3084144592285156","227611","227611","227611","","","","","","","","","","","","","","","","","",""
"2729130","","","","","","","","","","","","","","","","","","","","","","","","","1.3455677032470703","1.3455677032470703","1.3455677032470703","229191","229191","229191"
"2729246","","","","","","","","","","","","","1.3376554250717163","1.3376554250717163","1.3376554250717163","223702","223702","223702","","","","","","","","","","","",""
"2729276","","","","","","","","","","","","","","","","","","","1.4254374504089355","1.4254374504089355","1.4254374504089355","230093","230093","230093","","","","","",""
"2729295","","","","","","","1.3275734186172485","1.3275734186172485","1.3275734186172485","227637","227637","227637","","","","","","","","","","","","","","","","","",""
"2729440","","","","","","","","","","","","","","","","","","","","","","","","","1.3784987926483154","1.3784987926483154","1.3784987926483154","229217","229217","229217"
"2729556","","","","","","","","","","","","","1.3674371242523193","1.3674371242523193","1.3674371242523193","223727","223727","223727","","","","","","","","","","","",""
"2729586","","","","","","","","","","","","","","","","","","","1.4954835176467896","1.4954835176467896","1.4954835176467896","230118","230118","230118","","","","","",""
"2729605","","","","","","","1.4050909280776978","1.4050909280776978","1.4050909280776978","227663","227663","227663","","","","","","","","","","","","","","","","","",""
"2729750","","","","","","","","","","","","","","","","","","","","","","","","","1.4024170637130737","1.4024170637130737","1.4024170637130737","229243","229243","229243"
"2729866","","","","","","","","","","","","","1.4471641778945923","1.4471641778945923","1.4471641778945923","223790","223790","223790","","","","","","","","","","","",""
"2729896","","","","","","","","","","","","","","","","","","","1.4006181955337524","1.4006181955337524","1.4006181955337524","230144","230144","230144","","","","","",""
"2729915","","","","","","","1.423748254776001","1.423748254776001","1.423748254776001","227688","227688","227688","","","","","","","","","","","","","","","","","",""
"2730060","","","","","","","","","","","","","","","","","","","","","","","","","1.476568579673767","1.476568579673767","1.476568579673767","229269","229269","229269"
"2730176","","","","","","","","","","","","","1.5060054063796997","1.5060054063796997","1.5060054063796997","223816","223816","223816","","","","","","","","","","","",""
"2730206","","","","","","","","","","","","","","","","","","","1.3064793348312378","1.3064793348312378","1.3064793348312378","230170","230170","230170","","","","","",""
"2730225","","","","","","","1.496839165687561","1.496839165687561","1.496839165687561","227714","227714","227714","","","","","","","","","","","","","","","","","",""
"2730370","","","","","","","","","","","","","","","","","","","","","","","","","1.37156081199646","1.37156081199646","1.37156081199646","229294","229294","229294"
"2730486","","","","","","","","","","","","","1.4249807596206665","1.4249807596206665","1.4249807596206665","223842","223842","223842","","","","","","","","","","","",""
"2730516","","","","","","","","","","","","","","","","","","","1.2484960556030273","1.2484960556030273","1.2484960556030273","230196","230196","230196","","","","","",""
"2730535","","","","","","","1.3686895370483398","1.3686895370483398","1.3686895370483398","227740","227740","227740","","","","","","","","","","","","","","","","","",""
"2730680","","","","","","","","","","","","","","","","","","","","","","","","","1.341538667678833","1.341538667678833","1.341538667678833","229320","229320","229320"
"2730796","","","","","","","","","","","","","1.3452776670455933","1.3452776670455933","1.3452776670455933","223867","223867","223867","","","","","","","","","","","",""
"2730826","","","","","","","","","","","","","","","","","","","1.3228492736816406","1.3228492736816406","1.3228492736816406","230222","230222","230222","","","","","",""
"2730845","","","","","","","1.315246343612671","1.315246343612671","1.315246343612671","227766","227766","227766","","","","","","","","","","","","","","","","","",""
"2730963","-16.640857696533203","-16.640857696533203","-16.640857696533203","52195","52195","52195","","","","","","","","","","","","","","","","","","","","","","","",""
"2730990","","","","","","","","","","","","","","","","","","","","","","","","","1.24443781375885","1.24443781375885","1.24443781375885","229346","229346","229346"
"2731106","","","","","","","","","","","","","1.3184025287628174","1.3184025287628174","1.3184025287628174","223893","223893","223893","","","","","","","","","","","",""
"2731136","","","","","","","","","","","","","","","","","","","1.343693494796753","1.343693494796753","1.343693494796753","230247","230247","230247","","","","","",""
"2731155","","","","","","","1.2305136919021606","1.2305136919021606","1.2305136919021606","227791","227791","227791","","","","","","","","","","","","","","","","","",""
"2731169","","","","","","","","","","","","","","","","","","","1.3090964555740356","1.3090964555740356","1.3090964555740356","230254","230254","230254","","","","","",""
"2731300","","","","","","","","","","","","","","","","","","","","","","","","","1.2511082887649536","1.2511082887649536","1.2511082887649536","229372","229372","229372"
"2731416","","","","","","","","","","","","","1.3454015254974365","1.3454015254974365","1.3454015254974365","223919","223919","223919","","","","","","","","","","","",""
"2731465","","","","","","","1.2659885883331299","1.2659885883331299","1.2659885883331299","227817","227817","227817","","","","","","","","","","","","","","","","","",""
"2731479","","","","","","","","","","","","","","","","","","","1.3666688203811646","1.3666688203811646","1.3666688203811646","230280","230280","230280","","","","","",""
"2731610","","","","","","","","","","","","","","","","","","","","","","","","","1.2827661037445068","1.2827661037445068","1.2827661037445068","229398","229398","229398"
"2731726","","","","","","","","","","","","","1.378980278968811","1.378980278968811","1.378980278968811","223945","223945","223945","","","","","","","","","","","",""
"2731775","","","","","","","1.3254843950271606","1.3254843950271606","1.3254843950271606","227843","227843","227843","","","","","","","","","","","","","","","","","",""
"2731789","","","","","","","","","","","","","","","","","","","1.3939008712768555","1.3939008712768555","1.3939008712768555","230306","230306","230306","","","","","",""
"2731920","","","","","","","","","","","","","","","","","","","","","","","","","1.3060879707336426","1.3060879707336426","1.3060879707336426","229423","229423","229423"
"2732036","","","","","","","","","","","","","1.3637597560882568","1.3637597560882568","1.3637597560882568","223971","223971","223971","","","","","","","","","","","",""
"2732085","","","","","","","1.3529531955718994","1.3529531955718994","1.3529531955718994","227869","227869","227869","","","","","","","","","","","","","","","","","",""
"2732099","","","","","","","","","","","","","","","","","","","1.4755111932754517","1.4755111932754517","1.4755111932754517","230332","230332","230332","","","","","",""
"2732230","","","","","","","","","","","","","","","","","","","","","","","","","1.347372055053711","1.347372055053711","1.347372055053711","229449","229449","229449"
"2732346","","","","","","","","","","","","","1.3907479047775269","1.3907479047775269","1.3907479047775269","223996","223996","223996","","","","","","","","","","","",""
"2732395","","","","","","","1.4229185581207275","1.4229185581207275","1.4229185581207275","227894","227894","227894","","","","","","","","","","","","","","","","","",""
"2732409","","","","","","","","","","","","","","","","","","","1.3764045238494873","1.3764045238494873","1.3764045238494873","230358","230358","230358","","","","","",""
"2732439","","","","","","","","","","","","","","","","","","","1.3292804956436157","1.3292804956436157","1.3292804956436157","230365","230365","230365","","","","","",""
"2732540","","","","","","","","","","","","","","","","","","","","","","","","","1.3784539699554443","1.3784539699554443","1.3784539699554443","229475","229475","229475"
"2732656","","","","","","","","","","","","","1.4776262044906616","1.4776262044906616","1.4776262044906616","224022","224022","224022","","","","","","","","","","","",""
"2732705","","","","","","","1.448590636253357","1.448590636253357","1.448590636253357","227920","227920","227920","","","","","","","","","","","","","","","","","",""
"2732749","","","","","","","","","","","","","","","","","","","1.2318384647369385","1.2318384647369385","1.2318384647369385","230390","230390","230390","","","","","",""
"2732850","","","","","","","","","","","","","","","","","","","","","","","","","1.4626528024673462","1.4626528024673462","1.4626528024673462","229501","229501","229501"
"2732966","","","","","","","","","","","","","1.3592334985733032","1.3592334985733032","1.3592334985733032","224048","224048","224048","","","","","","","","","","","",""
"2733015","","","","","","","1.5314613580703735","1.5314613580703735","1.5314613580703735","227983","227983","227983","","","","","","","","","","","","","","","","","",""
"2733059","","","","","","","","","","","","","","","","","","","1.3046467304229736","1.3046467304229736","1.3046467304229736","230416","230416","230416","","","","","",""
"2733160","","","","","","","","","","","","","","","","","","","","","","","","","1.3705863952636719","1.3705863952636719","1.3705863952636719","229526","229526","229526"
"2733276","","","","","","","","","","","","","1.3419605493545532","1.3419605493545532","1.3419605493545532","224074","224074","224074","","","","","","","","","","","",""
"2733313","-17.38971710205078","-17.38971710205078","-17.38971710205078","52226","52226","52226","","","","","","","","","","","","","","","","","","","","","","","",""
"2733325","","","","","","","1.4280189275741577","1.4280189275741577","1.4280189275741577","228009","228009","228009","","","","","","","","","","","","","","","","","",""
"2733369","","","","","","","","","","","","","","","","","","","1.3310729265213013","1.3310729265213013","1.3310729265213013","230442","230442","230442","","","","","",""
"2733470","","","","","","","","","","","","","","","","","","","","","","","","","1.3421052694320679","1.3421052694320679","1.3421052694320679","229552","229552","229552"
"2733586","","","","","","","","","","","","","1.2635432481765747","1.2635432481765747","1.2635432481765747","224099","224099","224099","","","","","","","","","","","",""
"2733635","","","","","","","1.367159128189087","1.367159128189087","1.367159128189087","228035","228035","228035","","","","","","","","","","","","","","","","","",""
"2733679","","","","","","","","","","","","","","","","","","","1.3443958759307861","1.3443958759307861","1.3443958759307861","230468","230468","230468","","","","","",""
"2733780","","","","","","","","","","","","","","","","","","","","","","","","","1.275020718574524","1.275020718574524","1.275020718574524","229578","229578","229578"
"2733896","","","","","","","","","","","","","1.2934452295303345","1.2934452295303345","1.2934452295303345","224125","224125","224125","","","","","","","","","","","",""
"2733945","","","","","","","1.2907764911651611","1.2907764911651611","1.2907764911651611","228060","228060","228060","","","","","","","","","","","","","","","","","",""
"2733989","","","","","","","","","","","","","","","","","","","1.3989444971084595","1.3989444971084595","1.3989444971084595","230493","230493","230493","","","","","",""
"2734206","","","","","","","","","","","","","1.3250641822814941","1.3250641822814941","1.3250641822814941","224151","224151","224151","","","","","","","","","","","",""
"2734210","","","","","","","","","","","","","","","","","","","","","","","","","1.449688196182251","1.449688196182251","1.449688196182251","229604","229604","229604"
"2734255","","","","","","","1.3216456174850464","1.3216456174850464","1.3216456174850464","228086","228086","228086","","","","","","","","","","","","","","","","","",""
"2734299","","","","","","","","","","","","","","","","","","","1.426927924156189","1.426927924156189","1.426927924156189","230519","230519","230519","","","","","",""
"2734516","","","","","","","","","","","","","1.3674272298812866","1.3674272298812866","1.3674272298812866","224177","224177","224177","","","","","","","","","","","",""
"2734520","","","","","","","","","","","","","","","","","","","","","","","","","1.4579212665557861","1.4579212665557861","1.4579212665557861","229630","229630","229630"
"2734565","","","","","","","1.3513330221176147","1.3513330221176147","1.3513330221176147","228112","228112","228112","","","","","","","","","","","","","","","","","",""
"2734609","","","","","","","","","","","","","","","","","","","1.5031462907791138","1.5031462907791138","1.5031462907791138","230545","230545","230545","","","","","",""
"2734826","","","","","","","","","","","","","1.3598650693893433","1.3598650693893433","1.3598650693893433","224203","224203","224203","","","","","","","","","","","",""
"2734830","","","","","","","","","","","","","","","","","","","","","","","","","1.4690351486206055","1.4690351486206055","1.4690351486206055","229656","229656","229656"
"2734875","","","","","","","1.3696914911270142","1.3696914911270142","1.3696914911270142","228138","228138","228138","","","","","","","","","","","","","","","","","",""
"2734919","","","","","","","","","","","","","","","","","","","1.3878296613693237","1.3878296613693237","1.3878296613693237","230571","230571","230571","","","","","",""
"2735136","","","","","","","","","","","","","1.403304100036621","1.403304100036621","1.403304100036621","224228","224228","224228","","","","","","","","","","","",""
"2735140","","","","","","","","","","","","","","","","","","","","","","","","","1.4980040788650513","1.4980040788650513","1.4980040788650513","229681","229681","229681"
"2735185","","","","","","","1.3722892999649048","1.3722892999649048","1.3722892999649048","228163","228163","228163","","","","","","","","","","","","","","","","","",""
"2735229","","","","","","","","","","","","","","","","","","","1.3120226860046387","1.3120226860046387","1.3120226860046387","230597","230597","230597","","","","","",""
"2735353","-17.54819107055664","-17.54819107055664","-17.54819107055664","52256","52256","52256","","","","","","","","","","","","","","","","","","","","","","","",""
"2735446","","","","","","","","","","","","","1.4843040704727173","1.4843040704727173","1.4843040704727173","224254","224254","224254","","","","","","","","","","","",""
"2735450","","","","","","","","","","","","","","","","","","","","","","","","","1.5117721557617188","1.5117721557617188","1.5117721557617188","229707","229707","229707"
"2735495","","","","","","","1.408244252204895","1.408244252204895","1.408244252204895","228189","228189","228189","","","","","","","","","","","","","","","","","",""
"2735539","","","","","","","","","","","","","","","","","","","1.2077624797821045","1.2077624797821045","1.2077624797821045","230622","230622","230622","","","","","",""
"2735756","","","","","","","","","","","","","1.3927778005599976","1.3927778005599976","1.3927778005599976","224280","224280","224280","","","","","","","","","","","",""
"2735760","","","","","","","","","","","","","","","","","","","","","","","","","1.5751639604568481","1.5751639604568481","1.5751639604568481","229733","229733","229733"
"2735805","","","","","","","1.4894269704818726","1.4894269704818726","1.4894269704818726","228215","228215","228215","","","","","","","","","","","","","","","","","",""
"2735959","","","","","","","","","","","","","","","","","","","1.3778421878814697","1.3778421878814697","1.3778421878814697","230648","230648","230648","","","","","",""
"2736066","","","","","","","","","","","","","1.3602969646453857","1.3602969646453857","1.3602969646453857","224306","224306","224306","","","","","","","","","","","",""
"2736070","","","","","","","","","","","","","","","","","","","","","","","","","1.465114712715149","1.465114712715149","1.465114712715149","229759","229759","229759"
"2736115","","","","","","","1.3631548881530762","1.3631548881530762","1.3631548881530762","228241","228241","228241","","","","","","","","","","","","","","","","","",""
"2736269","","","","","","","","","","","","","","","","","","","1.4136147499084473","1.4136147499084473","1.4136147499084473","230674","230674","230674","","","","","",""
"2736376","","","","","","","","","","","","","1.3000359535217285","1.3000359535217285","1.3000359535217285","224331","224331","224331","","","","","","","","","","","",""
"2736380","","","","","","","","","","","","","","","","","","","","","","","","","1.4389764070510864","1.4389764070510864","1.4389764070510864","229784","229784","229784"
"2736413","-16.491270065307617","-16.491270065307617","-16.491270065307617","52321","52321","52321","","","","","","","","","","","","","","","","","","","","","","","",""
"2736425","","","","","","","1.3170092105865479","1.3170092105865479","1.3170092105865479","228267","228267","228267","","","","","","","","","","","","","","","","","",""
"2736579","","","","","","","","","","","","","","","","","","","1.4095019102096558","1.4095019102096558","1.4095019102096558","230700","230700","230700","","","","","",""
"2736686","","","","","","","","","","","","","1.3188230991363525","1.3188230991363525","1.3188230991363525","224357","224357","224357","","","","","","","","","","","",""
"2736690","","","","","","","","","","","","","","","","","","","","","","","","","1.2883564233779907","1.2883564233779907","1.2883564233779907","229810","229810","229810"
"2736735","","","","","","","1.2311640977859497","1.2311640977859497","1.2311640977859497","228292","228292","228292","","","","","","","","","","","","","","","","","",""
"2736889","","","","","","","","","","","","","","","","","","","1.4526808261871338","1.4526808261871338","1.4526808261871338","230726","230726","230726","","","","","",""
"2736996","","","","","","","","","","","","","1.3486343622207642","1.3486343622207642","1.3486343622207642","224383","224383","224383","","","","","","","","","","","",""
"2737000","","","","","","","","","","","","","","","","","","","","","","","","","1.3015694618225098","1.3015694618225098","1.3015694618225098","229836","229836","229836"
"2737045","","","","","","","1.2791224718093872","1.2791224718093872","1.2791224718093872","228318","228318","228318","","","","","","","","","","","","","","","","","",""
"2737199","","","","","","","","","","","","","","","","","","","1.4723113775253296","1.4723113775253296","1.4723113775253296","230751","230751","230751","","","","","",""
"2737306","","","","","","","","","","","","","1.3881219625473022","1.3881219625473022","1.3881219625473022","224409","224409","224409","","","","","","","","","","","",""
"2737310","","","","","","","","","","","","","","","","","","","","","","","","","1.3267931938171387","1.3267931938171387","1.3267931938171387","229862","229862","229862"
"2737355","","","","","","","1.285236120223999","1.285236120223999","1.285236120223999","228344","228344","228344","","","","","","","","","","","","","","","","","",""
"2737509","","","","","","","","","","","","","","","","","","","1.5381077527999878","1.5381077527999878","1.5381077527999878","230777","230777","230777","","","","","",""
"2737616","","","","","","","","","","","","","1.361034870147705","1.361034870147705","1.361034870147705","224435","224435","224435","","","","","","","","","","","",""
"2737620","","","","","","","","","","","","","","","","","","","","","","","","","1.3540006875991821","1.3540006875991821","1.3540006875991821","229888","229888","229888"
"2737665","","","","","","","1.3113808631896973","1.3113808631896973","1.3113808631896973","228370","228370","228370","","","","","","","","","","","","","","","","","",""
"2737819","","","","","","","","","","","","","","","","","","","1.413238525390625","1.413238525390625","1.413238525390625","230803","230803","230803","","","","","",""
"2737926","","","","","","","","","","","","","1.40017569065094","1.40017569065094","1.40017569065094","224460","224460","224460","","","","","","","","","","","",""
"2737930","","","","","","","","","","","","","","","","","","","","","","","","","1.4179377555847168","1.4179377555847168","1.4179377555847168","229913","229913","229913"
"2737975","","","","","","","1.342897653579712","1.342897653579712","1.342897653579712","228395","228395","228395","","","","","","","","","","","","","","","","","",""
"2738129","","","","","","","","","","","","","","","","","","","1.3777827024459839","1.3777827024459839","1.3777827024459839","230829","230829","230829","","","","","",""
"2738213","-16.38306427001953","-16.38306427001953","-16.38306427001953","52350","52350","52350","","","","","","","","","","","","","","","","","","","","","","","",""
"2738236","","","","","","","","","","","","","1.477846384048462","1.477846384048462","1.477846384048462","224486","224486","224486","","","","","","","","","","","",""
"2738240","","","","","","","","","","","","","","","","","","","","","","","","","1.4384150505065918","1.4384150505065918","1.4384150505065918","229939","229939","229939"
"2738285","","","","","","","1.3736125230789185","1.3736125230789185","1.3736125230789185","228421","228421","228421","","","","","","","","","","","","","","","","","",""
"2738439","","","","","","","","","","","","","","","","","","","1.2879297733306885","1.2879297733306885","1.2879297733306885","230855","230855","230855","","","","","",""
"2738546","","","","","","","","","","","","","1.3537904024124146","1.3537904024124146","1.3537904024124146","224512","224512","224512","","","","","","","","","","","",""
"2738550","","","","","","","","","","","","","","","","","","","","","","","","","1.5088105201721191","1.5088105201721191","1.5088105201721191","230002","230002","230002"
"2738595","","","","","","","1.4584029912948608","1.4584029912948608","1.4584029912948608","228447","228447","228447","","","","","","","","","","","","","","","","","",""
"2738749","","","","","","","","","","","","","","","","","","","1.295302391052246","1.295302391052246","1.295302391052246","230880","230880","230880","","","","","",""
"2738856","","","","","","","","","","","","","1.328413724899292","1.328413724899292","1.328413724899292","224538","224538","224538","","","","","","","","","","","",""
"2738860","","","","","","","","","","","","","","","","","","","","","","","","","1.5616929531097412","1.5616929531097412","1.5616929531097412","230028","230028","230028"
"2738905","","","","","","","1.3773795366287231","1.3773795366287231","1.3773795366287231","228473","228473","228473","","","","","","","","","","","","","","","","","",""
"2739059","","","","","","","","","","","","","","","","","","","1.331423044204712","1.331423044204712","1.331423044204712","230906","230906","230906","","","","","",""
"2739166","","","","","","","","","","","","","1.2515939474105835","1.2515939474105835","1.2515939474105835","224563","224563","224563","","","","","","","","","","","",""
"2739170","","","","","","","","","","","","","","","","","","","","","","","","","1.5207350254058838","1.5207350254058838","1.5207350254058838","230053","230053","230053"
"2739215","","","","","","","1.300681710243225","1.300681710243225","1.300681710243225","228499","228499","228499","","","","","","","","","","","","","","","","","",""
"2739369","","","","","","","","","","","","","","","","","","","1.3082358837127686","1.3082358837127686","1.3082358837127686","230932","230932","230932","","","","","",""
"2739476","","","","","","","","","","","","","1.2365549802780151","1.2365549802780151","1.2365549802780151","224589","224589","224589","","","","","","","","","","","",""
"2739480","","","","","","","","","","","","","","","","","","","","","","","","","1.4326776266098022","1.4326776266098022","1.4326776266098022","230079","230079","230079"
"2739525","","","","","","","1.2204583883285522","1.2204583883285522","1.2204583883285522","228524","228524","228524","","","","","","","","","","","","","","","","","",""
"2739679","","","","","","","","","","","","","","","","","","","1.3637021780014038","1.3637021780014038","1.3637021780014038","230958","230958","230958","","","","","",""
"2739786","","","","","","","","","","","","","1.2732652425765991","1.2732652425765991","1.2732652425765991","224615","224615","224615","","","","","","","","","","","",""
"2739790","","","","","","","","","","","","","","","","","","","","","","","","","1.4608099460601807","1.4608099460601807","1.4608099460601807","230105","230105","230105"
"2739835","","","","","","","1.2188721895217896","1.2188721895217896","1.2188721895217896","228550","228550","228550","","","","","","","","","","","","","","","","","",""
"2739989","","","","","","","","","","","","","","","","","","","1.4008532762527466","1.4008532762527466","1.4008532762527466","230983","230983","230983","","","","","",""
"2740096","","","","","","","","","","","","","1.3131998777389526","1.3131998777389526","1.3131998777389526","224641","224641","224641","","","","","","","","","","","",""
"2740100","","","","","","","","","","","","","","","","","","","","","","","","","1.4796357154846191","1.4796357154846191","1.4796357154846191","230131","230131","230131"
"2740145","","","","","","","1.2583701610565186","1.2583701610565186","1.2583701610565186","228576","228576","228576","","","","","","","","","","","","","","","","","",""
"2740299","","","","","","","","","","","","","","","","","","","1.4818073511123657","1.4818073511123657","1.4818073511123657","231046","231046","231046","","","","","",""
"2740323","-16.902565002441406","-16.902565002441406","-16.902565002441406","52380","52380","52380","","","","","","","","","","","","","","","","","","","","","","","",""
"2740406","","","","","","","","","","","","","1.330290675163269","1.330290675163269","1.330290675163269","224667","224667","224667","","","","","","","","","","","",""
"2740410","","","","","","","","","","","","","","","","","","","","","","","","","1.4901717901229858","1.4901717901229858","1.4901717901229858","230157","230157","230157"
"2740455","","","","","","","1.2868168354034424","1.2868168354034424","1.2868168354034424","228602","228602","228602","","","","","","","","","","","","","","","","","",""
"2740609","","","","","","","","","","","","","","","","","","","1.4317853450775146","1.4317853450775146","1.4317853450775146","231072","231072","231072","","","","","",""
"2740716","","","","","","","","","","","","","1.373677134513855","1.373677134513855","1.373677134513855","224692","224692","224692","","","","","","","","","","","",""
"2740720","","","","","","","","","","","","","","","","","","","","","","","","","1.5110703706741333","1.5110703706741333","1.5110703706741333","230182","230182","230182"
"2740765","","","","","","","1.362527847290039","1.362527847290039","1.362527847290039","228627","228627","228627","","","","","","","","","","","","","","","","","",""
"2740919","","","","","","","","","","","","","","","","","","","1.362106442451477","1.362106442451477","1.362106442451477","231098","231098","231098","","","","","",""
"2741026","","","","","","","","","","","","","1.4492141008377075","1.4492141008377075","1.4492141008377075","224718","224718","224718","","","","","","","","","","","",""
"2741030","","","","","","","","","","","","","","","","","","","","","","","","","1.5258883237838745","1.5258883237838745","1.5258883237838745","230208","230208","230208"
"2741075","","","","","","","1.4010183811187744","1.4010183811187744","1.4010183811187744","228653","228653","228653","","","","","","","","","","","","","","","","","",""
"2741229","","","","","","","","","","","","","","","","","","","1.296345591545105","1.296345591545105","1.296345591545105","231124","231124","231124","","","","","",""
"2741336","","","","","","","","","","","","","1.349172592163086","1.349172592163086","1.349172592163086","224744","224744","224744","","","","","","","","","","","",""
"2741340","","","","","","","","","","","","","","","","","","","","","","","","","1.587920069694519","1.587920069694519","1.587920069694519","230234","230234","230234"
"2741385","","","","","","","1.4762330055236816","1.4762330055236816","1.4762330055236816","228679","228679","228679","","","","","","","","","","","","","","","","","",""
"2741539","","","","","","","","","","","","","","","","","","","1.3648207187652588","1.3648207187652588","1.3648207187652588","231149","231149","231149","","","","","",""
"2741650","","","","","","","","","","","","","","","","","","","","","","","","","1.4678460359573364","1.4678460359573364","1.4678460359573364","230260","230260","230260"
"2741656","","","","","","","","","","","","","1.2689069509506226","1.2689069509506226","1.2689069509506226","224770","224770","224770","","","","","","","","","","","",""
"2741695","","","","","","","1.354728102684021","1.354728102684021","1.354728102684021","228705","228705","228705","","","","","","","","","","","","","","","","","",""
"2741849","","","","","","","","","","","","","","","","","","","1.392829418182373","1.392829418182373","1.392829418182373","231175","231175","231175","","","","","",""
"2741960","","","","","","","","","","","","","","","","","","","","","","","","","1.3845568895339966","1.3845568895339966","1.3845568895339966","230285","230285","230285"
"2741966","","","","","","","","","","","","","1.1932412385940552","1.1932412385940552","1.1932412385940552","224795","224795","224795","","","","","","","","","","","",""
