"Evaluate/step_episode","rl_filter_mlp_2025-12-07_21-13-48 - Evaluate/EpProgress","rl_filter_mlp_2025-12-07_21-13-48 - Evaluate/EpProgress__MIN","rl_filter_mlp_2025-12-07_21-13-48 - Evaluate/EpProgress__MAX","rl_filter_mlp_2025-12-07_21-13-48 - _step","rl_filter_mlp_2025-12-07_21-13-48 - _step__MIN","rl_filter_mlp_2025-12-07_21-13-48 - _step__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - Evaluate/EpProgress","rl_filter_no_dueling_2025-11-29_18-11-35 - Evaluate/EpProgress__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - Evaluate/EpProgress__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - _step","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - Evaluate/EpProgress","rl_filter_selfattn_2025-11-26_16-56-20 - Evaluate/EpProgress__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - Evaluate/EpProgress__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - _step","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - Evaluate/EpProgress","rl_filter_no_noisy_2025-11-25_15-04-29 - Evaluate/EpProgress__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - Evaluate/EpProgress__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - _step","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpProgress","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpProgress__MIN","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpProgress__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX"
"1806","1","1","1","37566","37566","37566","1","1","1","215112","215112","215112","1","1","1","215213","215213","215213","1","1","1","214973","214973","214973","1","1","1","215005","215005","215005"
"1807","1","1","1","37570","37570","37570","1","1","1","215116","215116","215116","1","1","1","215217","215217","215217","1","1","1","214977","214977","214977","1","1","1","215009","215009","215009"
"1808","1","1","1","37574","37574","37574","1","1","1","215120","215120","215120","1","1","1","215221","215221","215221","1","1","1","214981","214981","214981","1","1","1","215013","215013","215013"
"1809","1","1","1","37728","37728","37728","1","1","1","216156","216156","216156","1","1","1","216257","216257","216257","1","1","1","216017","216017","216017","1","1","1","216050","216050","216050"
"1810","1","1","1","37732","37732","37732","1","1","1","216160","216160","216160","1","1","1","216261","216261","216261","1","1","1","216021","216021","216021","1","1","1","216054","216054","216054"
"1811","1","1","1","37736","37736","37736","1","1","1","216164","216164","216164","1","1","1","216265","216265","216265","1","1","1","216025","216025","216025","1","1","1","216058","216058","216058"
"1812","1","1","1","37740","37740","37740","1","1","1","216168","216168","216168","1","1","1","216269","216269","216269","1","1","1","216029","216029","216029","1","1","1","216062","216062","216062"
"1813","1","1","1","37744","37744","37744","1","1","1","216172","216172","216172","1","1","1","216273","216273","216273","1","1","1","216033","216033","216033","1","1","1","216066","216066","216066"
"1814","1","1","1","37748","37748","37748","1","1","1","216176","216176","216176","1","1","1","216277","216277","216277","1","1","1","216037","216037","216037","1","1","1","216070","216070","216070"
"1815","1","1","1","37752","37752","37752","1","1","1","216180","216180","216180","1","1","1","216281","216281","216281","1","1","1","216041","216041","216041","1","1","1","216074","216074","216074"
"1816","1","1","1","37756","37756","37756","1","1","1","216184","216184","216184","1","1","1","216285","216285","216285","1","1","1","216045","216045","216045","1","1","1","216078","216078","216078"
"1817","1","1","1","37760","37760","37760","1","1","1","216188","216188","216188","1","1","1","216289","216289","216289","1","1","1","216049","216049","216049","1","1","1","216082","216082","216082"
"1818","1","1","1","37917","37917","37917","1","1","1","217224","217224","217224","1","1","1","217325","217325","217325","1","1","1","217085","217085","217085","1","1","1","217118","217118","217118"
"1819","1","1","1","37921","37921","37921","1","1","1","217228","217228","217228","1","1","1","217329","217329","217329","1","1","1","217089","217089","217089","1","1","1","217122","217122","217122"
"1820","1","1","1","37925","37925","37925","1","1","1","217232","217232","217232","1","1","1","217333","217333","217333","1","1","1","217093","217093","217093","1","1","1","217126","217126","217126"
"1821","1","1","1","37929","37929","37929","1","1","1","217236","217236","217236","1","1","1","217337","217337","217337","1","1","1","217097","217097","217097","1","1","1","217130","217130","217130"
"1822","1","1","1","37933","37933","37933","1","1","1","217240","217240","217240","1","1","1","217341","217341","217341","1","1","1","217101","217101","217101","1","1","1","217134","217134","217134"
"1823","1","1","1","37937","37937","37937","1","1","1","217244","217244","217244","1","1","1","217345","217345","217345","1","1","1","217105","217105","217105","1","1","1","217138","217138","217138"
"1824","1","1","1","37941","37941","37941","1","1","1","217248","217248","217248","1","1","1","217349","217349","217349","1","1","1","217109","217109","217109","1","1","1","217142","217142","217142"
"1825","1","1","1","37945","37945","37945","1","1","1","217252","217252","217252","1","1","1","217353","217353","217353","1","1","1","217113","217113","217113","1","1","1","217146","217146","217146"
"1826","1","1","1","37949","37949","37949","1","1","1","217256","217256","217256","1","1","1","217357","217357","217357","1","1","1","217117","217117","217117","1","1","1","217150","217150","217150"
"1827","1","1","1","38102","38102","38102","1","1","1","218297","218297","218297","1","1","1","218398","218398","218398","1","1","1","218158","218158","218158","1","1","1","218186","218186","218186"
"1828","1","1","1","38106","38106","38106","1","1","1","218301","218301","218301","1","1","1","218402","218402","218402","1","1","1","218162","218162","218162","1","1","1","218190","218190","218190"
"1829","1","1","1","38110","38110","38110","1","1","1","218305","218305","218305","1","1","1","218406","218406","218406","1","1","1","218166","218166","218166","1","1","1","218194","218194","218194"
"1830","1","1","1","38114","38114","38114","1","1","1","218309","218309","218309","1","1","1","218410","218410","218410","1","1","1","218171","218171","218171","1","1","1","218198","218198","218198"
"1831","1","1","1","38118","38118","38118","1","1","1","218313","218313","218313","1","1","1","218414","218414","218414","1","1","1","218175","218175","218175","1","1","1","218202","218202","218202"
"1832","1","1","1","38122","38122","38122","1","1","1","218317","218317","218317","1","1","1","218418","218418","218418","1","1","1","218179","218179","218179","1","1","1","218206","218206","218206"
"1833","1","1","1","38126","38126","38126","1","1","1","218321","218321","218321","1","1","1","218422","218422","218422","1","1","1","218183","218183","218183","1","1","1","218210","218210","218210"
"1834","1","1","1","38130","38130","38130","1","1","1","218325","218325","218325","1","1","1","218426","218426","218426","1","1","1","218187","218187","218187","1","1","1","218214","218214","218214"
"1835","1","1","1","38134","38134","38134","1","1","1","218329","218329","218329","1","1","1","218430","218430","218430","1","1","1","218191","218191","218191","1","1","1","218218","218218","218218"
"1836","1","1","1","38286","38286","38286","1","1","1","219366","219366","219366","1","1","1","219467","219467","219467","1","1","1","219232","219232","219232","1","1","1","219254","219254","219254"
"1837","1","1","1","38290","38290","38290","1","1","1","219370","219370","219370","1","1","1","219471","219471","219471","1","1","1","219236","219236","219236","1","1","1","219258","219258","219258"
"1838","1","1","1","38294","38294","38294","1","1","1","219374","219374","219374","1","1","1","219475","219475","219475","1","1","1","219240","219240","219240","1","1","1","219262","219262","219262"
"1839","1","1","1","38298","38298","38298","1","1","1","219378","219378","219378","1","1","1","219479","219479","219479","1","1","1","219247","219247","219247","1","1","1","219266","219266","219266"
"1840","1","1","1","38302","38302","38302","1","1","1","219382","219382","219382","1","1","1","219483","219483","219483","1","1","1","219251","219251","219251","1","1","1","219270","219270","219270"
"1841","1","1","1","38306","38306","38306","1","1","1","219386","219386","219386","1","1","1","219487","219487","219487","1","1","1","219255","219255","219255","1","1","1","219274","219274","219274"
"1842","1","1","1","38310","38310","38310","1","1","1","219390","219390","219390","1","1","1","219491","219491","219491","1","1","1","219259","219259","219259","1","1","1","219278","219278","219278"
"1843","1","1","1","38314","38314","38314","1","1","1","219394","219394","219394","1","1","1","219495","219495","219495","1","1","1","219263","219263","219263","1","1","1","219282","219282","219282"
"1844","1","1","1","38318","38318","38318","1","1","1","219398","219398","219398","1","1","1","219499","219499","219499","1","1","1","219267","219267","219267","1","1","1","219286","219286","219286"
"1845","1","1","1","38473","38473","38473","1","1","1","220449","220449","220449","1","1","1","220535","220535","220535","1","1","1","220303","220303","220303","1","1","1","220327","220327","220327"
"1846","1","1","1","38477","38477","38477","1","1","1","220453","220453","220453","1","1","1","220539","220539","220539","1","1","1","220307","220307","220307","1","1","1","220331","220331","220331"
"1847","1","1","1","38481","38481","38481","1","1","1","220457","220457","220457","1","1","1","220543","220543","220543","1","1","1","220311","220311","220311","1","1","1","220335","220335","220335"
"1848","1","1","1","38485","38485","38485","1","1","1","220461","220461","220461","1","1","1","220547","220547","220547","1","1","1","220315","220315","220315","1","1","1","220339","220339","220339"
"1849","1","1","1","38489","38489","38489","1","1","1","220465","220465","220465","1","1","1","220551","220551","220551","1","1","1","220319","220319","220319","1","1","1","220343","220343","220343"
"1850","1","1","1","38493","38493","38493","1","1","1","220469","220469","220469","1","1","1","220555","220555","220555","1","1","1","220323","220323","220323","1","1","1","220347","220347","220347"
"1851","1","1","1","38497","38497","38497","1","1","1","220473","220473","220473","1","1","1","220559","220559","220559","1","1","1","220327","220327","220327","1","1","1","220351","220351","220351"
"1852","1","1","1","38501","38501","38501","1","1","1","220477","220477","220477","1","1","1","220563","220563","220563","1","1","1","220331","220331","220331","1","1","1","220355","220355","220355"
"1853","1","1","1","38505","38505","38505","1","1","1","220481","220481","220481","1","1","1","220567","220567","220567","1","1","1","220335","220335","220335","1","1","1","220359","220359","220359"
"1854","1","1","1","38661","38661","38661","1","1","1","221517","221517","221517","1","1","1","221603","221603","221603","1","1","1","221372","221372","221372","1","1","1","221396","221396","221396"
"1855","1","1","1","38665","38665","38665","1","1","1","221521","221521","221521","1","1","1","221607","221607","221607","1","1","1","221376","221376","221376","1","1","1","221400","221400","221400"
"1856","1","1","1","38669","38669","38669","1","1","1","221525","221525","221525","1","1","1","221611","221611","221611","1","1","1","221380","221380","221380","1","1","1","221404","221404","221404"
"1857","1","1","1","38673","38673","38673","1","1","1","221529","221529","221529","1","1","1","221615","221615","221615","1","1","1","221384","221384","221384","1","1","1","221408","221408","221408"
"1858","1","1","1","38677","38677","38677","1","1","1","221533","221533","221533","1","1","1","221619","221619","221619","1","1","1","221388","221388","221388","1","1","1","221412","221412","221412"
"1859","1","1","1","38681","38681","38681","1","1","1","221537","221537","221537","1","1","1","221623","221623","221623","1","1","1","221392","221392","221392","1","1","1","221416","221416","221416"
"1860","1","1","1","38685","38685","38685","1","1","1","221541","221541","221541","1","1","1","221627","221627","221627","1","1","1","221396","221396","221396","1","1","1","221420","221420","221420"
"1861","1","1","1","38689","38689","38689","1","1","1","221545","221545","221545","1","1","1","221631","221631","221631","1","1","1","221400","221400","221400","1","1","1","221424","221424","221424"
"1862","1","1","1","38693","38693","38693","1","1","1","221549","221549","221549","1","1","1","221635","221635","221635","1","1","1","221404","221404","221404","1","1","1","221428","221428","221428"
"1863","1","1","1","38844","38844","38844","1","1","1","222585","222585","222585","1","1","1","222676","222676","222676","1","1","1","222440","222440","222440","1","1","1","222464","222464","222464"
"1864","1","1","1","38848","38848","38848","1","1","1","222589","222589","222589","1","1","1","222680","222680","222680","1","1","1","222444","222444","222444","1","1","1","222468","222468","222468"
"1865","1","1","1","38852","38852","38852","1","1","1","222593","222593","222593","1","1","1","222684","222684","222684","1","1","1","222448","222448","222448","1","1","1","222472","222472","222472"
"1866","1","1","1","38856","38856","38856","1","1","1","222597","222597","222597","1","1","1","222688","222688","222688","1","1","1","222452","222452","222452","1","1","1","222476","222476","222476"
"1867","1","1","1","38860","38860","38860","1","1","1","222601","222601","222601","1","1","1","222692","222692","222692","1","1","1","222456","222456","222456","1","1","1","222480","222480","222480"
"1868","1","1","1","38864","38864","38864","1","1","1","222605","222605","222605","1","1","1","222696","222696","222696","1","1","1","222460","222460","222460","1","1","1","222484","222484","222484"
"1869","1","1","1","38868","38868","38868","1","1","1","222609","222609","222609","1","1","1","222700","222700","222700","1","1","1","222464","222464","222464","1","1","1","222488","222488","222488"
"1870","1","1","1","38872","38872","38872","1","1","1","222613","222613","222613","1","1","1","222704","222704","222704","1","1","1","222468","222468","222468","1","1","1","222492","222492","222492"
"1871","1","1","1","38876","38876","38876","1","1","1","222617","222617","222617","1","1","1","222708","222708","222708","1","1","1","222472","222472","222472","1","1","1","222496","222496","222496"
"1872","1","1","1","39031","39031","39031","1","1","1","223653","223653","223653","1","1","1","223749","223749","223749","1","1","1","223513","223513","223513","1","1","1","223533","223533","223533"
"1873","1","1","1","39035","39035","39035","1","1","1","223657","223657","223657","1","1","1","223753","223753","223753","1","1","1","223517","223517","223517","1","1","1","223537","223537","223537"
"1874","1","1","1","39039","39039","39039","1","1","1","223661","223661","223661","1","1","1","223757","223757","223757","1","1","1","223521","223521","223521","1","1","1","223541","223541","223541"
"1875","1","1","1","39043","39043","39043","1","1","1","223665","223665","223665","1","1","1","223761","223761","223761","1","1","1","223525","223525","223525","1","1","1","223545","223545","223545"
"1876","1","1","1","39047","39047","39047","1","1","1","223669","223669","223669","1","1","1","223765","223765","223765","1","1","1","223529","223529","223529","1","1","1","223549","223549","223549"
"1877","1","1","1","39051","39051","39051","1","1","1","223673","223673","223673","1","1","1","223769","223769","223769","1","1","1","223533","223533","223533","1","1","1","223553","223553","223553"
"1878","1","1","1","39055","39055","39055","1","1","1","223677","223677","223677","1","1","1","223773","223773","223773","1","1","1","223537","223537","223537","1","1","1","223557","223557","223557"
"1879","1","1","1","39059","39059","39059","1","1","1","223681","223681","223681","1","1","1","223777","223777","223777","1","1","1","223541","223541","223541","1","1","1","223561","223561","223561"
"1880","1","1","1","39063","39063","39063","1","1","1","223685","223685","223685","1","1","1","223781","223781","223781","1","1","1","223545","223545","223545","1","1","1","223565","223565","223565"
"1881","1","1","1","39219","39219","39219","1","1","1","224722","224722","224722","1","1","1","224817","224817","224817","1","1","1","224582","224582","224582","1","1","1","224606","224606","224606"
"1882","1","1","1","39223","39223","39223","1","1","1","224726","224726","224726","1","1","1","224821","224821","224821","1","1","1","224586","224586","224586","1","1","1","224610","224610","224610"
"1883","1","1","1","39227","39227","39227","1","1","1","224730","224730","224730","1","1","1","224825","224825","224825","1","1","1","224590","224590","224590","1","1","1","224614","224614","224614"
"1884","1","1","1","39231","39231","39231","1","1","1","224734","224734","224734","1","1","1","224829","224829","224829","1","1","1","224594","224594","224594","1","1","1","224618","224618","224618"
"1885","1","1","1","39235","39235","39235","0.9","0.9","0.9","224739","224739","224739","1","1","1","224833","224833","224833","1","1","1","224598","224598","224598","1","1","1","224622","224622","224622"
"1886","1","1","1","39239","39239","39239","1","1","1","224743","224743","224743","1","1","1","224837","224837","224837","1","1","1","224602","224602","224602","1","1","1","224626","224626","224626"
"1887","1","1","1","39243","39243","39243","1","1","1","224747","224747","224747","1","1","1","224841","224841","224841","1","1","1","224606","224606","224606","1","1","1","224630","224630","224630"
"1888","1","1","1","39247","39247","39247","1","1","1","224751","224751","224751","1","1","1","224845","224845","224845","1","1","1","224610","224610","224610","1","1","1","224634","224634","224634"
"1889","1","1","1","39251","39251","39251","1","1","1","224755","224755","224755","1","1","1","224849","224849","224849","1","1","1","224614","224614","224614","1","1","1","224638","224638","224638"
"1890","1","1","1","39405","39405","39405","1","1","1","225796","225796","225796","1","1","1","225885","225885","225885","1","1","1","225650","225650","225650","1","1","1","225679","225679","225679"
"1891","1","1","1","39409","39409","39409","1","1","1","225800","225800","225800","1","1","1","225889","225889","225889","1","1","1","225654","225654","225654","1","1","1","225683","225683","225683"
"1892","1","1","1","39413","39413","39413","1","1","1","225804","225804","225804","1","1","1","225893","225893","225893","1","1","1","225658","225658","225658","1","1","1","225687","225687","225687"
"1893","1","1","1","39417","39417","39417","1","1","1","225808","225808","225808","1","1","1","225897","225897","225897","1","1","1","225662","225662","225662","1","1","1","225691","225691","225691"
"1894","1","1","1","39421","39421","39421","1","1","1","225812","225812","225812","1","1","1","225901","225901","225901","1","1","1","225666","225666","225666","1","1","1","225695","225695","225695"
"1895","1","1","1","39425","39425","39425","1","1","1","225816","225816","225816","1","1","1","225905","225905","225905","1","1","1","225670","225670","225670","1","1","1","225699","225699","225699"
"1896","1","1","1","39429","39429","39429","1","1","1","225820","225820","225820","1","1","1","225909","225909","225909","1","1","1","225674","225674","225674","1","1","1","225703","225703","225703"
"1897","1","1","1","39433","39433","39433","1","1","1","225824","225824","225824","1","1","1","225913","225913","225913","1","1","1","225678","225678","225678","1","1","1","225707","225707","225707"
"1898","1","1","1","39437","39437","39437","1","1","1","225828","225828","225828","1","1","1","225917","225917","225917","1","1","1","225682","225682","225682","1","1","1","225711","225711","225711"
"1899","1","1","1","39590","39590","39590","1","1","1","226869","226869","226869","1","1","1","226953","226953","226953","1","1","1","226718","226718","226718","1","1","1","226747","226747","226747"
"1900","1","1","1","39594","39594","39594","1","1","1","226873","226873","226873","1","1","1","226957","226957","226957","1","1","1","226722","226722","226722","1","1","1","226751","226751","226751"
"1901","1","1","1","39598","39598","39598","1","1","1","226877","226877","226877","1","1","1","226961","226961","226961","1","1","1","226726","226726","226726","1","1","1","226755","226755","226755"
"1902","1","1","1","39602","39602","39602","1","1","1","226881","226881","226881","1","1","1","226965","226965","226965","1","1","1","226730","226730","226730","1","1","1","226759","226759","226759"
"1903","1","1","1","39606","39606","39606","0.9","0.9","0.9","226885","226885","226885","1","1","1","226969","226969","226969","1","1","1","226734","226734","226734","1","1","1","226763","226763","226763"
"1904","1","1","1","39610","39610","39610","1","1","1","226889","226889","226889","1","1","1","226973","226973","226973","1","1","1","226738","226738","226738","1","1","1","226767","226767","226767"
"1905","1","1","1","39614","39614","39614","1","1","1","226893","226893","226893","1","1","1","226977","226977","226977","1","1","1","226742","226742","226742","1","1","1","226771","226771","226771"
"1906","1","1","1","39618","39618","39618","1","1","1","226897","226897","226897","1","1","1","226981","226981","226981","1","1","1","226746","226746","226746","1","1","1","226775","226775","226775"
"1907","1","1","1","39622","39622","39622","1","1","1","226901","226901","226901","1","1","1","226985","226985","226985","1","1","1","226750","226750","226750","1","1","1","226779","226779","226779"
"1908","1","1","1","39778","39778","39778","1","1","1","227936","227936","227936","1","1","1","228021","228021","228021","1","1","1","227791","227791","227791","1","1","1","227816","227816","227816"
"1909","1","1","1","39782","39782","39782","1","1","1","227940","227940","227940","1","1","1","228025","228025","228025","1","1","1","227795","227795","227795","1","1","1","227820","227820","227820"
"1910","1","1","1","39786","39786","39786","1","1","1","227944","227944","227944","1","1","1","228029","228029","228029","1","1","1","227799","227799","227799","1","1","1","227824","227824","227824"
"1911","1","1","1","39790","39790","39790","1","1","1","227948","227948","227948","1","1","1","228033","228033","228033","0.9","0.9","0.9","227803","227803","227803","1","1","1","227828","227828","227828"
"1912","1","1","1","39794","39794","39794","1","1","1","227952","227952","227952","1","1","1","228037","228037","228037","1","1","1","227807","227807","227807","1","1","1","227832","227832","227832"
"1913","1","1","1","39798","39798","39798","1","1","1","227956","227956","227956","1","1","1","228041","228041","228041","1","1","1","227811","227811","227811","1","1","1","227836","227836","227836"
"1914","1","1","1","39802","39802","39802","1","1","1","227960","227960","227960","1","1","1","228045","228045","228045","1","1","1","227815","227815","227815","1","1","1","227840","227840","227840"
"1915","1","1","1","39806","39806","39806","1","1","1","227964","227964","227964","1","1","1","228049","228049","228049","1","1","1","227819","227819","227819","1","1","1","227844","227844","227844"
"1916","1","1","1","39810","39810","39810","1","1","1","227968","227968","227968","1","1","1","228053","228053","228053","1","1","1","227823","227823","227823","1","1","1","227848","227848","227848"
"1917","1","1","1","39961","39961","39961","1","1","1","229004","229004","229004","1","1","1","229090","229090","229090","1","1","1","228859","228859","228859","1","1","1","228884","228884","228884"
"1918","1","1","1","39965","39965","39965","1","1","1","229008","229008","229008","1","1","1","229094","229094","229094","1","1","1","228863","228863","228863","1","1","1","228888","228888","228888"
"1919","1","1","1","39969","39969","39969","1","1","1","229012","229012","229012","1","1","1","229098","229098","229098","1","1","1","228867","228867","228867","1","1","1","228892","228892","228892"
"1920","1","1","1","39973","39973","39973","1","1","1","229016","229016","229016","1","1","1","229102","229102","229102","1","1","1","228871","228871","228871","1","1","1","228896","228896","228896"
"1921","1","1","1","39977","39977","39977","1","1","1","229020","229020","229020","1","1","1","229106","229106","229106","1","1","1","228875","228875","228875","1","1","1","228900","228900","228900"
"1922","1","1","1","39981","39981","39981","1","1","1","229024","229024","229024","1","1","1","229110","229110","229110","1","1","1","228879","228879","228879","1","1","1","228904","228904","228904"
"1923","1","1","1","39985","39985","39985","1","1","1","229028","229028","229028","1","1","1","229114","229114","229114","1","1","1","228883","228883","228883","1","1","1","228908","228908","228908"
"1924","1","1","1","39989","39989","39989","1","1","1","229032","229032","229032","1","1","1","229118","229118","229118","1","1","1","228887","228887","228887","1","1","1","228912","228912","228912"
"1925","1","1","1","39993","39993","39993","1","1","1","229036","229036","229036","1","1","1","229122","229122","229122","1","1","1","228891","228891","228891","1","1","1","228916","228916","228916"
"1926","1","1","1","40151","40151","40151","1","1","1","230072","230072","230072","","","","","","","1","1","1","229927","229927","229927","1","1","1","229952","229952","229952"
"1927","1","1","1","40155","40155","40155","1","1","1","230076","230076","230076","","","","","","","1","1","1","229931","229931","229931","1","1","1","229956","229956","229956"
"1928","1","1","1","40159","40159","40159","1","1","1","230080","230080","230080","","","","","","","1","1","1","229935","229935","229935","1","1","1","229960","229960","229960"
"1929","1","1","1","40163","40163","40163","1","1","1","230084","230084","230084","","","","","","","1","1","1","229939","229939","229939","1","1","1","229964","229964","229964"
"1930","1","1","1","40167","40167","40167","1","1","1","230088","230088","230088","","","","","","","1","1","1","229943","229943","229943","1","1","1","229968","229968","229968"
"1931","1","1","1","40171","40171","40171","1","1","1","230092","230092","230092","","","","","","","1","1","1","229947","229947","229947","1","1","1","229972","229972","229972"
"1932","1","1","1","40175","40175","40175","1","1","1","230096","230096","230096","","","","","","","1","1","1","229951","229951","229951","1","1","1","229976","229976","229976"
"1933","1","1","1","40179","40179","40179","1","1","1","230100","230100","230100","","","","","","","1","1","1","229955","229955","229955","1","1","1","229980","229980","229980"
"1934","1","1","1","40183","40183","40183","1","1","1","230104","230104","230104","","","","","","","1","1","1","229959","229959","229959","1","1","1","229984","229984","229984"
"1935","1","1","1","40341","40341","40341","1","1","1","231141","231141","231141","","","","","","","1","1","1","231005","231005","231005","1","1","1","231025","231025","231025"
"1936","1","1","1","40345","40345","40345","1","1","1","231145","231145","231145","","","","","","","1","1","1","231009","231009","231009","1","1","1","231029","231029","231029"
"1937","1","1","1","40349","40349","40349","0.8","0.8","0.8","231149","231149","231149","","","","","","","1","1","1","231013","231013","231013","1","1","1","231033","231033","231033"
"1938","1","1","1","40353","40353","40353","1","1","1","231153","231153","231153","","","","","","","1","1","1","231017","231017","231017","1","1","1","231037","231037","231037"
"1939","1","1","1","40357","40357","40357","1","1","1","231157","231157","231157","","","","","","","1","1","1","231021","231021","231021","1","1","1","231041","231041","231041"
"1940","1","1","1","40361","40361","40361","1","1","1","231161","231161","231161","","","","","","","1","1","1","231025","231025","231025","1","1","1","231045","231045","231045"
"1941","1","1","1","40365","40365","40365","1","1","1","231165","231165","231165","","","","","","","1","1","1","231029","231029","231029","1","1","1","231049","231049","231049"
"1942","1","1","1","40369","40369","40369","1","1","1","231169","231169","231169","","","","","","","1","1","1","231033","231033","231033","1","1","1","231053","231053","231053"
"1943","1","1","1","40373","40373","40373","1","1","1","231173","231173","231173","","","","","","","1","1","1","231037","231037","231037","1","1","1","231057","231057","231057"
"1944","1","1","1","40527","40527","40527","1","1","1","232218","232218","232218","","","","","","","1","1","1","232073","232073","232073","1","1","1","232094","232094","232094"
"1945","1","1","1","40531","40531","40531","1","1","1","232222","232222","232222","","","","","","","1","1","1","232077","232077","232077","1","1","1","232098","232098","232098"
"1946","1","1","1","40535","40535","40535","1","1","1","232226","232226","232226","","","","","","","1","1","1","232081","232081","232081","1","1","1","232102","232102","232102"
"1947","1","1","1","40539","40539","40539","1","1","1","232230","232230","232230","","","","","","","1","1","1","232085","232085","232085","1","1","1","232106","232106","232106"
"1948","1","1","1","40543","40543","40543","1","1","1","232234","232234","232234","","","","","","","1","1","1","232089","232089","232089","1","1","1","232110","232110","232110"
"1949","1","1","1","40547","40547","40547","1","1","1","232238","232238","232238","","","","","","","1","1","1","232093","232093","232093","1","1","1","232114","232114","232114"
"1950","1","1","1","40551","40551","40551","1","1","1","232242","232242","232242","","","","","","","1","1","1","232097","232097","232097","1","1","1","232118","232118","232118"
"1951","1","1","1","40555","40555","40555","1","1","1","232246","232246","232246","","","","","","","1","1","1","232101","232101","232101","1","1","1","232122","232122","232122"
"1952","1","1","1","40559","40559","40559","1","1","1","232250","232250","232250","","","","","","","1","1","1","232105","232105","232105","1","1","1","232126","232126","232126"
"1953","1","1","1","40711","40711","40711","1","1","1","233291","233291","233291","","","","","","","1","1","1","233142","233142","233142","1","1","1","233163","233163","233163"
"1954","1","1","1","40715","40715","40715","1","1","1","233295","233295","233295","","","","","","","0.8","0.8","0.8","233146","233146","233146","1","1","1","233167","233167","233167"
"1955","1","1","1","40719","40719","40719","1","1","1","233299","233299","233299","","","","","","","0.8","0.8","0.8","233150","233150","233150","1","1","1","233171","233171","233171"
"1956","1","1","1","40723","40723","40723","1","1","1","233303","233303","233303","","","","","","","1","1","1","233154","233154","233154","1","1","1","233175","233175","233175"
"1957","1","1","1","40727","40727","40727","1","1","1","233307","233307","233307","","","","","","","1","1","1","233158","233158","233158","1","1","1","233179","233179","233179"
"1958","1","1","1","40731","40731","40731","1","1","1","233311","233311","233311","","","","","","","1","1","1","233162","233162","233162","1","1","1","233183","233183","233183"
"1959","1","1","1","40735","40735","40735","1","1","1","233315","233315","233315","","","","","","","1","1","1","233166","233166","233166","1","1","1","233187","233187","233187"
"1960","1","1","1","40739","40739","40739","1","1","1","233319","233319","233319","","","","","","","1","1","1","233170","233170","233170","1","1","1","233191","233191","233191"
"1961","1","1","1","40743","40743","40743","1","1","1","233323","233323","233323","","","","","","","1","1","1","233174","233174","233174","1","1","1","233195","233195","233195"
"1962","1","1","1","40898","40898","40898","","","","","","","","","","","","","1","1","1","234209","234209","234209","1","1","1","234242","234242","234242"
"1963","1","1","1","40902","40902","40902","","","","","","","","","","","","","1","1","1","234213","234213","234213","1","1","1","234246","234246","234246"
"1964","1","1","1","40906","40906","40906","","","","","","","","","","","","","1","1","1","234217","234217","234217","1","1","1","234250","234250","234250"
"1965","1","1","1","40910","40910","40910","","","","","","","","","","","","","1","1","1","234221","234221","234221","1","1","1","234254","234254","234254"
"1966","1","1","1","40914","40914","40914","","","","","","","","","","","","","1","1","1","234225","234225","234225","1","1","1","234258","234258","234258"
"1967","1","1","1","40918","40918","40918","","","","","","","","","","","","","1","1","1","234229","234229","234229","1","1","1","234262","234262","234262"
"1968","1","1","1","40922","40922","40922","","","","","","","","","","","","","1","1","1","234233","234233","234233","1","1","1","234266","234266","234266"
"1969","1","1","1","40926","40926","40926","","","","","","","","","","","","","1","1","1","234237","234237","234237","1","1","1","234270","234270","234270"
"1970","1","1","1","40930","40930","40930","","","","","","","","","","","","","1","1","1","234241","234241","234241","1","1","1","234274","234274","234274"
"1971","1","1","1","41085","41085","41085","","","","","","","","","","","","","1","1","1","235277","235277","235277","1","1","1","235310","235310","235310"
"1972","1","1","1","41089","41089","41089","","","","","","","","","","","","","1","1","1","235281","235281","235281","1","1","1","235314","235314","235314"
"1973","1","1","1","41093","41093","41093","","","","","","","","","","","","","1","1","1","235285","235285","235285","1","1","1","235318","235318","235318"
